cpd	dose	replicate_correlation_cellpainting	signature_strength_cellpainting	MAS	replicate_correlation_l1000	signature_strength_l1000	TAS	Metadata_broad_sample	broad_id	moa	median_replicate_score_cellpainting	median_replicate_score_l1000	pass_cellpainting_thresh	pass_l1000_thresh	pass_both	cell_painting_num_reproducible	l1000_num_reproducible	total_reproducible
etravirine	0.12 uM	0.0469660002615184	384.2	0.1500908476470499	0.0439656673645578	255.66666666666666	0.10720732557681531	BRD-K74717603-001-02-2	BRD-K74717603	Non-nucleoside reverse transcriptase inhibitor	0.04696600026151849	0.04396566736455787	FALSE	FALSE	FALSE	2	0	2
eugenol	0.12 uM	0.0019305668413236	343.8	0.028785852747674572	-0.0660623845960408	186	0	BRD-K32977963-001-05-0	BRD-K32977963	Androgen receptor antagonist	0.0019305668413236573	-0.06606238459604082	FALSE	FALSE	FALSE	0	0	0
everolimus	0.12 uM	0.5472900963882429	538	0.606294564092433	0.3475415662906889	385.3333333333333	0.37004303929565324	BRD-K13154216-001-01-3	BRD-K13154216	MTOR inhibitor	0.5472900963882429	0.34754156629068894	TRUE	TRUE	TRUE	6	6	12
evp-6124	0.12 uM	0.0298646758571735	308.4	0.10723086994240338	0.0993563132690123	126	0.11313932392179171	BRD-K71603915-003-01-8	BRD-K71603915	acetylcholine receptor agonist	0.029864675857173548	0.09935631326901238	FALSE	FALSE	FALSE	1	0	1
exalamide	0.12 uM	0.0919021033558426	302.2	0.18620601143438326	0.005408709310425	132	0.027018694372208926	BRD-K12609457-001-03-1	BRD-K12609457	Membrane permeability inhibitor	0.0919021033558426	0.005408709310425059	TRUE	FALSE	FALSE	4	0	4
exemestane	0.12 uM	0.1092987685281179	448.6	0.24741214297509267	0.1594568908192259	180.5	0.1715500391828289	BRD-A73741725-001-02-8	BRD-A73741725	Aromatase inhibitor	0.1092987685281179	0.15945689081922598	TRUE	TRUE	TRUE	6	2	8
exherin	0.12 uM	0.0193119495269317	300.6	0.08513169666770823	0.0962762351571956	203.66666666666666	0.14159571142715638	BRD-K81795818-019-01-4	BRD-K81795818	Cadherin antagonist	0.019311949526931736	0.09627623515719562	FALSE	FALSE	FALSE	0	0	0
fadrozole	0.12 uM	-0.014157653618762	335	0	-0.002565123949782	169.33333333333334	0	BRD-A25619068-003-03-4	BRD-A25619068	Aromatase inhibitor	-0.014157653618762082	-0.002565123949782097	FALSE	FALSE	FALSE	1	0	1
famciclovir	0.12 uM	0.2874352157994527	481.4	0.41562989046747845	0.0721392904872738	249.66666666666666	0.1357052931036052	BRD-K45033733-001-12-2	BRD-K45033733	DNA polymerase inhibitor	0.2874352157994527	0.07213929048727381	TRUE	FALSE	FALSE	5	0	5
famotidine	0.12 uM	0.0376973413843668	318.5	0.12243168357179139	-0.0230950839047839	284.5	0	BRD-K00673382-001-18-9	BRD-K00673382	Histamine receptor antagonist	0.0376973413843668	-0.023095083904783993	FALSE	FALSE	FALSE	0	0	0
faropenem	0.12 uM	0.1472421707902528	447.6	0.2868434165622684	0.0229552480092009	204	0.06919690196232062	BRD-A49622760-001-01-9	BRD-A49622760	Lactamase inhibitor	0.14724217079025284	0.02295524800920091	TRUE	FALSE	FALSE	3	0	3
fasudil	0.12 uM	0.0679294390428423	315.4	0.16354738352941153	0.066268125052724	188	0.11286566344816835	BRD-K76617868-003-11-9	BRD-K76617868	Rho associated kinase inhibitor	0.06792943904284234	0.06626812505272406	FALSE	FALSE	FALSE	2	1	3
favipiravir	0.12 uM	0.0629923669291191	367.2	0.16993351544317875	0.0950073590645361	218.66666666666666	0.14574728989137392	BRD-K04264130-001-01-4	BRD-K04264130	RNA polymerase inhibitor	0.06299236692911915	0.0950073590645361	FALSE	FALSE	FALSE	2	0	2
fdcyd	0.12 uM	0.7442115334323367	700.8	0.8069172256343553	0.4632919075609324	421.6666666666667	0.44693314665803907	BRD-K18157228-001-01-7	BRD-K18157228	DNA methyltransferase inhibitor	0.7442115334323367	0.4632919075609324	TRUE	TRUE	TRUE	6	6	12
febuxostat	0.12 uM	0.0408436072739499	327.8	0.12928563188628378	0.0928137128605526	221.5	0.1449851462620154	BRD-K48367671-001-05-9	BRD-K48367671	Xanthine oxidase inhibitor	0.04084360727394996	0.09281371286055261	FALSE	FALSE	FALSE	1	0	1
felbinac	0.12 uM	0.0373779035557174	322	0.12257986743874227	0.1291514354516481	263.6666666666667	0.18659835282456738	BRD-K91740057-001-19-8	BRD-K91740057	Cyclooxygenase inhibitor	0.03737790355571745	0.12915143545164817	FALSE	FALSE	FALSE	2	0	2
felodipine	0.12 uM	0.0021624777008788	307.4	0.028807892810867406	0.1158506566209558	183	0.14723306983279075	BRD-A30815329-001-10-5	BRD-A30815329	Calcium channel blocker	0.002162477700878889	0.11585065662095587	FALSE	FALSE	FALSE	1	0	1
fenobam	0.12 uM	0.0459240825838026	356.4	0.1429462722324462	0.0225354753674126	206.66666666666666	0.06900795407706112	BRD-K41160163-001-06-8	BRD-K41160163	Glutamate receptor antagonist	0.045924082583802664	0.022535475367412683	FALSE	FALSE	FALSE	1	0	1
fenoterol	0.12 uM	0.018739515910598	292	0.08265218737136774	0.030608253225683	204	0.07990333921449796	BRD-A97104540-004-15-0	BRD-A97104540	Adrenergic receptor agonist	0.018739515910598036	0.030608253225683047	FALSE	FALSE	FALSE	0	0	0
fenticonazole	0.12 uM	0.0629250025684851	395	0.17615456842845928	-0.0380415346165706	228.66666666666666	0	BRD-A33697453-008-02-4	BRD-A33697453	Bacterial cell wall synthesis inhibitor	0.06292500256848516	-0.03804153461657068	FALSE	FALSE	FALSE	1	0	1
fexofenadine	0.12 uM	0.024021325431739	252.8	0.0870704442311297	0.1189107550135959	177.66666666666666	0.14697521970955857	BRD-A73368467-003-17-6	BRD-A73368467	Histamine receptor antagonist	0.024021325431739005	0.1189107550135959	FALSE	FALSE	FALSE	0	1	1
fiacitabine	0.12 uM	0.0843233442610701	362.6	0.19537615254963603	0.0048811977168037	185.66666666666666	0.030441128092934346	BRD-K07160047-001-01-3	BRD-K07160047	DNA synthesis inhibitor	0.08432334426107017	0.004881197716803798	TRUE	FALSE	FALSE	3	0	3
fidarestat	0.12 uM	0.017663507429927	294.8	0.08062801245496228	-1.581562332024e-4	227.66666666666666	0	BRD-A63752151-001-01-2	BRD-A63752151	Aldose reductase inhibitor	0.017663507429927054	-1.5815623320240152e-4	FALSE	FALSE	FALSE	0	0	0
fidaxomicin	0.12 uM	0.0502234115086814	303.8	0.13801641155347844	0.0156272095180479	160.33333333333334	0.0506154614859794	BRD-K57371763-001-01-7	BRD-K57371763	RNA polymerase inhibitor	0.05022341150868148	0.015627209518047976	FALSE	FALSE	FALSE	2	0	2
filgotinib	0.12 uM	0.0444096803870473	293.6	0.12758528596806107	0.0141808331783088	253	0.06056778718671688	BRD-K16803204-001-01-6	BRD-K16803204	JAK inhibitor	0.04440968038704736	0.014180833178308833	FALSE	FALSE	FALSE	4	1	5
finasteride	0.12 uM	0.0784217709471639	395.8	0.19685205805416192	-0.0149428545953703	230.66666666666666	0	BRD-A83081521-001-02-3	BRD-A83081521	5 alpha reductase inhibitor	0.07842177094716393	-0.014942854595370345	TRUE	FALSE	FALSE	4	0	4
fipronil	0.12 uM	0.0227168034968757	381.2	0.1039761658382979	0.0419499422440523	217.66666666666666	0.09662560351545559	BRD-A50675702-001-07-1	BRD-A50675702	Chloride channel blocker|GABA gated chloride channel blocker	0.022716803496875788	0.04194994224405232	FALSE	FALSE	FALSE	1	0	1
firategrast	0.12 uM	0.0499680807344933	297.6	0.13625314632468966	0.0283591155569498	191.33333333333334	0.07448558492659674	BRD-K17513304-001-01-9	BRD-K17513304	Integrin antagonist	0.04996808073449335	0.02835911555694984	FALSE	FALSE	FALSE	1	1	2
flavoxate	0.12 uM	0.0123913530779792	299.8	0.06810185194379802	-0.0023601885349919002	119.5	0	BRD-K47639036-003-06-6	BRD-K47639036	Acetylcholine receptor antagonist	0.01239135307797921	-0.002360188534991948	FALSE	FALSE	FALSE	1	1	2
flecainide	0.12 uM	0.0201891222318735	320.8	0.08992069200922001	-0.0476576025106396	189	0	BRD-A09472452-015-23-4	BRD-A09472452	Sodium channel blocker	0.0201891222318735	-0.04765760251063967	FALSE	FALSE	FALSE	2	0	2
floxuridine	0.12 uM	0.7266574551449092	684.6	0.7880741026395881	0.504140592264838	372	0.43790295532775864	BRD-K73088654-001-01-9	BRD-K73088654	DNA synthesis inhibitor	0.7266574551449092	0.504140592264838	TRUE	TRUE	TRUE	6	6	12
fluconazole	0.12 uM	0.0844012744356337	367.2	0.19670236447668205	-3.168406733281e-4	245.66666666666666	0	BRD-K05977355-001-19-0	BRD-K05977355	Sterol demethylase inhibitor	0.08440127443563376	-3.1684067332814973e-4	TRUE	FALSE	FALSE	2	0	2
fludarabine-phosphate	0.12 uM	0.1028618178336929	387.8	0.22315917228441295	0.0578217011315651	164	0.0984686375572915	BRD-K71106091-001-06-1	BRD-K71106091	DNA synthesis inhibitor|DNA repair enzyme inhibitor|Purine antagonist	0.10286181783369291	0.05782170113156512	TRUE	FALSE	FALSE	3	0	3
fludroxycortide	0.12 uM	0.489833748960931	533	0.5709153219735306	0.226997310996935	320	0.2725310051947359	BRD-A49765801-001-04-1	BRD-A49765801	Glucocorticoid receptor agonist	0.489833748960931	0.22699731099693504	TRUE	TRUE	TRUE	6	6	12
flumatinib	0.12 uM	0.0770011885081304	333	0.17891822169343694	0.1215373292692392	263	0.18078537365341257	BRD-K68870568-066-01-5	BRD-K68870568	Bcr-Abl kinase inhibitor	0.07700118850813042	0.12153732926923927	FALSE	FALSE	FALSE	5	2	7
flumazenil	0.12 uM	0.0518150433840492	338.8	0.14804146557209544	0.0375562045269749	197.66666666666666	0.0871240668708554	BRD-K98769987-001-23-7	BRD-K98769987	Benzodiazepine receptor antagonist	0.05181504338404924	0.03755620452697494	FALSE	FALSE	FALSE	3	0	3
fluocinonide	0.12 uM	0.586251867989203	557	0.6384890584342908	0.4764370215116764	317	0.39297321885260805	BRD-A15297126-001-04-3	BRD-A15297126	Glucocorticoid receptor agonist	0.586251867989203	0.47643702151167644	TRUE	TRUE	TRUE	6	6	12
fluorometholone	0.12 uM	0.6369190903826576	534.2	0.6517451633158757	0.4086816258334471	366.6666666666667	0.39143426878782084	BRD-A13133631-001-04-0	BRD-A13133631	Glucocorticoid receptor agonist	0.6369190903826576	0.40868162583344714	TRUE	TRUE	TRUE	6	6	12
fluorouracil	0.12 uM	0.0880700869548974	317.4	0.18681055716693118	0.1983203662527184	240.33333333333334	0.22076043212965707	BRD-K24844714-001-24-5	BRD-K24844714	RNA synthesis inhibitor|Thymidylate synthase inhibitor	0.0880700869548974	0.1983203662527184	TRUE	TRUE	TRUE	6	2	8
fluoxetine	0.12 uM	0.0486747667348482	387.4	0.15343183871002072	0.0032121396734937	215	0.02657339317335194	BRD-A31159102-003-30-4	BRD-A31159102	Selective serotonin reuptake inhibitor (SSRI)	0.048674766734848274	0.003212139673493776	FALSE	FALSE	FALSE	3	0	3
fluphenazine	0.12 uM	0.072972227670524	482.2	0.2095926975226947	0.0223083198416824	338.6666666666667	0.08789217878591132	BRD-K55127134-300-11-2	BRD-K55127134	Dopamine receptor antagonist	0.07297222767052405	0.02230831984168248	FALSE	FALSE	FALSE	5	3	8
fluspirilene	0.12 uM	0.0646626995245967	322.2	0.16127736743564675	0.0700695900912686	122	0.09349217781182949	BRD-K77947974-001-16-3	BRD-K77947974	Dopamine receptor antagonist	0.06466269952459675	0.07006959009126863	FALSE	FALSE	FALSE	3	0	3
flutamide	0.12 uM	0.0170917976594095	465.2	0.09963168295595448	0.0512615420085675	207	0.10416254402855415	BRD-K28307902-001-21-7	BRD-K28307902	Androgen receptor antagonist	0.017091797659409526	0.051261542008567584	FALSE	FALSE	FALSE	1	1	2
fluticasone	0.12 uM	0.4217854941298439	570.4	0.5480489123259908	0.4604093583034194	364.6666666666667	0.4143340999915339	BRD-K62310379-001-10-5	BRD-K62310379	Glucocorticoid receptor agonist	0.4217854941298439	0.46040935830341945	TRUE	TRUE	TRUE	6	6	12
flutrimazole	0.12 uM	0.1012385819159965	370	0.21625075410350703	0.0493267280023886	234.66666666666666	0.10879211728393999	BRD-A00218260-001-03-4	BRD-A00218260	Sterol demethylase inhibitor	0.10123858191599652	0.049326728002388694	TRUE	FALSE	FALSE	2	0	2
fluvoxamine	0.12 uM	5.786213305687e-4	260.4	0.013715178105370499	0.0582771511906325	157	0.09672295486005496	BRD-K53517854-051-01-4	BRD-K53517854	Selective serotonin reuptake inhibitor (SSRI)	5.786213305687092e-4	0.058277151190632544	FALSE	FALSE	FALSE	1	4	5
folic-acid	0.12 uM	0.0765514701075027	358.6	0.185125247546328	0.0735092507747765	242.66666666666666	0.135053745473195	BRD-K18673820-001-15-5	BRD-K18673820	Folate receptor ligand	0.07655147010750278	0.0735092507747765	FALSE	FALSE	FALSE	3	0	3
fomepizole	0.12 uM	0.0123256232078978	289.4	0.06673250827655834	0.0329316499100832	193	0.08061502110942136	BRD-K56810756-001-03-0	BRD-K56810756	Alcohol dehydrogenase inhibitor	0.01232562320789786	0.03293164991008321	FALSE	FALSE	FALSE	1	0	1
fomocaine	0.12 uM	0.0494301115189554	319.2	0.14034953511164772	0.0552424968156797	178.33333333333334	0.10036527662157552	BRD-K44942188-001-09-1	BRD-K44942188	Voltage-gated sodium channel modulator	0.04943011151895542	0.05524249681567973	FALSE	FALSE	FALSE	1	0	1
foretinib	0.12 uM	0.557573820598317	663.25	0.6794751191859796	0.0683619709447637	456	0.17853373127014266	BRD-K03449891-001-08-6	BRD-K03449891	VEGFR inhibitor	0.557573820598317	0.0683619709447637	TRUE	FALSE	FALSE	6	3	9
formestane	0.12 uM	0.1840268476748204	340.2	0.2795705945321477	0.174499989570685	208.66666666666666	0.1929544569348038	BRD-A26503646-001-16-6	BRD-A26503646	Aromatase inhibitor	0.18402684767482044	0.17449998957068508	TRUE	TRUE	TRUE	6	4	10
formoterol	0.12 uM	0.0224232139688232	277.4	0.08812231565015194	-0.0105164679059259	181.33333333333334	0	BRD-K54006094-051-01-7	BRD-K54006094	Adrenergic receptor agonist	0.022423213968823262	-0.010516467905925982	FALSE	FALSE	FALSE	1	2	3
forskolin	0.12 uM	0.0536361343831432	292.6	0.1399747298421813	0.2813869141098138	246.33333333333334	0.2662221048475481	BRD-K09602097-001-13-6	BRD-K09602097	Adenylyl cyclase activator	0.05363613438314327	0.28138691410981387	FALSE	TRUE	FALSE	3	1	4
fosfomycin	0.12 uM	0.0941760182876143	339.8	0.19987827448699697	-0.018537175014941	255.66666666666666	0	BRD-K48461310-234-01-3	BRD-K48461310	Bacterial cell wall synthesis inhibitor	0.0941760182876143	-0.018537175014941034	TRUE	FALSE	FALSE	2	0	2
fostamatinib	0.12 uM	0.068032143424211	307.8	0.16168700882086473	-0.0180782661562815	248.66666666666666	0	BRD-K20285085-001-07-1	BRD-K20285085	SYK inhibitor	0.068032143424211	-0.018078266156281535	FALSE	FALSE	FALSE	5	1	6
fpl-62064	0.12 uM	0.1017245509820953	292.4	0.19270159833653175	-0.0236977973745721	230.33333333333334	0	BRD-K59875992-001-01-8	BRD-K59875992	cyclooxygenase inhibitor|lipoxygenase inhibitor	0.10172455098209532	-0.023697797374572102	TRUE	FALSE	FALSE	5	0	5
ftorafur	0.12 uM	0.02159613839932	305.4	0.09074157422221087	0.1278689540331321	298.6666666666667	0.19760890262318512	BRD-K99383816-001-02-7	BRD-K99383816	Thymidylate synthase inhibitor	0.02159613839932005	0.12786895403313217	FALSE	FALSE	FALSE	0	0	0
fulvestrant	0.12 uM	0.0782004142266057	361.25	0.18779853350789774	0.0407220480174216	275.75	0.10715270500067253	BRD-A03249105-001-01-9	BRD-A03249105	Estrogen receptor antagonist	0.07820041422660577	0.04072204801742163	TRUE	FALSE	FALSE	3	0	3
fusidic-acid	0.12 uM	0.0289778012833085	296.6	0.10358623070561493	0.0144973489273902	274	0.06373091443008648	BRD-A06935312-001-04-3	BRD-A06935312	Bacterial 30S ribosomal subunit inhibitor	0.028977801283308582	0.01449734892739021	FALSE	FALSE	FALSE	1	0	1
gabapentin	0.12 uM	0.4175288370833216	544.6	0.5328019411178018	-0.094898071111295	283.6666666666667	0	BRD-K62737565-003-02-6	BRD-K62737565	Calcium channel blocker	0.41752883708332167	-0.09489807111129502	TRUE	FALSE	FALSE	5	0	5
galeterone	0.12 uM	0.0176144610384152	354.2	0.08825568702295317	0.0496913914118996	222	0.1062056542531478	BRD-A07986123-001-02-8	BRD-A07986123	Androgen receptor modulator	0.0176144610384152	0.049691391411899696	FALSE	FALSE	FALSE	2	2	4
ganaxolone	0.12 uM	0.0304411606750912	365	0.11777707866001877	0.0344840039577541	223.66666666666666	0.0888055377572295	BRD-K28217197-001-01-4	BRD-K28217197	GABA receptor modulator	0.030441160675091297	0.03448400395775412	FALSE	FALSE	FALSE	1	1	2
gatifloxacin	0.12 uM	0.0378045873144853	267.2	0.11229856834560492	0.0680132025996331	219.33333333333334	0.1235035680700174	BRD-A74980173-001-11-9	BRD-A74980173	Bacterial DNA gyrase inhibitor	0.03780458731448532	0.0680132025996331	FALSE	FALSE	FALSE	0	0	0
gdc-0068	0.12 uM	0.0199877179709901	245.2	0.0782213993991	0.2296235429112595	148	0.18641018482093694	BRD-K71480163-001-01-4	BRD-K71480163	AKT inhibitor	0.019987717970990127	0.22962354291125955	FALSE	TRUE	FALSE	4	4	8
gdc-0152	0.12 uM	0.2184347067723948	338.4	0.30378039404307644	0.2212320698444783	183.66666666666666	0.20383078918991046	BRD-K68938568-001-01-7	BRD-K68938568	XIAP inhibitor	0.21843470677239485	0.22123206984447832	TRUE	TRUE	TRUE	6	5	11
gdc-0199	0.12 uM	0.054667497921862	324.6	0.14884100653134516	0.0431318100972453	189.66666666666666	0.09145867823550187	BRD-K62391742-001-03-0	BRD-K62391742	BCL inhibitor	0.05466749792186201	0.04313181009724536	FALSE	FALSE	FALSE	4	1	5
gdc-0834	0.12 uM	0.0114563310824063	307.8	0.06634998480294954	-0.016305475954559102	244.33333333333334	0	BRD-A30984645-001-01-5	BRD-A30984645	Bruton's tyrosine kinase (BTK) inhibitor	0.011456331082406342	-0.016305475954559136	FALSE	FALSE	FALSE	2	1	3
gefitinib	0.12 uM	0.0448581028701654	299.8	0.1295746389798599	0.0677700624743227	215	0.1220587015233483	BRD-K64052750-001-17-5	BRD-K64052750	EGFR inhibitor	0.04485810287016541	0.06777006247432273	FALSE	FALSE	FALSE	4	1	5
gemcitabine	0.12 uM	0.6257133850766343	695.4	0.7370361809726751	0.6648235236063459	415	0.5311385331602301	BRD-K15108141-001-06-6	BRD-K15108141	Ribonucleotide reductase inhibitor	0.6257133850766343	0.6648235236063459	TRUE	TRUE	TRUE	6	6	12
gemfibrozil	0.12 uM	0.0881881672223934	369.8	0.20177732203828103	0.005838749087001	184	0.03314357797137425	BRD-K11129031-001-27-5	BRD-K11129031	Lipoprotein lipase activator	0.08818816722239345	0.005838749087001055	TRUE	FALSE	FALSE	4	1	5
gemifloxacin	0.12 uM	-0.0287852699711395	227	0	-0.0396900376553281	291.3333333333333	0	BRD-A40787240-066-04-6	BRD-A40787240	Bacterial DNA gyrase inhibitor	-0.028785269971139567	-0.03969003765532818	FALSE	FALSE	FALSE	0	0	0
genz-644282	0.12 uM	0.6558269821700431	731.6	0.7739541452313912	0.6210873223294755	505.6666666666667	0.5666815431626641	BRD-K99475619-001-01-2	BRD-K99475619	Topoisomerase inhibitor	0.6558269821700431	0.6210873223294755	TRUE	TRUE	TRUE	6	6	12
gestrinone	0.12 uM	0.1555854044663621	367.4	0.26713927595961345	0.1018021645478596	241.33333333333334	0.15849579129995545	BRD-K97472745-001-01-8	BRD-K97472745	Progesterone receptor antagonist	0.15558540446636218	0.10180216454785969	TRUE	FALSE	FALSE	6	1	7
gimeracil	0.12 uM	0.0250087795492542	307.4	0.09796747679033636	0.023500911785121	188	0.06721277917677104	BRD-K35687421-001-02-5	BRD-K35687421	Dihydropyrimidine dehydrogenase inhibitor	0.025008779549254206	0.02350091178512108	FALSE	FALSE	FALSE	1	0	1
ginkgolide-b	0.12 uM	0.0097096210783901	293	0.05959621702428659	-0.0150501877911268	141.66666666666666	0	BRD-A82395837-001-01-9	BRD-A82395837	Platelet activating factor receptor antagonist|GABA receptor antagonist|Glycine receptor antagonist|Immunosuppressant|Peptidase inhibitor|Protease inhibitor|Reducing agent	0.009709621078390167	-0.015050187791126855	FALSE	FALSE	FALSE	0	0	0
glasdegib	0.12 uM	0.0310130689194616	302.4	0.10820491980828822	0.062836704318821	205.66666666666666	0.11495271332236875	BRD-K34341643-001-01-4	BRD-K34341643	Hedgehog pathway inhibitor	0.031013068919461644	0.06283670431882109	FALSE	FALSE	FALSE	1	0	1
gliclazide	0.12 uM	0.0173335154622806	325.6	0.0839400582345978	0.1499115512245495	257.6666666666667	0.1987363188661324	BRD-A61154809-001-15-9	BRD-A61154809	ATP channel blocker|Insulin secretagogue	0.017333515462280628	0.1499115512245495	FALSE	FALSE	FALSE	2	3	5
glimepiride	0.12 uM	0.0349767668842874	328.6	0.11978635579200429	0.0414611933089239	176	0.0863789270671889	BRD-K34776109-001-16-6	BRD-K34776109	Insulin secretagogue	0.03497676688428741	0.04146119330892398	FALSE	FALSE	FALSE	2	0	2
glipizide	0.12 uM	0.118987059504796	311.2	0.2150073973639375	0.0629067575091967	161	0.10176352936577127	BRD-K12219985-001-26-1	BRD-K12219985	Sulfonylurea	0.11898705950479606	0.0629067575091967	TRUE	FALSE	FALSE	4	0	4
gliquidone	0.12 uM	0.0341171649527865	309.2	0.11475984479242296	0.0851287194432836	178.33333333333334	0.12459048789348534	BRD-K80396088-001-12-0	BRD-K80396088	Sulfonylurea	0.03411716495278657	0.08512871944328361	FALSE	FALSE	FALSE	1	0	1
glycitein	0.12 uM	0.0569480442153044	314	0.14941285788672817	-0.0428444485443701	209.33333333333334	0	BRD-K78303961-001-02-3	BRD-K78303961	Tumor necrosis factor release inhibitor	0.05694804421530443	-0.04284444854437014	FALSE	FALSE	FALSE	1	0	1
glycopyrrolate	0.12 uM	0.1061268878365883	296.8	0.19830259828546323	0.0425568922295299	172	0.08651267660979721	BRD-A81233518-004-16-1	BRD-A81233518	Acetylcholine receptor antagonist	0.1061268878365883	0.042556892229529936	TRUE	FALSE	FALSE	1	2	3
golvatinib	0.12 uM	0.031535230276369	283.6	0.10566590050631541	0.0101411905875909	243	0.05019704845510216	BRD-K69001009-001-02-8	BRD-K69001009	VEGFR inhibitor	0.031535230276369	0.010141190587590996	FALSE	FALSE	FALSE	2	1	3
goserelin-acetate	0.12 uM	0.0362447462803665	333.2	0.12278880430517385	-0.1238856567514467	226.33333333333334	0	BRD-K99504665-001-01-2	BRD-K99504665	Gonadotropin releasing factor hormone receptor agonist	0.0362447462803665	-0.12388565675144671	FALSE	FALSE	FALSE	1	0	1
granisetron	0.12 uM	0.0263067168221767	292.2	0.09796189388473044	0.0790909449869827	112	0.095170634823251	BRD-A10967948-003-06-3	BRD-A10967948	Serotonin receptor antagonist	0.02630671682217677	0.07909094498698277	FALSE	FALSE	FALSE	1	1	2
grazoprevir	0.12 uM	0.0304319141285363	295.2	0.10590258314618017	-0.0308095616330832	171	0	BRD-K24943235-001-01-3	BRD-K24943235	HCV inhibitor	0.03043191412853634	-0.030809561633083255	FALSE	FALSE	FALSE	1	1	2
griseofulvin	0.12 uM	0.0345765735474049	307.4	0.11519314892232971	0.1092395627336139	174	0.13941039999746355	BRD-K12423485-001-01-7	BRD-K12423485	Tubulin inhibitor	0.0345765735474049	0.10923956273361396	FALSE	FALSE	FALSE	3	2	5
gsk1292263	0.12 uM	0.0819736239924533	353.8	0.19028288346823588	0.0277661948710288	241	0.08271747665820912	BRD-K60341624-001-02-2	BRD-K60341624	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonists	0.08197362399245332	0.027766194871028802	TRUE	FALSE	FALSE	6	0	6
gsk2110183	0.12 uM	0.0753283691520263	415.4	0.1976497505748787	-0.0122142463389438	258.6666666666667	0	BRD-K25412176-001-01-9	BRD-K25412176	AKT inhibitor	0.0753283691520263	-0.012214246338943824	FALSE	FALSE	FALSE	4	2	6
gsk256066	0.12 uM	-0.0024261443768855	301.5	0	0.0351438027972397	221.33333333333334	0.08918223696283746	BRD-K37590257-001-02-8	BRD-K37590257	Phosphodiesterase inhibitor	-0.0024261443768855014	0.0351438027972397	FALSE	FALSE	FALSE	0	0	0
gsk2636771	0.12 uM	0.0360557174479531	332.8	0.12239466039102032	-0.0067314679219306	234.66666666666666	0	BRD-K49215523-001-04-2	BRD-K49215523	PI3K inhibitor	0.03605571744795315	-0.006731467921930639	FALSE	FALSE	FALSE	2	0	2
guanabenz	0.12 uM	0.0210069512548217	314.4	0.09080432292472454	0.0289952618911436	177.66666666666666	0.07257667498492612	BRD-K56800335-015-04-9	BRD-K56800335	Adrenergic receptor agonist	0.021006951254821746	0.028995261891143636	FALSE	FALSE	FALSE	1	1	2
guanadrel	0.12 uM	0.0474038335808419	329	0.13953669212633388	-0.0093763962749662	194	0	BRD-A14262390-065-01-8	BRD-A14262390	Adrenergic inhibitor	0.0474038335808419	-0.009376396274966206	FALSE	FALSE	FALSE	3	0	3
guanethidine	0.12 uM	0.0209863449989259	284.8	0.08638177791162702	0.0390406995286779	247.5	0.09939784519389723	BRD-K62676709-065-05-5	BRD-K62676709	Adrenergic inhibitor	0.020986344998925908	0.039040699528677954	FALSE	FALSE	FALSE	0	0	0
gw842166	0.12 uM	0.034541817273296103	352	0.12320481045236031	0.0527780975927104	247.33333333333334	0.1155310615400446	BRD-K26823213-001-02-9	BRD-K26823213	Cannabinoid receptor agonist	0.03454181727329616	0.052778097592710474	FALSE	FALSE	FALSE	0	2	2
halcinonide	0.12 uM	0.3739195200201742	540	0.5020762644205554	0.3708642993534809	307	0.3411986268536085	BRD-A88138582-001-04-8	BRD-A88138582	Glucocorticoid receptor agonist	0.37391952002017426	0.3708642993534809	TRUE	TRUE	TRUE	6	6	12
haloperidol	0.12 uM	0.1173597490356505	347.8	0.22573979008410333	0.075001981424095407	197.33333333333334	0.1230175765162191	BRD-K67783091-001-26-1	BRD-K67783091	Dopamine receptor antagonist	0.11735974903565058	0.07500198142409545	TRUE	FALSE	FALSE	5	0	5
hc-030031	0.12 uM	0.0296680232938253	297	0.10488328283887198	0.0047803581224415	182	0.029826100932141077	BRD-K73815512-001-02-5	BRD-K73815512	TRPA1 channel blocker	0.02966802329382536	0.0047803581224415154	FALSE	FALSE	FALSE	0	0	0
hesperidin	0.12 uM	0.0075871183464559	339.4	0.056699351300843776	0.0440745621689138	429.3333333333333	0.13909831853774363	BRD-K93633846-001-01-7	BRD-K93633846	Flavanone glycoside	0.007587118346455958	0.044074562168913874	FALSE	FALSE	FALSE	0	0	0
hexachlorophene	0.12 uM	0.2354697175600325	492.4	0.38046113180872826	0.0172469212104225	244	0.06559659181866097	BRD-K99792991-001-34-9	BRD-K99792991	Potassium channel activator	0.2354697175600325	0.017246921210422525	TRUE	FALSE	FALSE	6	3	9
histamine	0.12 uM	0.0671728683908207	280.75	0.15344070007776034	0.0167442193141247	244.25	0.06466664216479853	BRD-K01674964-300-06-3	BRD-K01674964	Histamine receptor agonist	0.0671728683908207	0.016744219314124745	FALSE	FALSE	FALSE	0	0	0
homochlorcyclizine	0.12 uM	0.0509507481296758	294.2	0.13679819239626184	0.0974950174090344	198.66666666666666	0.1407292216617101	BRD-A22769835-300-05-7	BRD-A22769835	Antihistamine	0.050950748129675816	0.09749501740903446	FALSE	FALSE	FALSE	3	2	5
