compound	no_of_compounds	well	dose_recode	median_score	p_value
etizolam	5	D11	2	0.1309092855977763	0.057
etodolac	5	J05	2	0.0013440860215807	0.528
etofylline-clofibrate	5	N17	2	0.0010477605753076	0.6
etomidate	5	O17	2	-0.0001318204081488	0.791
etomoxir	5	E17	2	0.4066987637924509	0.001
etoposide	5	P23	2	0.7008222702642524	0.017
etoricoxib	5	K05	2	0.0777644776741862	0.233
etravirine	5	I11	2	0.0847645514715704	0.098
eugenol	5	M05	2	0.0127842520417131	0.231
everolimus	5	H05	2	0.0309802717160869	0.354
evp-6124	5	M05	2	-0.0012378477304129	0.77
exalamide	5	C11	2	0.0316402366102229	0.144
exemestane	5	A23	2	-0.0016853529089516	0.976
exherin	5	H17	2	0.001342757354703	0.575
fadrozole	5	N17	2	-0.0016845494159683	0.877
famciclovir	5	B23	2	0.0905684724100435	0.04
famotidine	4	D23	2	0.1386744772087743	0.05
faropenem	5	M05	2	-0.0035236059890481	0.891
fasudil	5	L05	2	0.4317201767602094	0.016
favipiravir	5	B23	2	0.3597649907128152	0.003
fdcyd	5	P05	2	0.6209977040278232	0.002
febuxostat	5	I17	2	0.0090296156373669	0.299
felbinac	5	P17	2	-0.0006458555010332	0.857
felodipine	5	G11	2	-0.0127129472139096	0.965
fenobam	5	O17	2	0.0483614519403436	0.131
fenoterol	5	I05	2	0.0042891638870828	0.446
fenticonazole	5	N23	2	0.2897156827159483	0.011
fexofenadine	5	L11	2	0.0002302660491676	0.594
fiacitabine	5	L23	2	-0.000878217089991	0.723
fidarestat	5	G11	2	0.0002489575843508	0.709
fidaxomicin	5	D17	2	0.0023194278408337	0.378
filgotinib	5	H17	2	0.0942788358070729	0.062
finasteride	5	A17	2	0.5425218778992198	0.002
fipronil	5	O23	2	0.0078128017453579	0.399
firategrast	5	L05	2	0.0009293919889184	0.647
flavoxate	5	H17	2	-0.0020426289441117	0.862
flecainide	5	I05	2	0.2805214995985701	0.057
floxuridine	5	P17	2	0.9104138835379724	0.0
fluconazole	5	G23	2	0.4040895788291154	0.001
fludarabine-phosphate	5	K23	2	0.0040885019320941	0.233
fludroxycortide	5	N11	2	0.0056080913846181	0.252
flumatinib	5	F05	2	-0.0019330295680143	0.884
flumazenil	5	M05	2	0.0002023569579456	0.637
fluocinonide	5	P11	2	0.7962149589087708	0.002
fluorometholone	5	G05	2	0.0042439729616326	0.678
fluorouracil	5	J23	2	0.0229746974757442	0.134
fluoxetine	5	A17	2	0.0023956632986889	0.751
fluphenazine	5	K23	2	-0.0009263970284214	0.731
fluspirilene	5	L11	2	-0.0035538874029361	0.83
flutamide	5	A23	2	0.0023526707171253	0.59
fluticasone	5	B23	2	-0.0013429752697749	0.857
flutrimazole	4	B17	2	0.3351652308123253	0.007
fluvoxamine	5	H17	2	-0.0016262690979165	0.838
folic-acid	5	O23	2	-0.0013329134934104	0.902
fomepizole	5	F05	2	0.436725050393702	0.032
fomocaine	5	B17	2	2.9294573625253764e-05	0.735
foretinib	4	P23	2	0.7577275600844476	0.003
formestane	5	O17	2	-0.0231412599243864	0.997
formoterol	5	I17	2	0.0027569369249101	0.404
forskolin	5	J11	2	0.0826591040873648	0.133
fosfomycin	5	I23	2	0.0011242664004999	0.653
fostamatinib	5	D23	2	0.0020463969691953	0.434
fpl-62064	5	M11	2	0.1395810354454922	0.017
ftorafur	5	O11	2	-0.0008295395992121	0.806
fulvestrant	4	O11	2	0.0056560331102059	0.459
fusidic-acid	5	L17	2	0.0046783088185146	0.31
gabapentin	5	M23	2	0.7656932574473208	0.0
galeterone	5	A17	2	0.001545343808351	0.808
ganaxolone	5	H23	2	0.0013135868190484	0.69
gatifloxacin	5	B11	2	0.3406500023484188	0.002
gdc-0068	5	I11	2	0.012794004290642	0.334
gdc-0152	5	M05	2	0.2101024613277606	0.024
gdc-0199	5	G05	2	0.5389296055933801	0.007
gdc-0834	5	H11	2	0.0078069572694656	0.467
gefitinib	5	H17	2	0.0113295208406735	0.321
gemcitabine	5	N17	2	0.5234100690862702	0.0
gemfibrozil	5	M23	2	-0.0012471737415748	0.905
gemifloxacin	2	H23	2	0.00279811703608	0.502
genz-644282	5	E05	2	0.0970378224735927	0.111
gestrinone	5	P17	2	-0.0016140003787262	0.929
gimeracil	5	N17	2	0.0230401997834701	0.143
ginkgolide-b	5	F17	2	-0.0033703938462465	0.886
glasdegib	5	L05	2	0.2462488756723632	0.074
gliclazide	5	P05	2	0.0011425657672123	0.727
glimepiride	5	K23	2	0.0013440860215071	0.47
glipizide	5	B17	2	0.0493826429972088	0.117
gliquidone	5	B17	2	-1.550951207740514e-16	0.754
glycitein	5	M17	2	0.0014321766907838	0.538
glycopyrrolate	5	N23	2	0.0001623132640048	0.723
golvatinib	5	F17	2	-0.0008183209250458	0.769
goserelin-acetate	5	L23	2	0.0332377711839302	0.109
granisetron	5	M11	2	-0.0060263584579416	0.871
grazoprevir	5	N11	2	-0.0013375888282208	0.774
griseofulvin	5	C05	2	0.1899455068345903	0.015
gsk1292263	5	G23	2	-0.001833365609505	0.871
gsk2110183	5	A11	2	0.2404560829786434	0.019
gsk256066	2	B23	2	0.022892127536863	0.311
gsk2636771	5	K17	2	0.0266063036046581	0.14
guanabenz	5	E05	2	0.5826404299964043	0.003
guanadrel	5	J23	2	0.0590742967285805	0.067
guanethidine	5	D11	2	0.1095191232486667	0.068
gw842166	5	B11	2	0.0363511993884594	0.102
halcinonide	5	C05	2	0.0012410900360833	0.546
haloperidol	5	N11	2	0.6949418649532804	0.0
hc-030031	5	G11	2	0.005127786011352	0.492
hesperidin	5	F17	2	-0.0084252775795416	0.934
hexachlorophene	5	M23	2	0.0036550564556097	0.639
histamine	4	H17	2	0.1651611049517772	0.035
homochlorcyclizine	5	J05	2	-0.0013440860215141	0.817
homoharringtonine	5	L11	2	0.0481822870657196	0.138
honokiol	5	A23	2	0.0013440860215054	0.756
hydrocortisone	5	E23	2	-0.0013440860215053	0.697
hydroxyurea	5	C17	2	-5.365055081685039e-05	0.736
hymecromone	5	E17	2	0.3754326772394807	0.001
hypericin	5	M17	2	0.0073523804981071	0.249
i-bet-762	5	A23	2	0.1623212637323278	0.069
ib-meca	5	B11	2	0.0027213645888791	0.375
ibrutinib	5	G23	2	0.0019864923407493	0.481
ibudilast	5	E11	2	0.3176387038063164	0.006
ibuprofen	5	L17	2	0.2104434121588559	0.026
ibutamoren	5	C05	2	0.0028318458750094	0.309
ici-162846	5	M17	2	-0.000322077194196	0.739
ici-185,282	5	J05	2	0.0068260909784558	0.276
ici-192605	5	K23	2	-0.0080730805007484	0.968
idalopirdine	5	N23	2	0.0013448308439341	0.592
idelalisib	5	I05	2	0.0013440860214939	0.596
idoxuridin	5	M17	2	-0.0003918093692589	0.743
ifosfamide	5	P05	2	0.2065919106199759	0.031
iguratimod	5	O23	2	0.0555880023435849	0.097
ilomastat	5	D05	2	-0.0029787345759917	0.854
imatinib	5	A23	2	0.1033844686850886	0.094
imexon	5	N11	2	-0.0002611523572839	0.71
imiloxan	5	M05	2	0.0052355139704267	0.302
imipramine	2	E05	2	-0.0123518277712343	0.819
imiquimod	5	E11	2	0.0602662886205076	0.131
indacaterol	5	E17	2	0.0037395383228134	0.359
indapamide	5	G05	2	0.2744433874920877	0.128
indibulin	5	G23	2	0.0136553803650397	0.301
indinavir	5	H11	2	0.1040197225349163	0.147
indiplon	5	I05	2	0.0004160398893557	0.679
indirubin	5	M11	2	0.000296429707752	0.581
indobufen	5	E05	2	0.440582939296341	0.023
indole	4	H23	2	0.1653378716731673	0.07
indoprofen	2	O17	2	0.2678512303004177	0.134
indoramin	5	I23	2	-0.001334581362886	0.848
ingenol-mebutate	5	D23	2	0.0755792938748096	0.042
iniparib	5	P05	2	0.3094917029332903	0.015
inosine	5	J23	2	-0.0003433502154839	0.754
inositol	5	P05	2	-0.0012107965360364	0.878
iowh032	5	L23	2	0.3099658083713211	0.007
ipratropium	5	L17	2	0.2226769923755832	0.021
ipriflavone	5	E17	2	0.1368902030961052	0.033
irinotecan	5	C17	2	0.1095503971807926	0.063
isbufylline	5	I23	2	0.5117010270394351	0.002
isoconazole	5	E05	2	0.0078013393101371	0.283
isofloxythepin	5	P11	2	0.0189042056931853	0.294
isosorbide	5	F05	2	0.2368629834834963	0.101
isradipine	5	D05	2	0.011628552379621	0.356
istaroxime	5	K17	2	-0.0006274139116991	0.776
itopride	5	M11	2	0.0017110660850675	0.374
ivabradine	5	B23	2	0.0019401226607936	0.432
ivacaftor	5	F23	2	0.0459528026187796	0.047
ivermectin	5	J23	2	0.0128327132724455	0.178
ixabepilone	5	B11	2	0.0279938057385232	0.128
josamycin	5	D05	2	0.0041771777577066	0.438
kakonein	5	O23	2	0.5292500238236519	0.001
kbg	4	B23	2	0.1956746473322579	0.05
kd-023	5	L23	2	-0.0044936378664096	0.897
kd025	5	C17	2	0.0009936092266717	0.65
ketoconazole	5	L23	2	0.0143486091570626	0.187
ketoprofen	5	O17	2	0.0237196947231749	0.233
ketorolac	2	H11	2	0.1594779888625848	0.206
ketotifen	5	C17	2	0.0013440860215037	0.602
kpt-330	5	E17	2	-0.0013440372611066	0.823
kw-2449	5	K23	2	0.0271822808886354	0.095
kw-2478	2	J05	2	0.023370558441232	0.332
kx2-391	5	F23	2	0.8919314244874044	0.001
l-citrulline	5	B23	2	0.2249498649388428	0.006
l-ergothioneine	5	P05	2	0.001338790227293	0.714
l-name	5	G05	2	0.3508164052370187	0.074
labetalol	5	N17	2	0.1667026677810744	0.009
lacitol	5	K17	2	0.2591713364112005	0.005
lacosamide	5	C05	2	0.0010074732229663	0.573
lafutidine	5	P23	2	0.1516363629857711	0.167
lamivudine	4	N11	2	0.2092715974677281	0.019
lamotrigine	5	E11	2	-0.0011961089390306	0.881
lapatinib	5	D11	2	0.0027209773923191	0.351
lasalocid	5	P05	2	0.1405325003361183	0.044
latanoprost	5	N05	2	0.0002647475380522	0.624
lcl-161	5	D05	2	-0.0075806343056307	0.919
ledipasvir	5	E23	2	-0.000302167478999	0.586
leflunomide	5	M23	2	-0.0010958457020066	0.904
lenalidomide	5	N05	2	-0.0010713785948855	0.747
lenvatinib	2	G05	2	0.0424744269532552	0.489
lerisetron	5	E17	2	-0.0134988728746665	0.974
lersivirine	4	P11	2	0.0016912006129818	0.641
lestaurtinib	5	G05	2	0.0054421927543361	0.659
letermovir	5	L11	2	0.4357594448108937	0.001
levalbuterol	5	L11	2	0.1134821146664558	0.052
levamisole	5	O23	2	0.0611318025124765	0.087
levcromakalim	5	G05	2	0.0016501210686869	0.761
levetiracetam	5	P11	2	1.1397345014451485e-05	0.817
levobunolol	5	C17	2	0.2520768596530227	0.009
levocabastine	5	H23	2	0.08922171822393	0.12
levocetirizine	5	O23	2	-0.001343331739373	0.914
levofloxacin	5	H23	2	0.0019817817999278	0.587
levomequitazine	5	N05	2	0.2463848689228467	0.008
levonorgestrel	5	G05	2	0.5097075363003827	0.009
levosimendan	4	N17	2	0.040392315021021	0.134
levothyroxine	5	H05	2	0.1238274911455546	0.203
lgx818	5	A23	2	0.0862450896282676	0.105
licochalcone-a	5	D11	2	-0.0009725542665548	0.739
lidamidine	5	D23	2	0.3653696428841342	0.001
lidocaine	5	F17	2	0.0219027099323424	0.24
lidoflazine	5	H05	2	0.486922982764975	0.005
linezolid	5	M23	2	0.0031834784697288	0.662
linifanib	5	N17	2	-0.0010709087294345	0.825
linopirdine	5	K17	2	0.0025025631305655	0.343
linsidomine	5	P11	2	0.0530988374583547	0.117
linsitinib	5	F17	2	0.001408345752687	0.53
liranaftate	5	N23	2	0.0369926301423855	0.139
lisinopril	5	A17	2	0.0087258177718405	0.554
lisofylline	5	E17	2	0.0108289806888212	0.281
lobenzarit	5	B17	2	0.0018543296569392	0.511
lodoxamide	5	K17	2	-0.000359704498934	0.764
lofexidine	4	M11	2	0.0586521470381437	0.087
lomeguatrib	5	H11	2	-0.0016725781420688	0.845
lomerizine	5	F17	2	0.0012537324049158	0.612
lomitapide	5	C17	2	-0.000171532326896	0.747
lonafarnib	5	P17	2	0.1924079023589457	0.031
lonidamine	5	N11	2	0.0013440860215083	0.511
loperamide	5	O17	2	-0.0015402757874754	0.901
lopinavir	5	P11	2	0.0146366562657554	0.333
loratadine	5	G11	2	0.3487723766090623	0.018
lorazepam	5	B11	2	0.630343371941952	0.001
lorcaserin	5	K17	2	-0.0009342119993958	0.795
lorglumide	5	F17	2	0.0016067610588785	0.491
losmapimod	5	D05	2	0.0005325950014267	0.631
loxoprofen	2	N11	2	0.0013257052062054	0.541
lucitanib	5	B17	2	0.0015864878766433	0.554
luliconazole	5	L11	2	0.0677027713035397	0.104
lupanine	5	D05	2	5.393701669184343e-05	0.663
lurasidone	5	A17	2	0.0184891398797761	0.42
lx1031	5	D23	2	0.0022615074497659	0.42
ly215490	5	P11	2	0.1007785904651427	0.05
ly2228820	5	G05	2	-0.0013917250040773	0.92
ly2334737	5	D23	2	0.5362156808661034	0.001
ly2784544	5	M23	2	0.00088650765993	0.823
ly2811376	5	F17	2	-0.0021821000501598	0.865
ly2874455	5	J11	2	0.7134394158535448	0.0
ly2886721	5	N17	2	0.0013703774575809	0.511
macitentan	5	P05	2	0.0166471532224981	0.311
malotilate	5	P17	2	-0.0009158378708303	0.862
manumycin-a	5	M11	2	-0.0013440860215053	0.727
maprotiline	5	N23	2	0.0674587533776185	0.072
maraviroc	5	C05	2	0.1551117842365511	0.019
maribavir	5	G11	2	0.4833237964148581	0.001
marimastat	5	F17	2	0.0013440860215048	0.566
masitinib	5	N11	2	0.0113403329565583	0.175
masoprocol	5	G05	2	0.0947033142676568	0.359
maxacalcitol	5	D05	2	0.0016316419886216	0.525
mazindol	5	D17	2	0.2686969133283282	0.003
mbx-2982	5	L11	2	-0.0016856415824486	0.757
mcpp	5	G11	2	-0.0011892524349452	0.793
mebendazole	5	I05	2	-0.0022954914760376	0.883
mecamylamine	5	E05	2	0.3835973770005015	0.039
meclofenamic-acid	5	P05	2	0.010974627617323	0.36
meclozine	5	E05	2	0.4425480005899537	0.022
medroxyprogesterone-acetate	5	P11	2	0.0031943795363096	0.515
medrysone	5	F05	2	0.1134276127054489	0.191
meglitinide	5	B23	2	-0.0014387076858952	0.883
meisoindigo	5	K05	2	0.2609225372955974	0.085
mek162	5	E17	2	0.1062844940917049	0.054
melatonin	5	J11	2	0.3041920090176214	0.018
meloxicam	5	C05	2	-0.000189256042676	0.736
melperone	5	C17	2	0.0005148534786853	0.674
menadione	5	M11	2	0.0107063709251739	0.185
mepacrine	5	L05	2	0.0013636257293534	0.596
mepazine	5	H05	2	0.2695840446941442	0.077
mephentermine	5	O11	2	0.0047386668666339	0.421
mepivacaine	4	P05	2	0.0115705277313038	0.425
mepyramine	5	I17	2	-0.0020181320679584	0.86
merbarone	5	I23	2	-0.0029155804511295	0.934
mericitabine	5	G11	2	0.0024309347181277	0.541
merimepodib	5	H11	2	0.000210793650136	0.705
mestranol	5	K23	2	0.061845025146253	0.041
mesulergine	5	C11	2	0.0839541803944569	0.054
metamizole	5	J11	2	-0.0028247268915722	0.899
metatinib	5	P17	2	-0.0001291790041855	0.834
metenkephalin	5	N11	2	-0.0013440860215048	0.789
metergoline	5	I23	2	0.2295978103714227	0.015
metformin	5	P17	2	-0.0013987748225026	0.916
methazolamide	5	G23	2	0.0497208910724872	0.136
methimazole	5	J23	2	-4.100925688412145e-07	0.713
methiopril	5	K17	2	-0.0003864116800114	0.768
methocarbamol	5	C05	2	0.0702128618676071	0.061
methoxsalen	5	E23	2	-0.0021762385240476	0.795
methyldopa	5	M23	2	0.1295545645662454	0.263
methylnaltrexone	5	J05	2	0.5189881529088045	0.0
methylprednisolone	5	H05	2	0.481312422113373	0.005
metixene	5	I05	2	0.0705828639616795	0.216
metoclopramide	5	I23	2	-0.0022068267357889	0.915
metolazone	5	M17	2	0.4875906393495143	0.001
metoprolol	5	A17	2	0.0538369504575981	0.196
mf-101	5	H05	2	0.0015089877868483	0.658
mianserin	5	C11	2	0.0113633200274046	0.246
mibampator	2	N05	2	0.0025806565032958	0.432
mibefradil	5	I11	2	-0.001892584581213	0.831
miconazole	5	E23	2	0.6271123998012409	0.0
midodrine	5	O11	2	-0.0002509138954514	0.776
midostaurin	5	I05	2	0.5012344941131998	0.003
mifobate	5	N17	2	0.0025028684989547	0.368
miglitol	5	E17	2	0.0007295479263244	0.647
milacemide	5	G23	2	0.0221971575940813	0.242
milnacipran	5	O11	2	0.0623073727137198	0.115
milrinone	5	O17	2	0.007066472909311	0.372
minaprine	4	K23	2	-0.0018591414313795	0.789
minoxidil	5	L11	2	0.0008933259600624	0.558
mirodenafil	5	G23	2	0.0020071936194815	0.479
mirtazapine	5	I17	2	-0.0173979362532156	0.99
mitomycin-c	5	I11	2	0.6318733046702277	0.0
mk-0752	5	B17	2	0.0013440860226569	0.607
mk-0773	2	E17	2	0.0041533339069637	0.433
mk-0812	5	I23	2	0.0465777465060732	0.121
mk-0893	5	G05	2	-0.0009053251443319	0.906
mk-2461	5	D23	2	0.001788996759599	0.464
mk-3207	5	N23	2	-0.0013440860213935	0.868
mk-8033	5	J11	2	0.52805065522217	0.001
mk-8245	5	N11	2	-0.0013440860215053	0.789
mln0128	5	L05	2	0.5875052634770568	0.0
mln2480	2	N17	2	0.001732625374228	0.458
mln9708	5	N11	2	0.7807431698911296	0.0
moclobemide	5	M11	2	0.0035437031210432	0.285
molindone	5	P11	2	0.0024650668811944	0.549
molsidomine	5	P05	2	0.0046108754267672	0.434
moxidectin	5	N17	2	0.1666047836249355	0.009
moxifloxacin	5	N17	2	0.0123887705949754	0.203
moxisylyte	5	M23	2	0.0040361939099571	0.626
mozavaptan	5	I23	2	-0.0048658300027633	0.961
mycophenolate-mofetil	5	A11	2	0.8166051938262635	0.004
mycophenolic-acid	5	L11	2	0.6080738808432429	0.0
n6022	5	A11	2	0.3423689025156774	0.009
nafamostat	5	I17	2	0.1095482811838661	0.069
naftidrofuryl	5	A11	2	0.0050226856226943	0.48
naftopidil	4	G23	2	0.0983943795399088	0.147
nalbuphine	5	N05	2	0.0005065198262671	0.605
naphazoline	5	L23	2	-0.0015029475606393	0.79
naproxen	5	F23	2	0.0551265336391964	0.041
naringenin	5	F05	2	-0.0016683164933362	0.866
narlaprevir	5	K23	2	-0.0013440860215241	0.788
nateglinide	2	P23	2	0.0006983869095903	0.72
navitoclax	5	P23	2	0.005245799036055	0.713
nebivolol	5	D17	2	0.0973984668942979	0.026
nefiracetam	5	K17	2	0.0011726679975895	0.551
nefopam	5	N17	2	0.0016755655137416	0.456
nelarabine	5	D05	2	0.0009129972964667	0.605
nemonapride	5	A11	2	-0.0003192979043967	0.811
nepafenac	5	A23	2	0.2073107222398287	0.048
neratinib	5	M23	2	0.7541966929047241	0.002
nesbuvir	5	P11	2	0.0015960021112272	0.648
netupitant	5	O11	2	0.0013470784382493	0.63
nevirapine	5	A11	2	0.0015756109326627	0.657
niacin	5	M23	2	0.001300294168292	0.792
nicaraven	5	O23	2	0.0290286697492092	0.226
nicardipine	5	E23	2	0.0021493539378701	0.236
nicergoline	5	I11	2	0.0273232826261772	0.239
nicotinamide	5	D11	2	0.0013440860215016	0.509
nicotine	5	F17	2	-0.0013440860213546	0.801
niguldipine	5	N11	2	0.0035401989588122	0.297
nikethamide	5	M17	2	0.0069069825770759	0.253
nilotinib	5	C17	2	0.0408442318079281	0.171
nimesulide	5	J05	2	-0.0016220925058911	0.844
nimodipine	5	G23	2	0.0007913206527334	0.627
nintedanib	5	L05	2	0.1139174758900712	0.16
nisoxetine	5	I23	2	0.2638741441300063	0.008
nitrendipine	5	G23	2	0.2130762203610521	0.025
nizofenone	5	I05	2	0.1868632986480776	0.116
nms-1286937	5	I05	2	0.6570818875434945	0.0
norethindrone	5	G11	2	-0.0005597103100739	0.768
norethisterone	5	N17	2	-0.0013440860215032	0.846
norfloxacin	5	O11	2	0.0003328287153589	0.71
norgestrel	5	M05	2	0.5392112144156016	0.001
nortriptyline	5	J11	2	0.0013450043421028	0.622
noscapine	5	F23	2	0.0067755190667173	0.193
novobiocin	5	N05	2	0.0014180227807652	0.505
nsi-189	5	D23	2	0.0077945738548475	0.288
nutlin-3	5	A23	2	0.2604090675379977	0.033
nvp-dpp728	5	J23	2	-0.0003718793409531	0.755
nxy-059	5	E05	2	-5.21973924157881e-05	0.753
o6-benzylguanine	5	L17	2	-0.0005716958743947	0.652
odanacatib	5	H23	2	0.033056264225185	0.251
ofloxacin	5	N05	2	0.0002137743272622	0.63
oglemilast	5	B11	2	0.0303411400943791	0.118
olaparib	4	I11	2	0.0097130020250838	0.422
olmesartan	5	M11	2	-0.0015727773050193	0.756
omecamtiv-mecarbil	5	O23	2	0.0023027818518722	0.545
omeprazole	5	B11	2	0.0013440860215061	0.531
ondansetron	5	C17	2	-0.0002408246548662	0.754
oprozomib	5	O11	2	0.2901199477701399	0.028
orantinib	5	A17	2	0.0141255816732101	0.475
ore1001	5	L23	2	-0.0013773448351368	0.78
org-9768	2	I17	2	-0.0142418341875295	0.821
orlistat	5	F17	2	0.1658991425799093	0.036
orphenadrine	5	H23	2	0.0026380159298149	0.558
orteronel	4	E05	2	0.0222088135288478	0.277
oseltamivir-carboxylate	5	E05	2	0.3306921480774547	0.051
ostarine	5	N23	2	1.7187857040412702e-15	0.751
otamixaban	5	G11	2	0.0007526572958394	0.687
otilonium	5	M11	2	0.003444246473163	0.287
ots167	5	O11	2	0.5135003216038526	0.005
oxandrolone	5	B17	2	0.083173388162334	0.083
oxaprozin	5	B23	2	0.0044847222797422	0.339
oxatomide	4	J05	2	0.2573418302891828	0.061
oxfendazole	5	G23	2	0.0034985037442494	0.42
oxiconazole	5	C05	2	0.0028273366746547	0.309
oxiperomide	5	K23	2	-0.0013440860215053	0.775
oxybenzone	5	J23	2	0.0033182877617367	0.295
oxybuprocaine	5	N23	2	-0.0016104931253165	0.903
oxybutynin	5	I23	2	0.0003873917860626	0.692
oxymetazoline	5	D17	2	0.3204355543923834	0.002
oxypurinol	5	D17	2	0.0517501730825657	0.063
ozagrel	5	G05	2	0.3460416369128215	0.078
pa-824	5	M05	2	0.2625987569117188	0.012
paclitaxel	5	H23	2	0.0130475348787183	0.398
palbociclib	5	A23	2	0.5929513774040724	0.007
palmitoylethanolamide	5	B23	2	0.990860755406069	0.0
palomid-529	5	B23	2	0.0021107189446038	0.416
palonosetron	5	E17	2	0.0015453463426674	0.522
palovarotene	5	I11	2	-0.0062867351748471	0.909
papaverine	5	A17	2	0.4961623715243473	0.002
paracetamol	2	J23	2	0.0002413941639908	0.601
paroxetine	2	D17	2	0.2070398851370297	0.136
pasireotide	5	N05	2	-0.0013440860215091	0.794
pazopanib	5	I05	2	-0.0042031521919335	0.926
pazufloxacin	5	M11	2	0.0727362005333208	0.045
pd123319	5	L17	2	0.0134190642443594	0.238
pd153035	5	E05	2	0.4477051204294655	0.02
pelitinib	5	E05	2	0.362808709224308	0.042
pemirolast	5	C11	2	0.1944658239412884	0.017
penfluridol	5	P17	2	0.0013428772656127	0.716
penicillin-v-potassium	2	P11	2	-0.0313158035611133	0.958
pentamidine	5	G11	2	0.0015328950739382	0.608
pentoxifylline	5	G11	2	-0.0005680280582686	0.768
perhexiline	5	D17	2	-0.0010678312862068	0.72
pf-02545920	5	K23	2	-0.0013812971485476	0.803
pf-03084014	5	P23	2	0.0030629121305791	0.766
pf-03758309	5	K17	2	0.4100182944230305	0.001
pf-03814735	5	E05	2	0.0096590936076674	0.272
pf-04136309	5	H23	2	0.0012380416193719	0.695
pf-04447943	5	N23	2	-0.0016175511507103	0.904
pf-04457845	5	P17	2	0.1353035826561137	0.052
pf-04620110	5	J11	2	-0.0028923105900743	0.901
pf-04691502	5	N11	2	0.4996039655537301	0.0
ph-797804	5	H05	2	0.2488600652287723	0.089
pha-848125	5	J05	2	0.2648207326303873	0.047
phenazone	5	K23	2	0.0002599528061713	0.6
phenformin	5	P17	2	0.0044606999524562	0.486
phensuximide	5	M23	2	0.0009262665417847	0.821
phentermine	5	G11	2	0.1438478816141039	0.107
phentolamine	5	E23	2	0.0018140243612291	0.257
phenylacetylglutamine	5	I23	2	-0.0008202725371533	0.804
phenylbutazone	5	K17	2	0.0088285115438012	0.236
phenylbutyrate	5	B17	2	0.0045476078210226	0.422
phenylephrine	5	O23	2	0.0017451921037373	0.622
phenytoin	5	B23	2	0.0013440860215019	0.606
physostigmine	5	C05	2	0.0001413772604435	0.686
pibenzimol	5	I05	2	0.1629778120234987	0.13
piclamilast	5	G23	2	-0.0064298219045396	0.95
picolinic-acid	4	E17	2	0.0196899545679307	0.3
picotamide	5	P17	2	0.2218829782610182	0.024
piketoprofen	5	N17	2	0.8824515064121852	0.0
pilaralisib	5	O17	2	0.0016392107540848	0.578
pilocarpine	5	E05	2	0.3750366537815516	0.04
pimavanserin	5	A23	2	0.8465290164372372	0.005
pimecrolimus	5	B11	2	0.0064966954351311	0.28
pimobendan	5	D11	2	-0.0013423693282809	0.777
pimozide	4	F23	2	0.0775383936918425	0.076
pinacidil	2	P05	2	0.0020762219651929	0.547
pinaverium	5	L05	2	0.0161679258528147	0.346
pinitol	5	E17	2	0.047528670979361	0.124
pioglitazone	5	D17	2	0.0771883052942631	0.035
piperidolate	5	O23	2	4.227799337224564e-05	0.826
pirenoxine	5	L05	2	0.3585057210096368	0.039
pirenzepine	5	F23	2	0.0094899424537495	0.16
pirfenidone	5	M17	2	-0.0019128581283957	0.859
piribedil	5	N11	2	-0.001341574010611	0.778
piroxicam	5	D23	2	0.0013440860215126	0.537
pitavastatin	5	A17	2	0.0079923259350629	0.569
pki-179	5	I05	2	0.0522076492529691	0.246
podophyllotoxin	5	N05	2	0.9106592014372856	0.0
pomalidomide	5	E17	2	0.0619781153054408	0.091
pramipexole	5	I11	2	0.0075167714232416	0.379
pranlukast	5	N23	2	0.0017058691887321	0.497
pravastatin	5	J23	2	0.0017248371343833	0.403
prazosin	5	D23	2	-0.0073763553217911	0.957
prednisone	5	C05	2	-0.001028253190962	0.809
preladenant	5	E11	2	0.0004319810231607	0.724
primaquine	5	A23	2	0.0012111174681182	0.779
primidone	5	E05	2	0.0263101238239324	0.192
pritelivir	5	A17	2	0.0079443860616401	0.569
probenecid	5	J11	2	0.0042314246885012	0.434
probucol	5	M17	2	0.2426919515464489	0.012
procainamide	5	F17	2	-0.0014661196235727	0.831
prochlorperazine	5	C05	2	-0.0022495762555341	0.904
progesterone	5	O23	2	0.0025860552288381	0.524
proglumide	5	B11	2	-0.0013440860215053	0.813
proguanil	5	G23	2	0.3871640836073572	0.001
propafenone	5	D23	2	0.1711115585718834	0.014
propentofylline	5	K05	2	0.45372223074288	0.009
propranolol	5	L05	2	0.5974575496149016	0.0
protirelin	5	H23	2	0.0020426486844075	0.585
protriptyline	2	L05	2	-0.0013440860215061	0.647
prx-08066	5	H05	2	-0.0022867296744958	0.896
psi-6130	5	P17	2	0.5658797854391053	0.002
pterostilbene	5	B11	2	0.0014337769797335	0.499
pyrazinamide	5	J11	2	0.229714856284567	0.042
pyrazinoylguanidine	5	P17	2	-0.0013411872148377	0.904
quercetin	5	P05	2	0.3257019580257402	0.011
quetiapine	5	E05	2	0.0015979266250744	0.494
quiflapon	5	M23	2	0.6239464638926367	0.03
quinapril	5	I17	2	-0.0091626186088366	0.956
quinidine	5	P05	2	-0.0013410357835475	0.9
quinidine	5	M05	2	-0.0013410357835475	0.783
quizartinib	5	G05	2	0.0002601695898174	0.857
r-428	5	L23	2	0.1622661499816283	0.027
r547	5	E05	2	0.6167520481686549	0.001
rabeprazole	5	M17	2	0.0027209201922569	0.358
racecadotril	5	B23	2	0.0001485212148207	0.718
raclopride	5	B17	2	0.3936102724365531	0.002
