compound	no_of_compounds	well	dose_recode	median_score	p_value
balaglitazone	4	B11	2	0.0639640698953684	0.006
balapiravir	5	M17	2	0.1486581028883556	0.0
balicatib	5	P23	2	0.3360618324592416	0.478
balsalazide	2	J11	2	-0.0494389480054194	0.924
bambuterol	5	I23	2	0.1062025999910233	0.0
bardoxolone-methyl	5	H17	2	0.4908570482878356	0.0
basimglurant	5	E11	2	0.0052791004156164	0.592
batimastat	5	A23	2	0.1357037484736628	0.0
bavisant	5	O17	2	0.0255996406026198	0.204
bay-87-2243	5	H05	2	0.2665439232890611	0.0
bazedoxifene	5	H11	2	0.0300999384445477	0.05
bci-540	5	I11	2	0.0015229593569828	0.585
beclomethasone-dipropionate	5	O17	2	0.503922025453966	0.0
belinostat	5	L23	2	0.3232257272940041	0.0
bemegride	5	N11	2	0.0440078089027961	0.013
benazepril	5	M17	2	0.0413993808866123	0.019
bendamustine	5	J05	2	0.0685735087786554	0.0
bendroflumethiazide	5	O17	2	0.0261644464543399	0.197
benzbromarone	5	P23	2	0.341272483572393	0.459
benzthiazide	5	E23	2	0.0751769534829489	0.03
benzydamine	5	J05	2	0.0491905283741941	0.017
benzylpenicillin	5	L23	2	0.107563045411499	0.002
bepotastine	5	C05	2	0.0406966099865074	0.017
berberine	5	L17	2	0.0590964573729449	0.008
betahistine	5	J23	2	0.0646273913008844	0.02
betulinic-acid	2	B17	2	-0.0049214217887721	0.682
bevirimat-dimeglumine	5	G23	2	0.0883350173808543	0.0
bexarotene	5	A17	2	0.2291692143719191	0.0
bezafibrate	5	K17	2	0.0456091911435577	0.009
bicalutamide	5	E05	2	0.0324430089544438	0.065
bifemelane	5	A17	2	0.0213997684890769	0.473
bifonazole	5	F05	2	0.0456214921538592	0.016
bimatoprost	5	J23	2	0.0424451215147658	0.174
bindarit	5	O17	2	0.0154349191495734	0.41
biperiden	4	C11	2	0.0232368647968081	0.216
birinapant	5	H23	2	0.1655995695209944	0.0
bisindolylmaleimide	5	B17	2	0.0268709969549123	0.229
bisoprolol	5	F17	2	0.0380848088726616	0.048
bitopertin	5	I11	2	-0.0198334355515686	0.959
blonanserin	5	C11	2	0.0307850322413109	0.08
bms-599626	5	K23	2	0.0650602708974093	0.136
bms-707035	5	O23	2	0.1209664122488699	0.001
bms-927711	5	A17	2	0.0366510248079069	0.222
bopindolol	5	M23	2	0.175428939942076	0.398
bortezomib	5	D17	2	0.4749072834824084	0.0
bosentan	5	E05	2	0.0118529424574752	0.386
bosutinib	5	N23	2	0.2395095594195748	0.0
brequinar	5	K23	2	0.4682834215503902	0.0
bretazenil	5	N17	2	0.0213591529823768	0.203
brexpiprazole	4	F05	2	0.0396451507913072	0.054
brivanib	5	C05	2	0.0139097892387525	0.275
brivudine	5	H17	2	0.037705815800957	0.016
bromocriptine	5	H11	2	0.0175418609715714	0.175
broxuridine	5	M23	2	0.296507422513211	0.068
bruceantin	5	O11	2	0.5921923415203821	0.0
bts-54505	5	C11	2	0.0573721558484817	0.001
bucladesine	5	P23	2	0.4096766687652144	0.236
budipine	5	P11	2	0.139834681703561	0.0
bumetanide	5	M11	2	0.0129512402986919	0.351
bupivacaine	4	G11	2	0.0151670448883156	0.313
bupropion	5	F05	2	0.0355762317574674	0.052
buspirone	5	L05	2	0.0262092587699752	0.174
butoconazole	5	E23	2	0.133149343917126	0.001
butorphanol-(+)-tartrate	2	L17	2	0.0240768057875817	0.346
bvd-523	5	D17	2	0.0674141876821675	0.0
cabazitaxel	5	J23	2	0.5131889327154986	0.0
cabergoline	5	P23	2	0.5769005365961812	0.014
cabozantinib	5	C05	2	0.0640440594663924	0.0
caffeine	4	L11	2	-0.0320635057402165	0.966
calcitriol	5	I17	2	0.0644582275680336	0.003
camicinal	5	M11	2	0.0525547898493507	0.002
camptothecin	2	D11	2	0.2931174618812237	0.0
canagliflozin	5	M11	2	0.0225977405602368	0.153
candesartan	5	I23	2	0.0536594599812825	0.048
canertinib	5	B11	2	0.1923519073519726	0.0
canrenoic-acid	5	L17	2	0.0043577997784388	0.602
capecitabine	5	K17	2	0.0082523073401236	0.429
capsaicin	5	P17	2	0.0707034395208046	0.005
carbachol	5	E17	2	0.0108869413351116	0.573
carbamazepine	5	N05	2	0.0264445688727371	0.252
carbenoxolone	5	F05	2	0.0632940018282176	0.002
carbimazole	5	E05	2	0.0205118996222206	0.218
carglumic-acid	5	N23	2	0.1145153777703246	0.0
cariprazine	5	J23	2	0.0729093791696982	0.007
carisoprodol	5	N23	2	0.0632563500171625	0.055
carprofen	5	I17	2	0.1108435744044032	0.0
carvedilol	5	N11	2	0.0108067477688953	0.443
cb-10-277-(free-acid)	5	N11	2	0.0445340882029169	0.013
cc-401	5	D23	2	0.0358253126206433	0.267
cc-930	5	J05	2	0.4999670586633736	0.0
cediranib	5	F23	2	0.0561587410918373	0.042
cefdinir	5	B17	2	0.0679706181291826	0.003
cefepime	5	A17	2	0.093100870775887	0.011
cefoperazone	4	I23	2	0.0538242541706623	0.068
cefotetan	5	N23	2	0.0804824560461329	0.006
cefozopran	5	L23	2	0.0251514898124584	0.553
celecoxib	4	L17	2	0.016324636184178	0.323
cep-37440	5	O11	2	0.0310459157235373	0.102
cepharanthine	5	D23	2	0.0470600169400227	0.111
cgp12177	2	H05	2	0.0532463771918073	0.184
chlorambucil	5	D23	2	0.0401269338795103	0.199
chlormezanone	5	O23	2	0.0222089131339658	0.644
chloroxine	5	I11	2	0.0206268452040106	0.145
chlorphenamine	5	D05	2	0.0208184275193347	0.206
chlorpromazine	5	G11	2	-0.0051499494298311	0.752
chlorpropamide	5	A17	2	0.206453346869169	0.0
chlortalidone	5	O11	2	0.0494191577130705	0.01
cholic-acid	2	M17	2	-0.0081739114058075	0.69
choline-alfoscerate	5	J23	2	0.0889680081252858	0.001
cianidanol	5	J11	2	0.0086200972111664	0.353
ciclesonide	5	M05	2	0.5226520398105303	0.0
ciglitazone	5	D17	2	0.0333607140524718	0.105
cilengitide	5	C17	2	0.0882867680089095	0.0
cilomilast	2	F05	2	0.0110701485437655	0.451
cilostazol	5	L17	2	0.1223084162004778	0.0
cimetidine	5	O17	2	0.0628461699367417	0.002
cinaciguat	5	P23	2	0.5228638260747172	0.054
cinepazide	5	L17	2	0.2405841320446307	0.0
cinnarizine	5	N05	2	0.0389174274165071	0.098
cinoxacin	5	K17	2	0.0545536366593169	0.004
ciprofloxacin	5	C17	2	0.0283083618034438	0.273
cisapride	5	F05	2	0.1043562172728783	0.0
citalopram	5	C17	2	0.0386113159935039	0.116
cladribine	5	K05	2	0.1588200602144164	0.0
clarithromycin	5	H11	2	0.0567343311418971	0.0
clenbuterol	5	H05	2	0.0644190921068496	0.0
climbazole	5	A11	2	0.1354761371804643	0.0
clinafloxacin	5	G11	2	0.0181306816954088	0.207
clindamycin	5	F05	2	0.0166944683851725	0.278
clinofibrate	5	G23	2	0.0223042320221751	0.575
clioquinol	5	H05	2	0.0315114466406723	0.113
clobetasol	5	D17	2	0.5110103920645064	0.0
clofarabine	5	I23	2	0.4827130110153923	0.0
clofazimine	5	D05	2	-0.0062686542112262	0.77
clofibric-acid	5	A23	2	0.0701065759605817	0.01
clofoctol	4	L23	2	0.0947520018799496	0.011
clomethiazole	5	O11	2	0.0414087795848674	0.031
clomifene	5	E23	2	0.0512055022842758	0.155
clonazepam	2	D23	2	0.0062728533302185	0.648
clonidine	5	B23	2	0.1258284147170053	0.004
clotrimazole	5	B23	2	0.0736313006743236	0.029
clozapine	2	A11	2	-0.0143164975101267	0.762
co-102862	5	H17	2	0.0099266051995616	0.328
cobimetinib	4	O23	2	0.131193082872312	0.0
colchicine	4	A23	2	0.5432716623919058	0.0
colforsin-daproate	5	D05	2	0.0672661974777187	0.0
combretastatin-a-4	5	O11	2	0.6160353304862698	0.0
conivaptan	2	A17	2	-0.0234813840659356	0.818
cordycepin	5	L11	2	0.0307458319458685	0.039
cp-945,598	5	F23	2	0.031726637762431	0.32
cpi-1189	5	N17	2	0.0309384570210212	0.071
cpi-613	5	K17	2	0.0149149064992778	0.259
cromoglicic-acid	5	L17	2	0.0621253498053668	0.007
ct-7758	5	P11	2	0.1427339135576293	0.0
cts-1027	5	P23	2	0.2824931193555492	0.65
curcumin	5	N17	2	0.0162444794708461	0.306
cx-4945	5	C11	2	0.0267973092433208	0.119
cx-5461	5	D17	2	0.5425847189546543	0.0
cx516	5	B11	2	-0.0033372980180488	0.809
cyanocobalamin	5	P23	2	0.4689385158382898	0.113
cyclizine	5	P11	2	0.0205689470294013	0.706
cyclobenzaprine	2	L11	2	-0.0389172001856873	0.865
cyclosporin-a	5	N05	2	0.3783993813500472	0.0
cyproheptadine	5	H17	2	0.0233185143178775	0.093
cyproterone-acetate	5	H11	2	0.0629963755350257	0.0
cytarabine	5	M11	2	0.0169077762569813	0.264
cytisine	5	A11	2	0.0677049412774822	0.01
d-serine	5	M11	2	0.0248088482293489	0.122
dabigatran-etexilate	5	F17	2	0.0335115428906066	0.073
dabrafenib	5	I23	2	0.211756631475203	0.0
dacarbazine	5	N05	2	0.0587407952664264	0.007
dacinostat	5	E17	2	0.6087565101192778	0.0
dacomitinib	5	F23	2	0.1705605325007472	0.0
danazol	5	A23	2	0.1592156121711409	0.0
danegaptide	5	N11	2	-0.0051526087821245	0.805
dantrolene	5	C05	2	0.037735420776623	0.022
danusertib	5	A11	2	0.3020234984988121	0.0
dapagliflozin	5	F17	2	0.0458458410288451	0.015
dapivirine	5	E05	2	0.1421421448943416	0.0
dapsone	5	F05	2	0.0363988054796488	0.051
darifenacin	5	F23	2	0.0790786897648597	0.004
darunavir	5	D17	2	0.0217773678259622	0.261
dasabuvir	4	M05	2	0.045564021646628	0.145
dasatinib	5	L17	2	0.5787191136793901	0.0
dazoxiben	5	G05	2	0.0281591779893145	0.164
decitabine	5	B23	2	0.2740804729449529	0.0
defactinib	2	N23	2	0.0336438961070643	0.48
deferasirox	5	M23	2	0.2158021881463959	0.24
deferiprone	5	K05	2	0.0722053338847227	0.0
deforolimus	5	E23	2	0.5416811709525795	0.0
dehydroepiandrosterone	5	E11	2	-0.0001211608353443	0.712
delanzomib	5	L05	2	0.7832429614574866	0.0
delivert	5	D17	2	0.0507717136338839	0.017
deoxycholic-acid	5	P05	2	0.0599139164139237	0.014
dequalinium	5	M05	2	0.1355036406905633	0.0
desmopressin-acetate	5	L23	2	0.1334571256745417	0.001
dexamethasone	5	F05	2	0.3645849076393694	0.0
dexamethasone	5	N05	2	0.3645849076393694	0.0
dexfenfluramine	5	I11	2	0.0264234460962707	0.078
dexloxiglumide	5	P05	2	0.0507084881275519	0.043
dexniguldipine	2	O23	2	-0.0299775945129899	0.92
dextromethorphan	5	G11	2	0.0219952499647898	0.15
diacerein	5	F23	2	0.0359552128906349	0.233
diazepam	5	E17	2	0.0520218998456152	0.013
diazoxide	5	P23	2	0.5271522109588659	0.045
diclofenac	5	C11	2	0.0430479535369565	0.016
diclofensine	5	M17	2	0.0375116418996774	0.037
dicloxacillin	5	H05	2	0.0643454949392719	0.0
dicoumarol	5	G23	2	0.0952010126701754	0.0
dideoxyadenosine	5	K17	2	0.0346786109189813	0.034
dienogest	5	J05	2	0.054490925283544	0.006
diethylcarbamazine	5	C11	2	0.0485529882093045	0.008
diethylstilbestrol	5	C17	2	0.0160334573737369	0.548
diflunisal	5	G11	2	0.038373598780441	0.014
dihydroergocristine	5	O17	2	0.0625852092692014	0.002
dihydroergotamine	5	N23	2	0.0599931650657826	0.067
dilazep	5	N23	2	0.1832654138065151	0.0
diltiazem	5	F17	2	0.0501601131207918	0.006
dimesna	5	O11	2	0.0340403361780085	0.071
dimethyl-fumarate	5	A11	2	0.0531912954342137	0.035
diminazene-aceturate	5	C11	2	0.0033053093256318	0.623
dinaciclib	5	J05	2	0.7250331578012366	0.0
dinoprost	5	A11	2	0.0711458409765815	0.007
diosmin	5	E17	2	0.0424365449891945	0.038
diphenidol	4	H11	2	-0.0117649077878015	0.775
dipraglurant	5	I17	2	0.0492094813844375	0.03
dipyridamole	5	P17	2	0.0518152372825277	0.037
disopyramide	5	M23	2	0.1013848458993913	0.721
disulfiram	5	E23	2	0.3114005298962845	0.0
dmp-777	5	L11	2	0.0056129595997449	0.46
docetaxel	5	H17	2	0.6947007342596629	0.0
dofequidar	5	N05	2	0.0482166943042559	0.033
dolutegravir	5	P11	2	0.0681807362710236	0.022
donepezil	5	L11	2	0.0687392897866594	0.0
donitriptan	5	I17	2	0.0747506037974826	0.0
dopamine	2	O11	2	0.0600399169402555	0.117
doramapimod	5	C05	2	0.0623077132894636	0.0
dorzolamide	5	K17	2	0.0067422627064152	0.463
doxapram	5	F05	2	0.0536132076037532	0.006
doxazosin	5	H11	2	0.0224421936975432	0.112
doxepin	5	N05	2	0.0437227891446388	0.061
doxifluridine	5	H23	2	0.0546129777435288	0.048
doxofylline	5	J11	2	0.0159868092638289	0.208
doxorubicin	5	L23	2	0.6203387476124327	0.0
doxycycline-hyclate	5	D11	2	0.0541965966453502	0.0
dpcpx	4	I05	2	0.0270941129589365	0.19
dpi-201106	5	H23	2	0.0473758942761991	0.111
dronedarone	5	G05	2	0.0014624169290038	0.748
droperidol	5	J05	2	0.0531826389929226	0.006
drospirenone	4	E11	2	-0.0401381602218574	0.996
du-728	5	E11	2	0.0387501224475229	0.039
duloxetine	5	L17	2	0.0168794924099516	0.297
dutasteride	5	L05	2	0.0553537077985262	0.004
e-2012	5	O17	2	0.0039148390651573	0.685
ebselen	5	L23	2	0.0537928962172271	0.091
econazole	5	D17	2	0.1014587582003765	0.0
edoxaban	5	K23	2	0.1293309806153609	0.028
edoxudine	5	E23	2	0.0646929565691737	0.064
efaproxiral	2	B11	2	0.0309622822553433	0.3
efavirenz	2	G23	2	0.0041595862916975	0.718
eflornithine	5	L23	2	0.0586120593242139	0.068
elesclomol	5	O17	2	0.3181021738591832	0.0
ellagic-acid	5	P17	2	0.084355179484787	0.002
emd-1214063	5	P11	2	0.0707864023759443	0.014
emd-53998	5	L05	2	0.0111963998137255	0.508
emedastine	5	M17	2	0.0375161878756826	0.037
emtricitabine	5	O23	2	0.0936866036877769	0.002
enalapril	5	H05	2	0.0385020416841642	0.054
enoxacin	5	L23	2	0.0585217013602829	0.068
entecavir	5	C05	2	0.0360694478503725	0.025
entinostat	5	A23	2	0.1753380017351285	0.0
enzalutamide	5	I23	2	0.1116506075863529	0.0
enzastaurin	5	P05	2	0.0155274329346397	0.587
eperezolid	5	H11	2	0.0588251873706962	0.0
epinastine	5	M11	2	0.0771581706809758	0.0
epinephrine	5	E05	2	0.0320430117632788	0.068
epirizole	2	E23	2	0.0133247569964997	0.654
epirubicin	5	E11	2	0.7621059824872851	0.0
epitiostanol	4	J23	2	0.259062969008178	0.0
epothilone-b	5	C11	2	0.6060689633889433	0.0
equol	5	L05	2	0.0850077350346295	0.0
ercalcitriol	5	J23	2	0.081613227406603	0.002
erlotinib	5	G05	2	0.21114329805156	0.0
erteberel	5	B23	2	0.3067188422974036	0.0
erythromycin	5	G11	2	0.0003420561615185	0.631
erythromycin	5	C11	2	0.0003420561615185	0.684
escitalopram	5	H23	2	0.0477438389606847	0.104
esmolol	5	M17	2	0.0164248890113377	0.303
estramustine	5	H11	2	0.0438930321073934	0.004
estramustine-phosphate	4	A11	2	0.0787727407970242	0.008
estriol	5	P17	2	0.0716691534155044	0.005
estrone	2	C17	2	0.0656165903155914	0.174
etacrynic-acid	5	H11	2	0.0246157260449087	0.095
etanidazole	5	K17	2	0.063537289260798	0.0
etazolate	5	J05	2	0.0544124164420521	0.006
ethinyl-estradiol	4	K05	2	0.0368368019620727	0.12
ethylenediaminetetraacetic-acid	5	B11	2	0.1605123009742337	0.0
etizolam	5	D11	2	0.0228286840273898	0.107
etodolac	5	J05	2	0.1163769773962758	0.0
etofylline-clofibrate	5	N17	2	0.0257861132717679	0.146
etomidate	5	O17	2	0.0387075240994418	0.059
etomoxir	5	E17	2	0.0556938346986465	0.007
etoposide	5	P23	2	0.5509099126291511	0.025
etoricoxib	5	K05	2	0.0248881667552922	0.229
etravirine	5	I11	2	0.0516922731383475	0.001
eugenol	5	M05	2	0.0180624238532802	0.489
everolimus	5	H05	2	0.580151007033567	0.0
evp-6124	5	M05	2	0.033373567882241	0.2
exalamide	5	C11	2	0.089208946233321	0.0
exemestane	5	A23	2	0.1105814813754726	0.0
exherin	5	H17	2	0.0197178381673431	0.136
fadrozole	5	N17	2	0.0042206085917054	0.604
famciclovir	5	B23	2	0.3596240303799733	0.0
famotidine	4	D23	2	0.0393958504654468	0.245
faropenem	5	M05	2	0.1610659805616547	0.0
fasudil	5	L05	2	0.0673888535481718	0.001
favipiravir	5	B23	2	0.0791970657711539	0.023
fdcyd	5	P05	2	0.7380297001704688	0.0
febuxostat	5	I17	2	0.0460435278412456	0.041
felbinac	5	P17	2	0.023653645489276	0.414
felodipine	5	G11	2	0.0117052824085835	0.35
fenobam	5	O17	2	0.0298543153549066	0.147
fenoterol	5	I05	2	0.0250314243994377	0.188
fenticonazole	5	N23	2	0.0555873041301205	0.119
fexofenadine	5	L11	2	0.0213560661733739	0.131
fiacitabine	5	L23	2	0.0869335729290604	0.007
fidarestat	5	G11	2	0.0161485104850877	0.245
fidaxomicin	5	D17	2	0.0648590358459799	0.002
filgotinib	5	H17	2	0.0545887867827381	0.002
finasteride	5	A17	2	0.0900464106499856	0.011
fipronil	5	O23	2	0.0403186870515239	0.265
firategrast	5	L05	2	0.0541907531621512	0.005
flavoxate	5	H17	2	0.0069233170357664	0.399
flecainide	5	I05	2	0.0408836052500151	0.029
floxuridine	5	P17	2	0.765446973432748	0.0
fluconazole	5	G23	2	0.0890306018359155	0.0
fludarabine-phosphate	5	K23	2	0.12438460276487	0.031
fludroxycortide	5	N11	2	0.5193133838531406	0.0
flumatinib	5	F05	2	0.0996084110059833	0.0
flumazenil	5	M05	2	0.0379148669274388	0.148
fluocinonide	5	P11	2	0.6134622043668227	0.0
fluorometholone	5	G05	2	0.6968663637785733	0.0
fluorouracil	5	J23	2	0.0968154321261665	0.0
fluoxetine	5	A17	2	0.0542673150935827	0.073
fluphenazine	5	K23	2	0.0892621182665114	0.063
fluspirilene	5	L11	2	0.0514999604471015	0.002
flutamide	5	A23	2	0.0151196885834394	0.724
fluticasone	5	B23	2	0.4236991132576748	0.0
flutrimazole	4	B17	2	0.1023585060904699	0.0
fluvoxamine	5	H17	2	0.0005279298733481	0.562
folic-acid	5	O23	2	0.0863416729713911	0.008
fomepizole	5	F05	2	0.0304140657672114	0.096
fomocaine	5	B17	2	0.0356230144914987	0.111
foretinib	4	P23	2	0.6504730775788421	0.003
formestane	5	O17	2	0.2112062246686187	0.0
formoterol	5	I17	2	0.0099134098468474	0.612
forskolin	5	J11	2	0.0344492912726418	0.036
fosfomycin	5	I23	2	0.0888004029572983	0.0
fostamatinib	5	D23	2	0.0778833166696048	0.004
fpl-62064	5	M11	2	0.1114501679256554	0.0
ftorafur	5	O11	2	0.0321701341117198	0.092
fulvestrant	4	O11	2	0.0777446827881332	0.002
fusidic-acid	5	L17	2	0.0347254618492191	0.075
gabapentin	5	M23	2	0.5100213348419831	0.0
galeterone	5	A17	2	0.0294939558118555	0.319
ganaxolone	5	H23	2	0.0303452656561659	0.396
gatifloxacin	5	B11	2	0.0348690213152244	0.059
gdc-0068	5	I11	2	0.0280929081481829	0.065
gdc-0152	5	M05	2	0.2282680638542239	0.0
gdc-0199	5	G05	2	0.0571851309630494	0.004
gdc-0834	5	H11	2	0.0291414272815983	0.059
gefitinib	5	H17	2	0.0431865569097288	0.01
gemcitabine	5	N17	2	0.6487812071330392	0.0
gemfibrozil	5	M23	2	0.1136129489208281	0.67
gemifloxacin	2	H23	2	-0.0327995094946664	0.923
genz-644282	5	E05	2	0.6918917269296354	0.0
gestrinone	5	P17	2	0.1882024623328319	0.0
gimeracil	5	N17	2	0.0384940460351142	0.028
ginkgolide-b	5	F17	2	0.0211836990776608	0.247
glasdegib	5	L05	2	0.0432800184480302	0.034
gliclazide	5	P05	2	0.0331430279906807	0.205
glimepiride	5	K23	2	0.0334294694027895	0.59
glipizide	5	B17	2	0.1340257902498891	0.0
gliquidone	5	B17	2	0.043854369834351	0.049
glycitein	5	M17	2	0.0477653229531261	0.007
glycopyrrolate	5	N23	2	0.1172576442018191	0.0
golvatinib	5	F17	2	0.0391872700003141	0.042
goserelin-acetate	5	L23	2	0.041561060849867	0.235
granisetron	5	M11	2	0.0158239943550558	0.286
grazoprevir	5	N11	2	0.0284654157431989	0.104
griseofulvin	5	C05	2	0.0351888098674411	0.027
gsk1292263	5	G23	2	0.1059171572465149	0.0
gsk2110183	5	A11	2	0.0846692022432936	0.003
gsk256066	2	B23	2	-0.0300099315568831	0.917
gsk2636771	5	K17	2	0.0466365385513943	0.009
guanabenz	5	E05	2	0.0352021721079441	0.045
guanadrel	5	J23	2	0.0549903272828832	0.054
guanethidine	5	D11	2	0.0194490079062186	0.151
gw842166	5	B11	2	0.0143789310205926	0.414
halcinonide	5	C05	2	0.3802899952092416	0.0
haloperidol	5	N11	2	0.1382979469038694	0.0
hc-030031	5	G11	2	0.0366002435360109	0.021
hesperidin	5	F17	2	-0.0012010186383503	0.77
hexachlorophene	5	M23	2	0.3584617922175537	0.019
histamine	4	H17	2	0.0742576562607617	0.0
homochlorcyclizine	5	J05	2	0.0555958696840026	0.005
homoharringtonine	5	L11	2	0.6767657419175828	0.0
honokiol	5	A23	2	0.1424744749027492	0.0
hydrocortisone	5	E23	2	0.4515607036467432	0.0
hydroxyurea	5	C17	2	0.0548106720611163	0.014
hymecromone	5	E17	2	0.0442495764097539	0.033
hypericin	5	M17	2	0.0301110390757352	0.089
i-bet-762	5	A23	2	0.1505820071074822	0.0
ib-meca	5	B11	2	0.001729572003534	0.714
ibrutinib	5	G23	2	0.2813681196827575	0.0
ibudilast	5	E11	2	0.061288762415803	0.001
ibuprofen	5	L17	2	0.0603595167960641	0.008
ibutamoren	5	C05	2	0.0027252259766075	0.564
ici-162846	5	M17	2	0.0326802421515377	0.071
ici-185,282	5	J05	2	0.0641600849127873	0.0
ici-192605	5	K23	2	0.1458049192711721	0.02
idalopirdine	5	N23	2	0.0510756706089297	0.159
idelalisib	5	I05	2	0.1021811597734372	0.0
idoxuridin	5	M17	2	0.0990400720853066	0.0
ifosfamide	5	P05	2	0.0685756799645599	0.002
iguratimod	5	O23	2	0.2244898564743958	0.0
ilomastat	5	D05	2	0.0222464983535274	0.184
imatinib	5	A23	2	0.0361488852527339	0.314
imexon	5	N11	2	0.0411295242983533	0.016
imiloxan	5	M05	2	0.04050304266836	0.119
imipramine	2	E05	2	-0.0049968410035326	0.624
imiquimod	5	E11	2	0.0367155495185473	0.05
indacaterol	5	E17	2	0.0284554600531688	0.169
indapamide	5	G05	2	0.0241856995279688	0.227
indibulin	5	G23	2	0.2838356593664491	0.0
indinavir	5	H11	2	0.0335742046042361	0.03
indiplon	5	I05	2	0.0200997658104704	0.286
indirubin	5	M11	2	0.1558800281364843	0.0
indobufen	5	E05	2	0.0889336390320645	0.0
indole	4	H23	2	0.0868972869588894	0.002
indoprofen	2	O17	2	0.0458319855624712	0.231
indoramin	5	I23	2	0.0530396724385622	0.052
ingenol-mebutate	5	D23	2	0.7438554745177084	0.0
iniparib	5	P05	2	0.0868570612715161	0.0
inosine	5	J23	2	0.0540794780329115	0.063
inositol	5	P05	2	0.0716086596019326	0.0
iowh032	5	L23	2	0.0331770838359486	0.38
ipratropium	5	L17	2	0.0338021596120892	0.08
ipriflavone	5	E17	2	0.033902004641963	0.104
irinotecan	5	C17	2	0.0641640839830869	0.006
isbufylline	5	I23	2	0.0929485133526516	0.0
isoconazole	5	E05	2	0.0028137037223493	0.616
isofloxythepin	5	P11	2	0.0313911394034593	0.458
isosorbide	5	F05	2	0.0173750219819744	0.269
isradipine	5	D05	2	0.0146515698427281	0.329
istaroxime	5	K17	2	0.0312648021386817	0.055
itopride	5	M11	2	0.0321064599238854	0.041
ivabradine	5	B23	2	0.056828191942484	0.104
ivacaftor	5	F23	2	0.1177376308343468	0.0
ivermectin	5	J23	2	0.065579490319388	0.015
ixabepilone	5	B11	2	0.4300004206582279	0.0
josamycin	5	D05	2	0.0428835327587799	0.01
kakonein	5	O23	2	0.1200165897339862	0.001
kbg	4	B23	2	0.0391726056263698	0.381
kd-023	5	L23	2	0.0968014577316756	0.003
kd025	5	C17	2	0.0132836159369775	0.609
ketoconazole	5	L23	2	0.0622804304173559	0.047
ketoprofen	5	O17	2	-0.0061737282690248	0.861
ketorolac	2	H11	2	-0.0488291151447684	0.913
ketotifen	5	C17	2	0.0430775773064655	0.069
kpt-330	5	E17	2	0.5491170820913217	0.0
kw-2449	5	K23	2	0.1311833435809663	0.028
kw-2478	2	J05	2	0.0851212513368334	0.064
kx2-391	5	F23	2	0.5425875694491749	0.0
l-citrulline	5	B23	2	0.1611247569358861	0.002
l-ergothioneine	5	P05	2	0.0705761544710511	0.0
l-name	5	G05	2	0.0882376760502557	0.0
labetalol	5	N17	2	0.0355602666953033	0.039
lacitol	5	K17	2	0.0575666800528864	0.001
lacosamide	5	C05	2	0.0278746887995247	0.066
lafutidine	5	P23	2	0.5337323919786938	0.04
lamivudine	4	N11	2	0.024971725787491	0.203
lamotrigine	5	E11	2	0.0130689651025983	0.403
lapatinib	5	D11	2	0.1102301130863151	0.0
lasalocid	5	P05	2	0.0862585045387992	0.0
latanoprost	5	N05	2	0.0417925291673395	0.074
lcl-161	5	D05	2	0.2942872918319461	0.0
ledipasvir	5	E23	2	0.0585150183339687	0.093
leflunomide	5	M23	2	0.1577690762851493	0.481
lenalidomide	5	N05	2	0.1041960181766092	0.0
lenvatinib	2	G05	2	0.1098593850350483	0.019
lerisetron	5	E17	2	0.0282936785098055	0.172
lersivirine	4	P11	2	0.0702475569695651	0.045
lestaurtinib	5	G05	2	0.5718818564340373	0.0
letermovir	5	L11	2	0.0300833504217942	0.041
levalbuterol	5	L11	2	0.0496513049844367	0.002
levamisole	5	O23	2	0.0689708302671027	0.032
levcromakalim	5	G05	2	0.0122753482170567	0.502
levetiracetam	5	P11	2	0.075022521053336	0.007
levobunolol	5	C17	2	0.1296000448048641	0.0
levocabastine	5	H23	2	0.0752233053295436	0.002
levocetirizine	5	O23	2	0.0287489353141132	0.483
levofloxacin	5	H23	2	0.0422124361708722	0.177
levomequitazine	5	N05	2	0.0670093294935341	0.002
levonorgestrel	5	G05	2	0.1731494234458921	0.0
levosimendan	4	N17	2	0.0240419070618139	0.212
levothyroxine	5	H05	2	0.0130701977198981	0.486
lgx818	5	A23	2	0.3736519330180637	0.0
licochalcone-a	5	D11	2	0.02910310023681	0.053
lidamidine	5	D23	2	0.0464647588678813	0.114
lidocaine	5	F17	2	0.0513093606061832	0.006
lidoflazine	5	H05	2	0.0625799128777727	0.001
linezolid	5	M23	2	0.4786556254894571	0.001
linifanib	5	N17	2	0.019798092784094	0.235
linopirdine	5	K17	2	0.0444841698544528	0.01
linsidomine	5	P11	2	0.0887676136456761	0.002
linsitinib	5	F17	2	0.1481163884159751	0.0
liranaftate	5	N23	2	0.0874318178735685	0.001
lisinopril	5	A17	2	0.0829158925155964	0.018
lisofylline	5	E17	2	0.0237164980354618	0.267
lobenzarit	5	B17	2	0.0543908341863288	0.012
lodoxamide	5	K17	2	0.0098398042252026	0.396
lofexidine	4	M11	2	0.0211679747306887	0.223
lomeguatrib	5	H11	2	0.0134562712012164	0.257
lomerizine	5	F17	2	0.0351776397168112	0.062
lomitapide	5	C17	2	0.0783551165847085	0.001
lonafarnib	5	P17	2	0.2456503463142283	0.0
lonidamine	5	N11	2	0.0343499705582979	0.053
loperamide	5	O17	2	0.0325732763814713	0.112
lopinavir	5	P11	2	0.0578977737986024	0.065
