broad_id	pert_iname	dose	moa	target
BRD-K90868879	canagliflozin	1.11 uM	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2
BRD-K90868879	canagliflozin	3.33 uM	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2
BRD-K90868879	canagliflozin	10 uM	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2
BRD-K84091759	candesartan	0.04 uM	angiotensin receptor antagonist	AGTR1
BRD-K84091759	candesartan	0.12 uM	angiotensin receptor antagonist	AGTR1
BRD-K84091759	candesartan	0.37 uM	angiotensin receptor antagonist	AGTR1
BRD-K84091759	candesartan	1.11 uM	angiotensin receptor antagonist	AGTR1
BRD-K84091759	candesartan	3.33 uM	angiotensin receptor antagonist	AGTR1
BRD-K84091759	candesartan	10 uM	angiotensin receptor antagonist	AGTR1
BRD-K50168500	canertinib	0.04 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-K50168500	canertinib	0.12 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-K50168500	canertinib	0.37 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-K50168500	canertinib	1.11 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-K50168500	canertinib	3.33 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-K50168500	canertinib	10 uM	egfr inhibitor	AKT1|EGFR|ERBB2|ERBB4
BRD-A29322418	canrenoic-acid	0.04 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-A29322418	canrenoic-acid	0.12 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-A29322418	canrenoic-acid	0.37 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-A29322418	canrenoic-acid	1.11 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-A29322418	canrenoic-acid	3.33 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-A29322418	canrenoic-acid	10 uM	mineralocorticoid receptor antagonist	NR3C2
BRD-K87156652	carbimazole	0.04 uM	antithyroid agent	TPO
BRD-K87156652	carbimazole	0.12 uM	antithyroid agent	TPO
BRD-K87156652	carbimazole	0.37 uM	antithyroid agent	TPO
BRD-K87156652	carbimazole	1.11 uM	antithyroid agent	TPO
BRD-K87156652	carbimazole	3.33 uM	antithyroid agent	TPO
BRD-K87156652	carbimazole	10 uM	antithyroid agent	TPO
BRD-K57764956	cariprazine	0.04 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-K57764956	cariprazine	0.12 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-K57764956	cariprazine	0.37 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-K57764956	cariprazine	1.11 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-K57764956	cariprazine	3.33 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-K57764956	cariprazine	10 uM	dopamine receptor antagonist	DRD2|DRD3
BRD-A99939097	carisoprodol	0.04 uM	acetylcholine receptor antagonist	NA
BRD-A99939097	carisoprodol	0.12 uM	acetylcholine receptor antagonist	NA
BRD-A99939097	carisoprodol	0.37 uM	acetylcholine receptor antagonist	NA
BRD-A99939097	carisoprodol	1.11 uM	acetylcholine receptor antagonist	NA
BRD-A99939097	carisoprodol	3.33 uM	acetylcholine receptor antagonist	NA
BRD-A99939097	carisoprodol	10 uM	acetylcholine receptor antagonist	NA
BRD-A17411484	carprofen	0.04 uM	cyclooxygenase inhibitor	PTGS2
BRD-A17411484	carprofen	0.12 uM	cyclooxygenase inhibitor	PTGS2
BRD-A17411484	carprofen	0.37 uM	cyclooxygenase inhibitor	PTGS2
BRD-A17411484	carprofen	1.11 uM	cyclooxygenase inhibitor	PTGS2
BRD-A17411484	carprofen	3.33 uM	cyclooxygenase inhibitor	PTGS2
BRD-A17411484	carprofen	10 uM	cyclooxygenase inhibitor	PTGS2
BRD-A10977446	carvedilol	0.04 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-A10977446	carvedilol	0.12 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-A10977446	carvedilol	0.37 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-A10977446	carvedilol	1.11 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-A10977446	carvedilol	3.33 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-A10977446	carvedilol	10 uM	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-K59929863	cb-10-277-(free-acid)	0.04 uM	dna synthesis inhibitor	unknown
BRD-K59929863	cb-10-277-(free-acid)	0.12 uM	dna synthesis inhibitor	unknown
BRD-K59929863	cb-10-277-(free-acid)	0.37 uM	dna synthesis inhibitor	unknown
BRD-K59929863	cb-10-277-(free-acid)	1.11 uM	dna synthesis inhibitor	unknown
BRD-K59929863	cb-10-277-(free-acid)	3.33 uM	dna synthesis inhibitor	unknown
BRD-K59929863	cb-10-277-(free-acid)	10 uM	dna synthesis inhibitor	unknown
BRD-K45746021	cc-401	0.04 uM	jnk inhibitor	MAPK8
BRD-K45746021	cc-401	0.12 uM	jnk inhibitor	MAPK8
BRD-K45746021	cc-401	0.37 uM	jnk inhibitor	MAPK8
BRD-K45746021	cc-401	1.11 uM	jnk inhibitor	MAPK8
BRD-K45746021	cc-401	3.33 uM	jnk inhibitor	MAPK8
BRD-K45746021	cc-401	10 uM	jnk inhibitor	MAPK8
BRD-K48213016	cc-930	0.04 uM	jnk inhibitor	unknown
BRD-K48213016	cc-930	0.12 uM	jnk inhibitor	unknown
BRD-K48213016	cc-930	0.37 uM	jnk inhibitor	unknown
BRD-K48213016	cc-930	1.11 uM	jnk inhibitor	unknown
BRD-K48213016	cc-930	3.33 uM	jnk inhibitor	unknown
BRD-K48213016	cc-930	10 uM	jnk inhibitor	unknown
BRD-K15766189	cefdinir	0.04 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-K15766189	cefdinir	0.12 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-K15766189	cefdinir	0.37 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-K15766189	cefdinir	1.11 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-K15766189	cefdinir	3.33 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-K15766189	cefdinir	10 uM	bacterial cell wall synthesis inhibitor	MPO
BRD-A12077521	cefepime	0.04 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A12077521	cefepime	0.12 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A12077521	cefepime	0.37 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A12077521	cefepime	1.11 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A12077521	cefepime	3.33 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A12077521	cefepime	10 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	0.04 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	0.12 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	0.37 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	1.11 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	3.33 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02292852	cefoperazone	10 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	0.04 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	0.12 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	0.37 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	1.11 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	3.33 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-A78723049	cefotetan	10 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	0.04 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	0.12 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	0.37 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	1.11 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	3.33 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K46970505	cefozopran	10 uM	bacterial cell wall synthesis inhibitor	unknown
BRD-K02637541	celecoxib	0.04 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K02637541	celecoxib	0.12 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K02637541	celecoxib	0.37 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K02637541	celecoxib	1.11 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K02637541	celecoxib	3.33 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K02637541	celecoxib	10 uM	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
BRD-K72827473	cep-37440	0.04 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K72827473	cep-37440	0.12 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K72827473	cep-37440	0.37 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K72827473	cep-37440	1.11 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K72827473	cep-37440	3.33 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K72827473	cep-37440	10 uM	alk tyrosine kinase receptor inhibitor	ALK
BRD-K96194081	cepharanthine	0.04 uM	nfkb pathway inhibitor	unknown
BRD-K96194081	cepharanthine	0.12 uM	nfkb pathway inhibitor	unknown
BRD-K96194081	cepharanthine	0.37 uM	nfkb pathway inhibitor	unknown
BRD-K96194081	cepharanthine	1.11 uM	nfkb pathway inhibitor	unknown
BRD-K96194081	cepharanthine	3.33 uM	nfkb pathway inhibitor	unknown
BRD-K96194081	cepharanthine	10 uM	nfkb pathway inhibitor	unknown
BRD-A40084411	cgp12177	0.04 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-A40084411	cgp12177	0.12 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-A40084411	cgp12177	0.37 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-A40084411	cgp12177	1.11 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-A40084411	cgp12177	3.33 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-A40084411	cgp12177	10 uM	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-K68103045	cgs-20625	0.04 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K68103045	cgs-20625	0.12 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K68103045	cgs-20625	0.37 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K68103045	cgs-20625	1.11 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K68103045	cgs-20625	3.33 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K68103045	cgs-20625	10 uM	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6
BRD-K29458283	chlorambucil	0.04 uM	dna inhibitor	unknown
BRD-K29458283	chlorambucil	0.12 uM	dna inhibitor	unknown
BRD-K29458283	chlorambucil	0.37 uM	dna inhibitor	unknown
BRD-K29458283	chlorambucil	1.11 uM	dna inhibitor	unknown
BRD-K29458283	chlorambucil	3.33 uM	dna inhibitor	unknown
BRD-K29458283	chlorambucil	10 uM	dna inhibitor	unknown
BRD-A20348246	chlormezanone	0.04 uM	gaba receptor modulator	GABRA1
BRD-A20348246	chlormezanone	0.12 uM	gaba receptor modulator	GABRA1
BRD-A20348246	chlormezanone	0.37 uM	gaba receptor modulator	GABRA1
BRD-A20348246	chlormezanone	1.11 uM	gaba receptor modulator	GABRA1
BRD-A20348246	chlormezanone	3.33 uM	gaba receptor modulator	GABRA1
BRD-A20348246	chlormezanone	10 uM	gaba receptor modulator	GABRA1
BRD-K17075857	chloroxine	0.04 uM	opioid receptor antagonist	OPRK1
BRD-K17075857	chloroxine	0.12 uM	opioid receptor antagonist	OPRK1
BRD-K17075857	chloroxine	0.37 uM	opioid receptor antagonist	OPRK1
BRD-K17075857	chloroxine	1.11 uM	opioid receptor antagonist	OPRK1
BRD-K17075857	chloroxine	3.33 uM	opioid receptor antagonist	OPRK1
BRD-K17075857	chloroxine	10 uM	opioid receptor antagonist	OPRK1
BRD-A04553218	chlorphenamine	0.04 uM	histamine receptor antagonist	unknown
BRD-A04553218	chlorphenamine	0.12 uM	histamine receptor antagonist	unknown
BRD-A04553218	chlorphenamine	0.37 uM	histamine receptor antagonist	unknown
BRD-A04553218	chlorphenamine	1.11 uM	histamine receptor antagonist	unknown
BRD-A04553218	chlorphenamine	3.33 uM	histamine receptor antagonist	unknown
BRD-A04553218	chlorphenamine	10 uM	histamine receptor antagonist	unknown
BRD-K89997465	chlorpromazine	0.04 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K89997465	chlorpromazine	0.12 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K89997465	chlorpromazine	0.37 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K89997465	chlorpromazine	1.11 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K89997465	chlorpromazine	3.33 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K89997465	chlorpromazine	10 uM	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K97746869	chlorpropamide	0.04 uM	atp channel blocker	ABCC8|KCNJ10
BRD-K97746869	chlorpropamide	0.12 uM	atp channel blocker	ABCC8|KCNJ10
BRD-K97746869	chlorpropamide	0.37 uM	atp channel blocker	ABCC8|KCNJ10
BRD-K97746869	chlorpropamide	1.11 uM	atp channel blocker	ABCC8|KCNJ10
BRD-K97746869	chlorpropamide	3.33 uM	atp channel blocker	ABCC8|KCNJ10
BRD-K97746869	chlorpropamide	10 uM	atp channel blocker	ABCC8|KCNJ10
BRD-A26384407	chlortalidone	0.04 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-A26384407	chlortalidone	0.12 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-A26384407	chlortalidone	0.37 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-A26384407	chlortalidone	1.11 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-A26384407	chlortalidone	3.33 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-A26384407	chlortalidone	10 uM	diuretic	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-K88544581	ci-976	0.04 uM	acat inhibitor	ACAT1|CES1
BRD-K88544581	ci-976	0.12 uM	acat inhibitor	ACAT1|CES1
BRD-K88544581	ci-976	0.37 uM	acat inhibitor	ACAT1|CES1
BRD-K88544581	ci-976	1.11 uM	acat inhibitor	ACAT1|CES1
BRD-K88544581	ci-976	3.33 uM	acat inhibitor	ACAT1|CES1
BRD-K88544581	ci-976	10 uM	acat inhibitor	ACAT1|CES1
BRD-K58736316	cianidanol	0.04 uM	fatty acid synthase inhibitor	PTGS1
BRD-K58736316	cianidanol	0.12 uM	fatty acid synthase inhibitor	PTGS1
BRD-K58736316	cianidanol	0.37 uM	fatty acid synthase inhibitor	PTGS1
BRD-K58736316	cianidanol	1.11 uM	fatty acid synthase inhibitor	PTGS1
BRD-K58736316	cianidanol	3.33 uM	fatty acid synthase inhibitor	PTGS1
BRD-K58736316	cianidanol	10 uM	fatty acid synthase inhibitor	PTGS1
BRD-K35245662	ciclesonide	0.04 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K35245662	ciclesonide	0.12 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K35245662	ciclesonide	0.37 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K35245662	ciclesonide	1.11 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K35245662	ciclesonide	3.33 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K35245662	ciclesonide	10 uM	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-A93000692	ciglitazone	0.04 uM	ppar receptor agonist	PPARG
BRD-A93000692	ciglitazone	0.12 uM	ppar receptor agonist	PPARG
BRD-A93000692	ciglitazone	0.37 uM	ppar receptor agonist	PPARG
BRD-A93000692	ciglitazone	1.11 uM	ppar receptor agonist	PPARG
BRD-A93000692	ciglitazone	3.33 uM	ppar receptor agonist	PPARG
BRD-A93000692	ciglitazone	10 uM	ppar receptor agonist	PPARG
BRD-K57252450	cilengitide	0.04 uM	integrin antagonist	ITGAV|ITGB3
BRD-K57252450	cilengitide	0.12 uM	integrin antagonist	ITGAV|ITGB3
BRD-K57252450	cilengitide	0.37 uM	integrin antagonist	ITGAV|ITGB3
BRD-K57252450	cilengitide	1.11 uM	integrin antagonist	ITGAV|ITGB3
BRD-K57252450	cilengitide	3.33 uM	integrin antagonist	ITGAV|ITGB3
BRD-K57252450	cilengitide	10 uM	integrin antagonist	ITGAV|ITGB3
BRD-K38473998	cilomilast	0.04 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K38473998	cilomilast	0.12 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K38473998	cilomilast	0.37 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K38473998	cilomilast	1.11 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K38473998	cilomilast	3.33 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K38473998	cilomilast	10 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K67017579	cilostazol	0.04 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	0.12 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	0.37 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	1.11 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	3.33 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	10 uM	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K34157611	cimetidine	0.04 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K34157611	cimetidine	0.12 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K34157611	cimetidine	0.37 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K34157611	cimetidine	1.11 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K34157611	cimetidine	3.33 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K34157611	cimetidine	10 uM	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-K46839850	cinepazide	0.04 uM	calcium channel activator	unknown
BRD-K46839850	cinepazide	0.12 uM	calcium channel activator	unknown
BRD-K46839850	cinepazide	0.37 uM	calcium channel activator	unknown
BRD-K46839850	cinepazide	1.11 uM	calcium channel activator	unknown
BRD-K46839850	cinepazide	3.33 uM	calcium channel activator	unknown
BRD-K46839850	cinepazide	10 uM	calcium channel activator	unknown
BRD-K07220430	cinnarizine	0.04 uM	calcium channel blocker	unknown
BRD-K07220430	cinnarizine	0.12 uM	calcium channel blocker	unknown
BRD-K07220430	cinnarizine	0.37 uM	calcium channel blocker	unknown
BRD-K07220430	cinnarizine	1.11 uM	calcium channel blocker	unknown
BRD-K07220430	cinnarizine	3.33 uM	calcium channel blocker	unknown
BRD-K07220430	cinnarizine	10 uM	calcium channel blocker	unknown
BRD-K14704277	cinoxacin	0.04 uM	topoisomerase inhibitor	unknown
BRD-K14704277	cinoxacin	0.12 uM	topoisomerase inhibitor	unknown
BRD-K14704277	cinoxacin	0.37 uM	topoisomerase inhibitor	unknown
BRD-K14704277	cinoxacin	1.11 uM	topoisomerase inhibitor	unknown
BRD-K14704277	cinoxacin	3.33 uM	topoisomerase inhibitor	unknown
BRD-K14704277	cinoxacin	10 uM	topoisomerase inhibitor	unknown
BRD-K04804440	ciprofloxacin	0.04 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-K04804440	ciprofloxacin	0.12 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-K04804440	ciprofloxacin	0.37 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-K04804440	ciprofloxacin	1.11 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-K04804440	ciprofloxacin	3.33 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-K04804440	ciprofloxacin	10 uM	bacterial dna gyrase inhibitor	TOP2A
BRD-A12896037	cisapride	0.04 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A12896037	cisapride	0.12 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A12896037	cisapride	0.37 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A12896037	cisapride	1.11 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A12896037	cisapride	3.33 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A12896037	cisapride	10 uM	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-A47598013	citalopram	0.04 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-A47598013	citalopram	0.12 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-A47598013	citalopram	0.37 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-A47598013	citalopram	1.11 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-A47598013	citalopram	3.33 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-A47598013	citalopram	10 uM	serotonin reuptake inhibitor	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-K00662280	cl-218872	0.04 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K00662280	cl-218872	0.12 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K00662280	cl-218872	0.37 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K00662280	cl-218872	1.11 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K00662280	cl-218872	3.33 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K00662280	cl-218872	10 uM	gaba receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K16762525	clarithromycin	0.04 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-K16762525	clarithromycin	0.12 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-K16762525	clarithromycin	0.37 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-K16762525	clarithromycin	1.11 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-K16762525	clarithromycin	3.33 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-K16762525	clarithromycin	10 uM	bacterial 50s ribosomal subunit inhibitor	CYP3A4
BRD-A75726477	clenbuterol	0.04 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A75726477	clenbuterol	0.12 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A75726477	clenbuterol	0.37 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A75726477	clenbuterol	1.11 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A75726477	clenbuterol	3.33 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A75726477	clenbuterol	10 uM	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A93964801	clinafloxacin	0.04 uM	bacterial dna gyrase inhibitor	unknown
BRD-A93964801	clinafloxacin	0.12 uM	bacterial dna gyrase inhibitor	unknown
BRD-A93964801	clinafloxacin	0.37 uM	bacterial dna gyrase inhibitor	unknown
BRD-A93964801	clinafloxacin	1.11 uM	bacterial dna gyrase inhibitor	unknown
BRD-A93964801	clinafloxacin	3.33 uM	bacterial dna gyrase inhibitor	unknown
BRD-A93964801	clinafloxacin	10 uM	bacterial dna gyrase inhibitor	unknown
BRD-A52252998	clindamycin	0.04 uM	protein synthesis inhibitor	unknown
BRD-A52252998	clindamycin	0.12 uM	protein synthesis inhibitor	unknown
BRD-A52252998	clindamycin	0.37 uM	protein synthesis inhibitor	unknown
BRD-A52252998	clindamycin	1.11 uM	protein synthesis inhibitor	unknown
BRD-A52252998	clindamycin	3.33 uM	protein synthesis inhibitor	unknown
BRD-A52252998	clindamycin	10 uM	protein synthesis inhibitor	unknown
BRD-K09255212	clioquinol	0.04 uM	chelating agent	OPRK1
