cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
ethylenediaminetetraacetic-acid,0.755,0.974,0.882,0.872,0.634,0.857,3
etizolam,0.715,0.617,0.876,0.862,0.899,0.67,3
etodolac,0.872,0.948,0.459,0.8,0.792,0.756,3
etofylline-clofibrate,0.6,0.953,0.876,0.862,0.902,0.909,3
etomidate,0.614,0.815,0.589,0.275,0.451,0.86,3
etomoxir,0.882,0.919,0.801,0.26,0.914,0.766,3
etoposide,0.906,0.957,0.844,0.561,0.004,0.0,3
etoricoxib,0.304,0.815,0.666,0.214,0.867,0.369,3
etravirine,0.808,0.961,0.9,0.792,0.855,0.957,3
eugenol,0.471,0.666,0.94,0.862,0.918,0.845,3
everolimus,0.06,0.002,0.008,0.01,0.0,0.002,2
evp-6124,0.189,0.58,0.879,0.708,0.336,0.08,3
exalamide,0.957,0.88,0.719,0.493,0.077,0.549,3
exemestane,0.64,0.564,0.671,0.711,0.636,0.863,2
exherin,0.83,0.886,0.83,0.868,0.772,0.757,2
fadrozole,0.887,0.881,0.931,0.687,0.847,0.947,3
famciclovir,0.733,0.941,0.585,0.938,0.933,0.957,3
famotidine,0.897,0.913,0.958,0.914,0.937,0.547,3
faropenem,0.817,0.878,0.951,0.901,0.806,0.828,3
fasudil,0.921,0.816,0.779,0.385,0.865,0.843,2
favipiravir,0.912,0.7,0.878,0.936,0.877,0.771,3
fdcyd,0.0,0.0,0.0,0.0,0.0,0.0,3
febuxostat,0.854,0.762,0.919,0.471,0.911,0.561,2
felbinac,0.851,0.182,0.632,0.87,0.347,0.91,3
felodipine,0.826,0.563,0.151,0.78,0.896,0.082,3
fenobam,0.05,0.856,0.849,0.713,0.545,0.384,2
fenoterol,0.962,0.911,0.941,0.614,0.296,0.151,3
fenticonazole,0.562,0.806,0.633,0.561,0.59,0.844,3
fexofenadine,0.959,0.77,0.921,0.602,0.241,0.909,3
fiacitabine,0.961,0.859,0.824,0.793,0.902,0.849,3
fidarestat,0.958,0.877,0.715,0.97,0.956,0.907,3
fidaxomicin,0.912,0.913,0.588,0.759,0.811,0.617,2
filgotinib,0.96,0.876,0.801,0.6,0.82,0.443,3
finasteride,0.856,0.893,0.972,0.904,0.981,0.876,3
fipronil,0.661,0.906,0.566,0.806,0.801,0.299,2
firategrast,0.876,0.913,0.796,0.362,0.647,0.563,3
flavoxate,0.79,0.913,0.729,0.496,0.804,0.918,2
flecainide,0.92,0.914,0.411,0.312,0.933,0.619,3
floxuridine,0.0,0.0,0.0,0.0,0.01,0.0,3
fluconazole,0.952,0.658,0.728,0.796,0.877,0.841,3
fludarabine-phosphate,0.556,0.391,0.813,0.665,0.944,0.981,3
fludroxycortide,0.05,0.232,0.002,0.011,0.0,0.01,3
flumatinib,0.834,0.815,0.03,0.778,0.018,0.009,3
flumazenil,0.961,0.893,0.927,0.823,0.886,0.796,3
fluocinonide,0.0,0.0,0.0,0.003,0.0,0.0,3
fluorometholone,0.005,0.0,0.0,0.0,0.0,0.001,2
fluorouracil,0.873,0.776,0.957,0.785,0.731,0.0,3
fluoxetine,0.708,0.911,0.871,0.851,0.877,0.018,3
fluphenazine,0.995,0.756,0.793,0.485,0.812,0.0,3
fluspirilene,0.453,0.821,0.92,0.731,0.771,0.444,2
flutamide,0.439,0.262,0.662,0.578,0.771,0.452,2
fluticasone,0.0,0.0,0.0,0.0,0.0,0.0,3
flutrimazole,0.882,0.577,0.985,0.935,0.899,0.437,3
fluvoxamine,0.669,0.789,0.487,0.355,0.546,0.505,3
folic-acid,0.864,0.941,0.957,0.944,0.848,0.771,3
fomepizole,0.742,0.815,0.595,0.872,0.894,0.693,3
fomocaine,0.966,0.315,0.722,0.873,0.583,0.336,3
foretinib,0.746,0.948,0.969,0.797,0.824,0.0,4
formestane,0.563,0.482,0.061,0.361,0.69,0.497,3
formoterol,0.9,0.689,0.305,0.196,0.617,0.352,2
forskolin,0.856,0.457,0.297,0.303,0.722,0.909,3
fosfomycin,0.874,0.877,0.938,0.892,0.766,0.858,2
fostamatinib,0.868,0.929,0.656,0.219,0.813,0.017,3
fpl-62064,0.896,0.948,0.706,0.748,0.911,0.874,3
ftorafur,0.872,0.451,0.838,0.936,0.85,0.778,3
fulvestrant,0.966,0.883,0.974,0.995,0.997,0.907,4
fusidic-acid,0.893,0.911,0.878,0.911,0.801,0.973,3
gabapentin,0.644,0.782,0.958,0.675,0.244,0.654,3
galeterone,0.942,0.879,0.557,0.067,0.644,0.134,3
ganaxolone,0.079,0.745,0.787,0.952,0.918,0.893,3
gatifloxacin,0.923,0.762,0.927,0.911,0.92,0.414,3
gdc-0068,0.885,0.759,0.878,0.718,0.397,0.112,2
gdc-0152,0.755,0.8,0.796,0.113,0.309,0.38,3
gdc-0199,0.958,0.888,0.943,0.647,0.748,0.0,3
gdc-0834,0.892,0.792,0.419,0.227,0.525,0.291,3
gefitinib,0.892,0.924,0.876,0.974,0.609,0.676,3
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,3
gemfibrozil,0.834,0.874,0.937,0.907,0.933,0.45,3
gemifloxacin,0.78,0.792,0.91,0.769,0.463,0.495,3
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,3
gestrinone,0.932,0.479,0.282,0.686,0.9,0.838,3
gimeracil,0.967,0.755,0.955,0.931,0.179,0.816,3
ginkgolide-b,0.897,0.712,0.95,0.48,0.704,0.754,3
glasdegib,0.661,0.815,0.104,0.43,0.824,0.67,3
gliclazide,0.884,0.668,0.384,0.004,0.765,0.534,3
glimepiride,0.817,0.848,0.851,0.849,0.909,0.494,3
glipizide,0.07,0.703,0.284,0.03,0.257,0.134,3
gliquidone,0.846,0.332,0.805,0.295,0.828,0.809,3
glycitein,0.94,0.963,0.722,0.485,0.652,0.448,3
glycopyrrolate,0.914,0.937,0.757,0.556,0.912,0.065,3
golvatinib,0.264,0.756,0.25,0.692,0.201,0.0,3
goserelin-acetate,0.521,0.982,0.981,0.638,0.589,0.913,3
granisetron,0.867,0.908,0.796,0.849,0.869,0.865,2
grazoprevir,0.92,0.857,0.8,0.869,0.934,0.332,3
griseofulvin,0.351,0.345,0.652,0.717,0.268,0.036,3
gsk1292263,0.877,0.723,0.807,0.689,0.908,0.521,2
gsk2110183,0.856,0.679,0.678,0.243,0.002,0.0,3
gsk256066,0.705,0.729,0.421,0.762,0.561,0.842,3
gsk2636771,0.77,0.803,0.446,0.405,0.857,0.193,2
guanabenz,0.915,0.948,0.828,0.395,0.914,0.589,3
guanadrel,0.909,0.499,0.305,0.627,0.737,0.513,3
guanethidine,0.943,0.0,0.853,0.921,0.931,0.918,2
gw842166,0.84,0.663,0.188,0.944,0.755,0.006,3
halcinonide,0.02,0.0,0.173,0.026,0.042,0.013,3
haloperidol,0.916,0.691,0.813,0.36,0.807,0.439,3
hc-030031,0.885,0.941,0.941,0.595,0.583,0.662,3
hesperidin,0.94,0.886,0.876,0.856,0.956,0.891,3
hexachlorophene,0.412,0.553,0.949,0.176,0.0,0.0,3
histamine,0.997,0.989,0.764,0.97,0.988,0.965,4
homochlorcyclizine,0.796,0.81,0.86,0.779,0.761,0.755,3
homoharringtonine,0.011,0.0,0.0,0.0,0.0,0.0,2
honokiol,0.875,0.18,0.932,0.936,0.931,0.767,3
hydrocortisone,0.637,0.391,0.122,0.013,0.001,0.017,2
hydroxyurea,0.738,0.181,0.847,0.084,0.746,0.599,3
hymecromone,0.795,0.892,0.83,0.415,0.735,0.859,2
hypericin,0.628,0.934,0.694,0.726,0.92,0.836,3
i-bet-762,0.293,0.624,0.382,0.077,0.002,0.001,2
ib-meca,0.924,0.979,0.828,0.687,0.765,0.359,3
ibrutinib,0.468,0.224,0.748,0.012,0.767,0.016,3
ibudilast,0.922,0.959,0.87,0.708,0.96,0.845,3
ibuprofen,0.94,0.92,0.618,0.896,0.526,0.733,3
ibutamoren,0.923,0.839,0.95,0.791,0.943,0.435,3
ici-162846,0.968,0.855,0.958,0.379,0.364,0.871,3
"ici-185,282",0.657,0.688,0.86,0.907,0.801,0.046,3
ici-192605,0.75,0.856,0.775,0.78,0.705,0.828,3
idalopirdine,0.849,0.567,0.956,0.733,0.95,0.497,3
idelalisib,0.729,0.879,0.964,0.92,0.948,0.38,3
idoxuridin,0.964,0.332,0.91,0.423,0.85,0.452,3
ifosfamide,0.818,0.918,0.7,0.598,0.359,0.694,3
iguratimod,0.586,0.643,0.188,0.293,0.231,0.037,2
ilomastat,0.459,0.302,0.848,0.923,0.953,0.673,3
imatinib,0.871,0.588,0.786,0.245,0.364,0.176,3
imexon,0.227,0.958,0.93,0.149,0.213,0.904,3
imiloxan,0.96,0.889,0.648,0.548,0.718,0.919,3
imipramine,0.943,0.955,0.876,0.505,0.645,0.957,3
imiquimod,0.93,0.887,0.842,0.86,0.392,0.633,2
indacaterol,0.876,0.502,0.97,0.392,0.956,0.401,3
indapamide,0.85,0.725,0.454,0.337,0.583,0.66,3
indibulin,0.756,0.302,0.768,0.46,0.004,0.136,3
indinavir,0.717,0.859,0.812,0.582,0.81,0.954,3
indiplon,0.876,0.876,0.959,0.871,0.963,0.568,3
indirubin,0.852,0.573,0.522,0.556,0.023,0.238,2
indobufen,0.871,0.974,0.67,0.792,0.492,0.312,3
indole,0.966,0.857,0.654,0.926,0.976,0.99,4
indoprofen,0.461,0.919,0.875,0.475,0.79,0.046,3
indoramin,0.676,0.933,0.744,0.958,0.963,0.435,2
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,3
iniparib,0.614,0.543,0.265,0.003,0.532,0.367,3
inosine,0.851,0.941,0.26,0.598,0.815,0.771,3
inositol,0.701,0.683,0.054,0.042,0.839,0.003,3
iowh032,0.88,0.182,0.876,0.893,0.953,0.912,3
ipratropium,0.77,0.944,0.911,0.713,0.838,0.984,2
ipriflavone,0.963,0.955,0.644,0.834,0.928,0.151,3
irinotecan,0.642,0.889,0.931,0.833,0.1,0.0,3
isbufylline,0.887,0.824,0.867,0.97,0.957,0.874,3
isoconazole,0.882,0.978,0.906,0.862,0.931,0.957,3
isofloxythepin,0.739,0.786,0.75,0.739,0.886,0.249,3
isosorbide,0.885,0.893,0.932,0.72,0.956,0.908,3
isradipine,0.951,0.759,0.888,0.711,0.881,0.812,2
istaroxime,0.77,0.796,0.918,0.555,0.0,0.001,2
itopride,0.914,0.974,0.876,0.944,0.973,0.917,3
ivabradine,0.729,0.966,0.847,0.919,0.281,0.495,3
ivacaftor,0.165,0.606,0.685,0.827,0.218,0.736,3
ivermectin,0.852,0.9,0.983,0.61,0.546,0.596,3
ixabepilone,0.928,0.011,0.002,0.0,0.0,0.0,3
josamycin,0.867,0.948,0.856,0.976,0.82,0.836,3
kakonein,0.623,0.859,0.958,0.929,0.699,0.707,3
kbg,0.869,0.974,0.997,0.946,0.95,1.0,4
kd-023,0.768,0.459,0.631,0.062,0.359,0.703,3
kd025,0.941,0.091,0.934,0.381,0.474,0.053,3
ketoconazole,0.887,0.762,0.661,0.962,0.438,0.137,3
ketoprofen,0.565,0.76,0.652,0.374,0.344,0.857,3
ketorolac,0.877,0.911,0.955,0.904,0.747,0.063,3
ketotifen,0.346,0.704,0.662,0.532,0.04,0.539,3
kpt-330,0.636,0.457,0.001,0.0,0.0,0.0,3
kw-2449,0.133,0.868,0.878,0.762,0.0,0.0,3
kw-2478,0.876,0.867,0.09,0.047,0.0,0.0,3
kx2-391,0.916,0.001,0.0,0.0,0.0,0.0,3
l-citrulline,0.012,0.138,0.353,0.688,0.845,0.135,3
l-ergothioneine,0.33,0.002,0.11,0.0,0.005,0.634,2
l-name,0.909,0.952,0.671,0.755,0.755,0.576,3
labetalol,0.635,0.876,0.94,0.598,0.859,0.948,3
lacitol,0.78,0.802,0.796,0.714,0.943,0.675,3
lacosamide,0.763,0.634,0.942,0.469,0.507,0.114,3
lafutidine,0.967,0.9,0.838,0.856,0.946,0.945,3
lamivudine,0.853,0.97,0.969,0.806,0.985,0.914,4
lamotrigine,0.602,0.906,0.843,0.87,0.832,0.344,2
lapatinib,0.967,0.603,0.848,0.634,0.776,0.092,3
lasalocid,0.0,0.011,0.024,0.0,0.0,0.0,3
latanoprost,0.304,0.754,0.4,0.692,0.837,0.811,3
lcl-161,0.891,0.535,0.732,0.632,0.73,0.219,3
ledipasvir,0.982,0.701,0.837,0.489,0.736,0.037,3
leflunomide,0.831,0.518,0.145,0.856,0.854,0.717,2
lenalidomide,0.835,0.804,0.58,0.897,0.771,0.611,2
lenvatinib,0.755,0.785,0.931,0.348,0.62,0.796,3
lerisetron,0.556,0.907,0.967,0.779,0.947,0.841,3
lersivirine,0.983,0.779,0.957,0.865,0.983,0.966,4
lestaurtinib,0.577,0.657,0.2,0.0,0.037,0.0,2
letermovir,0.151,0.815,0.564,0.851,0.77,0.302,2
levalbuterol,0.857,0.907,0.918,0.608,0.634,0.941,3
levamisole,0.28,0.558,0.937,0.654,0.868,0.967,3
levcromakalim,0.896,0.837,0.868,0.899,0.951,0.78,2
levetiracetam,0.811,0.978,0.963,0.862,0.525,0.928,3
levobunolol,0.896,0.97,0.75,0.939,0.9,0.52,3
levocabastine,0.431,0.897,0.876,0.873,0.931,0.876,3
levocetirizine,0.419,0.876,0.867,0.457,0.703,0.5,3
levofloxacin,0.848,0.931,0.827,0.563,0.966,0.312,3
levomequitazine,0.701,0.853,0.8,0.837,0.973,0.063,3
levonorgestrel,0.513,0.57,0.813,0.084,0.618,0.122,3
levosimendan,0.978,0.978,0.96,0.846,0.971,0.851,4
levothyroxine,0.696,0.27,0.945,0.521,0.036,0.505,3
lgx818,0.511,0.926,0.79,0.656,0.53,0.017,2
licochalcone-a,0.958,0.391,0.906,0.74,0.801,0.131,2
lidamidine,0.566,0.611,0.789,0.962,0.31,0.917,3
lidocaine,0.041,0.003,0.368,0.678,0.653,0.687,3
lidoflazine,0.935,0.929,0.603,0.793,0.939,0.028,3
linezolid,0.816,0.871,0.837,0.854,0.806,0.46,2
linifanib,0.969,0.851,0.8,0.871,0.806,0.744,3
linopirdine,0.852,0.889,0.878,0.439,0.867,0.91,3
linsidomine,0.05,0.467,0.135,0.181,0.134,0.03,3
linsitinib,0.791,0.864,0.028,0.751,0.561,0.081,3
liranaftate,0.896,0.196,0.917,0.914,0.863,0.012,3
lisinopril,0.791,0.42,0.8,0.745,0.776,0.755,3
lisofylline,0.797,0.907,0.93,0.826,0.77,0.841,3
lobenzarit,0.867,0.481,0.929,0.861,0.891,0.935,3
lodoxamide,0.961,0.773,0.847,0.919,0.876,0.899,3
lofexidine,0.951,0.918,0.804,0.873,0.676,0.886,3
lomeguatrib,0.685,0.693,0.932,0.914,0.933,0.883,3
lomerizine,0.755,0.978,0.985,0.896,0.848,0.803,3
lomitapide,0.744,0.853,0.817,0.872,0.663,0.516,3
lonafarnib,0.765,0.573,0.727,0.919,0.504,0.248,2
lonidamine,0.659,0.565,0.903,0.633,0.698,0.838,2
loperamide,0.794,0.403,0.741,0.804,0.913,0.136,3
lopinavir,0.92,0.7,0.912,0.914,0.722,0.267,3
loratadine,0.356,0.803,0.818,0.609,0.213,0.814,3
lorazepam,0.786,0.562,0.162,0.677,0.329,0.452,3
lorcaserin,0.93,0.09,0.812,0.688,0.351,0.303,3
lorglumide,0.846,0.662,0.261,0.542,0.167,0.913,3
losmapimod,0.825,0.893,0.971,0.833,0.947,0.567,3
loxoprofen,0.918,0.974,0.913,0.844,0.88,0.876,3
lucitanib,0.963,0.955,0.958,0.929,0.546,0.679,3
luliconazole,0.88,0.798,0.603,0.116,0.349,0.827,3
lupanine,0.85,0.861,0.83,0.945,0.945,0.814,3
lurasidone,0.957,0.605,0.697,0.709,0.763,0.536,2
lx1031,0.264,0.864,0.848,0.8,0.955,0.982,3
ly215490,0.574,0.853,0.438,0.095,0.449,0.196,3
ly2228820,0.683,0.973,0.897,0.971,0.85,0.198,3
ly2334737,0.912,0.915,0.945,0.61,0.932,0.434,3
ly2784544,0.157,0.493,0.796,0.899,0.652,0.016,3
ly2811376,0.958,0.764,0.671,0.532,0.772,0.534,3
ly2874455,0.818,0.76,0.001,0.0,0.018,0.0,3
ly2886721,0.886,0.784,0.807,0.483,0.934,0.957,3
macitentan,0.981,0.698,0.822,0.059,0.427,0.754,2
malotilate,0.655,0.897,0.935,0.958,0.664,0.645,3
manumycin-a,0.793,0.853,0.695,0.688,0.591,0.043,3
maprotiline,0.557,0.049,0.88,0.8,0.88,0.391,3
maraviroc,0.967,0.816,0.969,0.937,0.868,0.796,3
maribavir,0.844,0.575,0.803,0.849,0.755,0.546,2
marimastat,0.962,0.886,0.715,0.906,0.603,0.681,3
masitinib,0.846,0.967,0.835,0.742,0.374,0.093,3
masoprocol,0.885,0.397,0.923,0.514,0.931,0.769,2
maxacalcitol,0.957,0.511,0.963,0.906,0.56,0.106,3
mazindol,0.392,0.727,0.424,0.936,0.698,0.356,3
mbx-2982,0.849,0.68,0.876,0.085,0.28,0.0,3
mcpp,0.39,0.179,0.224,0.815,0.676,0.347,2
mebendazole,0.908,0.645,0.762,0.652,0.073,0.087,3
mecamylamine,0.926,0.52,0.545,0.59,0.739,0.34,3
meclofenamic-acid,0.95,0.643,0.956,0.17,0.722,0.459,3
meclozine,0.014,0.864,0.906,0.021,0.564,0.749,3
medroxyprogesterone-acetate,0.02,0.321,0.004,0.103,0.037,0.063,3
medrysone,0.643,0.578,0.188,0.044,0.001,0.0,3
meglitinide,0.879,0.888,0.671,0.71,0.439,0.583,3
meisoindigo,0.012,0.0,0.012,0.084,0.169,0.032,3
mek162,0.079,0.391,0.024,0.0,0.0,0.0,3
melatonin,0.164,0.907,0.495,0.741,0.964,0.953,3
meloxicam,0.82,0.862,0.898,0.257,0.806,0.648,2
melperone,0.912,0.906,0.981,0.87,0.942,0.967,3
menadione,0.908,0.849,0.79,0.604,0.892,0.001,2
mepacrine,0.886,0.948,0.973,0.913,0.844,0.006,3
mepazine,0.848,0.533,0.733,0.902,0.887,0.407,3
mephentermine,0.947,0.923,0.826,0.757,0.848,0.744,3
mepivacaine,0.745,0.945,0.916,0.338,0.891,0.54,4
mepyramine,0.795,0.377,0.241,0.768,0.797,0.866,2
merbarone,0.623,0.944,0.86,0.929,0.95,0.953,3
mericitabine,0.827,0.539,0.89,0.064,0.108,0.0,3
merimepodib,0.785,0.876,0.876,0.827,0.877,0.007,3
mestranol,0.354,0.657,0.334,0.676,0.634,0.454,3
mesulergine,0.922,0.86,0.906,0.856,0.324,0.687,3
metamizole,0.927,0.899,0.95,0.136,0.727,0.78,2
metatinib,0.142,0.453,0.031,0.917,0.489,0.117,3
metenkephalin,0.631,0.734,0.911,0.952,0.862,0.827,3
metergoline,0.216,0.75,0.258,0.876,0.801,0.043,3
metformin,0.968,0.94,0.876,0.861,0.905,0.715,2
methazolamide,0.053,0.251,0.458,0.191,0.036,0.186,3
methimazole,0.304,0.683,0.164,0.41,0.227,0.516,3
methiopril,0.596,0.7,0.251,0.696,0.279,0.72,3
methocarbamol,0.794,0.587,0.941,0.873,0.917,0.423,3
methoxsalen,0.915,0.964,0.962,0.904,0.953,0.855,3
methyldopa,0.929,0.802,0.876,0.936,0.966,0.811,3
methylnaltrexone,0.963,0.967,0.612,0.193,0.867,0.12,3
methylprednisolone,0.072,0.0,0.0,0.0,0.0,0.0,3
metixene,0.729,0.473,0.672,0.753,0.831,0.151,3
metoclopramide,0.631,0.429,0.355,0.892,0.85,0.783,2
metolazone,0.906,0.899,0.969,0.873,0.909,0.951,3
metoprolol,0.94,0.866,0.886,0.933,0.086,0.707,3
mf-101,0.806,0.945,0.89,0.8,0.773,0.87,3
mianserin,0.689,0.948,0.727,0.199,0.94,0.889,3
mibampator,0.891,0.778,0.937,0.729,0.243,0.397,3
mibefradil,0.958,0.484,0.399,0.625,0.015,0.003,3
miconazole,0.866,0.91,0.372,0.833,0.573,0.803,2
midodrine,0.937,0.824,0.974,0.822,0.897,0.716,3
midostaurin,0.071,0.404,0.0,0.491,0.0,0.0,3
mifobate,0.885,0.791,0.787,0.745,0.305,0.058,3
miglitol,0.957,0.167,0.923,0.903,0.463,0.912,3
milacemide,0.216,0.866,0.812,0.903,0.805,0.886,3
milnacipran,0.275,0.281,0.194,0.884,0.361,0.687,3
milrinone,0.402,0.41,0.8,0.826,0.696,0.494,3
minaprine,0.92,0.859,0.936,0.807,0.583,0.772,3
minoxidil,0.907,0.906,0.932,0.561,0.384,0.007,3
mirodenafil,0.963,0.956,0.796,0.903,0.432,0.438,3
mirtazapine,0.771,0.873,0.971,0.353,0.96,0.616,3
mitomycin-c,0.657,0.222,0.077,0.001,0.0,0.0,3
mk-0752,0.916,0.954,0.92,0.634,0.453,0.079,3
mk-0773,0.786,0.737,0.876,0.801,0.74,0.085,3
mk-0812,0.735,0.645,0.402,0.833,0.412,0.412,3
mk-0893,0.916,0.686,0.557,0.118,0.582,0.634,3
mk-2461,0.669,0.824,0.873,0.779,0.812,0.171,3
mk-3207,0.916,0.858,0.985,0.634,0.688,0.957,3
mk-8033,0.376,0.88,0.897,0.915,0.732,0.705,2
mk-8245,0.512,0.896,0.961,0.902,0.881,0.16,3
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,3
mln2480,0.908,0.882,0.813,0.501,0.929,0.404,3
mln9708,0.917,0.769,0.0,0.0,0.0,0.0,3
moclobemide,0.958,0.92,0.973,0.218,0.828,0.855,3
molindone,0.479,0.907,0.897,0.919,0.844,0.981,3
molsidomine,0.685,0.961,0.871,0.084,0.831,0.736,3
moxidectin,0.671,0.953,0.852,0.244,0.892,0.778,3
moxifloxacin,0.868,0.906,0.886,0.876,0.931,0.819,3
moxisylyte,0.175,0.941,0.331,0.861,0.813,0.942,3
mozavaptan,0.003,0.337,0.088,0.708,0.372,0.0,3
mycophenolate-mofetil,0.907,0.907,0.065,0.46,0.351,0.017,3
mycophenolic-acid,0.703,0.907,0.775,0.062,0.129,0.106,3
n6022,0.898,0.889,0.972,0.893,0.569,0.535,3
nafamostat,0.886,0.148,0.946,0.887,0.931,0.02,3
naftidrofuryl,0.143,0.958,0.993,0.682,0.399,0.439,3
naftopidil,0.94,0.968,0.985,0.916,0.803,0.962,4
nalbuphine,0.972,0.736,0.919,0.731,0.951,0.839,2
naphazoline,0.807,0.623,0.81,0.888,0.66,0.325,2
naproxen,0.901,0.913,0.58,0.878,0.811,0.622,2
naringenin,0.882,0.925,0.441,0.581,0.842,0.857,3
narlaprevir,0.894,0.756,0.942,0.881,0.887,0.501,2
nateglinide,0.159,0.929,0.903,0.636,0.846,0.772,3
navitoclax,0.785,0.472,0.942,0.561,0.886,0.0,3
nebivolol,0.934,0.912,0.758,0.939,0.803,0.774,3
nefiracetam,0.892,0.913,0.868,0.871,0.801,0.959,2
nefopam,0.865,0.948,0.847,0.936,0.897,0.566,3
nelarabine,0.882,0.99,0.972,0.967,0.259,0.882,3
nemonapride,0.922,0.506,0.93,0.838,0.541,0.552,3
nepafenac,0.834,0.683,0.931,0.793,0.914,0.9,3
neratinib,0.358,0.893,0.93,0.952,0.408,0.027,3
nesbuvir,0.764,0.954,0.766,0.884,0.827,0.697,3
netupitant,0.892,0.734,0.56,0.929,0.779,0.752,3
nevirapine,0.835,0.391,0.83,0.519,0.71,0.846,2
niacin,0.739,0.709,0.811,0.929,0.87,0.935,3
nicaraven,0.864,0.961,0.602,0.608,0.604,0.844,3
nicardipine,0.52,0.372,0.741,0.894,0.953,0.877,3
nicergoline,0.922,0.904,0.86,0.866,0.9,0.578,2
nicotinamide,0.876,0.795,0.873,0.772,0.598,0.755,3
nicotine,0.94,0.755,0.869,0.766,0.931,0.836,3
niguldipine,0.796,0.71,0.796,0.819,0.66,0.246,3
nikethamide,0.925,0.709,0.894,0.828,0.551,0.49,2
nilotinib,0.977,0.835,0.974,0.903,0.91,0.477,3
nimesulide,0.959,0.929,0.925,0.928,0.45,0.591,2
nimodipine,0.759,0.691,0.975,0.8,0.857,0.825,3
nintedanib,0.715,0.572,0.698,0.807,0.934,0.179,3
nisoxetine,0.876,0.822,0.74,0.877,0.746,0.932,2
nitrendipine,0.688,0.948,0.163,0.874,0.591,0.808,3
nizofenone,0.807,0.805,0.628,0.713,0.747,0.137,2
nms-1286937,0.846,0.529,0.054,0.006,0.089,0.003,3
norethindrone,0.495,0.864,0.793,0.609,0.933,0.738,3
norethisterone,0.885,0.735,0.863,0.869,0.832,0.804,2
norfloxacin,0.801,0.94,0.687,0.457,0.68,0.69,2
norgestrel,0.124,0.033,0.414,0.02,0.069,0.452,3
nortriptyline,0.961,0.409,0.769,0.8,0.09,0.0,3
noscapine,0.88,0.9,0.875,0.731,0.737,0.887,3
novobiocin,0.704,0.878,0.964,0.801,0.39,0.52,3
nsi-189,0.768,0.959,0.879,0.881,0.722,0.966,2
nutlin-3,0.001,0.064,0.212,0.646,0.0,0.0,3
nvp-dpp728,0.794,0.92,0.868,0.922,0.858,0.443,2
nxy-059,0.765,0.933,0.844,0.571,0.899,0.217,3
o6-benzylguanine,0.501,0.782,0.479,0.919,0.94,0.447,2
odanacatib,0.856,0.8,0.775,0.592,0.872,0.934,3
ofloxacin,0.784,0.824,0.58,0.657,0.76,0.928,3
oglemilast,0.806,0.958,0.931,0.652,0.776,0.099,3
olaparib,0.895,0.955,0.941,0.78,0.285,0.801,3
olmesartan,0.852,0.605,0.948,0.204,0.746,0.643,2
omecamtiv-mecarbil,0.732,0.533,0.872,0.678,0.404,0.827,3
omeprazole,0.903,0.336,0.685,0.873,0.85,0.417,2
ondansetron,0.942,0.886,0.901,0.888,0.92,0.862,2
oprozomib,0.617,0.0,0.0,0.0,0.0,0.0,3
orantinib,0.657,0.65,0.759,0.835,0.766,0.903,2
ore1001,0.18,0.853,0.84,0.934,0.872,0.944,3
org-9768,0.885,0.842,0.706,0.929,0.949,0.965,3
orlistat,0.754,0.961,0.194,0.872,0.75,0.387,2
orphenadrine,0.965,0.949,0.728,0.82,0.746,0.631,2
orteronel,0.923,0.907,0.628,0.71,0.81,0.957,3
oseltamivir-carboxylate,0.882,0.653,0.9,0.64,0.25,0.414,3
ostarine,0.234,0.934,0.753,0.783,0.642,0.059,3
otamixaban,0.418,0.574,0.923,0.845,0.384,0.452,3
otilonium,0.886,0.209,0.884,0.602,0.224,0.602,3
ots167,0.008,0.0,0.0,0.0,0.0,0.0,2
oxandrolone,0.903,0.953,0.664,0.588,0.781,0.876,3
oxaprozin,0.197,0.763,0.456,0.19,0.295,0.648,2
oxatomide,0.974,0.957,0.967,0.938,0.975,0.858,4
oxfendazole,0.792,0.752,0.757,0.826,0.696,0.752,3
oxiconazole,0.782,0.919,0.809,0.755,0.828,0.687,3
oxiperomide,0.274,0.867,0.67,0.796,0.858,0.07,2
oxybenzone,0.91,0.937,0.886,0.955,0.733,0.689,3
oxybuprocaine,0.864,0.876,0.983,0.911,0.872,0.505,3
oxybutynin,0.868,0.921,0.958,0.76,0.702,0.063,3
oxymetazoline,0.965,0.904,0.918,0.901,0.881,0.868,2
oxypurinol,0.818,0.656,0.888,0.646,0.933,0.966,3
ozagrel,0.918,0.839,0.563,0.182,0.016,0.108,2
pa-824,0.971,0.756,0.974,0.945,0.591,0.752,3
paclitaxel,0.027,0.002,0.0,0.003,0.0,0.0,3
palbociclib,0.856,0.0,0.0,0.0,0.0,0.0,3
palmitoylethanolamide,0.014,0.918,0.707,0.849,0.54,0.519,3
palomid-529,0.176,0.803,0.876,0.918,0.919,0.6,3
palonosetron,0.931,0.653,0.249,0.906,0.649,0.139,3
palovarotene,0.1,0.657,0.678,0.095,0.058,0.516,3
papaverine,0.955,0.833,0.742,0.881,0.801,0.132,2
paracetamol,0.715,0.664,0.549,0.92,0.535,0.935,3
paroxetine,0.882,0.919,0.825,0.847,0.607,0.596,3
