compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
moxidectin	3	0.04 uM	0.671	0.0634703843043945	L1000	spherized	all_data
moxifloxacin	3	0.04 uM	0.868	0.0152891289987078	L1000	spherized	all_data
moxisylyte	3	0.04 uM	0.175	0.1405950603063014	L1000	spherized	all_data
mozavaptan	3	0.04 uM	0.003	0.2687413173752097	L1000	spherized	all_data
mycophenolate-mofetil	3	0.04 uM	0.907	-0.0050074654120489	L1000	spherized	all_data
mycophenolic-acid	3	0.04 uM	0.703	0.0576952344209812	L1000	spherized	all_data
n6022	3	0.04 uM	0.898	-0.0009148141513163	L1000	spherized	all_data
nafamostat	3	0.04 uM	0.886	0.0042003583696343	L1000	spherized	all_data
naftidrofuryl	3	0.04 uM	0.143	0.1471958464096193	L1000	spherized	all_data
naftopidil	4	0.04 uM	0.94	0.0185307054294151	L1000	spherized	all_data
nalbuphine	2	0.04 uM	0.972	-0.0703005640928349	L1000	spherized	all_data
naphazoline	2	0.04 uM	0.807	0.0267466429495024	L1000	spherized	all_data
naproxen	2	0.04 uM	0.901	-0.0133244993085321	L1000	spherized	all_data
naringenin	3	0.04 uM	0.882	0.0069751185584253	L1000	spherized	all_data
narlaprevir	2	0.04 uM	0.894	-0.0092592929593315	L1000	spherized	all_data
nateglinide	3	0.04 uM	0.159	0.1448293273600303	L1000	spherized	all_data
navitoclax	3	0.04 uM	0.785	0.0405917573549	L1000	spherized	all_data
nebivolol	3	0.04 uM	0.934	-0.020696316560583	L1000	spherized	all_data
nefiracetam	2	0.04 uM	0.892	-0.0090226598944397	L1000	spherized	all_data
nefopam	3	0.04 uM	0.865	0.0172210541627075	L1000	spherized	all_data
nelarabine	3	0.04 uM	0.882	0.0060443789728586	L1000	spherized	all_data
nemonapride	3	0.04 uM	0.922	-0.0128962823181504	L1000	spherized	all_data
nepafenac	3	0.04 uM	0.834	0.0275629883800287	L1000	spherized	all_data
neratinib	3	0.04 uM	0.358	0.1124170701808877	L1000	spherized	all_data
nesbuvir	3	0.04 uM	0.764	0.0444279059113866	L1000	spherized	all_data
netupitant	3	0.04 uM	0.892	0.002054034512317	L1000	spherized	all_data
nevirapine	2	0.04 uM	0.835	0.0157108098359745	L1000	spherized	all_data
niacin	3	0.04 uM	0.739	0.0494375508188459	L1000	spherized	all_data
nicaraven	3	0.04 uM	0.864	0.0179832152827498	L1000	spherized	all_data
nicardipine	3	0.04 uM	0.52	0.0882306435273985	L1000	spherized	all_data
nicergoline	2	0.04 uM	0.922	-0.0285932975916072	L1000	spherized	all_data
nicotinamide	3	0.04 uM	0.876	0.0112513340077907	L1000	spherized	all_data
nicotine	3	0.04 uM	0.94	-0.0239401491675375	L1000	spherized	all_data
niguldipine	3	0.04 uM	0.796	0.036556952330642	L1000	spherized	all_data
nikethamide	2	0.04 uM	0.925	-0.0294985391212554	L1000	spherized	all_data
nilotinib	3	0.04 uM	0.977	-0.065008853338536	L1000	spherized	all_data
nimesulide	2	0.04 uM	0.959	-0.0489720534680261	L1000	spherized	all_data
nimodipine	3	0.04 uM	0.759	0.0453444582045807	L1000	spherized	all_data
nintedanib	3	0.04 uM	0.715	0.0547540350886881	L1000	spherized	all_data
nisoxetine	2	0.04 uM	0.876	-0.0015290144765211	L1000	spherized	all_data
nitrendipine	3	0.04 uM	0.688	0.061054979251782	L1000	spherized	all_data
nizofenone	2	0.04 uM	0.807	0.0267101909657569	L1000	spherized	all_data
nms-1286937	3	0.04 uM	0.846	0.0252624656686916	L1000	spherized	all_data
norethindrone	3	0.04 uM	0.495	0.0918788570541793	L1000	spherized	all_data
norethisterone	2	0.04 uM	0.885	-0.0063328976025631	L1000	spherized	all_data
norfloxacin	2	0.04 uM	0.801	0.0283210186829363	L1000	spherized	all_data
norgestrel	3	0.04 uM	0.124	0.1536924095774088	L1000	spherized	all_data
nortriptyline	3	0.04 uM	0.961	-0.0393537600102143	L1000	spherized	all_data
noscapine	3	0.04 uM	0.88	0.0080854709458282	L1000	spherized	all_data
novobiocin	3	0.04 uM	0.704	0.0576172833022386	L1000	spherized	all_data
nsi-189	2	0.04 uM	0.768	0.0401355957390575	L1000	spherized	all_data
nutlin-3	3	0.04 uM	0.001	0.2895038412103232	L1000	spherized	all_data
nvp-dpp728	2	0.04 uM	0.794	0.030841865388219	L1000	spherized	all_data
nxy-059	3	0.04 uM	0.765	0.044096806413161	L1000	spherized	all_data
o6-benzylguanine	2	0.04 uM	0.501	0.0997201788299909	L1000	spherized	all_data
odanacatib	3	0.04 uM	0.856	0.0211856708052082	L1000	spherized	all_data
ofloxacin	3	0.04 uM	0.784	0.0408203487774557	L1000	spherized	all_data
oglemilast	3	0.04 uM	0.806	0.0351657627155088	L1000	spherized	all_data
olaparib	3	0.04 uM	0.895	0.0002343748504534	L1000	spherized	all_data
olmesartan	2	0.04 uM	0.852	0.0113329062358924	L1000	spherized	all_data
omecamtiv-mecarbil	3	0.04 uM	0.732	0.0517283953244459	L1000	spherized	all_data
omeprazole	2	0.04 uM	0.903	-0.0156748040441686	L1000	spherized	all_data
ondansetron	2	0.04 uM	0.942	-0.0388330331778957	L1000	spherized	all_data
oprozomib	3	0.04 uM	0.617	0.0716938763613836	L1000	spherized	all_data
orantinib	2	0.04 uM	0.657	0.0668916153802285	L1000	spherized	all_data
ore1001	3	0.04 uM	0.18	0.1391970077949703	L1000	spherized	all_data
org-9768	3	0.04 uM	0.885	0.004750193565789	L1000	spherized	all_data
orlistat	2	0.04 uM	0.754	0.0446404559167823	L1000	spherized	all_data
orphenadrine	2	0.04 uM	0.965	-0.0595087963281499	L1000	spherized	all_data
orteronel	3	0.04 uM	0.923	-0.014724701465881	L1000	spherized	all_data
oseltamivir-carboxylate	3	0.04 uM	0.882	0.0058088853935375	L1000	spherized	all_data
ostarine	3	0.04 uM	0.234	0.1294622139663378	L1000	spherized	all_data
otamixaban	3	0.04 uM	0.418	0.102791330340437	L1000	spherized	all_data
otilonium	3	0.04 uM	0.886	0.0040648626402792	L1000	spherized	all_data
ots167	2	0.04 uM	0.008	0.3283531924932362	L1000	spherized	all_data
oxandrolone	3	0.04 uM	0.903	-0.0019263199421259	L1000	spherized	all_data
oxaprozin	2	0.04 uM	0.197	0.1674451621488938	L1000	spherized	all_data
oxatomide	4	0.04 uM	0.974	-0.0045575050387357	L1000	spherized	all_data
oxfendazole	3	0.04 uM	0.792	0.0388693834343807	L1000	spherized	all_data
oxiconazole	3	0.04 uM	0.782	0.0410143403355793	L1000	spherized	all_data
oxiperomide	2	0.04 uM	0.274	0.1447123656461073	L1000	spherized	all_data
oxybenzone	3	0.04 uM	0.91	-0.0063915855904539	L1000	spherized	all_data
oxybuprocaine	3	0.04 uM	0.864	0.0182610037800462	L1000	spherized	all_data
oxybutynin	3	0.04 uM	0.868	0.0151275042687098	L1000	spherized	all_data
oxymetazoline	2	0.04 uM	0.965	-0.0605325546184474	L1000	spherized	all_data
oxypurinol	3	0.04 uM	0.818	0.0318506411659855	L1000	spherized	all_data
ozagrel	2	0.04 uM	0.918	-0.0265184690583954	L1000	spherized	all_data
pa-824	3	0.04 uM	0.971	-0.061097892100449	L1000	spherized	all_data
paclitaxel	3	0.04 uM	0.027	0.2043494018115414	L1000	spherized	all_data
palbociclib	3	0.04 uM	0.856	0.0213541024912667	L1000	spherized	all_data
palmitoylethanolamide	3	0.04 uM	0.014	0.2218647798754504	L1000	spherized	all_data
palomid-529	3	0.04 uM	0.176	0.1404052984650745	L1000	spherized	all_data
palonosetron	3	0.04 uM	0.931	-0.0195109956409833	L1000	spherized	all_data
palovarotene	3	0.04 uM	0.1	0.1628236810074419	L1000	spherized	all_data
papaverine	2	0.04 uM	0.955	-0.0442478458238446	L1000	spherized	all_data
paracetamol	3	0.04 uM	0.715	0.0546376032029383	L1000	spherized	all_data
paroxetine	3	0.04 uM	0.882	0.0068821513033895	L1000	spherized	all_data
pasireotide	3	0.04 uM	0.922	-0.0136281563565912	L1000	spherized	all_data
pazopanib	3	0.04 uM	0.861	0.0196363577187284	L1000	spherized	all_data
pazufloxacin	3	0.04 uM	0.928	-0.0182353505288009	L1000	spherized	all_data
pd123319	3	0.04 uM	0.719	0.0537831283807771	L1000	spherized	all_data
pd153035	2	0.04 uM	0.901	-0.0137296952322829	L1000	spherized	all_data
pelitinib	2	0.04 uM	0.77	0.0394656540781976	L1000	spherized	all_data
pemirolast	3	0.04 uM	0.955	-0.0320791275465037	L1000	spherized	all_data
penfluridol	2	0.04 uM	0.903	-0.0162306822709109	L1000	spherized	all_data
penicillin-v-potassium	2	0.04 uM	0.352	0.1275486089801573	L1000	spherized	all_data
pentamidine	3	0.04 uM	0.659	0.0652680199206273	L1000	spherized	all_data
pentoxifylline	3	0.04 uM	0.609	0.0740978673424179	L1000	spherized	all_data
perhexiline	3	0.04 uM	0.955	-0.0324623472511148	L1000	spherized	all_data
pf-02545920	3	0.04 uM	0.834	0.0284534682760479	L1000	spherized	all_data
pf-03084014	2	0.04 uM	0.514	0.0971393818443901	L1000	spherized	all_data
pf-03758309	2	0.04 uM	0.771	0.0382862366529078	L1000	spherized	all_data
pf-03814735	3	0.04 uM	0.858	0.020500032458925	L1000	spherized	all_data
pf-04136309	2	0.04 uM	0.984	-0.1194894696809109	L1000	spherized	all_data
pf-04447943	2	0.04 uM	0.835	0.0163464291401183	L1000	spherized	all_data
pf-04457845	3	0.04 uM	0.906	-0.004137238422207	L1000	spherized	all_data
pf-04620110	3	0.04 uM	0.705	0.0574330522911655	L1000	spherized	all_data
pf-04691502	3	0.04 uM	0.873	0.0132516551433052	L1000	spherized	all_data
ph-797804	3	0.04 uM	0.862	0.0190031062398683	L1000	spherized	all_data
pha-848125	3	0.04 uM	0.859	0.0200810419122354	L1000	spherized	all_data
phenazone	3	0.04 uM	0.808	0.034807752038454	L1000	spherized	all_data
phenformin	2	0.04 uM	0.834	0.017793213641064	L1000	spherized	all_data
phensuximide	3	0.04 uM	0.818	0.0321907532130573	L1000	spherized	all_data
phentermine	3	0.04 uM	0.729	0.0525154625780715	L1000	spherized	all_data
phentolamine	3	0.04 uM	0.848	0.0234201513651832	L1000	spherized	all_data
phenylacetylglutamine	3	0.04 uM	0.705	0.0574803058851867	L1000	spherized	all_data
phenylbutazone	3	0.04 uM	0.848	0.0233707273966489	L1000	spherized	all_data
phenylbutyrate	3	0.04 uM	0.947	-0.0289036558968159	L1000	spherized	all_data
phenylephrine	3	0.04 uM	0.574	0.0786152835080606	L1000	spherized	all_data
phenytoin	3	0.04 uM	0.866	0.0168858902996007	L1000	spherized	all_data
physostigmine	2	0.04 uM	0.918	-0.0267438017556728	L1000	spherized	all_data
pibenzimol	3	0.04 uM	0.867	0.0157183017372667	L1000	spherized	all_data
piclamilast	2	0.04 uM	0.946	-0.0400922634693387	L1000	spherized	all_data
picolinic-acid	4	0.04 uM	0.94	0.0185861134068683	L1000	spherized	all_data
picotamide	3	0.04 uM	0.859	0.0200048108671262	L1000	spherized	all_data
piketoprofen	3	0.04 uM	0.873	0.0127095759324337	L1000	spherized	all_data
pilaralisib	3	0.04 uM	0.835	0.0271284675649851	L1000	spherized	all_data
pilocarpine	3	0.04 uM	0.413	0.1036116831411372	L1000	spherized	all_data
pimavanserin	3	0.04 uM	0.916	-0.0093698561206802	L1000	spherized	all_data
pimecrolimus	3	0.04 uM	0.891	0.002266772628157	L1000	spherized	all_data
pimobendan	2	0.04 uM	0.956	-0.045786404255385	L1000	spherized	all_data
pimozide	4	0.04 uM	0.978	-0.0132640633911292	L1000	spherized	all_data
pinacidil	3	0.04 uM	0.995	-0.1077644162505229	L1000	spherized	all_data
pinaverium	3	0.04 uM	0.961	-0.0415960557121269	L1000	spherized	all_data
pinitol	3	0.04 uM	0.469	0.0947571362405515	L1000	spherized	all_data
pioglitazone	3	0.04 uM	0.932	-0.0197306234639529	L1000	spherized	all_data
piperidolate	3	0.04 uM	0.932	-0.0197888363496146	L1000	spherized	all_data
pirenoxine	3	0.04 uM	0.73	0.0519164734244067	L1000	spherized	all_data
pirenzepine	3	0.04 uM	0.818	0.0319056936398798	L1000	spherized	all_data
pirfenidone	3	0.04 uM	0.926	-0.0175288192829263	L1000	spherized	all_data
piribedil	3	0.04 uM	0.954	-0.0308335099560452	L1000	spherized	all_data
piroxicam	2	0.04 uM	0.904	-0.0176732361045	L1000	spherized	all_data
pitavastatin	3	0.04 uM	0.836	0.0269615155677245	L1000	spherized	all_data
pki-179	2	0.04 uM	0.918	-0.026989816936192	L1000	spherized	all_data
podophyllotoxin	3	0.04 uM	0.002	0.2780273598032179	L1000	spherized	all_data
pomalidomide	3	0.04 uM	0.124	0.1536904514517393	L1000	spherized	all_data
pramipexole	3	0.04 uM	0.857	0.0206681552008178	L1000	spherized	all_data
pranlukast	3	0.04 uM	0.786	0.0402814095353818	L1000	spherized	all_data
pravastatin	3	0.04 uM	0.439	0.09950586144039	L1000	spherized	all_data
prazosin	3	0.04 uM	0.739	0.0494536392641409	L1000	spherized	all_data
prednisone	3	0.04 uM	0.85	0.0226722711342682	L1000	spherized	all_data
preladenant	2	0.04 uM	0.972	-0.0711273731723168	L1000	spherized	all_data
primaquine	3	0.04 uM	0.333	0.1159504778137639	L1000	spherized	all_data
primidone	3	0.04 uM	0.961	-0.0391627137004394	L1000	spherized	all_data
pritelivir	3	0.04 uM	0.78	0.0415264953943057	L1000	spherized	all_data
probenecid	3	0.04 uM	0.872	0.0135845026614656	L1000	spherized	all_data
probucol	3	0.04 uM	0.373	0.1105499107923874	L1000	spherized	all_data
procainamide	2	0.04 uM	0.951	-0.0436625882402412	L1000	spherized	all_data
prochlorperazine	2	0.04 uM	0.223	0.1609798070658821	L1000	spherized	all_data
progesterone	3	0.04 uM	0.792	0.0384936296885961	L1000	spherized	all_data
proglumide	3	0.04 uM	0.351	0.1139057497742393	L1000	spherized	all_data
proguanil	3	0.04 uM	0.882	0.0066368960386237	L1000	spherized	all_data
propafenone	2	0.04 uM	0.728	0.0510970324858735	L1000	spherized	all_data
propentofylline	3	0.04 uM	0.882	0.00671850768732	L1000	spherized	all_data
propranolol	3	0.04 uM	0.934	-0.0209870106682925	L1000	spherized	all_data
protirelin	2	0.04 uM	0.86	0.006752760473511	L1000	spherized	all_data
protriptyline	3	0.04 uM	0.9	-0.0012322486017102	L1000	spherized	all_data
prx-08066	3	0.04 uM	0.873	0.0128405660263021	L1000	spherized	all_data
psi-6130	3	0.04 uM	0.918	-0.0111042524701905	L1000	spherized	all_data
pterostilbene	3	0.04 uM	0.926	-0.0173653364477522	L1000	spherized	all_data
pyrazinamide	3	0.04 uM	0.912	-0.0074402128003885	L1000	spherized	all_data
pyrazinoylguanidine	3	0.04 uM	0.709	0.0560583777993843	L1000	spherized	all_data
quercetin	3	0.04 uM	0.846	0.0243414340165625	L1000	spherized	all_data
quetiapine	3	0.04 uM	0.646	0.0674523546656633	L1000	spherized	all_data
quiflapon	2	0.04 uM	0.742	0.0469711107212003	L1000	spherized	all_data
quinapril	3	0.04 uM	0.795	0.0369405660178324	L1000	spherized	all_data
quinidine	6	0.04 uM	0.989	0.0066096379335447	L1000	spherized	all_data
quizartinib	3	0.04 uM	0.961	-0.0384574958437226	L1000	spherized	all_data
r-428	2	0.04 uM	0.258	0.1495994308684315	L1000	spherized	all_data
r547	3	0.04 uM	0.036	0.1921823506982783	L1000	spherized	all_data
rabeprazole	3	0.04 uM	0.925	-0.0164378860770466	L1000	spherized	all_data
racecadotril	3	0.04 uM	0.885	0.0050746153699858	L1000	spherized	all_data
raclopride	3	0.04 uM	0.489	0.0922995705900139	L1000	spherized	all_data
radezolid	3	0.04 uM	0.225	0.1316519268393746	L1000	spherized	all_data
raf265	3	0.04 uM	0.898	-0.0008000790003203	L1000	spherized	all_data
raloxifene	3	0.04 uM	0.755	0.0465325859254996	L1000	spherized	all_data
raltegravir	4	0.04 uM	0.842	0.0434792497604912	L1000	spherized	all_data
ramatroban	3	0.04 uM	0.614	0.0724486735504511	L1000	spherized	all_data
ramelteon	3	0.04 uM	0.513	0.0895745995821633	L1000	spherized	all_data
ramipril	3	0.04 uM	0.791	0.0392580924257821	L1000	spherized	all_data
ranitidine	3	0.04 uM	0.519	0.0890343843091064	L1000	spherized	all_data
ranolazine	3	0.04 uM	0.96	-0.0377760955705376	L1000	spherized	all_data
rasagiline	2	0.04 uM	0.722	0.052800205494333	L1000	spherized	all_data
rebamipide	3	0.04 uM	0.679	0.0628433434550373	L1000	spherized	all_data
reboxetine	3	0.04 uM	0.864	0.0185930876306188	L1000	spherized	all_data
refametinib	2	0.04 uM	0.834	0.0175926480397385	L1000	spherized	all_data
regadenoson	2	0.04 uM	0.579	0.0837873172307752	L1000	spherized	all_data
regorafenib	3	0.04 uM	0.881	0.0072795095824111	L1000	spherized	all_data
relcovaptan	3	0.04 uM	0.764	0.0444172825902945	L1000	spherized	all_data
repaglinide	3	0.04 uM	0.526	0.0871580215457642	L1000	spherized	all_data
reparixin	2	0.04 uM	0.964	-0.0585884116628105	L1000	spherized	all_data
resatorvid	3	0.04 uM	0.871	0.0143982206661798	L1000	spherized	all_data
reserpine	2	0.04 uM	0.955	-0.044207016576358	L1000	spherized	all_data
resiquimod	2	0.04 uM	0.616	0.0750380787403323	L1000	spherized	all_data
resminostat	3	0.04 uM	0.021	0.2112210147150096	L1000	spherized	all_data
resveratrol	2	0.04 uM	0.665	0.0638686208180562	L1000	spherized	all_data
retapamulin	3	0.04 uM	0.922	-0.01314304258928	L1000	spherized	all_data
retigabine	3	0.04 uM	0.643	0.0680123764474624	L1000	spherized	all_data
rg-7388	2	0.04 uM	0.905	-0.0193655856248035	L1000	spherized	all_data
rg2833	3	0.04 uM	0.848	0.0233531603342443	L1000	spherized	all_data
rg4733	3	0.04 uM	0.876	0.0110171762343602	L1000	spherized	all_data
ribavirin	3	0.04 uM	0.906	-0.0040473163260515	L1000	spherized	all_data
rifabutin	3	0.04 uM	0.893	0.001055766491078	L1000	spherized	all_data
rifaximin	3	0.04 uM	0.358	0.112652097112205	L1000	spherized	all_data
rilmenidine	2	0.04 uM	0.148	0.1814998877036245	L1000	spherized	all_data
rilpivirine	2	0.04 uM	0.983	-0.1066571716853392	L1000	spherized	all_data
rimantadine	3	0.04 uM	0.924	-0.0161677240509609	L1000	spherized	all_data
rimcazole	3	0.04 uM	0.526	0.0872821232978974	L1000	spherized	all_data
rimexolone	3	0.04 uM	0.004	0.2607133973338112	L1000	spherized	all_data
rimonabant	3	0.04 uM	0.28	0.1226817302791104	L1000	spherized	all_data
riociguat	3	0.04 uM	0.882	0.0064777555533729	L1000	spherized	all_data
ripasudil	3	0.04 uM	0.512	0.089738127562047	L1000	spherized	all_data
risperidone	3	0.04 uM	0.699	0.059225219070664	L1000	spherized	all_data
ritodrine	3	0.04 uM	0.872	0.0133427864140609	L1000	spherized	all_data
rivaroxaban	3	0.04 uM	0.807	0.034924699851092	L1000	spherized	all_data
rizatriptan	2	0.04 uM	0.796	0.0301073847489436	L1000	spherized	all_data
ro-4987655	2	0.04 uM	0.775	0.0369569756901297	L1000	spherized	all_data
rociletinib	3	0.04 uM	0.458	0.0971539895965438	L1000	spherized	all_data
rocuronium	3	0.04 uM	0.887	0.0029030265760615	L1000	spherized	all_data
roflumilast	4	0.04 uM	0.95	0.0137583259354522	L1000	spherized	all_data
rolipram	3	0.04 uM	0.568	0.0794264277971836	L1000	spherized	all_data
romidepsin	3	0.04 uM	0.0	0.6666565104674507	L1000	spherized	all_data
ropinirole	3	0.04 uM	0.873	0.0127571837906322	L1000	spherized	all_data
roquinimex	4	0.04 uM	0.996	-0.0436014196156348	L1000	spherized	all_data
roscovitine	3	0.04 uM	0.81	0.0339668819313431	L1000	spherized	all_data
rosiglitazone	3	0.04 uM	0.794	0.0371672327856074	L1000	spherized	all_data
rosuvastatin	3	0.04 uM	0.943	-0.0266230753315348	L1000	spherized	all_data
rotigotine	3	0.04 uM	0.88	0.0078029568874718	L1000	spherized	all_data
rottlerin	4	0.04 uM	0.928	0.0246913484335393	L1000	spherized	all_data
rotundine	3	0.04 uM	0.733	0.0506506070841948	L1000	spherized	all_data
roxithromycin	3	0.04 uM	0.892	0.002262081716874	L1000	spherized	all_data
rs-127445	2	0.04 uM	0.794	0.0308310703150539	L1000	spherized	all_data
ru-58841	3	0.04 uM	0.76	0.0452007260948408	L1000	spherized	all_data
rucinol	2	0.04 uM	0.904	-0.0173320241761591	L1000	spherized	all_data
rupatadine	3	0.04 uM	0.958	-0.0338995808735049	L1000	spherized	all_data
rutin	2	0.04 uM	0.918	-0.0239339384173638	L1000	spherized	all_data
s18986	3	0.04 uM	0.93	-0.0192420642365872	L1000	spherized	all_data
safinamide	2	0.04 uM	0.835	0.0161722954443951	L1000	spherized	all_data
salvinorin-a	3	0.04 uM	0.914	-0.0084930210070584	L1000	spherized	all_data
saquinavir	3	0.04 uM	0.959	-0.0361474236399652	L1000	spherized	all_data
saracatinib	3	0.04 uM	0.886	0.0040029892804536	L1000	spherized	all_data
sarcosine	3	0.04 uM	0.566	0.0799972749656217	L1000	spherized	all_data
sasapyrine	3	0.04 uM	0.94	-0.0252389017519348	L1000	spherized	all_data
saxagliptin	3	0.04 uM	0.457	0.0972957214664699	L1000	spherized	all_data
sb-683698	3	0.04 uM	0.916	-0.0094407389963637	L1000	spherized	all_data
sb-705498	2	0.04 uM	0.951	-0.0433702261596873	L1000	spherized	all_data
sb-743921	3	0.04 uM	0.0	0.3839001681588784	L1000	spherized	all_data
sb-756050	3	0.04 uM	0.936	-0.0214005450386073	L1000	spherized	all_data
sb-939	3	0.04 uM	0.752	0.0469808136808099	L1000	spherized	all_data
sc-12267	3	0.04 uM	0.882	0.007104365590739	L1000	spherized	all_data
scopolamine	3	0.04 uM	0.961	-0.0405462590349006	L1000	spherized	all_data
sdz-nkt-343	2	0.04 uM	0.758	0.0429296168852157	L1000	spherized	all_data
secnidazole	3	0.04 uM	0.862	0.0189871786286706	L1000	spherized	all_data
selamectin	3	0.04 uM	0.88	0.0085608637726378	L1000	spherized	all_data
selegiline	2	0.04 uM	0.764	0.0414696765669773	L1000	spherized	all_data
selumetinib	3	0.04 uM	0.223	0.1318751111563892	L1000	spherized	all_data
semagacestat	3	0.04 uM	0.705	0.0571064877726418	L1000	spherized	all_data
semaxanib	3	0.04 uM	0.227	0.1300963359607026	L1000	spherized	all_data
senicapoc	3	0.04 uM	0.657	0.0656739482045367	L1000	spherized	all_data
seocalcitol	3	0.04 uM	0.885	0.0048802178086232	L1000	spherized	all_data
sep-227900	3	0.04 uM	0.975	-0.0628818396929415	L1000	spherized	all_data
sertaconazole	2	0.04 uM	0.801	0.0281014533550315	L1000	spherized	all_data
sertindole	3	0.04 uM	0.786	0.040315213582725	L1000	spherized	all_data
sertraline	3	0.04 uM	0.162	0.1439349542437705	L1000	spherized	all_data
setiptiline	3	0.04 uM	0.197	0.1349450794937054	L1000	spherized	all_data
sgi-1776	3	0.04 uM	0.961	-0.0388965502630594	L1000	spherized	all_data
siguazodan	3	0.04 uM	0.963	-0.0458490004563089	L1000	spherized	all_data
sildenafil	2	0.04 uM	0.704	0.05635069079422	L1000	spherized	all_data
simeprevir	3	0.04 uM	0.909	-0.0061465049236911	L1000	spherized	all_data
simvastatin	3	0.04 uM	0.846	0.0251360251473337	L1000	spherized	all_data
sirolimus	2	0.04 uM	0.01	0.3062126036450151	L1000	spherized	all_data
sk&f-10047-(+)	3	0.04 uM	0.847	0.0240614063660525	L1000	spherized	all_data
snx-2112	3	0.04 uM	0.856	0.0211872095304477	L1000	spherized	all_data
sobetirome	3	0.04 uM	0.907	-0.0051747897375968	L1000	spherized	all_data
sodium-gualenate	3	0.04 uM	0.983	-0.0802393705481259	L1000	spherized	all_data
sodium-tanshinone-ii-a-sulfonate	3	0.04 uM	0.864	0.0187116328817635	L1000	spherized	all_data
sofalcone	3	0.04 uM	0.75	0.0471347737775412	L1000	spherized	all_data
sofosbuvir	3	0.04 uM	0.876	0.0114152809793834	L1000	spherized	all_data
solifenacin-succinate	3	0.04 uM	0.925	-0.0167796722105425	L1000	spherized	all_data
sorbinil	2	0.04 uM	0.674	0.0624555366662081	L1000	spherized	all_data
sorbitol	3	0.04 uM	0.834	0.0282216684962679	L1000	spherized	all_data
sotalol	3	0.04 uM	0.906	-0.0035857699979258	L1000	spherized	all_data
sotrastaurin	3	0.04 uM	0.447	0.0982776573418379	L1000	spherized	all_data
sparfloxacin	3	0.04 uM	0.735	0.0501388681135568	L1000	spherized	all_data
spironolactone	3	0.04 uM	0.601	0.074662410413916	L1000	spherized	all_data
sr-2640	3	0.04 uM	0.864	0.0181701284445353	L1000	spherized	all_data
sr-33805	3	0.04 uM	0.834	0.0296748357892365	L1000	spherized	all_data
sta-5326	3	0.04 uM	0.551	0.0841524357366194	L1000	spherized	all_data
stavudine	3	0.04 uM	0.839	0.02650957442277	L1000	spherized	all_data
su014813	2	0.04 uM	0.592	0.0811791893795283	L1000	spherized	all_data
sulbactam	3	0.04 uM	0.969	-0.0578026554669543	L1000	spherized	all_data
sulbutiamine	3	0.04 uM	0.587	0.0768449855954662	L1000	spherized	all_data
sulfafurazole	3	0.04 uM	0.791	0.0395552795487754	L1000	spherized	all_data
sulfasalazine	2	0.04 uM	0.784	0.0340754990676269	L1000	spherized	all_data
sulforaphane	2	0.04 uM	0.904	-0.0165730590199837	L1000	spherized	all_data
sumatriptan	3	0.04 uM	0.557	0.0825571606400685	L1000	spherized	all_data
sunitinib	3	0.04 uM	0.143	0.1474211885096824	L1000	spherized	all_data
suprofen	3	0.04 uM	0.886	0.0043400645535777	L1000	spherized	all_data
suvorexant	3	0.04 uM	0.949	-0.0295745916331988	L1000	spherized	all_data
swainsonine	3	0.04 uM	0.685	0.0618161879383928	L1000	spherized	all_data
t-5224	3	0.04 uM	0.969	-0.0567074724514907	L1000	spherized	all_data
tacalcitol	3	0.04 uM	0.626	0.0696766668697402	L1000	spherized	all_data
tacedinaline	2	0.04 uM	0.299	0.1386594993207207	L1000	spherized	all_data
tacrine	3	0.04 uM	0.526	0.0870922233438617	L1000	spherized	all_data
tacrolimus	2	0.04 uM	0.93	-0.0335778311539391	L1000	spherized	all_data
tadalafil	3	0.04 uM	0.975	-0.063941393361923	L1000	spherized	all_data
tafamidis-meglumine	3	0.04 uM	0.949	-0.0293253878497278	L1000	spherized	all_data
tagatose	2	0.04 uM	0.312	0.1340634325697209	L1000	spherized	all_data
tak-285	3	0.04 uM	0.856	0.0208356668479933	L1000	spherized	all_data
tak-733	3	0.04 uM	0.0	0.313779061503405	L1000	spherized	all_data
tak-875	3	0.04 uM	0.882	0.006676182329364	L1000	spherized	all_data
taladegib	2	0.04 uM	0.904	-0.0183118897460247	L1000	spherized	all_data
talazoparib	2	0.04 uM	0.918	-0.0255706037459164	L1000	spherized	all_data
talinolol	3	0.04 uM	0.882	0.0064945428899935	L1000	spherized	all_data
talmapimod	3	0.04 uM	0.967	-0.0508584174438136	L1000	spherized	all_data
talnetant	3	0.04 uM	0.856	0.0214108230221164	L1000	spherized	all_data
taltirelin	3	0.04 uM	0.914	-0.0082700299264486	L1000	spherized	all_data
tamibarotene	3	0.04 uM	0.616	0.0717799731479697	L1000	spherized	all_data
tamoxifen	2	0.04 uM	0.946	-0.0398382524100523	L1000	spherized	all_data
tamsulosin	2	0.04 uM	0.773	0.0378546315138132	L1000	spherized	all_data
tanaproget	3	0.04 uM	0.971	-0.0603185147615569	L1000	spherized	all_data
taranabant	3	0.04 uM	0.661	0.0649717011641704	L1000	spherized	all_data
targinine	3	0.04 uM	0.937	-0.0222992271602637	L1000	spherized	all_data
tas-103	3	0.04 uM	0.001	0.2959230601917689	L1000	spherized	all_data
taselisib	3	0.04 uM	0.969	-0.0557672941964595	L1000	spherized	all_data
