cpd,dose,replicate_correlation,signature_strength,TAS
SCH-28080,0.12 uM,-0.0168496557718635,233.66666666666666,0.0
SR-27897,0.12 uM,0.076260117042328,247.33333333333334,0.13887389988766546
SR-57227A,0.12 uM,0.0153160639650871,312.3333333333333,0.06993801894995583
TAK-715,0.12 uM,-0.0236512459384301,263.6666666666667,0.0
TG100-115,0.12 uM,0.0353754110652319,219.0,0.08900274014810412
THM-I-94,0.12 uM,0.2058162526231965,290.3333333333333,0.24718314637327082
TTNPB,0.12 uM,0.0001077484740115,250.33333333333334,0.00525164641248803
XL-147,0.12 uM,0.0098077223806501,369.3333333333333,0.060858873249710864
Y-26763,0.12 uM,0.0925459414448841,355.3333333333333,0.18336955728790233
Y-27152,0.12 uM,-0.0512539908849212,243.0,0.0
Y-27632,0.12 uM,0.0033511592669925,277.0,0.030808318216450838
Y-39983,0.12 uM,0.0250252331932185,316.0,0.0899214249650632
ZD-7288,0.12 uM,0.0551056577277476,330.3333333333333,0.13642842570453345
ZK-93423,0.12 uM,0.0109284016333727,239.33333333333334,0.05171428102450942
ZK-93426,0.12 uM,0.055105735527795,236.0,0.11531478028734844
abacavir,0.12 uM,-0.0120949543694769,250.33333333333334,0.0
abiraterone-acetate,0.12 uM,0.1066588216467218,308.3333333333333,0.18337460961560653
abt-202,0.12 uM,0.1181539648341833,268.0,0.17993768114451675
abt-239,0.12 uM,0.0367573768403115,238.0,0.09457825709823811
abt-724,0.12 uM,-0.0073128921575389,318.6666666666667,0.0
acarbose,0.12 uM,-0.0164862075499183,323.75,0.0
acebutolol,0.12 uM,-0.0220338897755688,234.33333333333334,0.0
acecainide,0.12 uM,-0.0403451938185753,251.66666666666666,0.0
acenocoumarol,0.12 uM,0.0386595833301008,274.0,0.10407212887530286
acetazolamide,0.12 uM,0.0082397069288506,234.33333333333334,0.044432780396345
acetylcysteine,0.12 uM,-0.0049568870602529,356.3333333333333,0.0
acexamic-acid,0.12 uM,0.0467323324142189,235.0,0.10596763269643106
acifran,0.12 uM,-0.0190276477039935,399.0,0.0
acipimox,0.12 uM,0.0111137895363892,267.3333333333333,0.05511733535999487
acivicin,0.12 uM,0.1160777346276728,302.6666666666667,0.18953408867783186
aclidinium,0.12 uM,0.0081028796965073,380.0,0.05611023226014209
acrivastine,0.12 uM,0.0376578232309656,236.0,0.09532661689184647
actarit,0.12 uM,0.0186652136059168,259.0,0.0703067361000013
acy-1215,0.12 uM,0.010106036042411,256.6666666666667,0.05149982214731757
adapalene,0.12 uM,0.0087606968453924,396.6666666666667,0.05960912571448075
adarotene,0.12 uM,0.0153162898763989,418.0,0.08090875195855857
adatanserin,0.12 uM,0.0154716520748517,225.66666666666666,0.05974927292520123
adenosine,0.12 uM,-0.021389072018906,414.0,0.0
adoprazine,0.12 uM,0.0336162526501863,310.6666666666667,0.10333621519494425
afatinib,0.12 uM,0.0908366449403366,370.3333333333333,0.1854631011029615
afloqualone,0.12 uM,-0.024574742385947,271.3333333333333,0.0
agi-5198,0.12 uM,-0.0427831863531989,248.0,0.0
agi-6780,0.12 uM,-0.0216893011584641,258.0,0.0
agomelatine,0.12 uM,0.0072919609720125,250.66666666666666,0.04323157255242543
agp-103,0.12 uM,0.0214614049226938,259.0,0.07538926843029928
alaproclate,0.12 uM,0.0242256200344961,236.0,0.07645819211339323
albendazole,0.12 uM,0.0875093459668766,288.3333333333333,0.1606220697947919
alectinib,0.12 uM,0.1411694557453577,217.0,0.17698269731825078
alisertib,0.12 uM,0.0072461681863224,231.0,0.04137049978665501
aliskiren,0.12 uM,0.0355936697186955,257.3333333333333,0.09677540077187961
alizapride,0.12 uM,-0.0050659779439396,478.5,0.0
allopurinol,0.12 uM,0.0123347141133609,309.0,0.0624272718856133
almitrine,0.12 uM,0.0347819167485879,254.0,0.09504388639811505
almorexant,0.12 uM,0.0119328979512885,298.6666666666667,0.06036662743908218
altanserin,0.12 uM,-0.001486248991833,251.66666666666666,0.0
altrenogest,0.12 uM,0.1399897864149797,190.0,0.1649132492368982
altretamine,0.12 uM,0.0694803436914391,353.0,0.158361243874344
alvespimycin,0.12 uM,0.4398488190429174,540.0,0.4928096094111713
alvimopan,0.12 uM,0.0533163840058666,281.0,0.12376962530817026
alvocidib,0.12 uM,0.5766743801056485,672.0,0.629477973280717
am-24,0.12 uM,0.0089212519951408,234.66666666666666,0.04626676966957501
amantadine,0.12 uM,0.0742378884662769,244.0,0.13609378452324886
ambrisentan,0.12 uM,-0.016291926445211,254.66666666666666,0.0
ambroxol,0.12 uM,0.0924132857877612,281.6666666666667,0.16314189616968797
amd11070,0.12 uM,0.0520223672900675,268.6666666666667,0.1195453042440442
amg-208,0.12 uM,0.0210760108300306,281.6666666666667,0.07790987476576813
amg-232,0.12 uM,-0.0507214251567241,300.3333333333333,0.0
amg-517,0.12 uM,0.0783504207269416,348.3333333333333,0.16705087582038142
amikacin,0.12 uM,0.0460859292060103,303.0,0.11949123809302166
amiloride,0.12 uM,-0.0309513580172838,327.6666666666667,0.0
aminocaproic-acid,0.12 uM,0.037573212038822,272.6666666666667,0.10234950787050631
aminoglutethimide,0.12 uM,0.1142142159311706,465.3333333333333,0.23311635064477865
aminoguanidine,0.12 uM,-0.0030544126697074,214.66666666666666,0.0
aminolevulinic-acid,0.12 uM,0.0707705259293531,194.0,0.11848343843909243
aminosalicylic-acid,0.12 uM,-0.0053985473635798,254.66666666666666,0.0
amiodarone,0.12 uM,0.0032380123680155,312.3333333333333,0.03215725668876749
amiprilose,0.12 uM,0.0536277561736566,246.66666666666666,0.11630024193526448
amitifadine,0.12 uM,0.0769237284400634,206.66666666666666,0.12749582191430053
amlexanox,0.12 uM,0.1057684569490676,179.66666666666666,0.13939346445598785
amlodipine,0.12 uM,-0.030026281567419,231.0,0.0
ammonium-glycyrrhizinate,0.12 uM,0.0737117364359069,244.66666666666666,0.13579578695447853
amonafide,0.12 uM,-0.0015885905573621,237.0,0.0
amoxapine,0.12 uM,0.0217987848806396,330.75,0.08586113830383221
ampalex,0.12 uM,0.2119062466001139,296.6666666666667,0.25353436181786704
amrinone,0.12 uM,-0.0348967729333825,254.33333333333334,0.0
amsacrine,0.12 uM,0.3316186571978174,344.3333333333333,0.34169575560012677
amtolmetin-guacil,0.12 uM,0.1531718854195887,233.0,0.19102845456298936
amuvatinib,0.12 uM,0.0073368226606139,228.33333333333334,0.04138750458731151
anamorelin,0.12 uM,0.0337076884439063,285.5,0.09919690324928858
anandamide,0.12 uM,0.0160889229821106,250.33333333333334,0.0641731562850217
andrographolide,0.12 uM,0.0109718310371053,322.0,0.06010326486805434
anecortave-acetate,0.12 uM,0.0219813549271063,285.3333333333333,0.08008184254660244
anidulafungin,0.12 uM,0.1038107119240524,272.3333333333333,0.17002080112719783
aniracetam,0.12 uM,0.0621568905574188,215.66666666666666,0.11707568993914715
anisodamine,0.12 uM,0.0160541557781989,203.0,0.05772611469664064
ap26113,0.12 uM,0.0523900472062379,299.3333333333333,0.12662880500658846
apafant,0.12 uM,0.042242146602218,256.0,0.10515345457164753
apd668,0.12 uM,0.0629919394863688,223.66666666666666,0.12002554743299218
aphidicolin,0.12 uM,0.0902629654532097,233.33333333333334,0.14674853150447806
api-001,0.12 uM,0.0885634492854458,228.0,0.14368957407706198
apixaban,0.12 uM,0.0047268667999563,272.6666666666667,0.03630222792998229
apocynin,0.12 uM,0.0002591363861694,425.6666666666667,0.01062012412903585
apremilast,0.12 uM,0.0380348492302245,295.6666666666667,0.10723155519967818
aprepitant,0.12 uM,0.0029380492343355,236.33333333333334,0.026645421669755122
arbutin,0.12 uM,0.0465873805628449,332.0,0.12575746103104155
argatroban,0.12 uM,-0.0005170277917661,218.33333333333334,0.0
arglabin,0.12 uM,0.007282836051252,260.3333333333333,0.04402970025380925
aripiprazole,0.12 uM,0.0761510939027373,337.3333333333333,0.1620683738893025
arofylline,0.12 uM,-0.0089679617122125,261.0,0.0
arry-334543,0.12 uM,0.1420421780188618,487.3333333333333,0.26604327970219827
artesunate,0.12 uM,0.0074848006193577,300.3333333333333,0.04794269670159961
asa-404,0.12 uM,-0.0179414857887863,257.3333333333333,0.0
asc-j9,0.12 uM,0.0690014985196505,310.6666666666667,0.14804957420193754
asenapine,0.12 uM,0.0232001597650082,214.66666666666666,0.07136057926398896
aspirin,0.12 uM,0.0785330591543867,224.66666666666666,0.13431550556098304
at13387,0.12 uM,0.1003546912130685,309.3333333333333,0.1781610538041728
ataluren,0.12 uM,-0.0357876700862455,233.33333333333334,0.0
atenolol,0.12 uM,-0.1314314556034052,199.5,0.0
atipamezole,0.12 uM,0.0495075082170451,299.0,0.12302735890756762
atn-161,0.12 uM,0.0763707100421156,433.5,0.18398759294897743
atomoxetine,0.12 uM,0.0063352513293434,249.0,0.04016170765499575
atorvastatin,0.12 uM,0.0856287842643647,212.0,0.13624117863807753
atracurium,0.12 uM,-0.058863331000102,289.3333333333333,0.0
atrasentan,0.12 uM,-0.0057154673550898,241.66666666666666,0.0
av-608,0.12 uM,0.0916251682067467,263.0,0.15696970399984175
avagacestat,0.12 uM,0.0033175552222705,230.0,0.0279320988897491
avanafil,0.12 uM,-0.0293179655561764,243.0,0.0
avasimibe,0.12 uM,0.0467733565787333,230.33333333333334,0.10495623360897939
avl-292,0.12 uM,0.0186818957205807,268.6666666666667,0.07163873986432442
avn-944,0.12 uM,-0.0366920381562237,271.0,0.0
azacitidine,0.12 uM,0.2936689338746252,217.66666666666666,0.25565573481621856
azathioprine,0.12 uM,-0.0143775000558095,240.66666666666666,0.0
azd1208,0.12 uM,0.0058955190871669,217.33333333333334,0.03619551564356772
azd1480,0.12 uM,-0.0307983610433078,270.3333333333333,0.0
azd1981,0.12 uM,-0.0134391020294873,253.0,0.0
azd2014,0.12 uM,0.0236810965710811,281.6666666666667,0.08258462558252085
azd3514,0.12 uM,0.0623579308457374,407.6666666666667,0.16122375123816277
azd4547,0.12 uM,0.1114058968306195,220.66666666666666,0.15854517493612008
azd5363,0.12 uM,-0.0119474927379441,243.66666666666666,0.0
azd7545,0.12 uM,0.0921699796999378,246.66666666666666,0.15246864862393378
azd7687,0.12 uM,0.109733113051178,231.66666666666666,0.16122455894965299
azd7762,0.12 uM,0.0230943220705055,365.6666666666667,0.09292356607092522
azd8931,0.12 uM,0.0443977342200158,249.33333333333334,0.10639008299766209
azd9668,0.12 uM,0.0385824456862255,238.33333333333334,0.09696563433439492
azelaic-acid,0.12 uM,0.0908774418802335,348.3333333333333,0.17991034535852155
azelastine,0.12 uM,0.0621840727574038,205.66666666666666,0.11435419701981087
balaglitazone,0.12 uM,0.0175612658351579,367.0,0.08117859178575312
balapiravir,0.12 uM,0.0691251737063979,292.0,0.14366140720638795
balicatib,0.12 uM,-4.551914424295854e-05,340.6666666666667,0.0
balsalazide,0.12 uM,0.1014049843465227,292.3333333333333,0.17410024934125917
bambuterol,0.12 uM,-0.0146510423077411,251.66666666666666,0.0
bardoxolone-methyl,0.12 uM,0.0309685252229454,288.3333333333333,0.09555166541054792
basimglurant,0.12 uM,-0.0270570954471581,313.6666666666667,0.0
batimastat,0.12 uM,0.058831175796747,258.5,0.12469947080840732
bavisant,0.12 uM,0.0186764128656659,150.0,0.05352084174290426
bay-87-2243,0.12 uM,0.1854813527108998,437.0,0.28788657860654504
bazedoxifene,0.12 uM,0.0277331755364879,245.0,0.08335149908203468
bci-540,0.12 uM,-0.0001445594444961,229.0,0.0
beclomethasone-dipropionate,0.12 uM,0.2027834083991876,363.0,0.27434692344882133
belinostat,0.12 uM,0.0663745813531707,333.0,0.150332744742201
bemegride,0.12 uM,0.1615165946572267,229.33333333333334,0.19461339958478052
benazepril,0.12 uM,-0.0444873606410013,263.0,0.0
bendamustine,0.12 uM,0.0203397642055271,257.3333333333333,0.0731562697092554
bendroflumethiazide,0.12 uM,-0.0105789312302104,244.0,0.0
benzbromarone,0.12 uM,-0.0032911915817941,308.3333333333333,0.0
benzthiazide,0.12 uM,0.0096665095057478,294.6666666666667,0.05396732835726454
benzydamine,0.12 uM,0.0535961294460037,216.66666666666666,0.10896658421629858
benzylpenicillin,0.12 uM,0.0495863043330997,295.0,0.12229887198255314
bepotastine,0.12 uM,-0.0266730065542216,287.0,0.0
berberine,0.12 uM,0.1064723056969518,168.66666666666666,0.13550756245627665
betahistine,0.12 uM,0.022685316706657,225.33333333333334,0.07229624093411678
betulinic-acid,0.12 uM,-0.0538515791393413,367.6666666666667,0.0
bevirimat-dimeglumine,0.12 uM,0.0062168062521422,247.0,0.03962440150411651
bexarotene,0.12 uM,0.04832868794603,320.0,0.12575002040000974
bezafibrate,0.12 uM,0.1081209678872458,345.3333333333333,0.19539110336910534
bicalutamide,0.12 uM,0.0501848859858591,246.66666666666666,0.11250511709870457
bifemelane,0.12 uM,0.0724647302815581,226.33333333333334,0.129499524099709
bifonazole,0.12 uM,-0.0286568462038984,276.0,0.0
bimatoprost,0.12 uM,-0.0416650999561847,269.0,0.0
bindarit,0.12 uM,0.0029932857066914,257.6666666666667,0.028082371360175197
biperiden,0.12 uM,0.0164359070223349,298.0,0.07076777521478624
birinapant,0.12 uM,0.0261486745798791,329.6666666666667,0.09388429106562957
bisindolylmaleimide,0.12 uM,0.1402898890754967,297.6666666666667,0.20663736759166826
bisoprolol,0.12 uM,0.1005941141312634,328.0,0.18367657801667736
bitopertin,0.12 uM,0.1395479083834424,197.33333333333334,0.16780019621470213
blonanserin,0.12 uM,0.0040362562782847,216.0,0.029857044468708502
bms-599626,0.12 uM,-0.0142001405996058,283.0,0.0
bms-707035,0.12 uM,0.0615441220472642,292.0,0.1355549211351932
bms-927711,0.12 uM,-0.0372186887284853,225.66666666666666,0.0
bopindolol,0.12 uM,0.0371696672884658,262.6666666666667,0.09991424036226292
bortezomib,0.12 uM,0.5893434778268724,569.3333333333334,0.5857308778415976
bosentan,0.12 uM,0.0802227335947287,180.0,0.12151098836528469
bosutinib,0.12 uM,0.077001334496093,270.6666666666667,0.14598125260249398
brequinar,0.12 uM,-0.0166360899132201,305.0,0.0
bretazenil,0.12 uM,0.0802509614315502,258.0,0.14550085576365165
brexpiprazole,0.12 uM,0.0268213091807057,401.5,0.1049333006384371
brivanib,0.12 uM,0.0648949655778548,197.0,0.11433236547151583
brivudine,0.12 uM,0.0075893700512133,273.0,0.04602722169537418
bromocriptine,0.12 uM,0.0390363295377476,307.6666666666667,0.11081671795031883
broxuridine,0.12 uM,0.1154460837099132,306.0,0.19005569524678737
bruceantin,0.12 uM,0.7617299919936892,741.3333333333334,0.7598674906443182
bts-54505,0.12 uM,0.0018743346689314,263.6666666666667,0.022479246833816673
bucladesine,0.12 uM,0.0565042179063717,273.0,0.12558921045886245
budipine,0.12 uM,-0.0168677900541406,211.33333333333334,0.0
bumetanide,0.12 uM,-0.048217934474988,289.3333333333333,0.0
bupivacaine,0.12 uM,-0.0041112230826413,238.0,0.0
bupropion,0.12 uM,-0.0533942300680655,206.66666666666666,0.0
buspirone,0.12 uM,-0.011666057819234,238.33333333333334,0.0
butoconazole,0.12 uM,0.0104847779971409,208.33333333333334,0.04725954907678508
butorphanol-(+)-tartrate,0.12 uM,0.0404059894012035,242.66666666666666,0.10012868387591346
bvd-523,0.12 uM,-0.0281767150366188,272.3333333333333,0.0
cabazitaxel,0.12 uM,0.3138826062857193,460.6666666666667,0.38450995817650785
cabergoline,0.12 uM,0.013395370861598,266.0,0.06035993478445032
cabozantinib,0.12 uM,0.090097207421054,175.66666666666666,0.12721283111558176
caffeine,0.12 uM,0.0285393736164662,434.0,0.11253760175759957
calcitriol,0.12 uM,0.0925971083656236,467.0,0.21027504047065307
camicinal,0.12 uM,0.0326654139850026,222.66666666666666,0.08623871164282998
camptothecin,0.12 uM,0.521226499813117,606.0,0.5683032354024249
canagliflozin,0.12 uM,0.0447786143260691,250.0,0.10698820521310347
candesartan,0.12 uM,-0.0116390836118202,277.3333333333333,0.0
canertinib,0.12 uM,-0.0140260061436338,225.0,0.0
canrenoic-acid,0.12 uM,-0.0197164689241937,308.0,0.0
capecitabine,0.12 uM,0.118330654772177,291.3333333333333,0.18774755733856943
capsaicin,0.12 uM,0.0297478986390806,310.3333333333333,0.09715673959852268
carbachol,0.12 uM,-0.0085947230439412,159.5,0.0
carbamazepine,0.12 uM,0.0400889002993477,247.33333333333334,0.10068945018741689
carbenoxolone,0.12 uM,-0.0695187337980486,259.6666666666667,0.0
carbimazole,0.12 uM,0.0279973808239945,217.66666666666666,0.07893783995036074
carglumic-acid,0.12 uM,0.0364435911862098,253.33333333333334,0.09715995936244876
cariprazine,0.12 uM,-0.0075095343486174,169.0,0.0
carisoprodol,0.12 uM,-0.027594480470211,226.33333333333334,0.0
carprofen,0.12 uM,-0.0018573647413406,268.0,0.0
carvedilol,0.12 uM,0.0486923328344541,190.0,0.09726076116880464
cb-10-277-(free-acid),0.12 uM,0.0157299110001622,219.33333333333334,0.05939447183847684
cc-401,0.12 uM,0.1467064455195683,432.3333333333333,0.2546622258944289
cc-930,0.12 uM,0.0101516922374385,257.6666666666667,0.051716474769887305
cediranib,0.12 uM,0.0361483421263649,336.3333333333333,0.11149611125039835
cefdinir,0.12 uM,-0.0120582864338241,219.33333333333334,0.0
cefepime,0.12 uM,0.0232578273393147,256.6666666666667,0.07812677166639526
cefoperazone,0.12 uM,0.0136143903706424,323.75,0.0671327689977723
cefotetan,0.12 uM,-0.0118572778647247,171.5,0.0
cefozopran,0.12 uM,-0.08419236469978,244.33333333333334,0.0
celecoxib,0.12 uM,0.0276517509874554,356.25,0.10036200472853182
cep-37440,0.12 uM,0.0688248542224988,302.3333333333333,0.14586336854572476
cepharanthine,0.12 uM,-0.0071518694417116,372.3333333333333,0.0
cgp12177,0.12 uM,0.0516222357550973,185.0,0.09881772283508593
chlorambucil,0.12 uM,0.2582697405203008,285.3333333333333,0.2745007849579453
chlormezanone,0.12 uM,0.0177562582786695,261.3333333333333,0.06888167563833418
chloroxine,0.12 uM,-0.0338792825880661,247.33333333333334,0.0
chlorphenamine,0.12 uM,0.0121042592600526,277.0,0.05855170765537501
chlorpromazine,0.12 uM,-0.0299988736902171,229.66666666666666,0.0
chlorpropamide,0.12 uM,0.0309041849025671,253.0,0.08941275568789354
chlortalidone,0.12 uM,0.178479750067154,234.66666666666666,0.2069430041559234
cholic-acid,0.12 uM,-0.0148588236682601,233.66666666666666,0.0
choline-alfoscerate,0.12 uM,0.0164977844352766,220.0,0.06091927488837344
cianidanol,0.12 uM,0.0509230968372052,191.0,0.09972514115831167
ciclesonide,0.12 uM,0.1447670607823354,330.0,0.22101534165205206
ciglitazone,0.12 uM,0.0012286919045505,284.6666666666667,0.018911256232712132
cilengitide,0.12 uM,-0.0628834838900981,257.0,0.0
cilomilast,0.12 uM,-0.025043855693336,440.0,0.0
cilostazol,0.12 uM,-0.0088304805659429,236.33333333333334,0.0
cimetidine,0.12 uM,0.1120078045120599,233.33333333333334,0.1634718989445186
cinaciguat,0.12 uM,-0.001920505815463,287.3333333333333,0.0
cinepazide,0.12 uM,0.0824045993282883,259.0,0.14772574221894333
cinnarizine,0.12 uM,0.0011937065262522,295.3333333333333,0.018986092408082227
cinoxacin,0.12 uM,0.2025063618756045,205.66666666666666,0.20636301433847162
ciprofloxacin,0.12 uM,0.0095232030639613,229.0,0.04722150628771723
cisapride,0.12 uM,0.1005770136413841,203.33333333333334,0.14460530669498434
citalopram,0.12 uM,-0.0335887130275976,317.6666666666667,0.0
cladribine,0.12 uM,-0.0025476091848172,239.33333333333334,0.0
clarithromycin,0.12 uM,0.099735676430377,223.66666666666666,0.15102765322881545
clenbuterol,0.12 uM,-0.0392718306082131,204.5,0.0
climbazole,0.12 uM,0.0648602885901705,428.6666666666667,0.16860865650387993
clinafloxacin,0.12 uM,-0.0105014981301066,259.6666666666667,0.0
clindamycin,0.12 uM,0.0571928596377523,313.3333333333333,0.13536449828471112
clinofibrate,0.12 uM,0.1164852086882891,296.3333333333333,0.18786947284980787
clioquinol,0.12 uM,-0.0432653668526776,231.33333333333334,0.0
clobetasol,0.12 uM,0.2512416115428911,401.6666666666667,0.3212249379693451
clofarabine,0.12 uM,-0.0597396955323543,242.0,0.0
clofazimine,0.12 uM,0.0054930814329012,220.33333333333334,0.03517861148357966
clofibric-acid,0.12 uM,-0.00563780348158,301.3333333333333,0.0
clofoctol,0.12 uM,-0.0056319472206225,329.25,0.0
clomethiazole,0.12 uM,-0.005754252794276,248.66666666666666,0.0
clomifene,0.12 uM,0.129771815438199,298.0,0.19885151071460297
clonazepam,0.12 uM,0.0641512759005042,293.6666666666667,0.13879075832797488
clonidine,0.12 uM,0.0477312110759682,373.6666666666667,0.13504359115479622
clotrimazole,0.12 uM,0.0164215148428844,245.33333333333334,0.0641823273172971
clozapine,0.12 uM,-0.0251912455136073,285.6666666666667,0.0
co-102862,0.12 uM,0.0203864753338713,234.66666666666666,0.06994027697423655
cobimetinib,0.12 uM,0.0313207204025851,408.75,0.11441298773893796
colchicine,0.12 uM,0.0499239877838837,457.0,0.15273666612564496
colforsin-daproate,0.12 uM,0.0480568672939553,236.66666666666666,0.10783924733011976
combretastatin-a-4,0.12 uM,0.0776208331965756,346.0,0.16571345499899717
conivaptan,0.12 uM,0.0341037208406379,264.0,0.09594744589701136
cordycepin,0.12 uM,0.0200739506814653,263.3333333333333,0.0735190552078132
"cp-945,598",0.12 uM,0.0009643402950757,242.66666666666666,0.015468592261830111
cpi-1189,0.12 uM,0.1097005103672393,236.33333333333334,0.16281611468739618
cpi-613,0.12 uM,0.0604500124904716,311.0,0.13864651720348073
cromoglicic-acid,0.12 uM,0.1288574128883401,238.33333333333334,0.17720569292693003
ct-7758,0.12 uM,-0.0635747992555412,271.6666666666667,0.0
cts-1027,0.12 uM,-0.0311444973589976,291.6666666666667,0.0
curcumin,0.12 uM,0.044434477480337,200.0,0.09532473556586907
cx-4945,0.12 uM,0.0614267055240281,248.66666666666666,0.1249735109232743
cx-5461,0.12 uM,0.0566505166037226,185.0,0.1035185962354245
cx516,0.12 uM,0.0140352772869866,243.0,0.059053304927330096
cyanocobalamin,0.12 uM,0.0350724722501863,331.3333333333333,0.10900497699231515
cyclizine,0.12 uM,0.0555877644558194,178.0,0.10058429541324526
cyclobenzaprine,0.12 uM,-0.0159160342006678,249.33333333333334,0.0
cyclosporin-a,0.12 uM,0.0206935384434542,201.33333333333334,0.06526882488855953
cyproheptadine,0.12 uM,0.003083556894506,320.0,0.031763733584207435
cyproterone-acetate,0.12 uM,-0.0476963263232874,243.66666666666666,0.0
cytarabine,0.12 uM,0.1034998576479747,259.3333333333333,0.1656645632868208
cytisine,0.12 uM,-0.0034668181216352,281.0,0.0
d-serine,0.12 uM,0.0391241344572035,216.66666666666666,0.09309985293557956
dabigatran-etexilate,0.12 uM,-0.0423160429865384,301.0,0.0
dabrafenib,0.12 uM,0.0396547783550443,268.0,0.10424271955350116
dacarbazine,0.12 uM,0.0177398070984283,260.6666666666667,0.06876188414598383
dacinostat,0.12 uM,0.5440924813103728,558.0,0.5571652658847034
dacomitinib,0.12 uM,0.0194064769338614,239.66666666666666,0.06896166534235908
danazol,0.12 uM,-0.0487132135895718,326.0,0.0
danegaptide,0.12 uM,-0.0261540647344083,226.66666666666666,0.0
dantrolene,0.12 uM,-0.0106306311406326,206.0,0.0
danusertib,0.12 uM,0.0730390307907268,246.33333333333334,0.13563434212211703
dapagliflozin,0.12 uM,0.0235293280426888,312.0,0.0866388406012862
dapivirine,0.12 uM,0.0986788583609868,242.0,0.1562608972833392
dapsone,0.12 uM,-0.0097868280149648,234.66666666666666,0.0
darifenacin,0.12 uM,0.0368500785175898,279.6666666666667,0.10265264271642466
darunavir,0.12 uM,-0.0129552634882921,244.33333333333334,0.0
dasabuvir,0.12 uM,-0.0323217871766157,234.66666666666666,0.0
dasatinib,0.12 uM,0.0907316619188663,288.3333333333333,0.1635525922429427
dazoxiben,0.12 uM,-0.0061797560829476,242.33333333333334,0.0
decitabine,0.12 uM,0.1019211097222842,261.3333333333333,0.16502891653648916
defactinib,0.12 uM,0.0048088911561417,231.33333333333334,0.03372656833785651
deferasirox,0.12 uM,-0.0129165718331143,245.0,0.0
deferiprone,0.12 uM,-0.0274572295131269,268.3333333333333,0.0
deforolimus,0.12 uM,0.2356589678147024,390.6666666666667,0.30681439842027125
dehydroepiandrosterone,0.12 uM,-0.0343414689453413,305.3333333333333,0.0
delanzomib,0.12 uM,0.3878516747814906,505.6666666666667,0.4478118391695895
delivert,0.12 uM,0.0530222441959778,263.6666666666667,0.11956036708134195
deoxycholic-acid,0.12 uM,-0.0424854791713181,226.33333333333334,0.0
dequalinium,0.12 uM,-0.0487355932586545,331.6666666666667,0.0
desmopressin-acetate,0.12 uM,-0.0130222991357264,301.6666666666667,0.0
desoxypeganine,0.12 uM,-0.0545988705054344,270.6666666666667,0.0
dexamethasone,0.12 uM,0.1363657745844306,548.8333333333334,0.2766326930216677
dexfenfluramine,0.12 uM,-0.0567092787186721,204.33333333333334,0.0
dexloxiglumide,0.12 uM,-0.0071823271831104,304.0,0.0
dexniguldipine,0.12 uM,0.0261454459800903,300.6666666666667,0.08965432417855394
dextromethorphan,0.12 uM,-0.0111795748714607,243.33333333333334,0.0
diacerein,0.12 uM,0.0866505122334308,227.33333333333334,0.14192133892691539
diazepam,0.12 uM,0.046209081538847,254.33333333333334,0.1096215358528934
diazoxide,0.12 uM,0.03553523743752,432.6666666666667,0.12538249345066582
diclofenac,0.12 uM,0.0344168652713066,256.6666666666667,0.09503880429262679
diclofensine,0.12 uM,0.0343754997493088,219.33333333333334,0.08780260525628186
dicloxacillin,0.12 uM,-0.0353322050975146,248.66666666666666,0.0
dicoumarol,0.12 uM,0.0717518957087963,267.0,0.13995966463299556
dideoxyadenosine,0.12 uM,0.0434629705824671,291.3333333333333,0.11378509187626977
dienogest,0.12 uM,0.0698683001802338,221.66666666666666,0.1258406221156608
diethylcarbamazine,0.12 uM,-0.0030796816278854,279.0,0.0
diethylstilbestrol,0.12 uM,-0.0129532278247551,487.6666666666667,0.0
diflunisal,0.12 uM,0.0189426717289813,210.33333333333334,0.06382711893425537
dihydroergocristine,0.12 uM,0.0803260209999856,237.66666666666666,0.13971493640138624
dihydroergotamine,0.12 uM,0.039563980011861,252.66666666666666,0.10110078668925197
dilazep,0.12 uM,-0.0054380402170812,264.0,0.0
diltiazem,0.12 uM,0.0391374951465083,187.33333333333334,0.0865833961145708
dimesna,0.12 uM,0.0745021181056068,214.66666666666666,0.1278783985642724
dimethyl-fumarate,0.12 uM,0.1721104460474062,265.3333333333333,0.21608772349355457
diminazene-aceturate,0.12 uM,0.0208869590118509,272.3333333333333,0.07626382452634094
dinaciclib,0.12 uM,0.4674125416286616,377.3333333333333,0.4246619398582357
dinoprost,0.12 uM,-0.0044745905924293,212.0,0.0
diosmin,0.12 uM,0.0256754034787732,271.3333333333333,0.08439967732334078
diphenidol,0.12 uM,0.041436139724274,231.33333333333334,0.09900094153196108
dipraglurant,0.12 uM,0.0577997214420816,190.5,0.10610624250285267
dipyridamole,0.12 uM,0.0280772064766946,256.6666666666667,0.08584050337764661
disopyramide,0.12 uM,0.1825837849821154,325.6666666666667,0.246574595876803
disulfiram,0.12 uM,-0.0239026121614593,224.33333333333334,0.0
dmp-777,0.12 uM,0.0962591513943098,225.66666666666666,0.14903397806167368
docetaxel,0.12 uM,0.2258646341727009,437.6666666666667,0.3179262778627727
dofequidar,0.12 uM,0.0319646488553633,249.0,0.09021218775200798
dolutegravir,0.12 uM,0.0059384418227732,278.3333333333333,0.041110185465610745
donepezil,0.12 uM,0.0232022729427094,230.0,0.0738685809831582
donitriptan,0.12 uM,-0.0069844230263946,325.6666666666667,0.0
dopamine,0.12 uM,-0.0296678291326981,273.3333333333333,0.0
