compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
vx-222	3	0.04 uM	0.286	0.0312378556026069	L1000	non_spherized	all_data
vx-661	2	0.04 uM	0.019	0.1950367286055448	L1000	non_spherized	all_data
vx-765	3	0.04 uM	0.016	0.1414878977127551	L1000	non_spherized	all_data
vx-809	2	0.04 uM	0.45	0.0217830990257027	L1000	non_spherized	all_data
xaliproden	2	0.04 uM	0.498	0.013454984705148	L1000	non_spherized	all_data
xbd173	3	0.04 uM	0.383	0.0181751496154823	L1000	non_spherized	all_data
yohimbine	2	0.04 uM	0.184	0.0823743268393506	L1000	non_spherized	all_data
z160	3	0.04 uM	0.105	0.0708798541652916	L1000	non_spherized	all_data
zafirlukast	2	0.04 uM	0.539	0.0044575463248027	L1000	non_spherized	all_data
zalcitabine	3	0.04 uM	0.383	0.0183131149944413	L1000	non_spherized	all_data
zaldaride	3	0.04 uM	0.384	0.0178234962990771	L1000	non_spherized	all_data
zaleplon	3	0.04 uM	0.151	0.058243634503187	L1000	non_spherized	all_data
zaprinast	2	0.04 uM	0.147	0.0931752361203417	L1000	non_spherized	all_data
zd-7114	2	0.04 uM	0.328	0.0435518464828582	L1000	non_spherized	all_data
zidovudine	3	0.04 uM	0.127	0.0645624203862387	L1000	non_spherized	all_data
ziprasidone	2	0.04 uM	0.255	0.062155752932497	L1000	non_spherized	all_data
zk-200775	2	0.04 uM	0.565	-0.0023247927569742	L1000	non_spherized	all_data
zk811752	2	0.04 uM	0.032	0.1619495272987653	L1000	non_spherized	all_data
zofenopril-calcium	2	0.04 uM	0.035	0.1571137286580581	L1000	non_spherized	all_data
zonisamide	2	0.04 uM	0.196	0.0784811247185449	L1000	non_spherized	all_data
zosuquidar	3	0.04 uM	0.147	0.0597956854988279	L1000	non_spherized	all_data
17-hydroxyprogesterone-caproate	3	0.12 uM	0.118	0.0649994685141377	L1000	non_spherized	all_data
2-iminobiotin	2	0.12 uM	0.016	0.1967178617060308	L1000	non_spherized	all_data
3-amino-benzamide	3	0.12 uM	0.516	-0.0002933021236447	L1000	non_spherized	all_data
3-deazaadenosine	2	0.12 uM	0.525	0.001870393780506	L1000	non_spherized	all_data
abacavir	3	0.12 uM	0.181	0.04764702000125	L1000	non_spherized	all_data
abiraterone-acetate	3	0.12 uM	0.023	0.1296216207747797	L1000	non_spherized	all_data
abt-202	3	0.12 uM	0.123	0.0634930151434778	L1000	non_spherized	all_data
abt-239	3	0.12 uM	0.076	0.0821822363760582	L1000	non_spherized	all_data
abt-724	3	0.12 uM	0.032	0.1159101401851434	L1000	non_spherized	all_data
acarbose	3	0.12 uM	0.296	0.027384059227655	L1000	non_spherized	all_data
acebutolol	2	0.12 uM	0.373	0.0287243591753552	L1000	non_spherized	all_data
acecainide	3	0.12 uM	0.479	0.0039426580753728	L1000	non_spherized	all_data
acenocoumarol	3	0.12 uM	0.089	0.0760554878653098	L1000	non_spherized	all_data
acetazolamide	3	0.12 uM	0.502	0.0016367380322037	L1000	non_spherized	all_data
acetylcysteine	3	0.12 uM	0.344	0.0211819080442926	L1000	non_spherized	all_data
acexamic-acid	3	0.12 uM	0.036	0.1125561855335203	L1000	non_spherized	all_data
acifran	2	0.12 uM	0.384	0.0275880245737371	L1000	non_spherized	all_data
acipimox	3	0.12 uM	0.127	0.0619537652990648	L1000	non_spherized	all_data
acivicin	3	0.12 uM	0.101	0.0718793395238977	L1000	non_spherized	all_data
actarit	3	0.12 uM	0.226	0.0390766605216426	L1000	non_spherized	all_data
acy-1215	2	0.12 uM	0.182	0.0730470817477565	L1000	non_spherized	all_data
adapalene	3	0.12 uM	0.514	0.0002913514426021	L1000	non_spherized	all_data
adatanserin	3	0.12 uM	0.236	0.037084204737125	L1000	non_spherized	all_data
adenosine	3	0.12 uM	0.283	0.0300297383952354	L1000	non_spherized	all_data
adoprazine	3	0.12 uM	0.204	0.043319880049574	L1000	non_spherized	all_data
afatinib	2	0.12 uM	0.115	0.1034092577545474	L1000	non_spherized	all_data
afloqualone	3	0.12 uM	0.246	0.0354044614222384	L1000	non_spherized	all_data
agi-5198	3	0.12 uM	0.523	-0.0011975271293663	L1000	non_spherized	all_data
agi-6780	2	0.12 uM	0.51	0.0043566503139491	L1000	non_spherized	all_data
agomelatine	3	0.12 uM	0.242	0.0359662038672433	L1000	non_spherized	all_data
agp-103	3	0.12 uM	0.093	0.0740869065900731	L1000	non_spherized	all_data
alaproclate	3	0.12 uM	0.295	0.0279897087680487	L1000	non_spherized	all_data
alisertib	2	0.12 uM	0.242	0.058878483643064	L1000	non_spherized	all_data
aliskiren	3	0.12 uM	0.763	-0.0343649968646909	L1000	non_spherized	all_data
alizapride	3	0.12 uM	0.187	0.04604432457584	L1000	non_spherized	all_data
allopurinol	3	0.12 uM	0.118	0.064945116156879	L1000	non_spherized	all_data
almitrine	3	0.12 uM	0.076	0.0819404591685061	L1000	non_spherized	all_data
almorexant	3	0.12 uM	0.118	0.0648018440974209	L1000	non_spherized	all_data
altanserin	3	0.12 uM	0.393	0.0151370406017443	L1000	non_spherized	all_data
altrenogest	3	0.12 uM	0.03	0.1205179311620271	L1000	non_spherized	all_data
altretamine	3	0.12 uM	0.264	0.032806769310806	L1000	non_spherized	all_data
alvocidib	3	0.12 uM	0.0	0.584267762115564	L1000	non_spherized	all_data
am-24	3	0.12 uM	0.593	-0.0084666785190981	L1000	non_spherized	all_data
amantadine	3	0.12 uM	0.071	0.0841530414938002	L1000	non_spherized	all_data
ambrisentan	3	0.12 uM	0.472	0.0050309344720247	L1000	non_spherized	all_data
ambroxol	2	0.12 uM	0.067	0.1325549408355018	L1000	non_spherized	all_data
amd11070	3	0.12 uM	0.11	0.0686381532887626	L1000	non_spherized	all_data
amg-208	3	0.12 uM	0.305	0.0266762517460365	L1000	non_spherized	all_data
amg-232	3	0.12 uM	0.777	-0.0379002242825109	L1000	non_spherized	all_data
amiloride	3	0.12 uM	0.255	0.0338898111159915	L1000	non_spherized	all_data
aminocaproic-acid	3	0.12 uM	0.069	0.0853518898112234	L1000	non_spherized	all_data
aminoglutethimide	3	0.12 uM	0.052	0.0992550058324413	L1000	non_spherized	all_data
aminolevulinic-acid	3	0.12 uM	0.05	0.1006597997929897	L1000	non_spherized	all_data
aminosalicylic-acid	3	0.12 uM	0.295	0.027915057218436	L1000	non_spherized	all_data
amiodarone	3	0.12 uM	0.295	0.0281729965105457	L1000	non_spherized	all_data
amiprilose	3	0.12 uM	0.041	0.1054153398817487	L1000	non_spherized	all_data
amitifadine	3	0.12 uM	0.487	0.0032247223484145	L1000	non_spherized	all_data
amlexanox	3	0.12 uM	0.427	0.0119451934340151	L1000	non_spherized	all_data
amlodipine	3	0.12 uM	0.255	0.0339936731487438	L1000	non_spherized	all_data
ammonium-glycyrrhizinate	3	0.12 uM	0.471	0.0053121545245399	L1000	non_spherized	all_data
amonafide	3	0.12 uM	0.471	0.005474236924549	L1000	non_spherized	all_data
amoxapine	4	0.12 uM	0.13	0.0488072812575474	L1000	non_spherized	all_data
amrinone	3	0.12 uM	0.469	0.006262159389618	L1000	non_spherized	all_data
amsacrine	3	0.12 uM	0.001	0.3195041794311216	L1000	non_spherized	all_data
amtolmetin-guacil	3	0.12 uM	0.083	0.0783855477899507	L1000	non_spherized	all_data
amuvatinib	2	0.12 uM	0.391	0.026444406914554	L1000	non_spherized	all_data
anamorelin	4	0.12 uM	0.143	0.0457590448778691	L1000	non_spherized	all_data
anandamide	3	0.12 uM	0.348	0.0203176010375747	L1000	non_spherized	all_data
andrographolide	3	0.12 uM	0.293	0.0287110525965335	L1000	non_spherized	all_data
anecortave-acetate	2	0.12 uM	0.444	0.0158542253689453	L1000	non_spherized	all_data
anidulafungin	3	0.12 uM	0.017	0.1512844392179307	L1000	non_spherized	all_data
aniracetam	3	0.12 uM	0.066	0.0899435311036051	L1000	non_spherized	all_data
anisodamine	2	0.12 uM	0.239	0.0602527160593372	L1000	non_spherized	all_data
ap26113	2	0.12 uM	0.281	0.0492801272963118	L1000	non_spherized	all_data
apafant	3	0.12 uM	0.469	0.006183829829396	L1000	non_spherized	all_data
apd668	3	0.12 uM	0.153	0.0531235536865422	L1000	non_spherized	all_data
aphidicolin	3	0.12 uM	0.295	0.0279457455829177	L1000	non_spherized	all_data
api-001	3	0.12 uM	0.072	0.0833752617985543	L1000	non_spherized	all_data
apremilast	3	0.12 uM	0.098	0.0730921080966153	L1000	non_spherized	all_data
aprepitant	3	0.12 uM	0.396	0.0150153083356093	L1000	non_spherized	all_data
arbutin	3	0.12 uM	0.067	0.086266921711343	L1000	non_spherized	all_data
argatroban	3	0.12 uM	0.659	-0.017849694233973	L1000	non_spherized	all_data
arglabin	2	0.12 uM	0.306	0.0438592734699511	L1000	non_spherized	all_data
aripiprazole	3	0.12 uM	0.027	0.1238408252746709	L1000	non_spherized	all_data
arofylline	3	0.12 uM	0.234	0.037668969791492	L1000	non_spherized	all_data
arry-334543	3	0.12 uM	0.013	0.1643498720057545	L1000	non_spherized	all_data
artesunate	3	0.12 uM	0.111	0.0674314725152561	L1000	non_spherized	all_data
asa-404	3	0.12 uM	0.348	0.0202646332442763	L1000	non_spherized	all_data
asenapine	3	0.12 uM	0.439	0.0101253054171848	L1000	non_spherized	all_data
aspirin	3	0.12 uM	0.194	0.0444764425175029	L1000	non_spherized	all_data
at13387	3	0.12 uM	0.032	0.1160058471676219	L1000	non_spherized	all_data
ataluren	2	0.12 uM	0.784	-0.0527656538901147	L1000	non_spherized	all_data
atenolol	2	0.12 uM	0.73	-0.0376008881390481	L1000	non_spherized	all_data
atipamezole	3	0.12 uM	0.139	0.0570106983057706	L1000	non_spherized	all_data
atn-161	3	0.12 uM	0.021	0.1361270317118506	L1000	non_spherized	all_data
atomoxetine	3	0.12 uM	0.386	0.0157733506167134	L1000	non_spherized	all_data
atorvastatin	3	0.12 uM	0.191	0.0451947281688185	L1000	non_spherized	all_data
atracurium	3	0.12 uM	0.728	-0.0290830312285319	L1000	non_spherized	all_data
atrasentan	3	0.12 uM	0.652	-0.0165047050020657	L1000	non_spherized	all_data
av-608	3	0.12 uM	0.013	0.1673274552879332	L1000	non_spherized	all_data
avagacestat	3	0.12 uM	0.251	0.0345229211182196	L1000	non_spherized	all_data
avanafil	2	0.12 uM	0.371	0.0294321215611473	L1000	non_spherized	all_data
avasimibe	3	0.12 uM	0.441	0.0094977016224466	L1000	non_spherized	all_data
azacitidine	2	0.12 uM	0.019	0.1853674287373957	L1000	non_spherized	all_data
azathioprine	3	0.12 uM	0.302	0.0269410897050505	L1000	non_spherized	all_data
azd1208	3	0.12 uM	0.202	0.0436778281188757	L1000	non_spherized	all_data
azd1480	3	0.12 uM	0.296	0.0274395901185101	L1000	non_spherized	all_data
azd1981	3	0.12 uM	0.273	0.0319704724982583	L1000	non_spherized	all_data
azd2014	3	0.12 uM	0.075	0.082599141418995	L1000	non_spherized	all_data
azd3514	2	0.12 uM	0.11	0.1069445904988085	L1000	non_spherized	all_data
azd4547	2	0.12 uM	0.323	0.0391201231600098	L1000	non_spherized	all_data
azd5363	3	0.12 uM	0.117	0.0653180168432774	L1000	non_spherized	all_data
azd7545	3	0.12 uM	0.023	0.1290294918912023	L1000	non_spherized	all_data
azd7687	3	0.12 uM	0.229	0.0387745205363065	L1000	non_spherized	all_data
azd8931	3	0.12 uM	0.087	0.0766040270235941	L1000	non_spherized	all_data
azd9668	3	0.12 uM	0.731	-0.0296509748265003	L1000	non_spherized	all_data
azelaic-acid	3	0.12 uM	0.061	0.0918473942500248	L1000	non_spherized	all_data
azelastine	3	0.12 uM	0.677	-0.0211199678289357	L1000	non_spherized	all_data
balaglitazone	4	0.12 uM	0.057	0.0736236318093623	L1000	non_spherized	all_data
balapiravir	2	0.12 uM	0.127	0.1006243014573751	L1000	non_spherized	all_data
balsalazide	3	0.12 uM	0.066	0.0894674992814004	L1000	non_spherized	all_data
bambuterol	3	0.12 uM	0.412	0.0134007112696899	L1000	non_spherized	all_data
bardoxolone-methyl	2	0.12 uM	0.272	0.0511235265375411	L1000	non_spherized	all_data
basimglurant	3	0.12 uM	0.533	-0.001846728269549	L1000	non_spherized	all_data
bavisant	2	0.12 uM	0.221	0.0629752387446938	L1000	non_spherized	all_data
bay-87-2243	3	0.12 uM	0.006	0.2184823694331444	L1000	non_spherized	all_data
bazedoxifene	3	0.12 uM	0.086	0.0773935702887253	L1000	non_spherized	all_data
bci-540	3	0.12 uM	0.419	0.0131265734110641	L1000	non_spherized	all_data
beclomethasone-dipropionate	3	0.12 uM	0.002	0.238227784142864	L1000	non_spherized	all_data
belinostat	3	0.12 uM	0.089	0.0758114205054455	L1000	non_spherized	all_data
bemegride	3	0.12 uM	0.156	0.0525973311615668	L1000	non_spherized	all_data
benazepril	3	0.12 uM	0.4	0.0146728931267192	L1000	non_spherized	all_data
bendamustine	3	0.12 uM	0.778	-0.0388585404668081	L1000	non_spherized	all_data
bendroflumethiazide	2	0.12 uM	0.242	0.0579806150079069	L1000	non_spherized	all_data
benzthiazide	3	0.12 uM	0.302	0.0269380500954512	L1000	non_spherized	all_data
benzydamine	2	0.12 uM	0.18	0.0751908692516293	L1000	non_spherized	all_data
benzylpenicillin	2	0.12 uM	0.245	0.0565163857929946	L1000	non_spherized	all_data
bepotastine	3	0.12 uM	0.136	0.0597016027037093	L1000	non_spherized	all_data
berberine	3	0.12 uM	0.248	0.0350821948030833	L1000	non_spherized	all_data
betahistine	3	0.12 uM	0.295	0.0279073021833254	L1000	non_spherized	all_data
betulinic-acid	3	0.12 uM	0.91	-0.0808921584140315	L1000	non_spherized	all_data
bevirimat-dimeglumine	3	0.12 uM	0.34	0.0218277001094797	L1000	non_spherized	all_data
bezafibrate	2	0.12 uM	0.067	0.1314762084024233	L1000	non_spherized	all_data
bicalutamide	3	0.12 uM	0.221	0.0398363393413142	L1000	non_spherized	all_data
bifonazole	2	0.12 uM	0.396	0.0254446244836791	L1000	non_spherized	all_data
bimatoprost	3	0.12 uM	0.468	0.0064000900227555	L1000	non_spherized	all_data
bindarit	3	0.12 uM	0.356	0.0193618892673245	L1000	non_spherized	all_data
biperiden	3	0.12 uM	0.168	0.0497307615457943	L1000	non_spherized	all_data
birinapant	3	0.12 uM	0.471	0.0054828185557922	L1000	non_spherized	all_data
bisindolylmaleimide	2	0.12 uM	0.071	0.1257085631407558	L1000	non_spherized	all_data
bisoprolol	3	0.12 uM	0.007	0.1924969113277899	L1000	non_spherized	all_data
bitopertin	3	0.12 uM	0.475	0.0046892655001687	L1000	non_spherized	all_data
blonanserin	3	0.12 uM	0.308	0.0258850780489564	L1000	non_spherized	all_data
bms-599626	3	0.12 uM	0.652	-0.0169418585036317	L1000	non_spherized	all_data
bms-707035	3	0.12 uM	0.05	0.1006531679626475	L1000	non_spherized	all_data
bopindolol	3	0.12 uM	0.089	0.0759859027734428	L1000	non_spherized	all_data
bortezomib	2	0.12 uM	0.0	0.588002332134881	L1000	non_spherized	all_data
bosentan	2	0.12 uM	0.053	0.1417214258259929	L1000	non_spherized	all_data
bosutinib	3	0.12 uM	0.038	0.1090273443516299	L1000	non_spherized	all_data
brequinar	2	0.12 uM	0.32	0.040979172933608	L1000	non_spherized	all_data
bretazenil	3	0.12 uM	0.025	0.1268723581386126	L1000	non_spherized	all_data
brexpiprazole	3	0.12 uM	0.168	0.0498076951096366	L1000	non_spherized	all_data
brivanib	3	0.12 uM	0.275	0.0314560408666148	L1000	non_spherized	all_data
brivudine	3	0.12 uM	0.448	0.0087908171319526	L1000	non_spherized	all_data
bromocriptine	3	0.12 uM	0.037	0.1094021707305464	L1000	non_spherized	all_data
broxuridine	3	0.12 uM	0.014	0.1605569826173735	L1000	non_spherized	all_data
bruceantin	2	0.12 uM	0.0	0.763005173512649	L1000	non_spherized	all_data
bts-54505	3	0.12 uM	0.456	0.0075874268905374	L1000	non_spherized	all_data
bumetanide	2	0.12 uM	0.429	0.0196199608287423	L1000	non_spherized	all_data
bupivacaine	3	0.12 uM	0.138	0.0586950662355125	L1000	non_spherized	all_data
bupropion	3	0.12 uM	0.288	0.0291139704627535	L1000	non_spherized	all_data
buspirone	2	0.12 uM	0.245	0.0567532807171989	L1000	non_spherized	all_data
butoconazole	3	0.12 uM	0.426	0.0120946017334073	L1000	non_spherized	all_data
butorphanol-(+)-tartrate	3	0.12 uM	0.235	0.0373429653168595	L1000	non_spherized	all_data
bvd-523	3	0.12 uM	0.872	-0.062812091767111	L1000	non_spherized	all_data
cabazitaxel	3	0.12 uM	0.001	0.2974946876960406	L1000	non_spherized	all_data
cabozantinib	3	0.12 uM	0.591	-0.0082004893393777	L1000	non_spherized	all_data
caffeine	4	0.12 uM	0.04	0.0862658697802794	L1000	non_spherized	all_data
calcitriol	3	0.12 uM	0.02	0.1480537258636196	L1000	non_spherized	all_data
camicinal	3	0.12 uM	0.421	0.012978698074722	L1000	non_spherized	all_data
camptothecin	3	0.12 uM	0.0	0.5212999524368449	L1000	non_spherized	all_data
canagliflozin	3	0.12 uM	0.028	0.1229283018088897	L1000	non_spherized	all_data
candesartan	3	0.12 uM	0.319	0.0236950868031244	L1000	non_spherized	all_data
canertinib	3	0.12 uM	0.429	0.011375492220647	L1000	non_spherized	all_data
canrenoic-acid	3	0.12 uM	0.364	0.0188247220358545	L1000	non_spherized	all_data
capecitabine	2	0.12 uM	0.016	0.1998072467084836	L1000	non_spherized	all_data
carbachol	2	0.12 uM	0.432	0.0184688908019729	L1000	non_spherized	all_data
carbamazepine	3	0.12 uM	0.693	-0.0241917541798709	L1000	non_spherized	all_data
carbenoxolone	3	0.12 uM	0.362	0.0189682720487668	L1000	non_spherized	all_data
carbimazole	3	0.12 uM	0.295	0.027977363997995	L1000	non_spherized	all_data
carglumic-acid	3	0.12 uM	0.41	0.0139485183599976	L1000	non_spherized	all_data
cariprazine	2	0.12 uM	0.265	0.0528267640185012	L1000	non_spherized	all_data
carisoprodol	3	0.12 uM	0.391	0.0152795829154568	L1000	non_spherized	all_data
carprofen	2	0.12 uM	0.392	0.0258463180428066	L1000	non_spherized	all_data
carvedilol	2	0.12 uM	0.234	0.0612238206521331	L1000	non_spherized	all_data
cb-10-277-(free-acid)	3	0.12 uM	0.42	0.0130543361526927	L1000	non_spherized	all_data
cc-401	3	0.12 uM	0.004	0.2281035952481314	L1000	non_spherized	all_data
cc-930	3	0.12 uM	0.159	0.0519956508700426	L1000	non_spherized	all_data
cediranib	3	0.12 uM	0.094	0.0739036284048029	L1000	non_spherized	all_data
cefdinir	2	0.12 uM	0.505	0.0057409267930932	L1000	non_spherized	all_data
cefoperazone	4	0.12 uM	0.156	0.0429262015243268	L1000	non_spherized	all_data
cefotetan	2	0.12 uM	0.298	0.0455239813777195	L1000	non_spherized	all_data
cefozopran	3	0.12 uM	0.54	-0.0025604935749074	L1000	non_spherized	all_data
celecoxib	3	0.12 uM	0.061	0.092051869527318	L1000	non_spherized	all_data
cep-37440	3	0.12 uM	0.263	0.0329719670869074	L1000	non_spherized	all_data
cepharanthine	2	0.12 uM	0.463	0.0120490050089342	L1000	non_spherized	all_data
cgp12177	3	0.12 uM	0.514	0.0002740161344711	L1000	non_spherized	all_data
chlorambucil	3	0.12 uM	0.008	0.1820624364739862	L1000	non_spherized	all_data
chlormezanone	3	0.12 uM	0.102	0.0715243151033529	L1000	non_spherized	all_data
chloroxine	3	0.12 uM	0.469	0.0061691117504881	L1000	non_spherized	all_data
chlorphenamine	3	0.12 uM	0.306	0.026426268403606	L1000	non_spherized	all_data
chlorpromazine	3	0.12 uM	0.158	0.0520928185268335	L1000	non_spherized	all_data
chlortalidone	3	0.12 uM	0.007	0.2046760453589183	L1000	non_spherized	all_data
cholic-acid	2	0.12 uM	0.527	0.0012752889356173	L1000	non_spherized	all_data
choline-alfoscerate	3	0.12 uM	0.158	0.0522745812755266	L1000	non_spherized	all_data
cianidanol	3	0.12 uM	0.182	0.0471361721579848	L1000	non_spherized	all_data
ciclesonide	3	0.12 uM	0.02	0.1468977820839648	L1000	non_spherized	all_data
ciglitazone	3	0.12 uM	0.048	0.1013174333159769	L1000	non_spherized	all_data
cilengitide	3	0.12 uM	0.708	-0.0257077143706152	L1000	non_spherized	all_data
cilomilast	3	0.12 uM	0.232	0.0379001545112373	L1000	non_spherized	all_data
cilostazol	3	0.12 uM	0.496	0.0023156304227796	L1000	non_spherized	all_data
cimetidine	3	0.12 uM	0.212	0.0415678964695865	L1000	non_spherized	all_data
cinepazide	2	0.12 uM	0.043	0.1534238358259637	L1000	non_spherized	all_data
cinnarizine	3	0.12 uM	0.229	0.0384660261969552	L1000	non_spherized	all_data
cinoxacin	3	0.12 uM	0.127	0.0624844729634312	L1000	non_spherized	all_data
ciprofloxacin	3	0.12 uM	0.242	0.0359263693098447	L1000	non_spherized	all_data
cisapride	3	0.12 uM	0.181	0.0475251508849978	L1000	non_spherized	all_data
citalopram	3	0.12 uM	0.445	0.0092435967214544	L1000	non_spherized	all_data
cladribine	2	0.12 uM	0.306	0.0437545706539842	L1000	non_spherized	all_data
clarithromycin	3	0.12 uM	0.028	0.123082785008673	L1000	non_spherized	all_data
clenbuterol	2	0.12 uM	0.328	0.0372511295079566	L1000	non_spherized	all_data
clinafloxacin	3	0.12 uM	0.069	0.0853076086889834	L1000	non_spherized	all_data
clindamycin	3	0.12 uM	0.139	0.0574092678610279	L1000	non_spherized	all_data
clinofibrate	3	0.12 uM	0.007	0.1831649951758549	L1000	non_spherized	all_data
clioquinol	3	0.12 uM	0.538	-0.0024771886456805	L1000	non_spherized	all_data
clobetasol	3	0.12 uM	0.001	0.2630938785675794	L1000	non_spherized	all_data
clofarabine	3	0.12 uM	0.633	-0.0147078263170876	L1000	non_spherized	all_data
clofazimine	3	0.12 uM	0.652	-0.0165331144560456	L1000	non_spherized	all_data
clofoctol	4	0.12 uM	0.462	0.0066919079407888	L1000	non_spherized	all_data
clomethiazole	3	0.12 uM	0.198	0.0439273913882324	L1000	non_spherized	all_data
clomifene	3	0.12 uM	0.037	0.109808947560007	L1000	non_spherized	all_data
clonazepam	3	0.12 uM	0.659	-0.017990932475696	L1000	non_spherized	all_data
clonidine	2	0.12 uM	0.112	0.1041871761374019	L1000	non_spherized	all_data
clotrimazole	3	0.12 uM	0.523	-0.0011642834696085	L1000	non_spherized	all_data
co-102862	3	0.12 uM	0.152	0.0536588171634853	L1000	non_spherized	all_data
cobimetinib	4	0.12 uM	0.143	0.0457537189034301	L1000	non_spherized	all_data
colforsin-daproate	3	0.12 uM	0.092	0.0743787283574736	L1000	non_spherized	all_data
combretastatin-a-4	3	0.12 uM	0.032	0.1163435893985535	L1000	non_spherized	all_data
cordycepin	2	0.12 uM	0.505	0.0058805619128232	L1000	non_spherized	all_data
cp-945,598	3	0.12 uM	0.283	0.0302775440986736	L1000	non_spherized	all_data
cpi-1189	3	0.12 uM	0.045	0.1036041589036078	L1000	non_spherized	all_data
cpi-613	2	0.12 uM	0.101	0.1108634371922821	L1000	non_spherized	all_data
cromoglicic-acid	3	0.12 uM	0.021	0.1344795913884698	L1000	non_spherized	all_data
curcumin	3	0.12 uM	0.235	0.0372392819935758	L1000	non_spherized	all_data
cx-4945	3	0.12 uM	0.045	0.1027832041836491	L1000	non_spherized	all_data
cx-5461	3	0.12 uM	0.427	0.0120202633415766	L1000	non_spherized	all_data
cx516	3	0.12 uM	0.161	0.0515012724643192	L1000	non_spherized	all_data
cyclobenzaprine	3	0.12 uM	0.526	-0.0013246408884315	L1000	non_spherized	all_data
cyclosporin-a	3	0.12 uM	0.204	0.0435850919824019	L1000	non_spherized	all_data
cyproheptadine	3	0.12 uM	0.212	0.0414580315097944	L1000	non_spherized	all_data
cyproterone-acetate	2	0.12 uM	0.513	0.0035560504040596	L1000	non_spherized	all_data
cytarabine	3	0.12 uM	0.323	0.0233030346640671	L1000	non_spherized	all_data
d-serine	3	0.12 uM	0.513	0.0006188994745611	L1000	non_spherized	all_data
dabigatran-etexilate	3	0.12 uM	0.294	0.0283397465206175	L1000	non_spherized	all_data
dabrafenib	3	0.12 uM	0.175	0.0487669054259873	L1000	non_spherized	all_data
dacarbazine	2	0.12 uM	0.554	-0.003372051405369	L1000	non_spherized	all_data
dacinostat	3	0.12 uM	0.0	0.5469740852580797	L1000	non_spherized	all_data
dacomitinib	3	0.12 uM	0.211	0.0420676332274335	L1000	non_spherized	all_data
danegaptide	3	0.12 uM	0.501	0.0016785942864185	L1000	non_spherized	all_data
dantrolene	3	0.12 uM	0.371	0.0173557237397092	L1000	non_spherized	all_data
dapagliflozin	3	0.12 uM	0.112	0.0669623975257089	L1000	non_spherized	all_data
dapivirine	3	0.12 uM	0.451	0.0083511692112288	L1000	non_spherized	all_data
dapsone	3	0.12 uM	0.329	0.0227091487716973	L1000	non_spherized	all_data
darifenacin	3	0.12 uM	0.043	0.1048618093692441	L1000	non_spherized	all_data
darunavir	3	0.12 uM	0.204	0.0429510292280099	L1000	non_spherized	all_data
dasabuvir	3	0.12 uM	0.372	0.0170895117882071	L1000	non_spherized	all_data
dasatinib	2	0.12 uM	0.067	0.1324654563316574	L1000	non_spherized	all_data
dazoxiben	3	0.12 uM	0.271	0.032155812448814	L1000	non_spherized	all_data
decitabine	3	0.12 uM	0.03	0.1199925917400737	L1000	non_spherized	all_data
defactinib	3	0.12 uM	0.439	0.0099428239966684	L1000	non_spherized	all_data
deferasirox	3	0.12 uM	0.33	0.0226544585983144	L1000	non_spherized	all_data
deferiprone	3	0.12 uM	0.31	0.0254311944539283	L1000	non_spherized	all_data
deforolimus	3	0.12 uM	0.002	0.2460222702078957	L1000	non_spherized	all_data
dehydroepiandrosterone	2	0.12 uM	0.522	0.002208324784495	L1000	non_spherized	all_data
delanzomib	3	0.12 uM	0.0	0.3997515995470691	L1000	non_spherized	all_data
delivert	2	0.12 uM	0.098	0.1124245655210729	L1000	non_spherized	all_data
dequalinium	3	0.12 uM	0.326	0.0231476817814945	L1000	non_spherized	all_data
desmopressin-acetate	2	0.12 uM	0.32	0.0414135338378449	L1000	non_spherized	all_data
dexamethasone	6	0.12 uM	0.0	0.1478131418272084	L1000	non_spherized	all_data
dexfenfluramine	3	0.12 uM	0.748	-0.0318515382063832	L1000	non_spherized	all_data
dexniguldipine	3	0.12 uM	0.151	0.0544537163378587	L1000	non_spherized	all_data
dextromethorphan	3	0.12 uM	0.423	0.012370903492019	L1000	non_spherized	all_data
diacerein	3	0.12 uM	0.553	-0.0037152011129097	L1000	non_spherized	all_data
diazepam	2	0.12 uM	0.158	0.0842672303584025	L1000	non_spherized	all_data
diclofenac	3	0.12 uM	0.061	0.0922615039496453	L1000	non_spherized	all_data
diclofensine	3	0.12 uM	0.31	0.0256859647395506	L1000	non_spherized	all_data
dicloxacillin	3	0.12 uM	0.245	0.0357547334448938	L1000	non_spherized	all_data
dicoumarol	3	0.12 uM	0.024	0.1278325328965579	L1000	non_spherized	all_data
dideoxyadenosine	3	0.12 uM	0.057	0.096446512191529	L1000	non_spherized	all_data
dienogest	3	0.12 uM	0.295	0.0279181706011103	L1000	non_spherized	all_data
diethylcarbamazine	3	0.12 uM	0.25	0.0347643810990094	L1000	non_spherized	all_data
diethylstilbestrol	2	0.12 uM	0.158	0.0844086744121455	L1000	non_spherized	all_data
diflunisal	3	0.12 uM	0.148	0.0553854557105336	L1000	non_spherized	all_data
dihydroergocristine	2	0.12 uM	0.396	0.0252541168475542	L1000	non_spherized	all_data
dihydroergotamine	3	0.12 uM	0.567	-0.0054198236819222	L1000	non_spherized	all_data
dilazep	3	0.12 uM	0.295	0.027944001092013	L1000	non_spherized	all_data
diltiazem	3	0.12 uM	0.146	0.0559896587684982	L1000	non_spherized	all_data
dimesna	2	0.12 uM	0.067	0.1319800999971727	L1000	non_spherized	all_data
