cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
fulvestrant,0.312,0.144,0.264,0.756,0.261,0.059,4
fusidic-acid,0.632,0.432,0.313,0.283,0.088,0.575,3
gabapentin,0.071,0.083,0.394,0.103,0.014,0.116,3
ganaxolone,0.001,0.089,0.278,0.556,0.396,0.405,3
gatifloxacin,0.209,0.045,0.137,0.124,0.348,0.037,3
gdc-0068,0.49,0.147,0.212,0.134,0.057,0.016,2
gdc-0152,0.069,0.107,0.077,0.007,0.02,0.028,3
gdc-0199,0.518,0.443,0.293,0.213,0.084,0.0,3
gdc-0834,0.485,0.288,0.167,0.07,0.081,0.054,3
gefitinib,0.127,0.199,0.319,0.309,0.042,0.08,3
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,3
gemfibrozil,0.2,0.288,0.264,0.227,0.551,0.08,3
gemifloxacin,0.278,0.445,0.247,0.287,0.156,0.123,3
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,3
gimeracil,0.534,0.066,0.407,0.234,0.011,0.166,3
ginkgolide-b,0.176,0.058,0.285,0.026,0.038,0.059,3
glasdegib,0.087,0.094,0.003,0.011,0.537,0.282,3
glimepiride,0.077,0.184,0.472,0.13,0.323,0.056,3
glipizide,0.11,0.457,0.498,0.089,0.331,0.347,3
gliquidone,0.091,0.013,0.107,0.009,0.039,0.232,3
glycitein,0.354,0.503,0.097,0.01,0.018,0.036,3
glycopyrrolate,0.407,0.411,0.107,0.023,0.554,0.002,3
golvatinib,0.227,0.408,0.217,0.215,0.173,0.0,3
goserelin-acetate,0.012,0.412,0.168,0.024,0.021,0.223,3
granisetron,0.359,0.545,0.279,0.395,0.527,0.452,2
grazoprevir,0.276,0.415,0.246,0.322,0.389,0.024,3
griseofulvin,0.061,0.152,0.681,0.237,0.059,0.012,3
gsk1292263,0.545,0.162,0.229,0.426,0.409,0.108,2
gsk256066,0.119,0.27,0.037,0.143,0.19,0.265,3
gsk2636771,0.117,0.168,0.042,0.039,0.233,0.013,2
guanabenz,0.419,0.535,0.319,0.133,0.364,0.08,3
guanadrel,0.488,0.668,0.187,0.717,0.677,0.332,3
guanethidine,0.502,0.0,0.434,0.255,0.614,0.652,2
gw842166,0.285,0.3,0.02,0.814,0.355,0.003,3
halcinonide,0.001,0.0,0.008,0.005,0.001,0.002,3
haloperidol,0.526,0.045,0.27,0.024,0.132,0.043,3
hc-030031,0.115,0.386,0.139,0.01,0.016,0.07,3
hesperidin,0.286,0.104,0.202,0.222,0.564,0.223,3
hexachlorophene,0.01,0.016,0.326,0.007,0.0,0.0,3
histamine,0.251,0.475,0.003,0.067,0.408,0.183,4
homochlorcyclizine,0.124,0.142,0.319,0.249,0.128,0.172,3
homoharringtonine,0.0,0.0,0.0,0.0,0.0,0.0,2
hydrocortisone,0.089,0.042,0.014,0.0,0.0,0.005,2
hydroxyurea,0.526,0.104,0.711,0.069,0.603,0.686,3
hymecromone,0.138,0.28,0.209,0.032,0.118,0.303,2
hypericin,0.067,0.496,0.298,0.231,0.428,0.317,3
ib-meca,0.276,0.689,0.112,0.125,0.156,0.008,3
ibrutinib,0.352,0.083,0.172,0.008,0.149,0.004,3
ibudilast,0.337,0.441,0.215,0.089,0.664,0.555,3
ibuprofen,0.4,0.437,0.122,0.312,0.022,0.127,3
ibutamoren,0.473,0.306,0.387,0.257,0.462,0.191,3
ici-162846,0.585,0.152,0.603,0.041,0.051,0.228,3
"ici-185,282",0.647,0.472,0.326,0.474,0.187,0.041,3
ici-192605,0.311,0.613,0.607,0.237,0.196,0.508,3
idalopirdine,0.071,0.053,0.312,0.019,0.334,0.064,3
idelalisib,0.024,0.134,0.262,0.261,0.365,0.026,3
idoxuridin,0.334,0.007,0.16,0.014,0.131,0.024,3
iguratimod,0.42,0.687,0.345,0.176,0.406,0.097,2
ilomastat,0.594,0.288,0.542,0.734,0.87,0.346,3
imexon,0.004,0.263,0.116,0.005,0.009,0.33,3
imiloxan,0.496,0.373,0.061,0.056,0.077,0.468,3
imipramine,0.565,0.373,0.304,0.127,0.141,0.735,3
imiquimod,0.514,0.317,0.43,0.806,0.062,0.441,2
indacaterol,0.097,0.013,0.15,0.01,0.462,0.019,3
indapamide,0.071,0.032,0.008,0.007,0.026,0.08,3
indibulin,0.029,0.02,0.046,0.01,0.0,0.008,3
indinavir,0.056,0.283,0.15,0.027,0.108,0.597,3
indiplon,0.118,0.106,0.209,0.171,0.607,0.141,3
indirubin,0.286,0.11,0.105,0.129,0.005,0.07,2
indobufen,0.396,0.537,0.061,0.169,0.069,0.047,3
indole,0.174,0.022,0.023,0.292,0.108,0.347,4
indoprofen,0.061,0.309,0.066,0.126,0.142,0.004,3
indoramin,0.144,0.516,0.202,0.552,0.584,0.052,2
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,3
inosine,0.298,0.083,0.017,0.035,0.334,0.118,3
iowh032,0.147,0.015,0.15,0.18,0.253,0.298,3
ipratropium,0.185,0.432,0.473,0.107,0.735,0.52,2
ipriflavone,0.441,0.777,0.025,0.401,0.085,0.002,3
irinotecan,0.078,0.275,0.223,0.16,0.008,0.0,3
isbufylline,0.32,0.138,0.206,0.463,0.417,0.581,3
isoconazole,0.057,0.445,0.326,0.076,0.131,0.815,3
isosorbide,0.119,0.113,0.27,0.088,0.215,0.481,3
isradipine,0.331,0.168,0.359,0.085,0.25,0.134,2
istaroxime,0.13,0.149,0.43,0.093,0.0,0.0,2
itopride,0.154,0.439,0.06,0.263,0.778,0.145,3
ivabradine,0.275,0.732,0.241,0.474,0.025,0.156,3
ivacaftor,0.064,0.439,0.241,0.49,0.115,0.174,3
ivermectin,0.084,0.221,0.517,0.01,0.016,0.019,3
ixabepilone,0.511,0.003,0.0,0.0,0.0,0.0,3
josamycin,0.202,0.469,0.27,0.057,0.166,0.179,3
kakonein,0.019,0.445,0.545,0.196,0.47,0.114,3
kbg,0.052,0.243,0.64,0.075,0.143,0.905,4
kd-023,0.19,0.422,0.388,0.042,0.069,0.264,3
kd025,0.366,0.004,0.062,0.009,0.027,0.007,3
ketoconazole,0.127,0.048,0.02,0.274,0.011,0.009,3
ketoprofen,0.01,0.032,0.059,0.01,0.011,0.156,3
ketorolac,0.458,0.423,0.36,0.556,0.066,0.01,3
ketotifen,0.756,0.47,0.609,0.437,0.031,0.593,3
kpt-330,0.065,0.057,0.0,0.0,0.0,0.0,3
kw-2449,0.01,0.255,0.309,0.109,0.0,0.0,3
kw-2478,0.242,0.542,0.009,0.006,0.0,0.0,3
kx2-391,0.303,0.001,0.0,0.0,0.0,0.0,3
l-citrulline,0.001,0.067,0.083,0.652,0.631,0.166,3
l-name,0.392,0.518,0.129,0.353,0.034,0.052,3
labetalol,0.084,0.496,0.535,0.024,0.24,0.502,3
lacitol,0.064,0.102,0.146,0.041,0.495,0.09,3
lacosamide,0.528,0.503,0.875,0.163,0.727,0.12,3
lamivudine,0.049,0.218,0.17,0.037,0.117,0.074,4
lamotrigine,0.02,0.505,0.276,0.518,0.509,0.041,2
lapatinib,0.478,0.036,0.271,0.024,0.042,0.008,3
latanoprost,0.006,0.249,0.013,0.043,0.135,0.056,3
lcl-161,0.327,0.032,0.09,0.041,0.039,0.029,3
ledipasvir,0.551,0.107,0.473,0.073,0.15,0.002,3
leflunomide,0.221,0.053,0.014,0.259,0.231,0.158,2
lenalidomide,0.328,0.323,0.094,0.61,0.183,0.079,2
lenvatinib,0.007,0.23,0.658,0.16,0.197,0.214,3
lerisetron,0.034,0.276,0.449,0.166,0.488,0.246,3
lestaurtinib,0.041,0.182,0.028,0.0,0.006,0.0,2
letermovir,0.012,0.182,0.055,0.253,0.199,0.042,2
levalbuterol,0.149,0.466,0.416,0.105,0.08,0.602,3
levamisole,0.148,0.464,0.609,0.408,0.575,0.928,3
levcromakalim,0.298,0.321,0.235,0.491,0.444,0.188,2
levobunolol,0.17,0.635,0.18,0.361,0.607,0.029,3
levocabastine,0.013,0.353,0.543,0.262,0.34,0.322,3
levocetirizine,0.071,0.256,0.282,0.025,0.184,0.038,3
levofloxacin,0.078,0.731,0.199,0.057,0.633,0.083,3
levomequitazine,0.069,0.227,0.166,0.167,0.664,0.009,3
levonorgestrel,0.191,0.076,0.376,0.024,0.104,0.015,3
levosimendan,0.362,0.324,0.292,0.014,0.135,0.211,4
levothyroxine,0.524,0.166,0.76,0.12,0.122,0.126,3
licochalcone-a,0.592,0.04,0.571,0.168,0.259,0.039,2
lidamidine,0.257,0.067,0.037,0.337,0.022,0.6,3
lidocaine,0.056,0.028,0.273,0.321,0.342,0.499,3
lidoflazine,0.42,0.728,0.067,0.258,0.669,0.004,3
linezolid,0.167,0.453,0.536,0.53,0.13,0.109,2
linifanib,0.413,0.115,0.15,0.125,0.094,0.078,3
linopirdine,0.169,0.583,0.406,0.024,0.28,0.107,3
linsitinib,0.032,0.112,0.0,0.043,0.025,0.002,3
liranaftate,0.481,0.028,0.416,0.374,0.182,0.004,3
lisofylline,0.169,0.463,0.273,0.057,0.061,0.125,3
lobenzarit,0.243,0.021,0.36,0.578,0.368,0.715,3
lodoxamide,0.618,0.125,0.17,0.46,0.229,0.399,3
lofexidine,0.217,0.238,0.077,0.199,0.038,0.298,3
lomeguatrib,0.021,0.066,0.262,0.07,0.588,0.351,3
lomerizine,0.115,0.613,0.522,0.357,0.22,0.294,3
lomitapide,0.024,0.121,0.389,0.024,0.022,0.07,3
lonidamine,0.146,0.055,0.425,0.093,0.172,0.3,2
loperamide,0.317,0.066,0.087,0.434,0.389,0.005,3
loratadine,0.01,0.057,0.137,0.05,0.011,0.218,3
lorazepam,0.411,0.608,0.16,0.728,0.469,0.235,3
lorcaserin,0.511,0.051,0.386,0.413,0.251,0.146,3
lorglumide,0.54,0.319,0.345,0.194,0.132,0.857,3
losmapimod,0.243,0.191,0.499,0.224,0.187,0.15,3
loxoprofen,0.574,0.608,0.311,0.696,0.644,0.339,3
lucitanib,0.613,0.584,0.299,0.488,0.028,0.176,3
luliconazole,0.79,0.316,0.5,0.377,0.542,0.513,3
lupanine,0.093,0.271,0.246,0.533,0.418,0.098,3
lx1031,0.042,0.211,0.187,0.123,0.316,0.602,3
ly2228820,0.021,0.633,0.14,0.305,0.158,0.015,3
ly2334737,0.348,0.445,0.47,0.109,0.329,0.024,3
ly2784544,0.007,0.152,0.501,0.21,0.042,0.002,3
ly2811376,0.269,0.021,0.061,0.013,0.033,0.028,3
ly2874455,0.185,0.064,0.0,0.0,0.0,0.0,3
ly2886721,0.42,0.281,0.12,0.056,0.414,0.58,3
manumycin-a,0.393,0.367,0.174,0.555,0.303,0.028,3
maprotiline,0.03,0.012,0.477,0.225,0.448,0.028,3
maraviroc,0.786,0.128,0.446,0.46,0.189,0.054,3
maribavir,0.211,0.232,0.201,0.427,0.063,0.071,2
marimastat,0.373,0.274,0.092,0.178,0.028,0.127,3
masitinib,0.148,0.501,0.241,0.053,0.018,0.011,3
masoprocol,0.295,0.041,0.425,0.043,0.456,0.421,2
maxacalcitol,0.457,0.057,0.27,0.264,0.043,0.004,3
mazindol,0.328,0.295,0.394,0.719,0.819,0.328,3
mbx-2982,0.623,0.469,0.231,0.058,0.086,0.0,3
mcpp,0.035,0.009,0.017,0.305,0.091,0.04,2
mebendazole,0.43,0.092,0.168,0.109,0.02,0.009,3
mecamylamine,0.267,0.038,0.016,0.035,0.173,0.025,3
meclozine,0.001,0.462,0.372,0.01,0.051,0.417,3
medrysone,0.132,0.036,0.027,0.003,0.0,0.0,3
meglitinide,0.598,0.823,0.187,0.455,0.348,0.657,3
meisoindigo,0.007,0.0,0.004,0.018,0.02,0.008,3
mek162,0.001,0.022,0.001,0.0,0.0,0.0,3
melatonin,0.001,0.389,0.009,0.036,0.33,0.229,3
meloxicam,0.329,0.305,0.425,0.017,0.344,0.185,2
melperone,0.125,0.295,0.364,0.637,0.15,0.881,3
menadione,0.551,0.272,0.158,0.067,0.237,0.0,2
mepacrine,0.108,0.306,0.408,0.238,0.207,0.0,3
mepazine,0.164,0.045,0.072,0.283,0.157,0.118,3
mephentermine,0.62,0.386,0.325,0.146,0.348,0.163,3
mepyramine,0.14,0.023,0.02,0.15,0.224,0.236,2
merbarone,0.034,0.565,0.204,0.33,0.259,0.08,3
mericitabine,0.314,0.515,0.27,0.015,0.128,0.0,3
merimepodib,0.071,0.311,0.209,0.252,0.189,0.0,3
mestranol,0.457,0.946,0.368,0.474,0.272,0.468,3
mesulergine,0.127,0.152,0.09,0.234,0.018,0.098,3
metamizole,0.438,0.236,0.623,0.011,0.144,0.228,2
metenkephalin,0.021,0.61,0.215,0.637,0.22,0.153,3
metergoline,0.023,0.066,0.016,0.321,0.34,0.003,3
methazolamide,0.115,0.25,0.147,0.917,0.177,0.113,3
methimazole,0.227,0.828,0.326,0.255,0.1,0.389,3
methiopril,0.227,0.363,0.063,0.165,0.281,0.197,3
methocarbamol,0.108,0.058,0.254,0.227,0.173,0.074,3
methoxsalen,0.406,0.478,0.395,0.28,0.304,0.282,3
methyldopa,0.314,0.081,0.091,0.555,0.573,0.193,3
methylnaltrexone,0.333,0.615,0.15,0.015,0.189,0.009,3
methylprednisolone,0.007,0.0,0.0,0.0,0.0,0.0,3
metixene,0.046,0.021,0.15,0.05,0.189,0.005,3
metoclopramide,0.207,0.068,0.046,0.26,0.151,0.153,2
metolazone,0.472,0.238,0.652,0.187,0.128,0.594,3
mf-101,0.483,0.197,0.137,0.169,0.161,0.524,3
mianserin,0.072,0.345,0.085,0.009,0.366,0.332,3
mibampator,0.286,0.487,0.454,0.101,0.016,0.044,3
mibefradil,0.075,0.057,0.091,0.039,0.0,0.0,3
miconazole,0.292,0.428,0.033,0.262,0.074,0.194,2
midodrine,0.375,0.04,0.31,0.073,0.15,0.08,3
midostaurin,0.077,0.078,0.006,0.181,0.0,0.0,3
mifobate,0.809,0.635,0.542,0.388,0.641,0.156,3
miglitol,0.456,0.007,0.329,0.348,0.027,0.211,3
milacemide,0.02,0.48,0.156,0.216,0.299,0.372,3
milnacipran,0.392,0.32,0.232,0.897,0.09,0.328,3
milrinone,0.062,0.066,0.299,0.343,0.135,0.06,3
minaprine,0.288,0.127,0.207,0.108,0.035,0.113,3
minoxidil,0.183,0.367,0.273,0.055,0.032,0.002,3
mirodenafil,0.529,0.47,0.107,0.321,0.027,0.009,3
mirtazapine,0.133,0.237,0.254,0.02,0.569,0.12,3
mitomycin-c,0.034,0.012,0.001,0.0,0.0,0.0,3
mk-0752,0.348,0.672,0.215,0.15,0.022,0.004,3
mk-0773,0.273,0.316,0.409,0.307,0.053,0.025,3
mk-0812,0.185,0.872,0.652,0.679,0.603,0.646,3
mk-0893,0.396,0.068,0.05,0.009,0.024,0.01,3
mk-2461,0.065,0.263,0.092,0.026,0.141,0.008,3
mk-3207,0.476,0.183,0.535,0.264,0.128,0.644,3
mk-8033,0.019,0.324,0.352,0.257,0.092,0.295,2
mk-8245,0.023,0.286,0.597,0.453,0.215,0.019,3
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,3
mln2480,0.521,0.611,0.246,0.299,0.368,0.048,3
mln9708,0.413,0.166,0.0,0.0,0.0,0.0,3
moclobemide,0.601,0.316,0.532,0.008,0.303,0.414,3
moxidectin,0.045,0.622,0.276,0.007,0.461,0.152,3
moxifloxacin,0.248,0.138,0.235,0.299,0.626,0.321,3
moxisylyte,0.007,0.36,0.013,0.143,0.128,0.365,3
mozavaptan,0.018,0.316,0.184,0.355,0.349,0.0,3
mycophenolic-acid,0.031,0.173,0.059,0.006,0.007,0.004,3
nafamostat,0.172,0.02,0.466,0.349,0.405,0.002,3
naftopidil,0.294,0.071,0.37,0.138,0.024,0.051,4
nalbuphine,0.563,0.286,0.473,0.172,0.535,0.367,2
naphazoline,0.214,0.067,0.133,0.361,0.067,0.036,2
naproxen,0.328,0.33,0.064,0.53,0.395,0.109,2
naringenin,0.294,0.608,0.102,0.07,0.15,0.196,3
narlaprevir,0.217,0.147,0.321,0.501,0.228,0.063,2
nebivolol,0.398,0.371,0.134,0.299,0.038,0.205,3
nefiracetam,0.409,0.576,0.805,0.507,0.158,0.588,2
nefopam,0.265,0.147,0.105,0.324,0.171,0.28,3
nelarabine,0.087,0.652,0.57,0.277,0.011,0.086,3
neratinib,0.012,0.203,0.147,0.342,0.016,0.002,3
netupitant,0.118,0.061,0.016,0.253,0.041,0.114,3
niacin,0.294,0.311,0.172,0.358,0.163,0.608,3
nicaraven,0.18,0.367,0.013,0.024,0.022,0.246,3
nicardipine,0.056,0.083,0.072,0.21,0.406,0.269,3
nicergoline,0.36,0.417,0.258,0.361,0.379,0.084,2
nicotinamide,0.26,0.263,0.324,0.754,0.404,0.349,3
nicotine,0.337,0.098,0.392,0.181,0.304,0.381,3
niguldipine,0.328,0.389,0.477,0.523,0.287,0.696,3
nikethamide,0.298,0.071,0.382,0.179,0.053,0.073,2
nilotinib,0.476,0.066,0.325,0.192,0.14,0.013,3
nimesulide,0.564,0.512,0.504,0.361,0.063,0.07,2
nimodipine,0.397,0.344,0.609,0.152,0.182,0.262,3
nintedanib,0.064,0.029,0.091,0.047,0.276,0.005,3
nisoxetine,0.298,0.18,0.216,0.452,0.181,0.71,2
nitrendipine,0.078,0.571,0.004,0.192,0.03,0.114,3
nizofenone,0.13,0.26,0.078,0.128,0.063,0.017,2
nms-1286937,0.05,0.057,0.002,0.001,0.006,0.0,3
norethindrone,0.067,0.371,0.077,0.054,0.495,0.288,3
norethisterone,0.636,0.161,0.5,0.238,0.259,0.337,2
norfloxacin,0.23,0.616,0.209,0.082,0.125,0.204,2
norgestrel,0.07,0.053,0.12,0.008,0.026,0.234,3
nortriptyline,0.261,0.016,0.085,0.103,0.0,0.0,3
noscapine,0.133,0.139,0.174,0.05,0.112,0.198,3
novobiocin,0.061,0.246,0.408,0.163,0.022,0.095,3
nsi-189,0.126,0.477,0.442,0.202,0.193,0.508,2
nvp-dpp728,0.12,0.241,0.275,0.585,0.315,0.063,2
nxy-059,0.062,0.306,0.094,0.014,0.08,0.011,3
o6-benzylguanine,0.037,0.117,0.046,0.487,0.459,0.067,2
odanacatib,0.159,0.136,0.147,0.024,0.135,0.389,3
ofloxacin,0.22,0.252,0.078,0.058,0.187,0.572,3
oglemilast,0.05,0.286,0.175,0.057,0.043,0.004,3
olaparib,0.169,0.448,0.183,0.05,0.013,0.119,3
olmesartan,0.374,0.053,0.445,0.009,0.112,0.186,2
omecamtiv-mecarbil,0.269,0.051,0.241,0.102,0.027,0.352,3
omeprazole,0.277,0.062,0.078,0.229,0.399,0.134,2
ondansetron,0.509,0.454,0.426,0.487,0.441,0.383,2
oprozomib,0.032,0.0,0.0,0.0,0.0,0.0,3
ore1001,0.027,0.366,0.143,0.336,0.205,0.505,3
org-9768,0.373,0.176,0.239,0.394,0.552,0.512,3
orlistat,0.32,0.548,0.032,0.447,0.306,0.128,2
orphenadrine,0.934,0.979,0.794,0.652,0.469,0.389,2
orteronel,0.105,0.236,0.031,0.056,0.074,0.606,3
oseltamivir-carboxylate,0.085,0.028,0.094,0.041,0.01,0.029,3
ostarine,0.013,0.325,0.153,0.264,0.061,0.009,3
otamixaban,0.021,0.021,0.15,0.101,0.012,0.019,3
otilonium,0.323,0.007,0.168,0.018,0.011,0.08,3
ots167,0.0,0.0,0.0,0.0,0.0,0.0,2
oxandrolone,0.256,0.212,0.137,0.336,0.069,0.175,3
oxaprozin,0.03,0.289,0.065,0.06,0.113,0.3,2
oxatomide,0.154,0.137,0.095,0.061,0.185,0.121,4
oxfendazole,0.189,0.131,0.078,0.101,0.135,0.301,3
oxiconazole,0.373,0.386,0.279,0.146,0.237,0.079,3
oxiperomide,0.019,0.298,0.099,0.26,0.203,0.014,2
oxybenzone,0.405,0.583,0.545,0.682,0.124,0.028,3
oxybuprocaine,0.23,0.218,0.67,0.581,0.317,0.101,3
oxybutynin,0.169,0.276,0.602,0.109,0.125,0.028,3
oxymetazoline,0.617,0.459,0.495,0.457,0.58,0.512,2
oxypurinol,0.128,0.104,0.167,0.026,0.524,0.761,3
ozagrel,0.862,0.606,0.61,0.058,0.038,0.094,2
pa-824,0.064,0.074,0.327,0.354,0.027,0.771,3
paclitaxel,0.001,0.001,0.0,0.001,0.0,0.0,3
palmitoylethanolamide,0.001,0.663,0.949,0.684,0.296,0.118,3
palomid-529,0.021,0.182,0.168,0.444,0.32,0.225,3
palonosetron,0.375,0.163,0.005,0.024,0.142,0.008,3
palovarotene,0.001,0.037,0.036,0.005,0.007,0.023,3
paracetamol,0.259,0.045,0.307,0.38,0.669,0.561,3
paroxetine,0.728,0.54,0.567,0.377,0.108,0.136,3
pasireotide,0.276,0.495,0.397,0.056,0.08,0.079,3
pazopanib,0.09,0.042,0.165,0.181,0.06,0.005,3
pazufloxacin,0.337,0.345,0.157,0.245,0.531,0.6,3
pd123319,0.077,0.007,0.505,0.089,0.083,0.308,3
pd153035,0.365,0.182,0.128,0.152,0.464,0.163,2
pelitinib,0.219,0.391,0.253,0.012,0.022,0.0,2
pemirolast,0.289,0.001,0.29,0.128,0.025,0.211,3
pentamidine,0.213,0.301,0.177,0.002,0.0,0.0,3
pentoxifylline,0.236,0.653,0.681,0.139,0.038,0.106,3
perhexiline,0.596,0.191,0.366,0.249,0.018,0.002,3
pf-02545920,0.249,0.23,0.184,0.13,0.069,0.0,3
pf-03758309,0.175,0.019,0.027,0.014,0.013,0.013,2
pf-03814735,0.095,0.091,0.025,0.0,0.0,0.0,3
pf-04136309,0.502,0.32,0.234,0.134,0.495,0.169,2
pf-04447943,0.273,0.19,0.209,0.129,0.144,0.458,2
pf-04620110,0.565,0.11,0.146,0.358,0.38,0.597,3
pf-04691502,0.314,0.036,0.0,0.0,0.0,0.0,3
ph-797804,0.064,0.072,0.299,0.069,0.061,0.014,3
pha-848125,0.269,0.021,0.002,0.007,0.0,0.0,3
phenazone,0.127,0.071,0.517,0.463,0.352,0.526,3
phensuximide,0.189,0.517,0.299,0.463,0.289,0.283,3
phentermine,0.018,0.04,0.013,0.007,0.046,0.2,3
phentolamine,0.071,0.022,0.11,0.043,0.022,0.004,3
phenylacetylglutamine,0.54,0.684,0.788,0.191,0.603,0.146,3
phenylbutazone,0.133,0.052,0.078,0.005,0.122,0.13,3
phenylbutyrate,0.87,0.565,0.085,0.027,0.377,0.111,3
phenylephrine,0.051,0.067,0.231,0.021,0.104,0.105,3
phenytoin,0.231,0.52,0.522,0.305,0.37,0.553,3
physostigmine,0.564,0.114,0.222,0.753,0.2,0.298,2
pibenzimol,0.231,0.002,0.003,0.391,0.094,0.103,3
piclamilast,0.405,0.467,0.055,0.043,0.142,0.32,2
picolinic-acid,0.115,0.006,0.05,0.05,0.363,0.263,4
piketoprofen,0.227,0.105,0.072,0.225,0.243,0.034,3
pilaralisib,0.127,0.436,0.754,0.243,0.085,0.09,3
pilocarpine,0.024,0.041,0.154,0.305,0.446,0.14,3
pimecrolimus,0.13,0.074,0.044,0.009,0.108,0.004,3
pimobendan,0.599,0.028,0.055,0.36,0.445,0.116,2
pimozide,0.154,0.136,0.261,0.23,0.042,0.274,4
pinaverium,0.239,0.53,0.462,0.307,0.34,0.051,3
pinitol,0.077,0.11,0.087,0.003,0.085,0.178,3
pioglitazone,0.481,0.294,0.084,0.433,0.142,0.281,3
piperidolate,0.337,0.092,0.034,0.168,0.824,0.614,3
pirenoxine,0.092,0.138,0.076,0.679,0.311,0.66,3
pirenzepine,0.172,0.03,0.315,0.154,0.435,0.079,3
pirfenidone,0.1,0.366,0.317,0.103,0.048,0.427,3
piribedil,0.333,0.006,0.391,0.201,0.176,0.242,3
piroxicam,0.646,0.608,0.071,0.279,0.167,0.316,2
pki-179,0.45,0.019,0.003,0.0,0.0,0.0,2
podophyllotoxin,0.0,0.001,0.004,0.001,0.0,0.001,3
pomalidomide,0.325,0.295,0.024,0.534,0.038,0.444,3
pramipexole,0.22,0.151,0.292,0.667,0.173,0.349,3
pranlukast,0.062,0.062,0.27,0.07,0.927,0.112,3
pravastatin,0.071,0.036,0.05,0.297,0.329,0.138,3
prazosin,0.169,0.4,0.446,0.236,0.022,0.624,3
prednisone,0.274,0.027,0.14,0.08,0.245,0.115,3
preladenant,0.54,0.208,0.209,0.114,0.17,0.404,2
primidone,0.585,0.293,0.451,0.009,0.159,0.38,3
probenecid,0.058,0.411,0.396,0.336,0.086,0.342,3
probucol,0.182,0.308,0.928,0.248,0.322,0.168,3
procainamide,0.495,0.025,0.292,0.245,0.48,0.342,2
prochlorperazine,0.016,0.397,0.124,0.056,0.016,0.131,2
progesterone,0.327,0.364,0.373,0.186,0.093,0.2,3
proglumide,0.01,0.06,0.187,0.167,0.215,0.292,3
proguanil,0.33,0.178,0.264,0.113,0.203,0.544,3
propafenone,0.214,0.374,0.333,0.433,0.379,0.329,2
propentofylline,0.405,0.503,0.319,0.127,0.051,0.663,3
propranolol,0.302,0.192,0.12,0.594,0.167,0.225,3
protirelin,0.329,0.209,0.238,0.488,0.283,0.481,2
protriptyline,0.601,0.429,0.526,0.466,0.155,0.24,3
prx-08066,0.342,0.686,0.361,0.342,0.83,0.134,3
pterostilbene,0.471,0.126,0.092,0.347,0.152,0.056,3
pyrazinamide,0.43,0.25,0.355,0.163,0.141,0.004,3
quetiapine,0.359,0.439,0.052,0.534,0.398,0.118,3
quiflapon,0.134,0.445,0.105,0.488,0.207,0.095,2
quinapril,0.061,0.127,0.244,0.006,0.043,0.118,3
quinidine,0.1,0.438,0.215,0.011,0.021,0.01,6
quizartinib,0.839,0.085,0.258,0.847,0.636,0.054,3
r-428,0.625,0.554,0.46,0.075,0.113,0.001,2
r547,0.089,0.128,0.0,0.0,0.0,0.0,3
rabeprazole,0.274,0.073,0.192,0.539,0.013,0.044,3
racecadotril,0.292,0.366,0.701,0.482,0.02,0.077,3
raclopride,0.013,0.681,0.623,0.273,0.259,0.465,3
radezolid,0.006,0.178,0.241,0.068,0.026,0.08,3
raf265,0.17,0.088,0.016,0.018,0.016,0.073,3
raloxifene,0.176,0.295,0.519,0.04,0.122,0.033,3
raltegravir,0.275,0.163,0.026,0.144,0.142,0.098,4
ramatroban,0.037,0.436,0.436,0.229,0.248,0.61,3
ramelteon,0.2,0.308,0.536,0.225,0.692,0.077,3
ramipril,0.286,0.136,0.338,0.112,0.141,0.2,3
ranitidine,0.413,0.025,0.41,0.299,0.083,0.015,3
ranolazine,0.23,0.137,0.009,0.032,0.058,0.031,3
rasagiline,0.3,0.429,0.4,0.336,0.472,0.016,2
reboxetine,0.542,0.492,0.436,0.47,0.245,0.348,3
refametinib,0.147,0.037,0.198,0.038,0.009,0.001,2
regadenoson,0.082,0.067,0.305,0.172,0.304,0.178,2
regorafenib,0.4,0.463,0.126,0.397,0.213,0.0,3
relcovaptan,0.308,0.017,0.955,0.675,0.33,0.004,3
repaglinide,0.013,0.138,0.319,0.024,0.06,0.016,3
reparixin,0.432,0.398,0.279,0.491,0.212,0.604,2
reserpine,0.409,0.142,0.26,0.435,0.495,0.818,2
resiquimod,0.021,0.023,0.303,0.251,0.066,0.101,2
resminostat,0.037,0.439,0.136,0.0,0.0,0.0,3
resveratrol,0.217,0.093,0.566,0.501,0.787,0.251,2
retapamulin,0.665,0.677,0.574,0.012,0.155,0.197,3
retigabine,0.034,0.174,0.072,0.151,0.021,0.138,3
rg-7388,0.385,0.679,0.366,0.001,0.0,0.0,2
rg2833,0.129,0.153,0.244,0.112,0.063,0.012,3
rg4733,0.274,0.137,0.298,0.023,0.133,0.064,3
ribavirin,0.273,0.069,0.061,0.064,0.054,0.521,3
rifabutin,0.617,0.798,0.833,0.257,0.187,0.02,3
rifaximin,0.016,0.212,0.107,0.137,0.148,0.054,3
rilmenidine,0.249,0.766,0.377,0.44,0.496,0.543,2
