cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
ethylenediaminetetraacetic-acid,0.029,0.37,0.08,0.135,0.019,0.13,3
etizolam,0.009,0.01,0.225,0.152,0.266,0.056,3
etodolac,0.089,0.123,0.002,0.13,0.066,0.056,3
etofylline-clofibrate,0.035,0.36,0.281,0.16,0.111,0.228,3
etomidate,0.48,0.323,0.347,0.279,0.367,0.317,3
etomoxir,0.248,0.273,0.114,0.002,0.225,0.072,3
etoposide,0.27,0.443,0.243,0.061,0.001,0.0,3
etoricoxib,0.385,0.722,0.475,0.424,0.953,0.12,3
etravirine,0.032,0.268,0.165,0.072,0.186,0.37,3
eugenol,0.122,0.638,0.475,0.532,0.333,0.468,3
everolimus,0.015,0.004,0.004,0.005,0.0,0.0,2
evp-6124,0.272,0.185,0.302,0.384,0.596,0.002,3
exalamide,0.473,0.35,0.609,0.257,0.113,0.209,3
exemestane,0.06,0.058,0.091,0.147,0.159,0.369,2
exherin,0.285,0.253,0.169,0.32,0.141,0.18,2
fadrozole,0.129,0.281,0.386,0.067,0.352,0.487,3
famciclovir,0.057,0.236,0.01,0.256,0.262,0.272,3
famotidine,0.209,0.133,0.203,0.32,0.362,0.036,3
faropenem,0.076,0.058,0.27,0.225,0.065,0.061,3
fasudil,0.529,0.14,0.283,0.035,0.269,0.219,2
favipiravir,0.154,0.116,0.129,0.34,0.124,0.248,3
fdcyd,0.001,0.001,0.001,0.001,0.0,0.001,3
febuxostat,0.201,0.117,0.398,0.045,0.384,0.075,2
felbinac,0.111,0.001,0.022,0.224,0.001,0.183,3
felodipine,0.157,0.225,0.186,0.256,0.4,0.545,3
fenobam,0.009,0.298,0.212,0.283,0.069,0.327,2
fenoterol,0.334,0.127,0.154,0.004,0.005,0.001,3
fenticonazole,0.133,0.392,0.37,0.422,0.696,0.316,3
fexofenadine,0.421,0.057,0.033,0.025,0.002,0.134,3
fiacitabine,0.384,0.278,0.392,0.154,0.321,0.092,3
fidarestat,0.384,0.092,0.172,0.389,0.281,0.203,3
fidaxomicin,0.198,0.316,0.078,0.24,0.408,0.087,2
filgotinib,0.275,0.166,0.048,0.03,0.086,0.044,3
finasteride,0.107,0.122,0.475,0.317,0.58,0.096,3
fipronil,0.068,0.413,0.086,0.213,0.199,0.061,2
firategrast,0.225,0.347,0.24,0.002,0.143,0.113,3
flavoxate,0.107,0.47,0.133,0.054,0.112,0.387,2
flecainide,0.21,0.262,0.03,0.002,0.276,0.08,3
floxuridine,0.001,0.0,0.0,0.0,0.001,0.001,3
fluconazole,0.45,0.268,0.203,0.172,0.249,0.319,3
fludarabine-phosphate,0.107,0.152,0.443,0.513,0.857,0.941,3
fludroxycortide,0.001,0.002,0.001,0.001,0.001,0.001,3
flumatinib,0.465,0.313,0.246,0.43,0.033,0.001,3
flumazenil,0.111,0.159,0.236,0.124,0.172,0.175,3
fluocinonide,0.0,0.0,0.001,0.001,0.0,0.001,3
fluorometholone,0.005,0.0,0.0,0.0,0.0,0.0,2
fluorouracil,0.337,0.154,0.459,0.072,0.115,0.001,3
fluoxetine,0.062,0.37,0.048,0.405,0.236,0.001,3
fluphenazine,0.998,0.265,0.377,0.104,0.332,0.001,3
fluspirilene,0.043,0.165,0.501,0.269,0.084,0.101,2
flutamide,0.269,0.093,0.226,0.299,0.334,0.131,2
fluticasone,0.001,0.001,0.0,0.0,0.001,0.001,3
flutrimazole,0.335,0.03,0.377,0.254,0.137,0.009,3
fluvoxamine,0.246,0.262,0.198,0.166,0.126,0.116,3
folic-acid,0.172,0.313,0.408,0.395,0.056,0.126,3
fomepizole,0.269,0.377,0.069,0.205,0.206,0.185,3
fomocaine,0.212,0.006,0.048,0.185,0.023,0.001,3
foretinib,0.036,0.101,0.106,0.029,0.035,0.0,4
formestane,0.033,0.06,0.002,0.015,0.13,0.072,3
formoterol,0.619,0.235,0.174,0.449,0.341,0.195,2
forskolin,0.061,0.025,0.009,0.002,0.122,0.205,3
fosfomycin,0.235,0.146,0.503,0.352,0.235,0.206,2
fostamatinib,0.37,0.522,0.068,0.002,0.157,0.001,3
fpl-62064,0.412,0.705,0.108,0.08,0.553,0.273,3
ftorafur,0.048,0.001,0.048,0.159,0.074,0.043,3
fulvestrant,0.222,0.105,0.213,0.706,0.222,0.053,4
fusidic-acid,0.578,0.35,0.276,0.27,0.089,0.475,3
gabapentin,0.058,0.069,0.344,0.104,0.005,0.091,3
galeterone,0.526,0.377,0.035,0.001,0.069,0.002,3
ganaxolone,0.001,0.076,0.246,0.532,0.371,0.333,3
gatifloxacin,0.154,0.042,0.113,0.121,0.337,0.026,3
gdc-0068,0.408,0.133,0.181,0.132,0.061,0.023,2
gdc-0152,0.056,0.089,0.056,0.001,0.015,0.02,3
gdc-0199,0.445,0.362,0.259,0.203,0.083,0.001,3
gdc-0834,0.405,0.246,0.134,0.08,0.081,0.042,3
gefitinib,0.104,0.171,0.288,0.306,0.056,0.058,3
gemcitabine,0.0,0.0,0.0,0.001,0.0,0.0,3
gemfibrozil,0.15,0.247,0.225,0.216,0.529,0.057,3
gemifloxacin,0.225,0.364,0.214,0.274,0.162,0.103,3
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,3
gestrinone,0.111,0.042,0.002,0.061,0.141,0.159,3
gimeracil,0.473,0.058,0.353,0.225,0.002,0.133,3
ginkgolide-b,0.13,0.051,0.252,0.038,0.053,0.044,3
glasdegib,0.069,0.08,0.001,0.006,0.513,0.225,3
gliclazide,0.128,0.148,0.064,0.001,0.174,0.019,3
glimepiride,0.066,0.157,0.408,0.126,0.319,0.044,3
glipizide,0.089,0.37,0.445,0.089,0.327,0.289,3
gliquidone,0.078,0.002,0.083,0.002,0.053,0.19,3
glycitein,0.292,0.422,0.076,0.006,0.01,0.025,3
glycopyrrolate,0.334,0.335,0.08,0.028,0.532,0.001,3
golvatinib,0.169,0.333,0.189,0.206,0.183,0.0,3
goserelin-acetate,0.002,0.337,0.137,0.034,0.015,0.18,3
granisetron,0.298,0.5,0.232,0.367,0.499,0.391,2
grazoprevir,0.219,0.338,0.21,0.314,0.367,0.016,3
griseofulvin,0.052,0.127,0.66,0.226,0.068,0.002,3
gsk1292263,0.464,0.155,0.194,0.395,0.374,0.087,2
gsk2110183,0.445,0.402,0.27,0.056,0.001,0.0,3
gsk256066,0.101,0.225,0.025,0.134,0.203,0.209,3
gsk2636771,0.096,0.159,0.046,0.046,0.218,0.017,2
guanabenz,0.342,0.457,0.284,0.128,0.343,0.056,3
guanadrel,0.408,0.615,0.159,0.686,0.66,0.275,3
guanethidine,0.416,0.0,0.372,0.246,0.593,0.608,2
gw842166,0.228,0.257,0.011,0.803,0.341,0.001,3
halcinonide,0.001,0.001,0.002,0.001,0.001,0.001,3
haloperidol,0.457,0.041,0.228,0.03,0.13,0.028,3
hc-030031,0.093,0.326,0.116,0.002,0.009,0.048,3
hesperidin,0.228,0.086,0.172,0.209,0.537,0.181,3
hexachlorophene,0.002,0.002,0.295,0.001,0.0,0.0,3
histamine,0.178,0.393,0.004,0.061,0.351,0.128,4
homochlorcyclizine,0.104,0.123,0.285,0.236,0.126,0.137,3
homoharringtonine,0.003,0.0,0.0,0.0,0.0,0.0,2
honokiol,0.206,0.001,0.086,0.275,0.066,0.111,3
hydrocortisone,0.079,0.055,0.018,0.004,0.0,0.005,2
hydroxyurea,0.457,0.086,0.679,0.076,0.577,0.61,3
hymecromone,0.117,0.253,0.179,0.041,0.099,0.272,2
hypericin,0.056,0.414,0.263,0.225,0.408,0.264,3
i-bet-762,0.063,0.127,0.086,0.02,0.002,0.0,2
ib-meca,0.225,0.638,0.089,0.122,0.162,0.002,3
ibrutinib,0.29,0.069,0.14,0.002,0.154,0.001,3
ibudilast,0.276,0.361,0.185,0.089,0.64,0.457,3
ibuprofen,0.332,0.355,0.105,0.306,0.02,0.105,3
ibutamoren,0.384,0.262,0.335,0.246,0.445,0.154,3
ici-162846,0.527,0.13,0.564,0.052,0.064,0.186,3
"ici-185,282",0.605,0.385,0.295,0.455,0.198,0.028,3
ici-192605,0.252,0.541,0.572,0.226,0.209,0.408,3
idalopirdine,0.061,0.048,0.276,0.022,0.331,0.046,3
idelalisib,0.022,0.116,0.225,0.248,0.343,0.019,3
idoxuridin,0.272,0.001,0.129,0.011,0.128,0.015,3
ifosfamide,0.099,0.264,0.08,0.022,0.002,0.229,3
iguratimod,0.356,0.647,0.276,0.179,0.368,0.079,2
ilomastat,0.533,0.247,0.497,0.703,0.856,0.286,3
imatinib,0.172,0.08,0.316,0.001,0.01,0.001,3
imexon,0.001,0.224,0.093,0.001,0.001,0.273,3
imiloxan,0.415,0.319,0.046,0.061,0.08,0.367,3
imipramine,0.505,0.319,0.269,0.124,0.139,0.66,3
imiquimod,0.438,0.276,0.368,0.782,0.064,0.381,2
indacaterol,0.08,0.002,0.123,0.002,0.445,0.009,3
indapamide,0.061,0.025,0.002,0.002,0.026,0.058,3
indibulin,0.023,0.002,0.031,0.005,0.001,0.002,3
indinavir,0.048,0.237,0.124,0.042,0.111,0.496,3
indiplon,0.098,0.089,0.178,0.163,0.583,0.116,3
indirubin,0.235,0.098,0.085,0.127,0.006,0.065,2
indobufen,0.326,0.458,0.044,0.159,0.075,0.035,3
indole,0.115,0.016,0.019,0.259,0.099,0.255,4
indoprofen,0.052,0.267,0.048,0.123,0.141,0.001,3
indoramin,0.124,0.466,0.174,0.511,0.56,0.052,2
ingenol-mebutate,0.0,0.0,0.0,0.0,0.001,0.001,3
iniparib,0.053,0.057,0.01,0.001,0.094,0.044,3
inosine,0.246,0.069,0.01,0.048,0.327,0.092,3
inositol,0.431,0.124,0.002,0.015,0.705,0.001,3
iowh032,0.118,0.002,0.124,0.168,0.263,0.246,3
ipratropium,0.159,0.387,0.413,0.104,0.744,0.454,2
ipriflavone,0.367,0.724,0.017,0.375,0.086,0.001,3
irinotecan,0.068,0.228,0.194,0.15,0.001,0.001,3
isbufylline,0.258,0.119,0.175,0.443,0.393,0.48,3
isoconazole,0.048,0.365,0.295,0.082,0.128,0.739,3
isofloxythepin,0.186,0.181,0.141,0.224,0.162,0.002,3
isosorbide,0.099,0.098,0.228,0.089,0.228,0.376,3
isradipine,0.274,0.159,0.284,0.086,0.232,0.124,2
istaroxime,0.108,0.136,0.368,0.091,0.0,0.0,2
itopride,0.121,0.357,0.044,0.252,0.739,0.119,3
ivabradine,0.216,0.678,0.207,0.457,0.022,0.126,3
ivacaftor,0.056,0.355,0.206,0.475,0.119,0.137,3
ivermectin,0.068,0.186,0.473,0.002,0.006,0.011,3
ixabepilone,0.436,0.001,0.001,0.0,0.001,0.001,3
josamycin,0.152,0.377,0.229,0.066,0.172,0.141,3
kakonein,0.01,0.366,0.499,0.19,0.456,0.089,3
kbg,0.042,0.186,0.582,0.072,0.125,0.862,4
kd-023,0.14,0.339,0.341,0.052,0.076,0.209,3
kd025,0.306,0.001,0.048,0.002,0.028,0.001,3
ketoconazole,0.105,0.044,0.011,0.266,0.002,0.002,3
ketoprofen,0.002,0.025,0.044,0.005,0.002,0.126,3
ketorolac,0.376,0.341,0.316,0.533,0.069,0.002,3
ketotifen,0.706,0.381,0.575,0.408,0.038,0.491,3
kpt-330,0.056,0.048,0.001,0.0,0.0,0.0,3
kw-2449,0.002,0.216,0.273,0.115,0.0,0.0,3
kw-2478,0.186,0.464,0.002,0.001,0.001,0.0,3
kx2-391,0.248,0.001,0.0,0.0,0.0,0.0,3
l-citrulline,0.001,0.061,0.061,0.638,0.608,0.133,3
l-ergothioneine,0.068,0.001,0.018,0.0,0.003,0.137,2
l-name,0.319,0.444,0.107,0.335,0.044,0.038,3
labetalol,0.069,0.415,0.489,0.029,0.253,0.4,3
lacitol,0.056,0.084,0.12,0.049,0.477,0.067,3
lacosamide,0.464,0.421,0.894,0.154,0.69,0.098,3
lafutidine,0.561,0.307,0.172,0.246,0.198,0.34,3
lamivudine,0.041,0.169,0.129,0.035,0.103,0.061,4
lamotrigine,0.033,0.455,0.226,0.48,0.47,0.043,2
lapatinib,0.389,0.029,0.23,0.035,0.056,0.002,3
lasalocid,0.0,0.001,0.02,0.0,0.0,0.0,3
latanoprost,0.001,0.209,0.006,0.053,0.133,0.044,3
lcl-161,0.263,0.025,0.068,0.051,0.053,0.022,3
ledipasvir,0.484,0.089,0.411,0.08,0.154,0.001,3
leflunomide,0.194,0.065,0.018,0.253,0.217,0.146,2
lenalidomide,0.273,0.284,0.079,0.575,0.178,0.073,2
lenvatinib,0.002,0.194,0.633,0.15,0.21,0.174,3
lerisetron,0.03,0.228,0.388,0.155,0.469,0.2,3
lersivirine,0.441,0.068,0.076,0.094,0.116,0.336,4
lestaurtinib,0.058,0.184,0.033,0.0,0.006,0.0,2
letermovir,0.021,0.185,0.06,0.245,0.187,0.043,2
levalbuterol,0.119,0.376,0.366,0.107,0.08,0.506,3
levamisole,0.119,0.376,0.575,0.377,0.553,0.895,3
levcromakalim,0.248,0.283,0.198,0.454,0.411,0.184,2
levetiracetam,0.03,0.572,0.332,0.077,0.025,0.225,3
levobunolol,0.126,0.566,0.152,0.342,0.581,0.022,3
levocabastine,0.005,0.306,0.499,0.25,0.333,0.27,3
levocetirizine,0.06,0.217,0.249,0.035,0.191,0.028,3
levofloxacin,0.068,0.676,0.172,0.064,0.611,0.061,3
levomequitazine,0.057,0.191,0.131,0.157,0.641,0.002,3
levonorgestrel,0.141,0.066,0.331,0.033,0.107,0.006,3
levosimendan,0.259,0.271,0.235,0.016,0.122,0.156,4
levothyroxine,0.454,0.14,0.73,0.119,0.122,0.104,3
lgx818,0.047,0.254,0.156,0.175,0.086,0.005,2
licochalcone-a,0.525,0.054,0.515,0.159,0.244,0.038,2
lidamidine,0.198,0.061,0.025,0.325,0.015,0.505,3
lidocaine,0.048,0.02,0.236,0.313,0.334,0.396,3
lidoflazine,0.343,0.674,0.048,0.247,0.646,0.001,3
linezolid,0.144,0.412,0.482,0.497,0.111,0.092,2
linifanib,0.339,0.101,0.124,0.123,0.091,0.052,3
linopirdine,0.126,0.497,0.353,0.035,0.276,0.08,3
linsidomine,0.019,0.011,0.015,0.226,0.028,0.005,3
linsitinib,0.025,0.095,0.001,0.053,0.022,0.001,3
liranaftate,0.393,0.02,0.365,0.353,0.191,0.001,3
lisinopril,0.295,0.077,0.343,0.464,0.625,0.563,3
lisofylline,0.125,0.375,0.236,0.062,0.069,0.104,3
lobenzarit,0.188,0.01,0.316,0.555,0.347,0.644,3
lodoxamide,0.564,0.108,0.139,0.432,0.247,0.322,3
lofexidine,0.16,0.203,0.056,0.191,0.048,0.247,3
lomeguatrib,0.013,0.056,0.225,0.077,0.564,0.291,3
lomerizine,0.093,0.543,0.477,0.339,0.232,0.243,3
lomitapide,0.022,0.107,0.341,0.032,0.021,0.048,3
lonafarnib,0.159,0.073,0.158,0.569,0.069,0.055,2
lonidamine,0.125,0.068,0.362,0.092,0.159,0.27,2
loperamide,0.257,0.06,0.065,0.402,0.365,0.001,3
lopinavir,0.095,0.094,0.14,0.253,0.044,0.01,3
loratadine,0.002,0.048,0.116,0.056,0.002,0.175,3
lorazepam,0.335,0.532,0.128,0.694,0.454,0.191,3
lorcaserin,0.438,0.044,0.335,0.382,0.258,0.121,3
lorglumide,0.474,0.275,0.31,0.186,0.129,0.789,3
losmapimod,0.187,0.162,0.446,0.21,0.196,0.124,3
loxoprofen,0.517,0.529,0.275,0.671,0.628,0.276,3
lucitanib,0.56,0.498,0.264,0.473,0.033,0.137,3
luliconazole,0.731,0.273,0.45,0.356,0.519,0.411,3
lupanine,0.08,0.225,0.21,0.513,0.394,0.072,3
lurasidone,0.839,0.551,0.437,0.449,0.413,0.483,2
lx1031,0.039,0.178,0.16,0.12,0.312,0.505,3
ly215490,0.154,0.29,0.203,0.068,0.2,0.182,3
ly2228820,0.015,0.563,0.117,0.296,0.163,0.006,3
ly2334737,0.285,0.366,0.408,0.116,0.322,0.016,3
ly2784544,0.002,0.126,0.451,0.2,0.056,0.001,3
ly2811376,0.21,0.01,0.044,0.01,0.044,0.02,3
ly2874455,0.135,0.056,0.001,0.001,0.001,0.0,3
ly2886721,0.344,0.234,0.104,0.061,0.389,0.48,3
macitentan,0.833,0.069,0.274,0.009,0.062,0.234,2
malotilate,0.048,0.103,0.172,0.37,0.036,0.056,3
manumycin-a,0.32,0.314,0.141,0.532,0.297,0.02,3
maprotiline,0.024,0.002,0.416,0.212,0.425,0.02,3
maraviroc,0.727,0.111,0.386,0.435,0.202,0.042,3
maribavir,0.182,0.216,0.172,0.396,0.068,0.068,2
marimastat,0.307,0.226,0.069,0.168,0.031,0.107,3
masitinib,0.119,0.421,0.207,0.058,0.01,0.002,3
masoprocol,0.246,0.055,0.36,0.054,0.424,0.361,2
maxacalcitol,0.375,0.048,0.228,0.254,0.057,0.001,3
mazindol,0.268,0.252,0.343,0.688,0.784,0.272,3
mbx-2982,0.57,0.377,0.198,0.068,0.086,0.001,3
mcpp,0.055,0.018,0.022,0.284,0.085,0.04,2
mebendazole,0.355,0.08,0.134,0.112,0.015,0.002,3
mecamylamine,0.208,0.033,0.009,0.048,0.183,0.019,3
meclofenamic-acid,0.214,0.04,0.159,0.001,0.066,0.048,3
meclozine,0.001,0.372,0.325,0.002,0.064,0.338,3
medroxyprogesterone-acetate,0.001,0.015,0.001,0.001,0.001,0.001,3
medrysone,0.107,0.03,0.02,0.001,0.001,0.001,3
meglitinide,0.548,0.786,0.16,0.428,0.336,0.572,3
meisoindigo,0.002,0.001,0.001,0.022,0.014,0.002,3
mek162,0.001,0.012,0.001,0.001,0.001,0.0,3
melatonin,0.001,0.327,0.002,0.048,0.325,0.19,3
meloxicam,0.274,0.272,0.357,0.03,0.309,0.182,2
melperone,0.104,0.254,0.32,0.624,0.157,0.834,3
menadione,0.472,0.246,0.125,0.073,0.219,0.0,2
mepacrine,0.086,0.262,0.355,0.226,0.224,0.001,3
mepazine,0.123,0.041,0.052,0.27,0.162,0.093,3
mephentermine,0.566,0.324,0.291,0.135,0.338,0.13,3
mepivacaine,0.025,0.698,0.095,0.002,0.035,0.031,4
mepyramine,0.121,0.038,0.023,0.147,0.212,0.218,2
merbarone,0.03,0.48,0.174,0.319,0.267,0.056,3
mericitabine,0.255,0.443,0.228,0.013,0.126,0.001,3
merimepodib,0.058,0.269,0.179,0.239,0.203,0.001,3
mestranol,0.375,0.947,0.322,0.457,0.273,0.367,3
mesulergine,0.105,0.128,0.067,0.225,0.011,0.072,3
metamizole,0.368,0.217,0.563,0.023,0.134,0.217,2
metatinib,0.01,0.101,0.001,0.359,0.096,0.002,3
metenkephalin,0.013,0.533,0.183,0.625,0.232,0.125,3
metergoline,0.02,0.056,0.009,0.311,0.333,0.001,3
metformin,0.646,0.451,0.316,0.373,0.36,0.137,2
methazolamide,0.093,0.21,0.121,0.935,0.19,0.086,3
methimazole,0.172,0.8,0.296,0.24,0.104,0.319,3
methiopril,0.172,0.309,0.048,0.154,0.284,0.159,3
methocarbamol,0.086,0.052,0.221,0.22,0.183,0.048,3
methoxsalen,0.333,0.394,0.344,0.27,0.305,0.226,3
methyldopa,0.254,0.068,0.068,0.532,0.55,0.154,3
methylnaltrexone,0.271,0.545,0.124,0.013,0.203,0.002,3
methylprednisolone,0.002,0.0,0.001,0.0,0.0,0.0,3
metixene,0.041,0.01,0.124,0.057,0.202,0.001,3
metoclopramide,0.178,0.075,0.054,0.255,0.142,0.141,2
metolazone,0.384,0.203,0.63,0.175,0.125,0.493,3
metoprolol,0.338,0.111,0.119,0.295,0.001,0.228,3
mf-101,0.399,0.17,0.116,0.161,0.166,0.424,3
mianserin,0.061,0.296,0.062,0.002,0.343,0.275,3
mibampator,0.229,0.407,0.393,0.101,0.006,0.031,3
mibefradil,0.062,0.048,0.068,0.048,0.001,0.001,3
miconazole,0.24,0.382,0.039,0.264,0.073,0.19,2
midodrine,0.309,0.035,0.273,0.08,0.157,0.056,3
midostaurin,0.065,0.068,0.001,0.17,0.001,0.0,3
mifobate,0.763,0.567,0.497,0.367,0.626,0.126,3
miglitol,0.372,0.001,0.301,0.334,0.028,0.171,3
milacemide,0.011,0.397,0.126,0.206,0.296,0.307,3
milnacipran,0.318,0.276,0.198,0.911,0.089,0.272,3
milrinone,0.053,0.057,0.264,0.332,0.134,0.044,3
minaprine,0.232,0.111,0.176,0.111,0.044,0.086,3
minoxidil,0.134,0.314,0.235,0.061,0.044,0.001,3
mirodenafil,0.464,0.381,0.082,0.309,0.029,0.002,3
mirtazapine,0.107,0.203,0.224,0.024,0.548,0.099,3
mitomycin-c,0.029,0.002,0.001,0.001,0.0,0.0,3
mk-0752,0.286,0.618,0.186,0.139,0.016,0.001,3
mk-0773,0.21,0.273,0.357,0.304,0.065,0.017,3
mk-0812,0.135,0.869,0.628,0.654,0.577,0.561,3
mk-0893,0.323,0.061,0.033,0.002,0.022,0.002,3
mk-2461,0.056,0.22,0.069,0.039,0.14,0.002,3
mk-3207,0.388,0.154,0.489,0.254,0.126,0.559,3
mk-8033,0.03,0.289,0.281,0.252,0.085,0.269,2
mk-8245,0.019,0.24,0.552,0.422,0.228,0.009,3
mln0128,0.0,0.0,0.0,0.001,0.0,0.0,3
mln2480,0.451,0.537,0.21,0.289,0.347,0.035,3
mln9708,0.339,0.14,0.0,0.0,0.0,0.0,3
moclobemide,0.551,0.273,0.486,0.002,0.297,0.335,3
molindone,0.022,0.339,0.337,0.572,0.191,0.545,3
molsidomine,0.025,0.249,0.086,0.001,0.122,0.082,3
moxidectin,0.041,0.551,0.244,0.002,0.445,0.124,3
moxifloxacin,0.191,0.119,0.2,0.291,0.606,0.27,3
moxisylyte,0.002,0.307,0.006,0.134,0.126,0.305,3
mozavaptan,0.01,0.273,0.157,0.337,0.338,0.0,3
mycophenolate-mofetil,0.317,0.364,0.005,0.004,0.011,0.001,3
mycophenolic-acid,0.025,0.143,0.044,0.001,0.001,0.001,3
n6022,0.174,0.116,0.272,0.155,0.025,0.066,3
nafamostat,0.127,0.002,0.407,0.334,0.377,0.001,3
naftidrofuryl,0.06,0.911,0.982,0.209,0.248,0.139,3
naftopidil,0.207,0.053,0.31,0.123,0.025,0.044,4
nalbuphine,0.5,0.256,0.413,0.17,0.504,0.32,2
naphazoline,0.184,0.073,0.104,0.347,0.069,0.035,2
naproxen,0.272,0.298,0.065,0.496,0.361,0.091,2
naringenin,0.24,0.532,0.08,0.076,0.157,0.157,3
narlaprevir,0.187,0.135,0.268,0.461,0.215,0.057,2
nateglinide,0.02,0.376,0.248,0.161,0.191,0.19,3
navitoclax,0.076,0.011,0.207,0.072,0.108,0.0,3
nebivolol,0.327,0.317,0.111,0.29,0.053,0.163,3
nefiracetam,0.342,0.525,0.762,0.468,0.153,0.526,2
nefopam,0.206,0.124,0.08,0.315,0.178,0.221,3
nelarabine,0.069,0.583,0.529,0.268,0.002,0.065,3
nemonapride,0.2,0.004,0.225,0.157,0.016,0.03,3
nepafenac,0.126,0.116,0.134,0.19,0.139,0.341,3
neratinib,0.002,0.172,0.122,0.327,0.006,0.001,3
nesbuvir,0.022,0.167,0.02,0.08,0.166,0.01,3
netupitant,0.098,0.053,0.01,0.24,0.055,0.089,3
nevirapine,0.361,0.054,0.342,0.104,0.232,0.333,2
niacin,0.24,0.269,0.14,0.339,0.166,0.514,3
nicaraven,0.133,0.315,0.006,0.035,0.016,0.202,3
nicardipine,0.048,0.069,0.053,0.198,0.382,0.21,3
nicergoline,0.298,0.372,0.212,0.347,0.343,0.078,2
nicotinamide,0.202,0.224,0.291,0.72,0.377,0.29,3
nicotine,0.276,0.08,0.342,0.172,0.306,0.315,3
niguldipine,0.268,0.327,0.416,0.505,0.289,0.623,3
nikethamide,0.248,0.078,0.32,0.182,0.058,0.069,2
nilotinib,0.386,0.061,0.295,0.181,0.137,0.005,3
nimesulide,0.501,0.461,0.452,0.347,0.065,0.066,2
nimodipine,0.327,0.296,0.581,0.14,0.191,0.206,3
nintedanib,0.056,0.022,0.068,0.056,0.275,0.001,3
nisoxetine,0.252,0.181,0.184,0.414,0.172,0.684,2
nitrendipine,0.068,0.491,0.001,0.179,0.035,0.089,3
nizofenone,0.108,0.236,0.073,0.126,0.066,0.023,2
nms-1286937,0.044,0.048,0.001,0.001,0.001,0.001,3
norethindrone,0.056,0.316,0.056,0.058,0.475,0.236,3
norethisterone,0.572,0.154,0.447,0.223,0.24,0.296,2
norfloxacin,0.198,0.56,0.179,0.084,0.103,0.198,2
norgestrel,0.058,0.048,0.104,0.002,0.025,0.191,3
nortriptyline,0.203,0.002,0.061,0.104,0.001,0.001,3
noscapine,0.107,0.122,0.141,0.057,0.116,0.159,3
novobiocin,0.052,0.207,0.357,0.154,0.02,0.069,3
nsi-189,0.104,0.43,0.384,0.198,0.184,0.443,2
nutlin-3,0.001,0.08,0.225,0.55,0.001,0.0,3
nvp-dpp728,0.101,0.219,0.224,0.546,0.278,0.061,2
nxy-059,0.053,0.262,0.072,0.011,0.08,0.002,3
o6-benzylguanine,0.055,0.104,0.054,0.449,0.424,0.061,2
odanacatib,0.123,0.119,0.121,0.033,0.134,0.319,3
ofloxacin,0.162,0.21,0.056,0.068,0.198,0.473,3
oglemilast,0.044,0.241,0.141,0.066,0.056,0.001,3
olaparib,0.126,0.367,0.155,0.057,0.002,0.096,3
olmesartan,0.314,0.065,0.39,0.019,0.093,0.182,2
omecamtiv-mecarbil,0.21,0.044,0.206,0.104,0.029,0.291,3
omeprazole,0.224,0.069,0.073,0.216,0.367,0.125,2
ondansetron,0.431,0.413,0.366,0.449,0.408,0.331,2
oprozomib,0.025,0.001,0.0,0.0,0.0,0.0,3
orantinib,0.087,0.074,0.557,0.199,0.125,0.53,2
ore1001,0.022,0.313,0.119,0.322,0.214,0.407,3
org-9768,0.307,0.146,0.203,0.37,0.53,0.408,3
orlistat,0.27,0.504,0.038,0.412,0.274,0.111,2
orphenadrine,0.886,0.959,0.747,0.608,0.434,0.343,2
orteronel,0.086,0.202,0.022,0.061,0.08,0.513,3
oseltamivir-carboxylate,0.069,0.02,0.069,0.051,0.002,0.022,3
ostarine,0.006,0.276,0.126,0.253,0.069,0.002,3
otamixaban,0.015,0.01,0.123,0.103,0.002,0.011,3
otilonium,0.259,0.001,0.135,0.02,0.002,0.057,3
ots167,0.003,0.0,0.0,0.0,0.0,0.0,2
oxandrolone,0.198,0.182,0.116,0.322,0.069,0.137,3
oxaprozin,0.045,0.26,0.066,0.069,0.093,0.269,2
oxatomide,0.105,0.102,0.079,0.055,0.165,0.099,4
oxfendazole,0.137,0.115,0.056,0.101,0.13,0.249,3
oxiconazole,0.307,0.325,0.246,0.135,0.252,0.056,3
oxiperomide,0.028,0.269,0.081,0.258,0.198,0.018,2
oxybenzone,0.333,0.497,0.502,0.658,0.123,0.02,3
oxybuprocaine,0.174,0.186,0.651,0.559,0.314,0.076,3
oxybutynin,0.126,0.228,0.561,0.113,0.124,0.02,3
oxymetazoline,0.556,0.414,0.439,0.419,0.557,0.45,2
oxypurinol,0.105,0.088,0.134,0.037,0.498,0.694,3
ozagrel,0.804,0.55,0.55,0.068,0.04,0.079,2
pa-824,0.056,0.066,0.297,0.336,0.029,0.704,3
paclitaxel,0.001,0.001,0.0,0.001,0.0,0.0,3
palbociclib,0.868,0.001,0.001,0.0,0.0,0.0,3
palmitoylethanolamide,0.001,0.605,0.95,0.66,0.295,0.093,3
palomid-529,0.013,0.154,0.134,0.42,0.316,0.185,3
palonosetron,0.307,0.135,0.001,0.035,0.143,0.002,3
palovarotene,0.001,0.033,0.025,0.001,0.001,0.015,3
papaverine,0.41,0.343,0.128,0.518,0.496,0.036,2
paracetamol,0.202,0.042,0.27,0.359,0.645,0.464,3
paroxetine,0.686,0.464,0.528,0.356,0.111,0.115,3
