cpd,dose,replicate_correlation,signature_strength,MAS
dantrolene,0.12 uM,0.0421744561816432,292.8,0.1241635221680866
danusertib,0.12 uM,0.2817713090868334,461.4,0.40287555972043787
dapagliflozin,0.12 uM,0.0538585068228305,315.6,0.14567311049985598
dapivirine,0.12 uM,0.1075179443712815,296.8,0.19959799138278017
dapsone,0.12 uM,0.0185636680769985,298.8,0.08321582742688445
darapladib,0.12 uM,0.1728486018100815,500.6,0.32867154022817907
darifenacin,0.12 uM,0.0591848211867335,316.6,0.15294819889497968
darunavir,0.12 uM,0.029935425948238,305.6,0.10686934261862588
dasabuvir,0.12 uM,0.0444656033138128,294.0,0.1277525276948002
dasatinib,0.12 uM,0.5419455224298804,694.6,0.6855339188598617
daunorubicin,0.12 uM,0.6850089429983095,720.0,0.7846899870195984
dazmegrel,0.12 uM,0.0602007387897298,303.8,0.1511048963246502
dazoxiben,0.12 uM,0.0183154473367143,308.4,0.08397493799068974
decitabine,0.12 uM,0.2470034767949041,372.2,0.33878444320118245
defactinib,0.12 uM,0.0336943222468174,268.5,0.10627576737278704
deferasirox,0.12 uM,0.1416107787646987,450.4,0.28218315732282734
deferiprone,0.12 uM,0.088244183548619,366.2,0.20085653048154542
deforolimus,0.12 uM,0.5000391343738033,568.8,0.5958892259286133
dehydroepiandrosterone,0.12 uM,0.0026177533693855,336.8,0.0331767734362723
delanzomib,0.12 uM,0.661530571978294,703.8,0.7624007817466443
delivert,0.12 uM,0.0411881462075149,298.0,0.12378784340387014
deoxycholic-acid,0.12 uM,0.0403255554932892,402.4,0.1423321164527075
dequalinium,0.12 uM,0.1237708981292088,348.2,0.2319569537118235
desmopressin-acetate,0.12 uM,0.1201560471480474,429.0,0.25367940147895734
desvenlafaxine,0.12 uM,-0.0057149962173218,346.2,0.0
dexamethasone,0.12 uM,0.3490025871650462,605.0,0.5134235112615811
dexfenfluramine,0.12 uM,0.0184053209672448,265.4,0.0780918837204271
dexloxiglumide,0.12 uM,0.0492279016877282,389.8,0.15477838886701925
dexmedetomidine,0.12 uM,0.1153683090961734,334.4,0.2194624079803983
dexniguldipine,0.12 uM,0.0037284597495026,211.0,0.03133932939570652
dextromethorphan,0.12 uM,0.0225558061774402,297.8,0.09157464962523544
diacerein,0.12 uM,0.0434968991379229,287.4,0.12492698897588374
diazepam,0.12 uM,0.0564690567588519,295.0,0.14421154069366324
diazoxide,0.12 uM,0.47781369376185,629.6,0.6128375923499874
diclofenac,0.12 uM,0.0236498524288529,298.6,0.09389508538919404
diclofensine,0.12 uM,0.0387319155295282,295.2,0.11947482595864534
dicloxacillin,0.12 uM,0.0698465680368367,300.6,0.16190146026610142
dicoumarol,0.12 uM,0.0952281398563516,357.2,0.20607348590701488
dideoxyadenosine,0.12 uM,0.0323805304155341,321.2,0.1139497796026722
dienogest,0.12 uM,0.0592983365556147,309.6,0.15139288784124488
diethylcarbamazine,0.12 uM,0.0437043276639861,323.2,0.13279497447077776
diethylstilbestrol,0.12 uM,0.0212686798920302,318.0,0.09188985567032475
diflunisal,0.12 uM,0.0258828817469435,281.6,0.0953907758893288
digoxin,0.12 uM,0.7273419214136942,759.4,0.8304019266008005
dihydroergocristine,0.12 uM,0.0721262970850028,328.8,0.17206655537201052
dihydroergotamine,0.12 uM,0.0598647342318361,307.8,0.15167135934033082
dilazep,0.12 uM,0.1607408094931211,376.6,0.27490774495018283
diltiazem,0.12 uM,0.0503213758674474,256.0,0.12681773084435996
dimesna,0.12 uM,0.0518797808848664,387.2,0.1583618194702969
dimethyl-fumarate,0.12 uM,0.0575305532984019,347.2,0.157914814917864
diminazene-aceturate,0.12 uM,0.0075967151409864,304.2,0.05371261142950375
dinaciclib,0.12 uM,0.7127579693089374,714.4,0.797306869271892
dinoprost,0.12 uM,0.0363207734409295,502.4,0.1509336592977771
diosmin,0.12 uM,0.0378119191721071,315.8,0.12209676722780144
diphenidol,0.12 uM,-0.01197625085227,289.0,0.0
diphenylpyraline,0.12 uM,0.0384703153165774,283.8,0.11674890353001824
dipraglurant,0.12 uM,0.051743872995414,298.8,0.13893238932222987
dipyridamole,0.12 uM,0.0554789290817899,324.8,0.14998774883704732
disopyramide,0.12 uM,0.0820791887322891,457.2,0.21644790191337002
disulfiram,0.12 uM,0.3920208374195597,682.0,0.5777374301768844
dmp-777,0.12 uM,0.0039658461524092,275.4,0.036926116981382075
docetaxel,0.12 uM,0.5784200313822185,718.8,0.720459277983761
dofequidar,0.12 uM,0.0538614956055554,343.8,0.15204630918347556
dolasetron,0.12 uM,0.0478302838409594,301.0,0.13406594347060197
dolastatin-10,0.12 uM,0.7145613611103327,728.6,0.8062098311026277
dolutegravir,0.12 uM,0.0535577955859415,340.2,0.15082114838252075
donepezil,0.12 uM,0.0620286596243473,305.0,0.15368442618956513
donitriptan,0.12 uM,0.0812729295674671,326.2,0.18192763657550018
dopamine,0.12 uM,0.0655234572744169,265.0,0.1472329728246771
doramapimod,0.12 uM,0.0505551196914081,331.8,0.14471198617713857
dorzolamide,0.12 uM,-0.0022280557968374,375.0,0.0
dosulepin,0.12 uM,0.0644433625673643,313.4,0.15878970235439613
doxapram,0.12 uM,0.0399534403691146,339.8,0.13018846915109858
doxazosin,0.12 uM,0.0143590812295104,266.2,0.06907980352498676
doxepin,0.12 uM,0.0431488693995348,361.6,0.1395669742210642
doxifluridine,0.12 uM,0.0532907431795044,303.4,0.1420749194875464
doxofylline,0.12 uM,0.0074653371253514,287.6,0.05177294804120905
doxorubicin,0.12 uM,0.6034910149719335,725.6,0.7393801436564967
doxycycline-hyclate,0.12 uM,0.053636916603622,303.8,0.14262955546663425
dpcpx,0.12 uM,0.0324155318632258,294.5,0.10916991380206618
dpi-201106,0.12 uM,0.0544059444086413,320.4,0.1475207706170779
dronedarone,0.12 uM,0.0079218853615026,338.6,0.057868402770484065
droperidol,0.12 uM,0.055168142378137,284.6,0.14000558808545213
drospirenone,0.12 uM,-0.0320561891152269,311.5,0.0
du-728,0.12 uM,0.0254107241260145,315.2,0.0999966306830623
duloxetine,0.12 uM,0.0238332772936572,298.2,0.0941953457303711
dutasteride,0.12 uM,0.0577963097873294,343.0,0.157318884061052
e-2012,0.12 uM,0.0116447995180587,310.4,0.06717545337462685
ebselen,0.12 uM,0.0661071338507663,350.2,0.17000667635615335
ecabet,0.12 uM,0.0230113036696647,288.8,0.0910862763404948
econazole,0.12 uM,0.0960687233227791,312.8,0.19369041238377002
edoxaban,0.12 uM,0.1253678887986027,344.4,0.23217126600174362
edoxudine,0.12 uM,0.0602776882699618,350.8,0.16247697635840605
efaproxiral,0.12 uM,0.0473949022574649,241.5,0.11953858906699148
efatutazone,0.12 uM,0.1596837377529957,402.6,0.28330286864055954
efavirenz,0.12 uM,0.0155239242717177,197.0,0.06178991713528997
eflornithine,0.12 uM,0.0706720441405848,350.8,0.17592897033289726
elacridar,0.12 uM,0.3217213870753826,531.2,0.4619050829293926
elesclomol,0.12 uM,0.3832537803431496,675.8,0.5686382366141948
ellagic-acid,0.12 uM,0.0746077923169604,372.0,0.18614325608963658
elvitegravir,0.12 uM,0.0396567102842145,319.6,0.12578981243488357
emd-1214063,0.12 uM,0.0697916958539979,337.6,0.17150896913068941
emd-53998,0.12 uM,0.0112436955364398,291.6,0.06397820339689869
emedastine,0.12 uM,0.0331222739032568,285.4,0.10863525758701968
empagliflozin,0.12 uM,0.0394622526081799,303.4,0.12225945805048674
emtricitabine,0.12 uM,0.0736799270550216,321.8,0.17204868415867508
enalapril,0.12 uM,0.0427587982291462,284.6,0.12325766469123671
enoxacin,0.12 uM,0.0657455962154538,330.8,0.1647782273385477
enoxolone,0.12 uM,0.1077105223831806,382.6,0.22682206026085713
enprofylline,0.12 uM,0.021777823699179,296.4,0.08976976338124053
entecavir,0.12 uM,0.0336896756236748,291.4,0.11070747113775294
entinostat,0.12 uM,0.1759035347025694,398.0,0.295639569527981
enzalutamide,0.12 uM,0.1021618122297253,360.0,0.2142788398952235
enzastaurin,0.12 uM,0.0150296076288679,342.6,0.08017726594611739
eperezolid,0.12 uM,0.0601026810315036,330.2,0.1574052447725321
epinastine,0.12 uM,0.0780752005753406,291.0,0.1684173349477171
epinephrine,0.12 uM,0.0263533114778596,297.8,0.0989837005845229
epirizole,0.12 uM,-0.0032225615735941,285.5,0.0
epirubicin,0.12 uM,0.7188440766062372,733.2,0.8111708196097684
epitiostanol,0.12 uM,0.2143922263629316,396.0,0.3255636074126862
eplerenone,0.12 uM,0.0604722977201191,282.2,0.14596222732616304
epothilone-b,0.12 uM,0.6357855828593311,706.2,0.7486915582916993
eptifibatide,0.12 uM,0.0109709340880009,289.2,0.0629368045828389
equol,0.12 uM,0.0786023588033661,312.2,0.175032211832679
ercalcitriol,0.12 uM,0.0847915324049427,308.4,0.1806829483717681
erlotinib,0.12 uM,0.2150434190740377,342.2,0.30310061865267623
erteberel,0.12 uM,0.2178143592330036,460.0,0.3536762614829505
erythromycin,0.12 uM,0.0084620844891516,417.1,0.06638080510526659
escitalopram,0.12 uM,0.0470663813313159,291.0,0.1307632304251739
esculin,0.12 uM,0.0225944735539428,308.0,0.09320950757776465
esmolol,0.12 uM,0.0343574000392277,322.0,0.1175227170784537
estradiol,0.12 uM,0.0046300213884763,341.2,0.04440989556006153
estramustine,0.12 uM,0.0476365033110108,248.8,0.12164068792359817
estramustine-phosphate,0.12 uM,0.0747145362249806,374.5,0.1869012497921074
estriol,0.12 uM,0.0555345367853773,343.4,0.15429983592316557
estrone,0.12 uM,0.0592125024517358,203.5,0.12265144145523316
etacrynic-acid,0.12 uM,0.0397907034847338,323.2,0.126709806207318
etanidazole,0.12 uM,0.0553594594973241,320.6,0.1488543126199932
etazolate,0.12 uM,0.0370257759160152,299.6,0.1176811031050129
ethinyl-estradiol,0.12 uM,0.0390172392053573,297.25,0.120329729856679
ethylenediaminetetraacetic-acid,0.12 uM,0.1536337993966395,343.4,0.256641729205415
etizolam,0.12 uM,0.0164046461561452,261.6,0.07319578037857064
etodolac,0.12 uM,0.0954078287427498,300.8,0.18928433086203034
etofenamate,0.12 uM,0.0025786306705147,320.6,0.032126252832495795
etofylline-clofibrate,0.12 uM,0.0247983155407361,307.8,0.09761782805336275
etomidate,0.12 uM,0.0496356253560854,290.0,0.1340539112733059
etomoxir,0.12 uM,0.0590554279096266,281.0,0.14393513261277116
etoposide,0.12 uM,0.4274089005015551,633.0,0.5811756069934029
etoricoxib,0.12 uM,0.0288553545910504,288.6,0.10196358885360278
etravirine,0.12 uM,0.0469660002615184,384.2,0.1500908476470499
eugenol,0.12 uM,0.0019305668413236,343.8,0.028785852747674572
everolimus,0.12 uM,0.5472900963882429,538.0,0.606294564092433
evp-6124,0.12 uM,0.0298646758571735,308.4,0.10723086994240338
exalamide,0.12 uM,0.0919021033558426,302.2,0.18620601143438326
exemestane,0.12 uM,0.1092987685281179,448.6,0.24741214297509267
exherin,0.12 uM,0.0193119495269317,300.6,0.08513169666770823
fadrozole,0.12 uM,-0.014157653618762,335.0,0.0
famciclovir,0.12 uM,0.2874352157994527,481.4,0.41562989046747845
famotidine,0.12 uM,0.0376973413843668,318.5,0.12243168357179139
faropenem,0.12 uM,0.1472421707902528,447.6,0.2868434165622684
fasudil,0.12 uM,0.0679294390428423,315.4,0.16354738352941153
favipiravir,0.12 uM,0.0629923669291191,367.2,0.16993351544317875
fdcyd,0.12 uM,0.7442115334323367,700.8,0.8069172256343553
febuxostat,0.12 uM,0.0408436072739499,327.8,0.12928563188628378
felbamate,0.12 uM,0.0574507784845003,320.6,0.15163988973046197
felbinac,0.12 uM,0.0373779035557174,322.0,0.12257986743874227
felodipine,0.12 uM,0.0021624777008788,307.4,0.028807892810867406
fenobam,0.12 uM,0.0459240825838026,356.4,0.1429462722324462
fenoldopam,0.12 uM,0.0473046900538914,352.8,0.14434446355357
fenoterol,0.12 uM,0.018739515910598,292.0,0.08265218737136774
fentiazac,0.12 uM,0.0466759248881541,292.6,0.13057720520708332
fenticonazole,0.12 uM,0.0629250025684851,395.0,0.17615456842845928
fexofenadine,0.12 uM,0.024021325431739,252.8,0.0870704442311297
fiacitabine,0.12 uM,0.0843233442610701,362.6,0.19537615254963603
fidarestat,0.12 uM,0.017663507429927,294.8,0.08062801245496228
fidaxomicin,0.12 uM,0.0502234115086814,303.8,0.13801641155347844
filgotinib,0.12 uM,0.0444096803870473,293.6,0.12758528596806107
finasteride,0.12 uM,0.0784217709471639,395.8,0.19685205805416192
fingolimod,0.12 uM,-0.0102869464914492,318.4,0.0
fipronil,0.12 uM,0.0227168034968757,381.2,0.1039761658382979
firategrast,0.12 uM,0.0499680807344933,297.6,0.13625314632468966
flavoxate,0.12 uM,0.0123913530779792,299.8,0.06810185194379802
flecainide,0.12 uM,0.0201891222318735,320.8,0.08992069200922001
floxuridine,0.12 uM,0.7266574551449092,684.6,0.7880741026395881
fluconazole,0.12 uM,0.0844012744356337,367.2,0.19670236447668205
fludarabine-phosphate,0.12 uM,0.1028618178336929,387.8,0.22315917228441295
fludroxycortide,0.12 uM,0.489833748960931,533.0,0.5709153219735306
flumatinib,0.12 uM,0.0770011885081304,333.0,0.17891822169343694
flumazenil,0.12 uM,0.0518150433840492,338.8,0.14804146557209544
fluocinonide,0.12 uM,0.586251867989203,557.0,0.6384890584342908
fluorometholone,0.12 uM,0.6369190903826576,534.2,0.6517451633158757
fluorouracil,0.12 uM,0.0880700869548974,317.4,0.18681055716693118
fluoxetine,0.12 uM,0.0486747667348482,387.4,0.15343183871002072
fluphenazine,0.12 uM,0.072972227670524,482.2,0.2095926975226947
fluspirilene,0.12 uM,0.0646626995245967,322.2,0.16127736743564675
flutamide,0.12 uM,0.0170917976594095,465.2,0.09963168295595448
fluticasone,0.12 uM,0.4217854941298439,570.4,0.5480489123259908
flutrimazole,0.12 uM,0.1012385819159965,370.0,0.21625075410350703
fluvoxamine,0.12 uM,0.0005786213305687,260.4,0.013715178105370499
folic-acid,0.12 uM,0.0765514701075027,358.6,0.185125247546328
fomepizole,0.12 uM,0.0123256232078978,289.4,0.06673250827655834
fomocaine,0.12 uM,0.0494301115189554,319.2,0.14034953511164772
foretinib,0.12 uM,0.557573820598317,663.25,0.6794751191859796
formestane,0.12 uM,0.1840268476748204,340.2,0.2795705945321477
formoterol,0.12 uM,0.0224232139688232,277.4,0.08812231565015194
forskolin,0.12 uM,0.0536361343831432,292.6,0.1399747298421813
fosfomycin,0.12 uM,0.0941760182876143,339.8,0.19987827448699697
fosinopril,0.12 uM,0.0186971008807569,292.0,0.0825585968817144
fostamatinib,0.12 uM,0.068032143424211,307.8,0.16168700882086473
fpl-62064,0.12 uM,0.1017245509820953,292.4,0.19270159833653175
ftorafur,0.12 uM,0.02159613839932,305.4,0.09074157422221087
fulvestrant,0.12 uM,0.0782004142266057,361.25,0.18779853350789774
furosemide,0.12 uM,0.0217317193906619,299.0,0.09006714167634998
fusidic-acid,0.12 uM,0.0289778012833085,296.6,0.10358623070561493
gabapentin,0.12 uM,0.4175288370833216,544.6,0.5328019411178018
gaboxadol,0.12 uM,0.0276811716028281,304.4,0.10256479110497949
galeterone,0.12 uM,0.0176144610384152,354.2,0.08825568702295317
gallopamil,0.12 uM,0.0018594431524185,298.0,0.026301670136341916
ganaxolone,0.12 uM,0.0304411606750912,365.0,0.11777707866001877
ganciclovir,0.12 uM,0.0711222879131758,313.6,0.16686860234598894
ganetespib,0.12 uM,0.5703004660633062,709.8,0.7108919603502034
gatifloxacin,0.12 uM,0.0378045873144853,267.2,0.11229856834560492
gdc-0068,0.12 uM,0.0199877179709901,245.2,0.0782213993991
gdc-0152,0.12 uM,0.2184347067723948,338.4,0.30378039404307644
gdc-0199,0.12 uM,0.054667497921862,324.6,0.14884100653134516
gdc-0834,0.12 uM,0.0114563310824063,307.8,0.06634998480294954
gefitinib,0.12 uM,0.0448581028701654,299.8,0.1295746389798599
gemcitabine,0.12 uM,0.6257133850766343,695.4,0.7370361809726751
gemfibrozil,0.12 uM,0.0881881672223934,369.8,0.20177732203828103
gemifloxacin,0.12 uM,-0.0287852699711395,227.0,0.0
genistein,0.12 uM,0.0059908748727432,300.2,0.04738427175218618
genz-644282,0.12 uM,0.6558269821700431,731.6,0.7739541452313912
gestrinone,0.12 uM,0.1555854044663621,367.4,0.26713927595961345
gimeracil,0.12 uM,0.0250087795492542,307.4,0.09796747679033636
ginkgolide-b,0.12 uM,0.0097096210783901,293.0,0.05959621702428659
glafenine,0.12 uM,0.0628296183698058,302.4,0.15401281054354599
glasdegib,0.12 uM,0.0310130689194616,302.4,0.10820491980828822
gliclazide,0.12 uM,0.0173335154622806,325.6,0.0839400582345978
glimepiride,0.12 uM,0.0349767668842874,328.6,0.11978635579200429
glipizide,0.12 uM,0.118987059504796,311.2,0.2150073973639375
gliquidone,0.12 uM,0.0341171649527865,309.2,0.11475984479242296
glyburide,0.12 uM,0.0076185355898642,304.2,0.05378969691008458
glycitein,0.12 uM,0.0569480442153044,314.0,0.14941285788672817
glycopyrrolate,0.12 uM,0.1061268878365883,296.8,0.19830259828546323
golvatinib,0.12 uM,0.031535230276369,283.6,0.10566590050631541
goserelin-acetate,0.12 uM,0.0362447462803665,333.2,0.12278880430517385
granisetron,0.12 uM,0.0263067168221767,292.2,0.09796189388473044
grazoprevir,0.12 uM,0.0304319141285363,295.2,0.10590258314618017
griseofulvin,0.12 uM,0.0345765735474049,307.4,0.11519314892232971
gsk1292263,0.12 uM,0.0819736239924533,353.8,0.19028288346823588
gsk2110183,0.12 uM,0.0753283691520263,415.4,0.1976497505748787
gsk256066,0.12 uM,-0.0024261443768855,301.5,0.0
gsk2636771,0.12 uM,0.0360557174479531,332.8,0.12239466039102032
guanabenz,0.12 uM,0.0210069512548217,314.4,0.09080432292472454
guanadrel,0.12 uM,0.0474038335808419,329.0,0.13953669212633388
guanethidine,0.12 uM,0.0209863449989259,284.8,0.08638177791162702
gw842166,0.12 uM,0.0345418172732961,352.0,0.12320481045236031
halcinonide,0.12 uM,0.3739195200201742,540.0,0.5020762644205554
halofantrine,0.12 uM,0.224203979750997,639.2,0.4229838479794261
haloperidol,0.12 uM,0.1173597490356505,347.8,0.22573979008410333
hc-030031,0.12 uM,0.0296680232938253,297.0,0.10488328283887198
hesperidin,0.12 uM,0.0075871183464559,339.4,0.056699351300843776
hexachlorophene,0.12 uM,0.2354697175600325,492.4,0.38046113180872826
histamine,0.12 uM,0.0671728683908207,280.75,0.15344070007776034
homochlorcyclizine,0.12 uM,0.0509507481296758,294.2,0.13679819239626184
homoharringtonine,0.12 uM,0.6699398857724603,695.8,0.7628582926613857
honokiol,0.12 uM,0.1293745388401655,355.8,0.23972378226707727
hydrocortisone,0.12 uM,0.4261327369777803,528.4,0.5301974030171369
hydroflumethiazide,0.12 uM,-7.084349052462451e-05,289.2,0.0
hydroxyurea,0.12 uM,0.0446861544640272,275.2,0.12390660223744263
hymecromone,0.12 uM,0.0418031116030149,324.4,0.13011533059540908
hypericin,0.12 uM,0.0333135676725788,338.4,0.11863408686921191
i-bet-762,0.12 uM,0.1429696475104374,419.2,0.2735371402325668
ib-meca,0.12 uM,0.0084953813966955,306.2,0.05698725993449458
ibrutinib,0.12 uM,0.2648573556744842,373.4,0.351379902621234
ibudilast,0.12 uM,0.0506811739378146,290.8,0.13564515183881026
ibuprofen,0.12 uM,0.0629183478569493,311.6,0.15644839840528021
ibutamoren,0.12 uM,0.0071123338657102,310.4,0.052498955841426095
ibutilide,0.12 uM,0.0088601179635181,300.6,0.05766309940941478
ici-162846,0.12 uM,0.0185071030289444,290.4,0.08191270527457914
"ici-185,282",0.12 uM,0.0667112649088888,307.8,0.16010969764382005
ici-192605,0.12 uM,0.1309595043290649,402.0,0.2563688644941164
idalopirdine,0.12 uM,0.0552329265786843,313.6,0.1470519529715716
idebenone,0.12 uM,0.0220699421857341,285.6,0.08870813347222968
idelalisib,0.12 uM,0.0811065034044103,294.2,0.1725968699819392
idoxuridin,0.12 uM,0.1002539648070834,325.0,0.20168620811720558
ifenprodil,0.12 uM,0.0569609099909402,340.0,0.15549329259199
ifosfamide,0.12 uM,0.0623808106139146,349.4,0.16495698084263152
iguratimod,0.12 uM,0.2183441910205759,407.6,0.33332788808283986
ilomastat,0.12 uM,0.0109269312673372,298.0,0.06375892405449901
imatinib,0.12 uM,0.0400998790476991,362.6,0.13473150876484702
imexon,0.12 uM,0.0488129045364117,310.0,0.13744593946354242
imiloxan,0.12 uM,0.0491860937543781,305.0,0.1368531594804516
imipramine,0.12 uM,0.0038146908010871,212.0,0.03177469155646826
imiquimod,0.12 uM,0.0374988558566131,319.4,0.1222813448226598
indacaterol,0.12 uM,0.0239627289454266,351.8,0.10258876393467412
indapamide,0.12 uM,0.0140726951348221,308.2,0.07358489912316593
indibulin,0.12 uM,0.2817859844770097,491.6,0.4158621295845466
indinavir,0.12 uM,0.0315403322218797,285.0,0.10593495921821058
indiplon,0.12 uM,0.0156636498641037,321.4,0.0792780869097733
indirubin,0.12 uM,0.1437532923309703,317.6,0.23874423248471222
indobufen,0.12 uM,0.0705018469743244,302.4,0.16314541863554555
indole,0.12 uM,0.0810251524746187,367.75,0.19287236735873564
indometacin,0.12 uM,0.0069916150634649,288.2,0.05015560632228749
indoprofen,0.12 uM,0.0384212922749306,189.0,0.09521395999133118
indoramin,0.12 uM,0.0599949330792868,319.8,0.1547676749419472
indoximod,0.12 uM,0.0172820640346698,291.0,0.07923700312531254
ingenol-mebutate,0.12 uM,0.717444112098032,743.2,0.8158881591730103
iniparib,0.12 uM,0.0858277176907917,375.4,0.20056015570479993
inosine,0.12 uM,0.0473919601744701,351.2,0.1441495634602656
inositol,0.12 uM,0.0712974586006892,314.4,0.1672869393586089
iowh032,0.12 uM,0.0350563432243361,373.2,0.12780206338278216
ipratropium,0.12 uM,0.0379886192757805,337.4,0.1264978183882599
ipriflavone,0.12 uM,0.0406521267057076,342.0,0.13174630092314293
irbesartan,0.12 uM,0.0354624674269382,269.6,0.10925168927008733
irinotecan,0.12 uM,0.0474092857743282,320.2,0.13766581560138078
irsogladine,0.12 uM,0.0742450988633285,335.6,0.17637158304000183
isbufylline,0.12 uM,0.0897597649135588,361.2,0.20118632889638227
isoconazole,0.12 uM,0.0039421577143284,312.2,0.03919829607263447
isofloxythepin,0.12 uM,0.0548245374391736,439.6,0.1734602915133922
isoniazid,0.12 uM,0.0431317539484621,374.2,0.1419496065366096
isosorbide,0.12 uM,0.0233360652675427,290.2,0.09194884142283882
isradipine,0.12 uM,0.0137671388009377,296.0,0.07132658693532269
istaroxime,0.12 uM,0.0438259104112378,325.8,0.13351336914444642
itopride,0.12 uM,0.0254705114554437,335.8,0.10333392380366511
itraconazole,0.12 uM,0.0543361516620433,298.0,0.14217928052057882
ivabradine,0.12 uM,0.0490820000560396,411.8,0.1588502998317931
ivacaftor,0.12 uM,0.1035162912008368,281.2,0.1906319770362732
ivermectin,0.12 uM,0.0617419583064809,362.6,0.16718135540609247
ixabepilone,0.12 uM,0.4308909841501116,688.0,0.6083614195920349
josamycin,0.12 uM,0.034994442732121,340.8,0.12202057747455762
kakonein,0.12 uM,0.1039827514546965,439.6,0.2388873959409149
kbg,0.12 uM,0.0352404452352265,415.75,0.13524479634909206
kd-023,0.12 uM,0.0854809838699132,317.0,0.1839281188869893
kd025,0.12 uM,0.0251844055591358,305.8,0.09805468180662977
ketanserin,0.12 uM,0.0325407571894234,311.6,0.11251133908856048
ketoconazole,0.12 uM,0.0740722047876563,358.4,0.18205196811899624
ketoprofen,0.12 uM,-0.0007603066304276,302.0,0.0
ketorolac,0.12 uM,-0.0352371178794586,168.0,0.0
ketotifen,0.12 uM,0.0338182049557753,322.6,0.11670546662856095
kpt-330,0.12 uM,0.5262108306013991,466.4,0.5535322184340853
kw-2449,0.12 uM,0.1065702083741955,327.0,0.2085813748529168
kw-2478,0.12 uM,0.0874114806616417,190.5,0.14418346903035173
kx2-391,0.12 uM,0.5052573271876488,696.0,0.6625896869757679
l-citrulline,0.12 uM,0.1418364085105588,397.4,0.26527207605532416
l-ergothioneine,0.12 uM,0.0583959576713646,359.2,0.16182413658186814
l-name,0.12 uM,0.0819817730953515,318.0,0.18040806790909839
labetalol,0.12 uM,0.0392786292695228,315.0,0.12428456042455434
lacidipine,0.12 uM,0.0404761037481203,386.2,0.13969769066964577
lacitol,0.12 uM,0.0608669571389877,290.8,0.14865233608572168
lacosamide,0.12 uM,0.025279065911999,278.4,0.09373437081474227
lafutidine,0.12 uM,0.4233876918191412,632.2,0.5780695615041967
lamivudine,0.12 uM,0.0344556095715766,311.5,0.1157557934717731
lamotrigine,0.12 uM,0.0290115418382881,326.2,0.10869539008063311
lapatinib,0.12 uM,0.1115517736557482,318.6,0.210641950520908
laropiprant,0.12 uM,0.0324294717326533,298.2,0.10987717845583199
lasalocid,0.12 uM,0.0763807125444815,378.4,0.18995518765459823
latanoprost,0.12 uM,0.0467440364444693,305.6,0.13354373631848068
lcl-161,0.12 uM,0.2380192075989801,358.0,0.32616042007884877
ledipasvir,0.12 uM,0.0598838927960996,402.4,0.17344737843242758
leflunomide,0.12 uM,0.1089615848020398,422.2,0.23965117467346897
lenalidomide,0.12 uM,0.0847925481240718,310.6,0.18132734846141058
lenvatinib,0.12 uM,0.0978888219526091,191.0,0.15278016565449082
lerisetron,0.12 uM,0.0537040591405381,310.4,0.1442607396185278
lersivirine,0.12 uM,0.070799779577274,442.25,0.19771226687277604
lesinurad,0.12 uM,0.0735211129479671,352.8,0.17995091801359633
lestaurtinib,0.12 uM,0.5488614138810277,621.8,0.6527403362026101
letermovir,0.12 uM,0.0457562437539111,293.4,0.129461006509639
letrozole,0.12 uM,0.0508974403877945,326.2,0.14397055919780455
levalbuterol,0.12 uM,0.0383274725172088,292.2,0.11824395247343451
levamisole,0.12 uM,0.0716083270288697,345.4,0.1757222163616788
levcromakalim,0.12 uM,0.0197011100525838,328.6,0.089900657916011
levetiracetam,0.12 uM,0.0737003231621321,350.2,0.179504982982587
levobunolol,0.12 uM,0.1135887108072515,306.4,0.2084470281264736
levocabastine,0.12 uM,0.0742254382769667,304.2,0.16789576132671497
levocetirizine,0.12 uM,0.0361635237748325,350.8,0.12584874965817458
levofloxacin,0.12 uM,0.0443573766893627,315.8,0.13224301183956916
levomequitazine,0.12 uM,0.0654940014196718,364.8,0.17270778694887895
levonorgestrel,0.12 uM,0.1411839899315382,339.8,0.24473053228322636
levosimendan,0.12 uM,0.0288471938132197,330.5,0.10909912314380878
levosulpiride,0.12 uM,0.0387749143059953,304.6,0.12142947428641807
levothyroxine,0.12 uM,0.0222703891021509,316.8,0.09385128664246538
lgx818,0.12 uM,0.3359804491580038,458.2,0.4383977207437386
licarbazepine,0.12 uM,0.0306380233872248,316.2,0.1099752724166742
licochalcone-a,0.12 uM,0.0273002652544668,303.2,0.10165570902547028
lidamidine,0.12 uM,0.0391657676968627,291.6,0.11940728495732726
lidocaine,0.12 uM,0.0498732919573724,271.6,0.13004170125174222
lidoflazine,0.12 uM,0.0607101511203265,334.4,0.15920163854731925
linagliptin,0.12 uM,0.0336457662024713,312.2,0.11451579771196381
linezolid,0.12 uM,0.3525736571492617,498.0,0.4681913046002523
linifanib,0.12 uM,0.0049473460543398,305.0,0.04340300573788865
linopirdine,0.12 uM,0.0306504338404924,268.8,0.10141838422880228
linsidomine,0.12 uM,0.0753264427881606,341.2,0.17912738365387393
linsitinib,0.12 uM,0.1459920306910626,355.0,0.2543680104950405
liranaftate,0.12 uM,0.0840213371066715,352.8,0.1923724271449396
lirimilast,0.12 uM,0.0384599596514332,304.2,0.1208558727575226
lisinopril,0.12 uM,0.0751112971317025,383.4,0.1896105191284577
lisofylline,0.12 uM,0.0340226913988437,342.4,0.1205965692011023
