cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
ethylenediaminetetraacetic-acid,0.0,0.0,0.0,0.0,0.0,0.0,5
etizolam,0.009,0.137,0.061,0.001,0.011,0.0,5
etodolac,0.058,0.0,0.015,0.009,0.007,0.0,5
etofylline-clofibrate,0.01,0.098,0.001,0.0,0.006,0.0,5
etomidate,0.005,0.018,0.012,0.09,0.005,0.002,5
etomoxir,0.083,0.004,0.024,0.001,0.0,0.0,5
etoposide,0.0,0.0,0.041,0.0,0.0,0.0,5
etoricoxib,0.001,0.109,0.015,0.011,0.004,0.0,5
etravirine,0.021,0.006,0.057,0.0,0.0,0.0,5
eugenol,0.01,0.187,0.015,0.001,0.001,0.0,5
everolimus,0.0,0.0,0.0,0.0,0.0,0.0,5
evp-6124,0.014,0.037,0.009,0.009,0.0,0.0,5
exalamide,0.145,0.001,0.009,0.0,0.0,0.0,5
exemestane,0.0,0.0,0.0,0.0,0.0,0.0,5
exherin,0.226,0.165,0.098,0.02,0.042,0.273,5
fadrozole,0.001,0.448,0.001,0.013,0.376,0.0,5
famciclovir,0.001,0.0,0.005,0.0,0.0,0.0,5
famotidine,0.075,0.047,0.008,0.005,0.016,0.008,4
faropenem,0.0,0.0,0.018,0.012,0.001,0.0,5
fasudil,0.02,0.001,0.005,0.005,0.0,0.0,5
favipiravir,0.001,0.001,0.0,0.0,0.004,0.013,5
fdcyd,0.0,0.0,0.0,0.0,0.0,0.0,5
febuxostat,0.009,0.009,0.318,0.068,0.015,0.0,5
felbinac,0.061,0.118,0.0,0.0,0.22,0.001,5
felodipine,0.047,0.287,0.376,0.077,0.147,0.0,5
fenobam,0.001,0.053,0.001,0.013,0.001,0.021,5
fenoterol,0.048,0.108,0.111,0.005,0.099,0.004,5
fenticonazole,0.012,0.005,0.011,0.178,0.002,0.0,5
fexofenadine,0.139,0.147,0.043,0.015,0.403,0.007,5
fiacitabine,0.002,0.001,0.009,0.041,0.0,0.0,5
fidarestat,0.585,0.213,0.599,0.226,0.509,0.041,5
fidaxomicin,0.006,0.001,0.006,0.001,0.0,0.0,5
filgotinib,0.0,0.005,0.005,0.0,0.0,0.0,5
finasteride,0.015,0.001,0.001,0.0,0.0,0.0,5
fipronil,0.001,0.015,0.001,0.002,0.143,0.0,5
firategrast,0.065,0.005,0.001,0.0,0.001,0.0,5
flavoxate,0.041,0.381,0.151,0.001,0.001,0.0,5
flecainide,0.061,0.014,0.002,0.001,0.0,0.0,5
floxuridine,0.0,0.0,0.0,0.0,0.0,0.0,5
fluconazole,0.0,0.001,0.007,0.086,0.004,0.07,5
fludarabine-phosphate,0.0,0.0,0.002,0.004,0.02,0.0,5
fludroxycortide,0.0,0.0,0.0,0.0,0.0,0.0,5
flumatinib,0.0,0.0,0.0,0.0,0.0,0.0,5
flumazenil,0.202,0.018,0.004,0.0,0.0,0.0,5
fluocinonide,0.0,0.0,0.0,0.0,0.0,0.0,5
fluorometholone,0.0,0.0,0.0,0.0,0.0,0.0,5
fluorouracil,0.0,0.0,0.0,0.0,0.0,0.0,5
fluoxetine,0.012,0.005,0.0,0.0,0.0,0.0,5
fluphenazine,0.001,0.001,0.0,0.0,0.0,0.0,5
fluspirilene,0.039,0.006,0.015,0.0,0.0,0.0,5
flutamide,0.005,0.228,0.005,0.001,0.006,0.0,5
fluticasone,0.0,0.0,0.0,0.0,0.0,0.0,5
flutrimazole,0.093,0.0,0.003,0.055,0.072,0.0,4
fluvoxamine,0.128,0.54,0.065,0.15,0.142,0.0,5
folic-acid,0.0,0.001,0.0,0.0,0.001,0.0,5
fomepizole,0.023,0.047,0.005,0.042,0.001,0.001,5
fomocaine,0.011,0.023,0.041,0.001,0.001,0.0,5
foretinib,0.0,0.0,0.0,0.0,0.0,0.0,4
formestane,0.0,0.0,0.0,0.0,0.0,0.0,5
formoterol,0.047,0.316,0.146,0.004,0.015,0.0,5
forskolin,0.009,0.031,0.001,0.0,0.0,0.0,5
fosfomycin,0.001,0.001,0.001,0.02,0.021,0.083,5
fostamatinib,0.0,0.001,0.0,0.0,0.0,0.0,5
fpl-62064,0.047,0.0,0.0,0.0,0.0,0.0,5
ftorafur,0.241,0.041,0.004,0.009,0.005,0.01,5
fulvestrant,0.008,0.002,0.013,0.011,0.001,0.0,4
fusidic-acid,0.162,0.029,0.118,0.251,0.23,0.0,5
gabapentin,0.0,0.0,0.0,0.0,0.0,0.168,5
galeterone,0.019,0.058,0.015,0.005,0.0,0.0,5
ganaxolone,0.005,0.048,0.002,0.2,0.025,0.0,5
gatifloxacin,0.148,0.027,0.011,0.176,0.114,0.001,5
gdc-0068,0.049,0.068,0.0,0.0,0.0,0.0,5
gdc-0152,0.0,0.0,0.0,0.0,0.0,0.0,5
gdc-0199,0.001,0.004,0.0,0.0,0.0,0.0,5
gdc-0834,0.015,0.061,0.48,0.0,0.0,0.0,5
gefitinib,0.009,0.011,0.0,0.0,0.0,0.0,5
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,5
gemfibrozil,0.0,0.0,0.0,0.0,0.006,0.0,5
gemifloxacin,0.919,0.833,0.777,0.746,0.645,0.137,2
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,5
gestrinone,0.0,0.0,0.0,0.0,0.0,0.0,5
gimeracil,0.002,0.018,0.0,0.002,0.012,0.015,5
ginkgolide-b,0.211,0.149,0.154,0.088,0.203,0.061,5
glasdegib,0.041,0.011,0.018,0.001,0.0,0.004,5
gliclazide,0.049,0.038,0.0,0.0,0.012,0.001,5
glimepiride,0.0,0.037,0.004,0.142,0.001,0.0,5
glipizide,0.0,0.0,0.01,0.005,0.0,0.0,5
gliquidone,0.004,0.011,0.005,0.041,0.005,0.0,5
glycitein,0.015,0.009,0.004,0.331,0.0,0.001,5
glycopyrrolate,0.001,0.0,0.001,0.001,0.001,0.0,5
golvatinib,0.226,0.015,0.178,0.082,0.0,0.0,5
goserelin-acetate,0.006,0.012,0.019,0.279,0.033,0.0,5
granisetron,0.005,0.218,0.01,0.205,0.147,0.0,5
grazoprevir,0.023,0.065,0.001,0.009,0.001,0.0,5
griseofulvin,0.001,0.024,0.033,0.001,0.0,0.0,5
gsk1292263,0.0,0.0,0.0,0.001,0.0,0.0,5
gsk2110183,0.001,0.001,0.0,0.0,0.0,0.0,5
gsk256066,0.042,0.812,0.717,0.96,0.198,0.13,2
gsk2636771,0.005,0.009,0.004,0.001,0.0,0.0,5
guanabenz,0.001,0.024,0.007,0.001,0.001,0.0,5
guanadrel,0.0,0.005,0.001,0.001,0.001,0.0,5
guanethidine,0.47,0.168,0.039,0.018,0.253,0.001,5
gw842166,0.001,0.24,0.001,0.042,0.428,0.0,5
halcinonide,0.0,0.0,0.0,0.0,0.0,0.0,5
haloperidol,0.0,0.0,0.001,0.105,0.0,0.0,5
hc-030031,0.139,0.021,0.014,0.061,0.002,0.0,5
hesperidin,0.001,0.579,0.22,0.02,0.334,0.02,5
hexachlorophene,0.0,0.0,0.0,0.0,0.0,0.0,5
histamine,0.066,0.004,0.636,0.016,0.026,0.0,4
homochlorcyclizine,0.105,0.005,0.001,0.0,0.0,0.0,5
homoharringtonine,0.0,0.0,0.0,0.0,0.0,0.0,5
honokiol,0.0,0.0,0.0,0.0,0.0,0.0,5
hydrocortisone,0.0,0.0,0.0,0.0,0.0,0.0,5
hydroxyurea,0.332,0.005,0.112,0.041,0.001,0.0,5
hymecromone,0.267,0.011,0.015,0.001,0.009,0.0,5
hypericin,0.001,0.049,0.055,0.009,0.0,0.0,5
i-bet-762,0.0,0.0,0.0,0.0,0.0,0.0,5
ib-meca,0.22,0.512,0.004,0.037,0.001,0.004,5
ibrutinib,0.0,0.0,0.0,0.0,0.0,0.0,5
ibudilast,0.001,0.002,0.302,0.018,0.042,0.036,5
ibuprofen,0.004,0.002,0.001,0.011,0.105,0.015,5
ibutamoren,0.077,0.485,0.149,0.015,0.006,0.0,5
ici-162846,0.005,0.041,0.272,0.279,0.002,0.139,5
"ici-185,282",0.149,0.001,0.005,0.109,0.334,0.001,5
ici-192605,0.0,0.0,0.001,0.044,0.2,0.559,5
idalopirdine,0.007,0.006,0.237,0.001,0.0,0.0,5
idelalisib,0.02,0.0,0.001,0.0,0.0,0.0,5
idoxuridin,0.001,0.0,0.0,0.0,0.0,0.0,5
ifosfamide,0.04,0.001,0.005,0.098,0.0,0.0,5
iguratimod,0.0,0.0,0.0,0.0,0.0,0.0,5
ilomastat,0.144,0.142,0.021,0.002,0.001,0.0,5
imatinib,0.001,0.021,0.015,0.042,0.0,0.0,5
imexon,0.21,0.013,0.316,0.001,0.001,0.02,5
imiloxan,0.001,0.014,0.009,0.0,0.001,0.001,5
imipramine,0.25,0.589,0.242,0.854,0.401,0.167,2
imiquimod,0.002,0.021,0.01,0.009,0.293,0.034,5
indacaterol,0.194,0.065,0.002,0.018,0.0,0.0,5
indapamide,0.316,0.114,0.098,0.061,0.001,0.001,5
indibulin,0.0,0.0,0.0,0.0,0.0,0.0,5
indinavir,0.001,0.036,0.004,0.294,0.0,0.0,5
indiplon,0.037,0.163,0.405,0.703,0.002,0.0,5
indirubin,0.0,0.0,0.0,0.0,0.0,0.0,5
indobufen,0.033,0.001,0.009,0.0,0.0,0.001,5
indole,0.002,0.001,0.0,0.0,0.0,0.0,4
indoprofen,0.331,0.177,0.476,0.105,0.009,0.006,2
indoramin,0.0,0.005,0.039,0.03,0.0,0.0,5
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,5
iniparib,0.001,0.001,0.186,0.001,0.001,0.0,5
inosine,0.002,0.005,0.037,0.065,0.004,0.077,5
inositol,0.009,0.001,0.001,0.003,0.0,0.001,5
iowh032,0.0,0.038,0.002,0.011,0.001,0.0,5
ipratropium,0.001,0.034,0.041,0.435,0.01,0.239,5
ipriflavone,0.01,0.034,0.009,0.001,0.0,0.0,5
irinotecan,0.001,0.001,0.0,0.0,0.0,0.0,5
isbufylline,0.0,0.0,0.757,0.077,0.199,0.038,5
isoconazole,0.005,0.485,0.243,0.015,0.0,0.0,5
isofloxythepin,0.001,0.043,0.0,0.0,0.001,0.0,5
isosorbide,0.047,0.198,0.006,0.006,0.036,0.001,5
isradipine,0.001,0.237,0.006,0.004,0.061,0.001,5
istaroxime,0.149,0.044,0.059,0.023,0.0,0.0,5
itopride,0.121,0.042,0.0,0.001,0.083,0.001,5
ivabradine,0.001,0.004,0.0,0.0,0.0,0.0,5
ivacaftor,0.0,0.0,0.001,0.0,0.0,0.0,5
ivermectin,0.0,0.001,0.0,0.0,0.0,0.0,5
ixabepilone,0.018,0.0,0.0,0.0,0.0,0.0,5
josamycin,0.031,0.011,0.001,0.011,0.001,0.0,5
kakonein,0.0,0.0,0.0,0.0,0.02,0.001,5
kbg,0.037,0.05,0.014,0.001,0.002,0.057,4
kd-023,0.002,0.0,0.0,0.0,0.0,0.0,5
kd025,0.034,0.262,0.169,0.001,0.0,0.0,5
ketoconazole,0.0,0.001,0.0,0.0,0.0,0.0,5
ketoprofen,0.01,0.698,0.33,0.019,0.039,0.004,5
ketorolac,0.417,0.92,0.031,0.03,0.018,0.006,2
ketotifen,0.005,0.011,0.234,0.001,0.16,0.005,5
kpt-330,0.001,0.0,0.0,0.0,0.0,0.0,5
kw-2449,0.0,0.0,0.0,0.0,0.0,0.0,5
kw-2478,0.861,0.046,0.01,0.002,0.005,0.007,2
kx2-391,0.0,0.0,0.0,0.0,0.0,0.0,5
l-citrulline,0.001,0.0,0.0,0.0,0.001,0.007,5
l-ergothioneine,0.001,0.001,0.001,0.001,0.002,0.0,5
l-name,0.001,0.001,0.001,0.001,0.005,0.0,5
labetalol,0.009,0.023,0.043,0.36,0.023,0.005,5
lacitol,0.043,0.004,0.009,0.039,0.192,0.005,5
lacosamide,0.226,0.072,0.205,0.001,0.012,0.006,5
lafutidine,0.0,0.0,0.0,0.0,0.0,0.0,5
lamivudine,0.055,0.131,0.187,0.186,0.224,0.004,4
lamotrigine,0.101,0.264,0.01,0.015,0.005,0.005,5
lapatinib,0.037,0.0,0.001,0.0,0.0,0.0,5
lasalocid,0.0,0.001,0.006,0.0,0.0,0.0,4
latanoprost,0.213,0.012,0.001,0.001,0.001,0.0,5
lcl-161,0.0,0.0,0.0,0.0,0.0,0.0,5
ledipasvir,0.001,0.004,0.0,0.0,0.0,0.0,5
leflunomide,0.0,0.0,0.0,0.0,0.0,0.0,5
lenalidomide,0.02,0.0,0.007,0.0,0.0,0.0,5
lenvatinib,0.687,0.025,0.573,0.931,0.011,0.102,2
lerisetron,0.014,0.065,0.064,0.142,0.001,0.0,5
lersivirine,0.006,0.004,0.0,0.0,0.001,0.0,4
lestaurtinib,0.0,0.0,0.0,0.0,0.0,0.0,5
letermovir,0.282,0.049,0.015,0.002,0.0,0.0,5
levalbuterol,0.012,0.006,0.047,0.061,0.147,0.015,5
levamisole,0.005,0.001,0.001,0.226,0.001,0.024,5
levcromakalim,0.096,0.279,0.145,0.009,0.065,0.004,5
levetiracetam,0.0,0.001,0.0,0.0,0.001,0.001,5
levobunolol,0.0,0.0,0.0,0.001,0.001,0.001,5
levocabastine,0.001,0.001,0.001,0.001,0.0,0.005,5
levocetirizine,0.007,0.063,0.002,0.001,0.02,0.0,5
levofloxacin,0.001,0.012,0.001,0.012,0.001,0.0,5
levomequitazine,0.0,0.001,0.0,0.001,0.0,0.0,5
levonorgestrel,0.0,0.0,0.0,0.0,0.0,0.0,5
levosimendan,0.01,0.139,0.634,0.318,0.079,0.003,4
levothyroxine,0.47,0.264,0.01,0.077,0.002,0.35,5
lgx818,0.0,0.0,0.0,0.0,0.0,0.0,5
licochalcone-a,0.001,0.061,0.058,0.0,0.0,0.0,5
lidamidine,0.011,0.009,0.001,0.001,0.014,0.009,5
lidocaine,0.109,0.006,0.153,0.015,0.463,0.314,5
lidoflazine,0.001,0.001,0.0,0.001,0.0,0.0,5
linezolid,0.0,0.0,0.0,0.0,0.0,0.0,5
linifanib,0.013,0.164,0.071,0.0,0.0,0.0,5
linopirdine,0.015,0.01,0.012,0.183,0.006,0.0,5
linsidomine,0.112,0.001,0.0,0.0,0.043,0.105,5
linsitinib,0.001,0.0,0.0,0.0,0.0,0.0,5
liranaftate,0.0,0.001,0.001,0.0,0.0,0.0,5
lisinopril,0.0,0.001,0.015,0.144,0.27,0.301,5
lisofylline,0.018,0.118,0.2,0.108,0.269,0.168,5
lobenzarit,0.093,0.005,0.004,0.004,0.001,0.001,5
lodoxamide,0.018,0.316,0.049,0.198,0.049,0.009,5
lofexidine,0.48,0.172,0.714,0.12,0.025,0.004,4
lomeguatrib,0.031,0.257,0.522,0.005,0.002,0.0,5
lomerizine,0.011,0.024,0.039,0.183,0.0,0.0,5
lomitapide,0.001,0.001,0.005,0.0,0.0,0.0,5
lonafarnib,0.0,0.0,0.0,0.0,0.0,0.0,5
lonidamine,0.254,0.031,0.021,0.162,0.014,0.001,5
loperamide,0.009,0.041,0.013,0.006,0.0,0.0,5
lopinavir,0.012,0.004,0.0,0.0,0.0,0.0,5
loratadine,0.004,0.043,0.001,0.0,0.0,0.0,5
lorazepam,0.0,0.0,0.001,0.002,0.0,0.0,5
lorcaserin,0.011,0.068,0.009,0.295,0.109,0.0,5
lorglumide,0.109,0.025,0.114,0.006,0.9,0.148,5
losmapimod,0.006,0.001,0.002,0.0,0.001,0.0,5
loxoprofen,0.881,0.092,0.7,0.062,0.03,0.527,2
lucitanib,0.204,0.013,0.0,0.0,0.0,0.0,5
luliconazole,0.226,0.009,0.683,0.002,0.001,0.0,5
lupanine,0.942,0.384,0.047,0.222,0.005,0.19,5
lurasidone,0.009,0.005,0.015,0.0,0.0,0.0,5
lx1031,0.0,0.001,0.001,0.001,0.001,0.001,5
ly215490,0.001,0.009,0.0,0.0,0.015,0.0,5
ly2228820,0.0,0.0,0.0,0.0,0.0,0.0,5
ly2334737,0.0,0.0,0.005,0.009,0.001,0.0,5
ly2784544,0.0,0.0,0.0,0.001,0.0,0.0,5
ly2811376,0.174,0.392,0.733,0.077,0.137,0.011,5
ly2874455,0.0,0.0,0.0,0.0,0.0,0.0,5
ly2886721,0.001,0.01,0.039,0.001,0.0,0.0,5
macitentan,0.0,0.001,0.001,0.0,0.0,0.0,5
malotilate,0.001,0.112,0.0,0.0,0.036,0.001,5
manumycin-a,0.021,0.137,0.143,0.001,0.001,0.0,5
maprotiline,0.001,0.001,0.001,0.001,0.0,0.0,5
maraviroc,0.098,0.001,0.037,0.326,0.0,0.0,5
maribavir,0.001,0.983,0.185,0.049,0.0,0.0,5
marimastat,0.046,0.001,0.002,0.001,0.001,0.0,5
masitinib,0.146,0.213,0.006,0.041,0.001,0.0,5
masoprocol,0.814,0.024,0.015,0.015,0.0,0.0,5
maxacalcitol,0.0,0.001,0.004,0.0,0.0,0.0,5
mazindol,0.282,0.479,0.302,0.29,0.22,0.0,5
mbx-2982,0.463,0.047,0.008,0.014,0.0,0.0,5
mcpp,0.326,0.679,0.084,0.035,0.036,0.001,5
mebendazole,0.001,0.14,0.0,0.0,0.0,0.0,5
mecamylamine,0.101,0.001,0.005,0.009,0.0,0.0,5
meclofenamic-acid,0.001,0.005,0.193,0.262,0.005,0.0,5
meclozine,0.485,0.018,0.023,0.012,0.001,0.0,5
medroxyprogesterone-acetate,0.0,0.0,0.0,0.0,0.0,0.0,5
medrysone,0.0,0.0,0.0,0.0,0.0,0.0,5
meglitinide,0.0,0.0,0.0,0.001,0.01,0.003,5
meisoindigo,0.0,0.0,0.0,0.0,0.0,0.0,5
mek162,0.0,0.0,0.0,0.0,0.0,0.0,5
melatonin,0.034,0.222,0.089,0.307,0.034,0.015,5
meloxicam,0.108,0.11,0.012,0.001,0.002,0.07,5
melperone,0.239,0.159,0.142,0.169,0.01,0.001,5
menadione,0.002,0.001,0.0,0.0,0.0,0.0,5
mepacrine,0.114,0.01,0.002,0.0,0.0,0.0,5
mepazine,0.145,0.012,0.296,0.01,0.001,0.0,5
mephentermine,0.114,0.001,0.009,0.0,0.009,0.009,5
mepivacaine,0.001,0.006,0.008,0.004,0.0,0.0,4
mepyramine,0.13,0.254,0.593,0.717,0.001,0.041,5
merbarone,0.001,0.01,0.001,0.018,0.001,0.0,5
mericitabine,0.364,0.108,0.03,0.137,0.0,0.0,5
merimepodib,0.001,0.142,0.012,0.0,0.0,0.0,5
mestranol,0.0,0.001,0.006,0.001,0.001,0.0,5
mesulergine,0.057,0.001,0.036,0.001,0.348,0.0,5
metamizole,0.037,0.557,0.829,0.005,0.014,0.0,5
metatinib,0.004,0.0,0.0,0.0,0.0,0.0,5
metenkephalin,0.13,0.001,0.001,0.099,0.218,0.13,5
metergoline,0.001,0.001,0.001,0.0,0.0,0.0,5
metformin,0.018,0.02,0.0,0.0,0.557,0.097,5
methazolamide,0.0,0.0,0.0,0.0,0.0,0.001,5
methimazole,0.001,0.0,0.001,0.001,0.002,0.015,5
methiopril,0.082,0.662,0.169,0.703,0.522,0.164,5
methocarbamol,0.086,0.292,0.112,0.002,0.01,0.01,5
methoxsalen,0.005,0.049,0.234,0.015,0.047,0.0,5
methyldopa,0.0,0.0,0.0,0.0,0.0,0.0,5
methylnaltrexone,0.083,0.001,0.005,0.001,0.0,0.0,5
methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,5
metixene,0.083,0.01,0.0,0.001,0.001,0.0,5
metoclopramide,0.012,0.009,0.322,0.015,0.639,0.001,5
metolazone,0.0,0.0,0.012,0.019,0.001,0.001,5
metoprolol,0.217,0.299,0.142,0.108,0.115,0.041,5
mf-101,0.044,0.015,0.012,0.179,0.004,0.0,5
mianserin,0.012,0.137,0.001,0.228,0.198,0.0,5
mibampator,0.226,0.299,0.986,0.026,0.04,0.008,2
mibefradil,0.316,0.231,0.005,0.15,0.002,0.0,5
miconazole,0.0,0.0,0.006,0.012,0.0,0.0,5
midodrine,0.006,0.243,0.118,0.077,0.105,0.001,5
midostaurin,0.0,0.0,0.0,0.0,0.0,0.0,5
mifobate,0.001,0.218,0.077,0.042,0.041,0.061,5
miglitol,0.018,0.015,0.043,0.054,0.014,0.006,5
milacemide,0.001,0.049,0.006,0.009,0.023,0.198,5
milnacipran,0.007,0.0,0.005,0.018,0.001,0.009,5
milrinone,0.001,0.002,0.001,0.0,0.0,0.002,5
minaprine,0.008,0.001,0.001,0.034,0.184,0.001,4
minoxidil,0.042,0.065,0.0,0.0,0.0,0.0,5
mirodenafil,0.01,0.001,0.0,0.0,0.0,0.0,5
mirtazapine,0.015,0.186,0.041,0.043,0.018,0.009,5
mitomycin-c,0.0,0.0,0.0,0.0,0.0,0.0,5
mk-0752,0.007,0.13,0.001,0.0,0.0,0.0,5
mk-0773,0.342,0.092,0.137,0.198,0.431,0.019,2
mk-0812,0.0,0.0,0.001,0.0,0.0,0.0,5
mk-0893,0.014,0.002,0.002,0.001,0.0,0.0,5
mk-2461,0.0,0.0,0.0,0.0,0.0,0.0,5
mk-3207,0.002,0.001,0.001,0.009,0.0,0.002,5
mk-8033,0.018,0.001,0.001,0.0,0.001,0.0,5
mk-8245,0.065,0.058,0.036,0.001,0.0,0.0,5
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,5
mln2480,0.829,0.93,0.609,0.18,0.388,0.081,2
mln9708,0.0,0.0,0.0,0.0,0.0,0.0,5
moclobemide,0.012,0.59,0.111,0.439,0.061,0.335,5
molindone,0.0,0.0,0.0,0.0,0.001,0.0,5
molsidomine,0.0,0.002,0.0,0.001,0.0,0.0,5
moxidectin,0.005,0.001,0.0,0.0,0.0,0.0,5
moxifloxacin,0.21,0.007,0.0,0.0,0.001,0.0,5
moxisylyte,0.0,0.0,0.0,0.0,0.001,0.006,5
mozavaptan,0.004,0.077,0.065,0.314,0.0,0.0,5
mycophenolate-mofetil,0.149,0.0,0.0,0.0,0.0,0.0,5
mycophenolic-acid,0.002,0.0,0.0,0.0,0.0,0.0,5
n6022,0.001,0.015,0.001,0.001,0.309,0.077,5
nafamostat,0.009,0.004,0.014,0.371,0.162,0.0,5
naftidrofuryl,0.006,0.4,0.065,0.118,0.002,0.001,5
naftopidil,0.353,0.002,0.008,0.002,0.002,0.0,4
nalbuphine,0.318,0.11,0.001,0.004,0.023,0.005,5
naphazoline,0.005,0.001,0.019,0.007,0.009,0.0,5
naproxen,0.0,0.0,0.001,0.0,0.0,0.001,5
naringenin,0.007,0.259,0.001,0.005,0.004,0.0,5
narlaprevir,0.001,0.001,0.0,0.001,0.0,0.0,5
nateglinide,0.032,0.012,0.527,0.141,0.01,0.748,2
navitoclax,0.0,0.0,0.0,0.0,0.0,0.0,5
nebivolol,0.204,0.001,0.037,0.062,0.114,0.0,5
nefiracetam,0.121,0.433,0.001,0.006,0.043,0.061,5
nefopam,0.001,0.033,0.001,0.001,0.004,0.212,5
nelarabine,0.001,0.0,0.001,0.0,0.0,0.0,5
nemonapride,0.0,0.0,0.0,0.0,0.004,0.0,5
nepafenac,0.001,0.007,0.01,0.001,0.001,0.012,5
neratinib,0.0,0.0,0.0,0.0,0.0,0.0,5
nesbuvir,0.009,0.01,0.0,0.0,0.004,0.0,5
netupitant,0.011,0.147,0.027,0.001,0.0,0.0,5
nevirapine,0.0,0.0,0.0,0.011,0.001,0.005,5
niacin,0.0,0.0,0.0,0.0,0.001,0.009,5
nicaraven,0.001,0.002,0.001,0.0,0.001,0.001,5
nicardipine,0.002,0.015,0.012,0.011,0.001,0.0,5
nicergoline,0.428,0.211,0.034,0.006,0.001,0.0,5
nicotinamide,0.108,0.276,0.225,0.041,0.164,0.041,5
nicotine,0.019,0.037,0.302,0.043,0.509,0.08,5
niguldipine,0.0,0.162,0.065,0.0,0.0,0.0,5
nikethamide,0.006,0.007,0.297,0.194,0.042,0.001,5
nilotinib,0.003,0.001,0.0,0.0,0.0,0.0,5
nimesulide,0.004,0.002,0.004,0.095,0.233,0.0,5
nimodipine,0.001,0.001,0.001,0.001,0.002,0.0,5
nintedanib,0.301,0.917,0.047,0.001,0.0,0.0,5
nisoxetine,0.001,0.002,0.142,0.01,0.021,0.093,5
nitrendipine,0.001,0.057,0.002,0.01,0.014,0.0,5
nizofenone,0.183,0.063,0.012,0.002,0.001,0.0,5
nms-1286937,0.0,0.0,0.0,0.0,0.0,0.0,5
norethindrone,0.0,0.0,0.0,0.0,0.0,0.0,5
norethisterone,0.0,0.0,0.0,0.0,0.0,0.0,5
norfloxacin,0.213,0.009,0.114,0.268,0.006,0.001,5
norgestrel,0.0,0.0,0.0,0.0,0.0,0.0,5
nortriptyline,0.143,0.112,0.13,0.0,0.0,0.0,5
noscapine,0.001,0.001,0.059,0.012,0.005,0.0,5
novobiocin,0.03,0.015,0.001,0.002,0.082,0.001,5
nsi-189,0.012,0.006,0.001,0.083,0.221,0.015,5
nutlin-3,0.0,0.006,0.0,0.0,0.0,0.0,5
nvp-dpp728,0.001,0.041,0.001,0.001,0.047,0.001,5
nxy-059,0.015,0.047,0.001,0.205,0.002,0.012,5
o6-benzylguanine,0.41,0.098,0.018,0.009,0.01,0.015,5
odanacatib,0.0,0.011,0.001,0.012,0.0,0.0,5
ofloxacin,0.001,0.006,0.022,0.0,0.0,0.001,5
oglemilast,0.043,0.009,0.009,0.034,0.0,0.0,5
olaparib,0.371,0.676,0.079,0.002,0.0,0.0,4
olmesartan,0.468,0.11,0.0,0.002,0.001,0.0,5
omecamtiv-mecarbil,0.0,0.004,0.005,0.125,0.007,0.0,5
omeprazole,0.022,0.001,0.012,0.004,0.001,0.0,5
ondansetron,0.001,0.0,0.005,0.001,0.004,0.001,5
oprozomib,0.0,0.0,0.0,0.0,0.0,0.0,5
orantinib,0.0,0.007,0.0,0.0,0.226,0.0,5
ore1001,0.0,0.0,0.001,0.001,0.006,0.043,5
org-9768,0.68,0.899,0.309,0.589,0.827,0.484,2
orlistat,0.015,0.038,0.0,0.0,0.0,0.0,5
orphenadrine,0.001,0.0,0.001,0.004,0.253,0.0,5
orteronel,0.008,0.042,0.008,0.079,0.41,0.008,4
oseltamivir-carboxylate,0.004,0.01,0.018,0.118,0.065,0.005,5
ostarine,0.001,0.0,0.0,0.0,0.0,0.0,5
otamixaban,0.421,0.01,0.01,0.065,0.006,0.001,5
otilonium,0.018,0.213,0.144,0.014,0.006,0.0,5
ots167,0.0,0.0,0.0,0.0,0.0,0.0,5
oxandrolone,0.0,0.0,0.0,0.0,0.0,0.0,5
oxaprozin,0.001,0.001,0.0,0.006,0.001,0.022,5
oxatomide,0.01,0.004,0.006,0.2,0.042,0.0,4
oxfendazole,0.0,0.014,0.001,0.0,0.0,0.0,5
oxiconazole,0.194,0.59,0.01,0.001,0.0,0.0,5
oxiperomide,0.0,0.0,0.001,0.004,0.005,0.0,5
oxybenzone,0.001,0.005,0.006,0.011,0.012,0.0,5
oxybuprocaine,0.001,0.0,0.012,0.025,0.01,0.0,5
oxybutynin,0.001,0.001,0.005,0.01,0.006,0.0,5
oxymetazoline,0.001,0.001,0.0,0.001,0.0,0.0,5
oxypurinol,0.004,0.001,0.001,0.076,0.009,0.046,5
ozagrel,0.001,0.034,0.004,0.001,0.001,0.001,5
pa-824,0.001,0.001,0.001,0.0,0.0,0.0,5
paclitaxel,0.0,0.0,0.0,0.0,0.0,0.0,5
palbociclib,0.0,0.0,0.0,0.0,0.0,0.0,5
palmitoylethanolamide,0.001,0.001,0.0,0.0,0.0,0.0,5
palomid-529,0.0,0.0,0.001,0.007,0.001,0.0,5
palonosetron,0.015,0.385,0.388,0.514,0.02,0.0,5
palovarotene,0.0,0.0,0.0,0.0,0.0,0.0,5
papaverine,0.001,0.001,0.0,0.0,0.0,0.0,5
paracetamol,0.622,0.437,0.992,0.996,0.869,0.55,2
paroxetine,0.672,0.544,0.678,0.326,0.525,0.007,2
