cpd,dose,replicate_correlation,signature_strength,MAS
guanadrel,0.04 uM,0.5513114255985128,471.4,0.5906295197216521
guanethidine,0.04 uM,0.2524811293588216,266.6,0.30058437287645656
gw842166,0.04 uM,0.4387738748967253,342.0,0.4488025308502138
halcinonide,0.04 uM,0.7622970334532619,474.0,0.6964230699978978
halofantrine,0.04 uM,0.5394269062482613,560.8,0.637224064797525
haloperidol,0.04 uM,0.6406468891605157,347.6,0.5467277381789055
hc-030031,0.04 uM,0.2188038352149124,167.8,0.22199608059017406
hesperidin,0.04 uM,0.3670334758464356,301.4,0.3853419811584358
hexachlorophene,0.04 uM,0.7590850903133199,483.4,0.7018113980738612
histamine,0.04 uM,0.3332509945067827,162.25,0.2694014590144133
homochlorcyclizine,0.04 uM,0.4283208331052607,234.6,0.3672573251566267
homoharringtonine,0.04 uM,0.8924294424479006,579.2,0.8329579644604841
honokiol,0.04 uM,0.5094950952705719,362.4,0.49783561412648214
hydrocortisone,0.04 uM,0.5853258174781204,470.0,0.6076725697002149
hydroflumethiazide,0.04 uM,0.0881717633734937,226.6,0.16376329939510265
hydroxyurea,0.04 uM,0.2097581164931202,248.8,0.26467104917829354
hymecromone,0.04 uM,0.2609146245506076,351.4,0.3508099909558941
hypericin,0.04 uM,0.4381889693644933,310.8,0.42755608239771453
i-bet-762,0.04 uM,0.5442695502164223,391.8,0.5350090130016619
ib-meca,0.04 uM,0.2471021965927626,201.2,0.2583295900977774
ibrutinib,0.04 uM,0.5307258255145431,354.6,0.5026044620491886
ibudilast,0.04 uM,0.4534624940749769,274.6,0.40883005588461285
ibuprofen,0.04 uM,0.5654910363086253,276.4,0.458040358169839
ibutamoren,0.04 uM,0.3517942811894079,192.0,0.3011042362010369
ibutilide,0.04 uM,0.2356634538436637,268.0,0.2911624598518538
ici-162846,0.04 uM,0.3534855180904226,260.0,0.3512322215109685
"ici-185,282",0.04 uM,0.1253957312275537,255.4,0.20733550852339303
ici-192605,0.04 uM,0.5782251551219671,465.6,0.6011416791593593
idalopirdine,0.04 uM,0.1111543487744479,258.6,0.19642617204569884
idebenone,0.04 uM,0.0862320483234159,277.6,0.1792527989338272
idelalisib,0.04 uM,0.1126929264894978,220.8,0.18275519316662556
idoxuridin,0.04 uM,0.454216434030358,290.0,0.42048672000800735
ifenprodil,0.04 uM,0.2812568402553071,331.2,0.35360514416024486
ifosfamide,0.04 uM,0.1440703967847031,374.0,0.26893358476908436
iguratimod,0.04 uM,0.749848184695507,494.0,0.7051345754174173
ilomastat,0.04 uM,0.2441379750245449,173.6,0.23851428408046643
imatinib,0.04 uM,0.2607733488681895,370.6,0.36016886995775427
imexon,0.04 uM,0.0956086217468871,258.6,0.1821732694782893
imiloxan,0.04 uM,0.2381440010013077,259.6,0.28806734545362356
imipramine,0.04 uM,0.0773590754782745,204.0,0.1455434223246467
imiquimod,0.04 uM,0.0578608134425018,325.4,0.158972829953242
indacaterol,0.04 uM,0.2267514131137418,301.0,0.30267748212281964
indapamide,0.04 uM,0.4695721497818106,318.4,0.44798096269853555
indibulin,0.04 uM,0.3713746847316251,352.0,0.418889373721537
indinavir,0.04 uM,0.4730913938263338,272.6,0.41606129187906754
indiplon,0.04 uM,0.3197597812780088,254.4,0.33043978902462423
indirubin,0.04 uM,0.5667416680180315,278.0,0.4598718580038463
indobufen,0.04 uM,0.299905999401624,175.6,0.26587450613648983
indole,0.04 uM,0.3756566592337806,279.75,0.37557999964734656
indometacin,0.04 uM,0.0207735940010829,250.2,0.08352593311127177
indoprofen,0.04 uM,0.0520708082476149,278.0,0.1393931463599632
indoramin,0.04 uM,0.3747517054965114,320.6,0.40158310344108256
indoximod,0.04 uM,0.4058838102592436,257.2,0.37433308212615096
ingenol-mebutate,0.04 uM,0.8749115079816335,665.2,0.8838530163490073
iniparib,0.04 uM,0.1609458974223188,302.8,0.25576419965429653
inosine,0.04 uM,0.2584113328648731,301.8,0.3235469121688304
inositol,0.04 uM,0.2464743353025311,295.0,0.3124055377536113
iowh032,0.04 uM,0.6224744413174377,428.2,0.5981442843737865
ipratropium,0.04 uM,0.3842863905539032,267.2,0.37125096624917153
ipriflavone,0.04 uM,0.3205801111133637,325.4,0.3741958145040289
irbesartan,0.04 uM,0.306927322311919,228.6,0.3068864772301277
irinotecan,0.04 uM,0.3647004387215713,326.6,0.3998509173294655
irsogladine,0.04 uM,0.0723633914144563,289.0,0.16754452526020744
isbufylline,0.04 uM,0.5362936047897566,447.2,0.5673800616089549
isoconazole,0.04 uM,0.4718620825060019,360.4,0.4777732108299879
isofloxythepin,0.04 uM,0.4566144867291337,425.4,0.5106172112738582
isoniazid,0.04 uM,0.4754754432728793,424.2,0.5203208651720234
isosorbide,0.04 uM,0.3382793596206405,253.2,0.3390716379256238
isradipine,0.04 uM,0.3733608264054733,221.4,0.3331003173686616
istaroxime,0.04 uM,0.4228977332408359,291.2,0.40656990437141194
itopride,0.04 uM,0.3018025554781456,266.0,0.3282646660078479
itraconazole,0.04 uM,0.0895122973610772,234.2,0.16774773342656737
ivabradine,0.04 uM,0.4802550846470604,440.8,0.5330631267154545
ivacaftor,0.04 uM,0.3150001159773574,240.4,0.31881918858186
ivermectin,0.04 uM,0.3424540870272916,333.0,0.39124171793466406
ixabepilone,0.04 uM,0.4812844723106276,336.0,0.46589969640387474
josamycin,0.04 uM,0.2332314802710123,228.0,0.2671670354565071
kakonein,0.04 uM,0.6491753486767269,505.6,0.6637528612316679
kbg,0.04 uM,0.308471641130961,300.75,0.35288427304324155
kd-023,0.04 uM,0.2248155518393786,322.8,0.31210577310000354
kd025,0.04 uM,0.3894829557980517,265.0,0.3722108504101746
ketanserin,0.04 uM,0.2614514424809137,206.2,0.2690058442007913
ketoconazole,0.04 uM,0.1759097314828165,387.0,0.30228895479836376
ketoprofen,0.04 uM,0.2990586621049456,314.4,0.35525592129972533
ketorolac,0.04 uM,0.00632604121971,142.5,0.03478526405989097
ketotifen,0.04 uM,0.4859495504531394,282.4,0.4291902052460538
kpt-330,0.04 uM,0.1528999018147702,221.4,0.21316420321574678
kw-2449,0.04 uM,0.4497538268145959,291.8,0.4197125361154727
kw-2478,0.04 uM,0.1403739509790728,106.5,0.14165761624647139
kx2-391,0.04 uM,0.8031785523595727,610.4,0.8112135150048688
l-citrulline,0.04 uM,0.4922379562840072,442.2,0.5405287298038278
l-ergothioneine,0.04 uM,0.4075057220093823,306.2,0.40925247303295276
l-name,0.04 uM,0.6436046056063545,355.8,0.5544142790837924
labetalol,0.04 uM,0.2992063255288333,354.4,0.37727159278345773
lacidipine,0.04 uM,0.2746402640185049,326.6,0.34698608414245524
lacitol,0.04 uM,0.398321667304814,241.6,0.35940763124494834
lacosamide,0.04 uM,0.2845790766907997,292.8,0.3344328137601809
lafutidine,0.04 uM,0.7926872815750705,621.0,0.8128653453113949
lamivudine,0.04 uM,0.2766067032056887,228.0,0.29095152466674246
lamotrigine,0.04 uM,0.2564289240300134,340.2,0.34219410472528455
lapatinib,0.04 uM,0.2879669622282481,239.4,0.3041972398761124
laropiprant,0.04 uM,0.2560947925773041,205.4,0.26571890682347155
lasalocid,0.04 uM,0.4024034910090089,337.6,0.427025640216373
latanoprost,0.04 uM,0.0756770439126025,163.6,0.12891266688482586
lcl-161,0.04 uM,0.5326563912184499,278.4,0.44614912984415106
ledipasvir,0.04 uM,0.6307435820662826,397.4,0.5800457046481128
leflunomide,0.04 uM,0.6524334343497735,468.0,0.6401959088531737
lenalidomide,0.04 uM,0.0520069467137987,178.8,0.11172138206857132
lenvatinib,0.04 uM,-0.1536571215947671,66.5,0.0
lerisetron,0.04 uM,0.0569084406916698,268.4,0.14318629851610754
lersivirine,0.04 uM,0.3344129102934876,327.75,0.3835612554855505
lesinurad,0.04 uM,0.6136841905524941,449.4,0.6084303440295864
lestaurtinib,0.04 uM,0.5312949829337441,336.8,0.4900899112854072
letermovir,0.04 uM,0.3913250483959444,330.4,0.4165917899451348
letrozole,0.04 uM,0.3177207688180412,394.8,0.4103299695757433
levalbuterol,0.04 uM,0.1270188131484969,202.8,0.1859472946417455
levamisole,0.04 uM,0.3989404365414306,335.8,0.42404919081282294
levcromakalim,0.04 uM,0.2577781838305994,205.6,0.26672056260728244
levetiracetam,0.04 uM,0.4207753405224971,301.6,0.4127268019189715
levobunolol,0.04 uM,0.4772729224761316,227.8,0.38201650011812366
levocabastine,0.04 uM,0.5256396831467851,336.4,0.4871850239190218
levocetirizine,0.04 uM,0.4600316383750955,329.2,0.45086407028050923
levofloxacin,0.04 uM,0.5801515685440621,385.6,0.5479754621834402
levomequitazine,0.04 uM,0.5410483372146848,374.6,0.5215834269825365
levonorgestrel,0.04 uM,0.4815284066821512,324.8,0.458184960879693
levosimendan,0.04 uM,0.301035626489226,211.5,0.29233848865591733
levosulpiride,0.04 uM,0.0211280591348795,176.2,0.07068945242382979
levothyroxine,0.04 uM,-0.026599558065783,238.8,0.0
lgx818,0.04 uM,0.8404507124936149,497.6,0.7492352024831925
licarbazepine,0.04 uM,0.3582648723931574,318.2,0.3911776787724502
licochalcone-a,0.04 uM,0.415079187719107,208.6,0.3409137318462692
lidamidine,0.04 uM,0.2788499808691097,326.4,0.3495282223162246
lidocaine,0.04 uM,0.2151820272865344,290.8,0.28981580249485567
lidoflazine,0.04 uM,0.486223971782771,342.0,0.4724470047333212
linagliptin,0.04 uM,0.2461009420490925,236.4,0.2794487927792481
linezolid,0.04 uM,0.8113040637969469,567.8,0.7863418381817427
linifanib,0.04 uM,-0.0137996023326833,253.0,0.0
linopirdine,0.04 uM,-0.0532947778895507,263.6,0.0
linsidomine,0.04 uM,0.1839623303481135,327.0,0.28415819874004233
linsitinib,0.04 uM,0.3880097657346205,252.4,0.3625666610707946
liranaftate,0.04 uM,0.5048606043179125,330.4,0.4731813558517378
lirimilast,0.04 uM,0.0510896369211366,266.2,0.13511149434412095
lisinopril,0.04 uM,0.5117462684843327,430.2,0.5436062095021931
lisofylline,0.04 uM,0.2403500344851415,348.2,0.33516475365245035
lobenzarit,0.04 uM,0.0135071756683558,270.8,0.07006941113759123
lodoxamide,0.04 uM,0.3137186527986439,278.4,0.3423943974545216
lofexidine,0.04 uM,0.0772445439286639,185.5,0.1386844368286485
lomeguatrib,0.04 uM,0.2854617621729297,246.8,0.3075164925009813
lomerizine,0.04 uM,0.213913454029147,234.6,0.2595403689365141
lomitapide,0.04 uM,0.2277983400380828,265.6,0.2849778965033185
lonafarnib,0.04 uM,0.4888138198987622,439.6,0.537059549805147
lonidamine,0.04 uM,-0.0113724099148813,269.2,0.0
loperamide,0.04 uM,0.3585987254542479,262.6,0.3555278244603141
lopinavir,0.04 uM,0.1105659213334328,240.6,0.18896454222566628
loratadine,0.04 uM,0.2273590968520006,246.8,0.27444202112130345
lorazepam,0.04 uM,0.3942179892065824,303.2,0.4005481048914457
lorcaserin,0.04 uM,0.3806361204554243,300.2,0.39163563973378246
lorglumide,0.04 uM,0.0588580049382482,251.6,0.14098728602997618
losartan,0.04 uM,0.076288830303347,274.0,0.16750494133998411
losmapimod,0.04 uM,0.3739319284663871,290.8,0.3820457205817115
loxoprofen,0.04 uM,0.3857831179007799,240.0,0.35253244564122244
lucitanib,0.04 uM,0.1700697389528979,263.2,0.24511976333838129
luliconazole,0.04 uM,-0.066603872031864,252.4,0.0
lupanine,0.04 uM,0.1095495483338538,246.2,0.19027037914749798
lurasidone,0.04 uM,0.3571502739038844,342.6,0.4052668088577027
luteolin,0.04 uM,0.211892646637769,326.2,0.3045943089828699
lx1031,0.04 uM,0.5043471989270438,364.8,0.4969515906481897
ly2090314,0.04 uM,0.834135137602023,556.2,0.7891427372646284
ly215490,0.04 uM,0.2485762386241285,449.2,0.38714311799646506
ly2157299,0.04 uM,0.1832753486911247,238.0,0.24197047073843417
ly2228820,0.04 uM,0.4823678177128057,254.0,0.40553457254459785
ly2334737,0.04 uM,0.4567280276523529,427.4,0.5118797559864482
ly2784544,0.04 uM,0.4918785961544444,351.4,0.48167233660504744
ly2811376,0.04 uM,0.4869462139765653,349.6,0.47802220667605594
ly2874455,0.04 uM,0.6600612765447464,318.4,0.5311296185936593
ly2886721,0.04 uM,0.433683028239621,246.0,0.3784213498860668
macitentan,0.04 uM,0.2324839172299042,240.6,0.27400982318528927
malotilate,0.04 uM,0.2130666387809892,260.2,0.27279300954163593
manumycin-a,0.04 uM,0.1466033465762231,292.4,0.23987362035762358
maprotiline,0.04 uM,0.3642852486886074,266.6,0.3610544722709061
maraviroc,0.04 uM,0.2511278767374969,262.6,0.29752035727826903
maribavir,0.04 uM,0.0701519619689108,206.8,0.13954588735638737
marimastat,0.04 uM,0.5102535502951306,270.2,0.4301872688666632
masitinib,0.04 uM,0.1910331255550891,321.6,0.2871667971182192
masoprocol,0.04 uM,0.1896075780209177,305.4,0.2787945150962792
maxacalcitol,0.04 uM,0.2908850670348814,264.4,0.3213019064148269
mazindol,0.04 uM,0.2029792737626449,288.4,0.28031435506450714
mbx-2982,0.04 uM,-0.0240445085523834,277.6,0.0
mcpp,0.04 uM,0.338965876386307,294.8,0.3662381598675909
mebendazole,0.04 uM,0.3847152701517916,317.4,0.4048508329925189
mecamylamine,0.04 uM,0.4478881033341348,198.2,0.34519019576087356
meclofenamic-acid,0.04 uM,0.3408952407322548,304.2,0.3730885643112118
meclozine,0.04 uM,0.2617805918019356,274.6,0.310628180393828
medroxyprogesterone-acetate,0.04 uM,0.6528730119379706,385.6,0.581305904755606
medrysone,0.04 uM,0.6907661173841511,312.2,0.5380266975828012
mefloquine,0.04 uM,0.719263523640961,509.0,0.7010109033544422
meglitinide,0.04 uM,0.3220170648183635,501.8,0.46572187328509806
meisoindigo,0.04 uM,0.6307413858815558,389.6,0.574324048486922
mek162,0.04 uM,0.3103181978546998,343.2,0.378093425306556
melatonin,0.04 uM,0.2921051625259857,247.0,0.31120026384954236
meloxicam,0.04 uM,0.118826216273999,218.6,0.18672526161582484
melperone,0.04 uM,0.1478150811765538,295.4,0.2420953691374343
menadione,0.04 uM,0.3462917539935856,292.8,0.3689168356644538
mepacrine,0.04 uM,0.0819238740583355,281.6,0.1759719430612011
mepazine,0.04 uM,0.0448064304318025,341.0,0.14320864197820304
mephentermine,0.04 uM,0.2786648266573371,259.4,0.3114927386334392
mepivacaine,0.04 uM,0.5163269715585788,363.25,0.5017496533689993
meptazinol,0.04 uM,0.578546247880673,383.0,0.545368803160579
mepyramine,0.04 uM,0.3871112849640431,280.6,0.38184192688695007
merbarone,0.04 uM,0.3246526106121567,283.2,0.35129982858556213
mercaptopurine,0.04 uM,0.2271964041066806,269.4,0.2866298299512905
mericitabine,0.04 uM,0.0817975708788733,267.4,0.1713455257620464
merimepodib,0.04 uM,0.1705621319106468,253.4,0.24086099538014444
mestinon,0.04 uM,0.5642759076173134,363.0,0.5243495868358045
mestranol,0.04 uM,0.5195312328755319,450.6,0.5605615275950994
mesulergine,0.04 uM,0.2992233385963956,258.8,0.3224049727928213
metamizole,0.04 uM,0.3581918581764232,321.6,0.3932219374176542
metatinib,0.04 uM,0.5125971098245553,335.4,0.4803872468049361
metenkephalin,0.04 uM,0.1966654244341947,208.4,0.23454961682867465
metergoline,0.04 uM,0.2642921742760854,310.8,0.33205079211414934
metformin,0.04 uM,0.0580626001085879,306.4,0.15453059762295132
methazolamide,0.04 uM,0.7162455884865893,459.2,0.664436961254108
methimazole,0.04 uM,0.3957475200293204,313.0,0.4077586036919414
methiopril,0.04 uM,0.0768368586884336,305.8,0.17759282056246778
methocarbamol,0.04 uM,0.2306053659224812,204.4,0.25153418328692223
methoxsalen,0.04 uM,0.187040303638352,395.6,0.31515021265424553
methyldopa,0.04 uM,0.6719315401646705,542.4,0.6994299379502547
methylnaltrexone,0.04 uM,0.5640056646365912,344.2,0.5104685961035597
methylprednisolone,0.04 uM,0.665094502379387,453.2,0.6360752440382398
metixene,0.04 uM,0.4225574329080781,272.6,0.3932128139588012
metoclopramide,0.04 uM,0.1223669766390246,244.2,0.2002750313482521
metolazone,0.04 uM,0.5690310871411324,316.8,0.4919063702123105
metoprolol,0.04 uM,0.2325408248812124,462.0,0.3797453422491088
metronidazole,0.04 uM,0.1892618558800412,266.4,0.26014801776986096
mf-101,0.04 uM,-0.0829436581409399,295.8,0.0
mianserin,0.04 uM,0.2280327023155169,188.0,0.23988293575449995
mibampator,0.04 uM,0.1634669425935206,99.5,0.14775710518150337
mibefradil,0.04 uM,0.3573117417963418,281.4,0.36737327019396426
miconazole,0.04 uM,0.3540694378667202,327.6,0.39458269154040687
midodrine,0.04 uM,0.238861454283984,227.4,0.27001639200596084
midostaurin,0.04 uM,0.3040141105509016,301.2,0.35058733097691774
mifobate,0.04 uM,0.0087428002867834,331.2,0.062343661701404283
miglitol,0.04 uM,0.3867678435980964,345.6,0.42357850194749425
miglustat,0.04 uM,0.5008792699350071,301.6,0.45030219206408
milacemide,0.04 uM,0.1575662838998472,305.4,0.254148778239351
milnacipran,0.04 uM,0.4540811755467461,350.4,0.4621369155784632
milrinone,0.04 uM,0.5191531236529954,391.6,0.5223852922769416
miltefosine,0.04 uM,0.5803656410199358,218.2,0.41228741989632073
minaprine,0.04 uM,0.1505840496125564,283.0,0.23916882369711642
minoxidil,0.04 uM,0.0346963133239589,327.2,0.12344405422276178
mirodenafil,0.04 uM,0.2343207080657266,251.0,0.28097265797498283
mirtazapine,0.04 uM,0.4440036851981638,335.0,0.4468250930889395
mitiglinide,0.04 uM,0.0241621649488498,257.6,0.0914034767290207
mitomycin-c,0.04 uM,0.8652584970337147,585.6,0.8246987457808709
mitoxantrone,0.04 uM,0.9192179473741418,664.8,0.9056838355365078
mizolastine,0.04 uM,0.3025503124284212,290.0,0.3431781790207963
mk-0752,0.04 uM,0.3050169376850145,176.6,0.2688928111462614
mk-0773,0.04 uM,-0.1230615662252977,170.5,0.0
mk-0812,0.04 uM,0.6067652348924326,472.6,0.620410396766791
mk-0893,0.04 uM,0.4144611383924775,195.8,0.3300426876950962
mk-2461,0.04 uM,0.2567090617132404,321.0,0.33257911973820475
mk-3207,0.04 uM,0.4821507769588599,407.0,0.5132281910975433
mk-8033,0.04 uM,0.2308713300868477,232.2,0.26824891487278046
mk-8245,0.04 uM,0.4380328915979555,233.4,0.3704466321171377
mln0128,0.04 uM,0.915537171074042,631.8,0.8811496339606378
mln2480,0.04 uM,-0.0880138825214016,222.0,0.0
mln9708,0.04 uM,0.8628060552249843,658.0,0.8729540870158277
moclobemide,0.04 uM,0.1135753731330408,255.8,0.1974759536714078
molindone,0.04 uM,0.453608792053725,372.8,0.4764315872036694
molsidomine,0.04 uM,0.5435528211745553,357.2,0.5105031965843969
moracizine,0.04 uM,0.2391869321441306,279.2,0.2993975863366578
moxidectin,0.04 uM,0.4957761055585142,354.8,0.48591070278058907
moxifloxacin,0.04 uM,0.3456926200818199,348.2,0.40195857797293794
moxisylyte,0.04 uM,0.5707262546879135,464.2,0.596332333165574
moxonidine,0.04 uM,0.2482021026197603,287.8,0.3096492172825795
mozavaptan,0.04 uM,0.4318392068086216,443.8,0.5071968496261515
mubritinib,0.04 uM,0.8150029682737735,572.2,0.7911801553267689
mycophenolate-mofetil,0.04 uM,0.307076310321552,281.6,0.34069153712981765
mycophenolic-acid,0.04 uM,-0.0231601387648857,256.8,0.0
n6022,0.04 uM,0.3417374627443654,375.4,0.4149686549401839
nafamostat,0.04 uM,0.1601621799468854,247.8,0.23080887293739047
naftidrofuryl,0.04 uM,0.1787079151487577,341.0,0.28600323616164686
naftifine,0.04 uM,0.184291155735573,229.6,0.23831975969607314
naftopidil,0.04 uM,0.1274242586437542,316.5,0.23266699382255987
nalbuphine,0.04 uM,0.2617185308354499,315.4,0.33286638919296674
naphazoline,0.04 uM,0.1216811524657475,280.6,0.214080620145772
naproxen,0.04 uM,0.268960963644647,374.6,0.3677480480172756
naringenin,0.04 uM,0.4568698980698409,245.6,0.3880898791732597
narlaprevir,0.04 uM,0.2671797465064997,370.6,0.3645661465934889
nateglinide,0.04 uM,0.6706059041103162,507.0,0.6755531597559753
navitoclax,0.04 uM,0.7873645026559026,586.6,0.7873735264440268
nebivolol,0.04 uM,0.0935845484747606,218.2,0.1655584346126759
nefazodone,0.04 uM,0.7882536873680857,582.4,0.784992581098763
nefiracetam,0.04 uM,0.2028159248543359,320.6,0.29543003693353603
nefopam,0.04 uM,0.0729941035936401,264.0,0.16083024252619554
nelarabine,0.04 uM,0.2835015530454921,227.6,0.2942969177597538
nemonapride,0.04 uM,0.5171922042400319,402.8,0.5288013796800489
neostigmine,0.04 uM,0.1985419826522073,283.2,0.2747227754271497
nepafenac,0.04 uM,0.4673190270606248,442.2,0.5266692526620559
neratinib,0.04 uM,0.7798942738831388,521.2,0.7386554950264304
nesbuvir,0.04 uM,0.0843521957264717,269.6,0.17471492396141006
netupitant,0.04 uM,0.1373310347544895,245.4,0.212688245649003
nevirapine,0.04 uM,0.5816233145571938,371.6,0.5386176984527286
niacin,0.04 uM,0.673506775473738,529.6,0.6919374494472067
nicaraven,0.04 uM,0.4464819235756621,361.4,0.46539089030496866
nicardipine,0.04 uM,0.403822246306774,280.2,0.3897185241607559
nicergoline,0.04 uM,0.1243068373572472,280.2,0.21622377119906244
niclosamide,0.04 uM,0.2019550065295979,377.0,0.3196832271489182
nicotinamide,0.04 uM,0.0786265509345716,210.0,0.14887306288929614
nicotine,0.04 uM,0.3037246151130209,299.6,0.3494883982632598
niguldipine,0.04 uM,0.8221152875594482,522.2,0.7591134029964058
nikethamide,0.04 uM,0.124644029269892,277.8,0.21558757335897963
nilotinib,0.04 uM,0.2555908203064942,266.0,0.3020892756650738
nimesulide,0.04 uM,0.4698661959099376,282.6,0.42217746032393566
nimodipine,0.04 uM,0.1898950729374601,315.2,0.2834469683715871
nintedanib,0.04 uM,0.1124894047133907,265.8,0.2003342300304794
nisoxetine,0.04 uM,0.32100310325132,267.0,0.33918146351486217
nitrendipine,0.04 uM,0.2311914901886826,242.8,0.2744935392885545
nizofenone,0.04 uM,0.2087464901579869,261.6,0.2707386907919097
nms-1286937,0.04 uM,0.9168998267976646,637.2,0.8855655074397808
norethindrone,0.04 uM,0.3726894716811254,311.2,0.394561966938763
norethisterone,0.04 uM,0.3802770449936394,371.8,0.4356388586963078
norfloxacin,0.04 uM,0.3179674719370567,286.8,0.3498668413073365
norgestrel,0.04 uM,0.590505446065181,374.8,0.5450465667997316
nortriptyline,0.04 uM,0.2968009636711471,215.4,0.2929391158649038
noscapine,0.04 uM,0.2147369440258785,365.8,0.32471107265421384
novobiocin,0.04 uM,0.1217890215634267,182.4,0.17267853336025402
nsc-4644,0.04 uM,0.4098946692367498,416.6,0.4787597500421719
nsi-189,0.04 uM,0.1034382465537974,309.4,0.20726338812901327
nutlin-3,0.04 uM,0.4353879429382936,447.0,0.5111093481467309
nvp-dpp728,0.04 uM,0.2366811064198404,333.8,0.32564680773270344
nxy-059,0.04 uM,0.3388627893387401,375.2,0.4131095351112819
o6-benzylguanine,0.04 uM,0.3278329282265946,260.2,0.3383777483373856
odanacatib,0.04 uM,0.4574717964243456,207.8,0.3572126231206707
ofloxacin,0.04 uM,0.3837491780181794,213.2,0.3313898427185338
oglemilast,0.04 uM,0.1970832004144563,275.2,0.26981797680931924
olanzapine,0.04 uM,0.4834454370384599,320.0,0.455691140915793
olaparib,0.04 uM,0.1109887321818521,182.5,0.16488940211685438
olmesartan,0.04 uM,-0.0462616062447327,280.6,0.0
olprinone,0.04 uM,0.2571593544535417,272.6,0.30675097572149285
omecamtiv-mecarbil,0.04 uM,0.6743547574551332,455.8,0.6423226503701938
omeprazole,0.04 uM,0.2960169325126165,378.8,0.38795836979284387
ondansetron,0.04 uM,0.3790879750234442,242.8,0.3514926184904573
oprozomib,0.04 uM,0.8231262782826815,505.6,0.7474095274644255
orantinib,0.04 uM,0.5880124319703519,399.8,0.561741503881948
ore1001,0.04 uM,0.623755048525775,405.4,0.5826003922156804
org-9768,0.04 uM,-0.1972472664134298,161.0,0.0
orlistat,0.04 uM,0.1496821091098639,272.6,0.23402903205248135
ornidazole,0.04 uM,0.125610767798794,322.8,0.23329319009398697
orphenadrine,0.04 uM,0.452500209178532,287.4,0.41780596652228924
orteronel,0.04 uM,0.2357918987254239,253.75,0.2833931371848269
oseltamivir-carboxylate,0.04 uM,0.6307023856946372,349.2,0.5437148792447848
osimertinib,0.04 uM,0.1500934607611497,198.8,0.2001294212103307
ostarine,0.04 uM,0.3479128296359167,387.2,0.42523084553372276
otamixaban,0.04 uM,-0.0001985096723629,300.8,0.0
otilonium,0.04 uM,0.445246213182834,333.6,0.44651391933299456
ots167,0.04 uM,0.9056689354216054,640.0,0.8820568691202311
oxandrolone,0.04 uM,0.3121771288478223,275.0,0.3394601130716918
oxaprozin,0.04 uM,0.2991356462328359,406.4,0.4039548227598049
oxatomide,0.04 uM,0.3068043034935827,184.0,0.27527165799453335
oxfendazole,0.04 uM,0.5241529000993764,405.8,0.5343267065594989
oxiconazole,0.04 uM,0.1567758541827183,219.4,0.2148719687705684
oxiperomide,0.04 uM,0.2427414451288307,381.6,0.3526127511830244
oxybenzone,0.04 uM,0.2916894428126795,306.2,0.3462460377293558
oxybuprocaine,0.04 uM,0.5126571522336814,413.8,0.533618179854791
oxybutynin,0.04 uM,0.2298690830130077,319.2,0.31382937119583076
oxymetazoline,0.04 uM,0.5402791392944185,227.6,0.4062721871746709
oxypurinol,0.04 uM,0.3257366298443701,213.0,0.3051721973070216
ozagrel,0.04 uM,0.5757357989459284,353.4,0.5225968088569857
pa-824,0.04 uM,0.5769543847197102,314.8,0.4937532469484808
paclitaxel,0.04 uM,0.851182696585695,631.2,0.8492132308927737
palbociclib,0.04 uM,0.7382504625082309,494.4,0.6999434576052471
palmitoylethanolamide,0.04 uM,0.2745522038559506,346.0,0.35708563546096656
palomid-529,0.04 uM,0.6066627580393812,439.2,0.5980351309863162
palonosetron,0.04 uM,0.3267767170143393,246.4,0.32875151888761983
palovarotene,0.04 uM,0.3534489527593747,320.4,0.38988045743888805
pantoprazole,0.04 uM,0.3096052761676687,304.0,0.3554371615046532
papaverine,0.04 uM,0.5040792114231151,423.8,0.5354904542367487
paracetamol,0.04 uM,-0.1183182942868359,126.0,0.0
paricalcitol,0.04 uM,0.5703269444098245,335.2,0.5065657390786373
paroxetine,0.04 uM,-0.2192668844692981,284.5,0.0
pasireotide,0.04 uM,0.2751773591747973,219.0,0.28441354157266646
pazopanib,0.04 uM,0.5860120202542314,300.2,0.48593756121172915
pazufloxacin,0.04 uM,0.0424573529007093,278.6,0.12600531850998262
pd123319,0.04 uM,0.3602405091240824,286.2,0.3720085762728509
pd153035,0.04 uM,0.4249280191294027,300.6,0.41407025722679447
pelitinib,0.04 uM,0.5276939195055281,327.2,0.48141493141663594
pemirolast,0.04 uM,0.2298234773049861,196.0,0.24589352623441785
penciclovir,0.04 uM,0.3588973573390325,298.4,0.37914593430935245
penfluridol,0.04 uM,0.5178520453711962,432.6,0.5483627795753434
penicillin-v-potassium,0.04 uM,0.4804585897913561,122.0,0.28049799423739546
penitrem-a,0.04 uM,0.3970215310425068,553.0,0.5428645209837916
pentamidine,0.04 uM,0.3935436133576281,290.0,0.3913968237683968
pentoxifylline,0.04 uM,0.3963471422460375,355.0,0.43458417291951473
perhexiline,0.04 uM,0.4222411559270829,213.8,0.3481015803631018
perindopril,0.04 uM,0.6807111199341644,470.6,0.6557363329190254
pf-02545920,0.04 uM,0.1788563945440751,476.6,0.33826036919617575
pf-03084014,0.04 uM,0.9106446890198998,588.6,0.8482160228496888
pf-03758309,0.04 uM,0.7654855180348772,462.0,0.6889874969225408
pf-03814735,0.04 uM,0.8408096925958628,562.8,0.7969806234059261
pf-04136309,0.04 uM,0.2436589952867828,211.6,0.2630697547087613
