cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
ethylenediaminetetraacetic-acid,0.009,0.0,0.002,0.0,0.001,0.006,3
etizolam,0.102,0.216,0.219,0.0,0.036,0.0,3
etodolac,0.026,0.004,0.029,0.005,0.188,0.015,3
etofylline-clofibrate,0.191,0.502,0.906,0.0,0.552,0.0,3
etomidate,0.213,0.003,0.298,0.375,0.001,0.215,3
etomoxir,0.388,0.048,0.102,0.003,0.0,0.0,3
etoposide,0.0,0.0,0.169,0.0,0.0,0.0,3
etoricoxib,0.142,0.199,0.029,0.099,0.008,0.052,3
etravirine,0.252,0.079,0.274,0.039,0.009,0.0,3
eugenol,0.203,0.063,0.005,0.007,0.04,0.003,3
everolimus,0.0,0.002,0.0,0.003,0.0,0.0,2
evp-6124,0.054,0.139,0.028,0.026,0.001,0.001,3
exalamide,0.37,0.038,0.001,0.006,0.001,0.029,3
exemestane,0.199,0.05,0.147,0.003,0.078,0.048,2
exherin,0.311,0.097,0.22,0.03,0.851,0.522,2
fadrozole,0.0,0.335,0.004,0.0,0.976,0.005,3
famciclovir,0.006,0.046,0.031,0.0,0.0,0.065,3
famotidine,0.167,0.108,0.021,0.013,0.078,0.195,3
faropenem,0.0,0.006,0.093,0.157,0.026,0.025,3
fasudil,0.578,0.016,0.148,0.187,0.006,0.016,2
favipiravir,0.489,0.0,0.003,0.001,0.043,0.017,3
fdcyd,0.0,0.0,0.0,0.0,0.0,0.0,3
febuxostat,0.346,0.962,0.224,0.057,0.17,0.0,2
felbinac,0.617,0.007,0.0,0.0,0.259,0.28,3
felodipine,0.938,0.215,0.704,0.237,0.341,0.001,3
fenobam,0.323,0.008,0.009,0.374,0.087,0.315,2
fenoterol,0.082,0.007,0.239,0.039,0.657,0.096,3
fenticonazole,0.0,0.001,0.005,0.084,0.014,0.001,3
fexofenadine,0.693,0.008,0.539,0.276,0.651,0.045,3
fiacitabine,0.908,0.387,0.378,0.144,0.001,0.0,3
fidarestat,0.506,0.474,0.677,0.087,0.716,0.163,3
fidaxomicin,0.016,0.488,0.163,0.045,0.007,0.005,2
filgotinib,0.0,0.453,0.026,0.0,0.0,0.0,3
finasteride,0.071,0.0,0.001,0.0,0.0,0.0,3
fipronil,0.063,0.25,0.075,0.135,0.128,0.015,2
firategrast,0.011,0.003,0.136,0.0,0.007,0.009,3
flavoxate,0.273,0.84,0.403,0.034,0.151,0.014,2
flecainide,0.445,0.453,0.862,0.003,0.013,0.003,3
floxuridine,0.0,0.0,0.0,0.0,0.0,0.0,3
fluconazole,0.0,0.302,0.591,0.0,0.011,0.069,3
fludarabine-phosphate,0.0,0.01,0.227,0.003,0.001,0.0,3
fludroxycortide,0.0,0.0,0.0,0.0,0.0,0.0,3
flumatinib,0.0,0.011,0.0,0.0,0.009,0.0,3
flumazenil,0.717,0.147,0.0,0.0,0.0,0.0,3
fluocinonide,0.0,0.0,0.0,0.0,0.0,0.0,3
fluorometholone,0.002,0.002,0.002,0.0,0.002,0.004,2
fluorouracil,0.318,0.001,0.0,0.0,0.0,0.0,3
fluoxetine,0.0,0.003,0.001,0.039,0.001,0.0,3
fluphenazine,0.082,0.0,0.0,0.0,0.009,0.0,3
fluspirilene,0.214,0.767,0.552,0.0,0.0,0.0,2
flutamide,0.072,0.354,0.389,0.301,0.451,0.006,2
fluticasone,0.0,0.0,0.0,0.0,0.0,0.0,3
flutrimazole,0.212,0.003,0.008,0.122,0.163,0.006,3
fluvoxamine,0.583,0.629,0.063,0.608,0.192,0.001,3
folic-acid,0.0,0.004,0.001,0.0,0.007,0.006,3
fomepizole,0.14,0.005,0.022,0.739,0.023,0.019,3
fomocaine,0.559,0.554,0.229,0.103,0.279,0.006,3
foretinib,0.0,0.0,0.0,0.0,0.0,0.0,4
formestane,0.0,0.0,0.0,0.0,0.001,0.0,3
formoterol,0.069,0.525,0.468,0.104,0.294,0.023,2
forskolin,0.152,0.161,0.026,0.0,0.001,0.0,3
fosfomycin,0.036,0.137,0.03,0.162,0.046,0.608,2
fostamatinib,0.006,0.001,0.219,0.0,0.0,0.0,3
fpl-62064,0.26,0.0,0.0,0.0,0.0,0.0,3
ftorafur,0.919,0.173,0.001,0.003,0.056,0.786,3
fulvestrant,0.005,0.001,0.007,0.01,0.002,0.0,4
fusidic-acid,0.591,0.187,0.032,0.809,0.683,0.004,3
gabapentin,0.0,0.0,0.0,0.0,0.001,0.608,3
galeterone,0.217,0.576,0.141,0.18,0.0,0.0,3
ganaxolone,0.3,0.453,0.041,0.304,0.341,0.009,3
gatifloxacin,0.034,0.004,0.001,0.016,0.599,0.211,3
gdc-0068,0.006,0.294,0.008,0.005,0.003,0.004,2
gdc-0152,0.0,0.0,0.0,0.0,0.0,0.0,3
gdc-0199,0.008,0.0,0.0,0.0,0.0,0.0,3
gdc-0834,0.076,0.076,0.034,0.001,0.0,0.0,3
gefitinib,0.008,0.2,0.001,0.0,0.0,0.0,3
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,3
gemfibrozil,0.0,0.001,0.0,0.0,0.045,0.087,3
gemifloxacin,0.9,0.821,0.762,0.713,0.619,0.233,2
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,3
gestrinone,0.0,0.0,0.0,0.0,0.001,0.0,3
gimeracil,0.0,0.435,0.006,0.461,0.402,0.226,3
ginkgolide-b,0.371,0.157,0.463,0.608,0.312,0.645,3
glasdegib,0.238,0.315,0.19,0.022,0.008,0.062,3
gliclazide,0.121,0.003,0.0,0.585,0.013,0.314,3
glimepiride,0.196,0.002,0.101,0.382,0.002,0.0,3
glipizide,0.009,0.61,0.868,0.073,0.433,0.171,3
gliquidone,0.434,0.087,0.011,0.219,0.01,0.001,3
glycitein,0.136,0.015,0.508,0.092,0.0,0.029,3
glycopyrrolate,0.0,0.247,0.001,0.002,0.127,0.067,3
golvatinib,0.393,0.082,0.314,0.243,0.001,0.0,3
goserelin-acetate,0.143,0.404,0.219,0.459,0.007,0.0,3
granisetron,0.108,0.139,0.133,0.679,0.502,0.004,2
grazoprevir,0.238,0.028,0.004,0.527,0.001,0.0,3
griseofulvin,0.058,0.001,0.435,0.004,0.001,0.0,3
gsk1292263,0.031,0.012,0.434,0.093,0.019,0.016,2
gsk2110183,0.0,0.009,0.12,0.0,0.001,0.009,3
gsk256066,0.036,0.805,0.701,0.947,0.17,0.211,2
gsk2636771,0.246,0.064,0.128,0.06,0.018,0.005,2
guanabenz,0.011,0.007,0.056,0.103,0.013,0.032,3
guanadrel,0.572,0.106,0.537,0.0,0.458,0.0,3
guanethidine,0.787,0.739,0.238,0.119,0.302,0.661,2
gw842166,0.419,0.008,0.564,0.225,0.546,0.006,3
halcinonide,0.0,0.0,0.0,0.0,0.0,0.0,3
haloperidol,0.0,0.003,0.084,0.0,0.371,0.0,3
hc-030031,0.274,0.87,0.378,0.919,0.037,0.032,3
hesperidin,0.568,0.091,0.277,0.138,0.419,0.211,3
hexachlorophene,0.0,0.0,0.0,0.0,0.0,0.001,3
histamine,0.057,0.001,0.648,0.017,0.033,0.004,4
homochlorcyclizine,0.123,0.009,0.004,0.0,0.189,0.0,3
homoharringtonine,0.0,0.001,0.002,0.0,0.0,0.0,2
honokiol,0.0,0.007,0.0,0.0,0.01,0.031,3
hydrocortisone,0.005,0.002,0.002,0.0,0.0,0.005,2
hydroxyurea,0.923,0.256,0.191,0.797,0.008,0.0,3
hymecromone,0.492,0.2,0.15,0.36,0.262,0.024,2
hypericin,0.52,0.007,0.531,0.034,0.001,0.0,3
i-bet-762,0.015,0.005,0.003,0.001,0.0,0.0,2
ib-meca,0.816,0.686,0.47,0.286,0.025,0.257,3
ibrutinib,0.041,0.0,0.0,0.0,0.0,0.0,3
ibudilast,0.005,0.047,0.408,0.678,0.275,0.006,3
ibuprofen,0.434,0.058,0.334,0.316,0.448,0.237,3
ibutamoren,0.074,0.421,0.153,0.246,0.007,0.025,3
ici-162846,0.001,0.938,0.364,0.609,0.022,0.225,3
"ici-185,282",0.03,0.01,0.097,0.003,0.001,0.016,3
ici-192605,0.024,0.0,0.002,0.043,0.281,0.573,3
idalopirdine,0.225,0.068,0.003,0.008,0.252,0.001,3
idelalisib,0.082,0.001,0.001,0.082,0.0,0.016,3
idoxuridin,0.692,0.0,0.002,0.0,0.0,0.0,3
ifosfamide,0.186,0.288,0.026,0.004,0.047,0.015,3
iguratimod,0.375,0.002,0.006,0.004,0.323,0.153,2
ilomastat,0.644,0.701,0.025,0.001,0.027,0.019,3
imatinib,0.004,0.161,0.169,0.007,0.001,0.0,3
imexon,0.187,0.034,0.531,0.13,0.01,0.042,3
imiloxan,0.022,0.111,0.061,0.0,0.01,0.006,3
imipramine,0.267,0.6,0.234,0.816,0.385,0.26,2
imiquimod,0.04,0.32,0.267,0.408,0.267,0.065,2
indacaterol,0.05,0.295,0.134,0.003,0.007,0.003,3
indapamide,0.827,0.063,0.412,0.154,0.178,0.001,3
indibulin,0.0,0.0,0.0,0.0,0.0,0.0,3
indinavir,0.0,0.478,0.475,0.073,0.001,0.383,3
indiplon,0.004,0.724,0.318,0.807,0.039,0.006,3
indirubin,0.003,0.007,0.071,0.005,0.008,0.004,2
indobufen,0.489,0.0,0.108,0.091,0.041,0.029,3
indole,0.0,0.0,0.001,0.002,0.0,0.005,4
indoprofen,0.364,0.174,0.449,0.095,0.007,0.006,2
indoramin,0.13,0.715,0.914,0.52,0.451,0.006,2
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,3
iniparib,0.001,0.003,0.082,0.36,0.002,0.018,3
inosine,0.027,0.157,0.478,0.198,0.026,0.021,3
inositol,0.0,0.001,0.324,0.001,0.007,0.216,3
iowh032,0.0,0.003,0.001,0.046,0.013,0.0,3
ipratropium,0.557,0.297,0.354,0.554,0.041,0.538,2
ipriflavone,0.071,0.169,0.08,0.024,0.013,0.033,3
irinotecan,0.0,0.125,0.0,0.0,0.0,0.0,3
isbufylline,0.0,0.369,0.957,0.393,0.323,0.007,3
isoconazole,0.039,0.53,0.178,0.421,0.001,0.0,3
isofloxythepin,0.027,0.846,0.0,0.0,0.016,0.001,3
isosorbide,0.006,0.409,0.884,0.673,0.013,0.394,3
isradipine,0.652,0.634,0.685,0.055,0.284,0.06,2
istaroxime,0.72,0.274,0.083,0.247,0.004,0.0,2
itopride,0.154,0.259,0.0,0.0,0.552,0.659,3
ivabradine,0.007,0.02,0.0,0.237,0.002,0.017,3
ivacaftor,0.001,0.008,0.001,0.0,0.0,0.0,3
ivermectin,0.18,0.025,0.0,0.0,0.0,0.0,3
ixabepilone,0.62,0.0,0.0,0.0,0.0,0.0,3
josamycin,0.069,0.256,0.003,0.082,0.094,0.006,3
kakonein,0.0,0.011,0.147,0.274,0.234,0.001,3
kbg,0.032,0.044,0.007,0.003,0.002,0.149,4
kd-023,0.0,0.13,0.001,0.0,0.01,0.0,3
kd025,0.005,0.316,0.564,0.002,0.001,0.0,3
ketoconazole,0.104,0.37,0.366,0.0,0.0,0.0,3
ketoprofen,0.381,0.737,0.056,0.126,0.008,0.016,3
ketorolac,0.429,0.909,0.025,0.019,0.013,0.005,2
ketotifen,0.35,0.911,0.008,0.0,0.805,0.299,3
kpt-330,0.005,0.0,0.0,0.0,0.0,0.0,3
kw-2449,0.099,0.0,0.0,0.0,0.0,0.0,3
kw-2478,0.831,0.044,0.006,0.001,0.003,0.007,2
kx2-391,0.0,0.0,0.0,0.0,0.0,0.0,3
l-citrulline,0.0,0.0,0.08,0.562,0.001,0.016,3
l-ergothioneine,0.236,0.035,0.323,0.343,0.016,0.046,2
l-name,0.103,0.571,0.004,0.046,0.043,0.009,3
labetalol,0.015,0.147,0.072,0.873,0.1,0.018,3
lacitol,0.009,0.016,0.048,0.162,0.419,0.853,3
lacosamide,0.817,0.237,0.392,0.139,0.129,0.054,3
lafutidine,0.0,0.0,0.0,0.004,0.0,0.0,3
lamivudine,0.044,0.151,0.203,0.223,0.264,0.035,4
lamotrigine,0.233,0.261,0.08,0.148,0.451,0.317,2
lapatinib,0.628,0.001,0.001,0.004,0.0,0.0,3
lasalocid,0.0,0.003,0.006,0.003,0.0,0.0,3
latanoprost,0.193,0.279,0.003,0.001,0.029,0.006,3
lcl-161,0.0,0.0,0.0,0.0,0.0,0.0,3
ledipasvir,0.402,0.003,0.0,0.0,0.001,0.0,3
leflunomide,0.013,0.006,0.005,0.002,0.023,0.0,2
lenalidomide,0.269,0.012,0.202,0.026,0.033,0.035,2
lenvatinib,0.667,0.018,0.555,0.902,0.008,0.186,2
lerisetron,0.39,0.161,0.369,0.256,0.082,0.001,3
lersivirine,0.002,0.001,0.0,0.0,0.002,0.007,4
lestaurtinib,0.028,0.001,0.0,0.001,0.0,0.0,2
letermovir,0.675,0.461,0.202,0.086,0.024,0.004,2
levalbuterol,0.714,0.044,0.204,0.094,0.516,0.065,3
levamisole,0.027,0.004,0.12,0.423,0.283,0.225,3
levcromakalim,0.41,0.376,0.589,0.163,0.137,0.191,2
levetiracetam,0.012,0.003,0.0,0.0,0.015,0.029,3
levobunolol,0.264,0.398,0.0,0.0,0.01,0.069,3
levocabastine,0.0,0.003,0.432,0.003,0.279,0.139,3
levocetirizine,0.322,0.24,0.004,0.0,0.195,0.006,3
levofloxacin,0.004,0.002,0.006,0.202,0.027,0.02,3
levomequitazine,0.037,0.648,0.051,0.004,0.001,0.0,3
levonorgestrel,0.001,0.0,0.001,0.029,0.081,0.0,3
levosimendan,0.011,0.157,0.644,0.345,0.094,0.029,4
levothyroxine,0.532,0.518,0.246,0.831,0.036,0.114,3
lgx818,0.0,0.001,0.002,0.003,0.003,0.0,2
licochalcone-a,0.077,0.702,0.578,0.026,0.004,0.006,2
lidamidine,0.167,0.246,0.007,0.004,0.041,0.106,3
lidocaine,0.16,0.003,0.065,0.083,0.577,0.864,3
lidoflazine,0.012,0.0,0.395,0.131,0.001,0.0,3
linezolid,0.0,0.002,0.003,0.001,0.004,0.0,2
linifanib,0.0,0.943,0.679,0.003,0.001,0.0,3
linopirdine,0.006,0.132,0.029,0.368,0.101,0.001,3
linsidomine,0.634,0.017,0.0,0.0,0.01,0.349,3
linsitinib,0.136,0.0,0.0,0.0,0.0,0.0,3
liranaftate,0.005,0.002,0.573,0.0,0.0,0.0,3
lisinopril,0.0,0.001,0.189,0.006,0.071,0.469,3
lisofylline,0.0,0.256,0.368,0.121,0.435,0.845,3
lobenzarit,0.0,0.271,0.029,0.027,0.007,0.006,3
lodoxamide,0.117,0.081,0.029,0.26,0.08,0.364,3
lofexidine,0.517,0.273,0.644,0.21,0.095,0.08,3
lomeguatrib,0.171,0.492,0.876,0.29,0.514,0.016,3
lomerizine,0.377,0.617,0.025,0.811,0.001,0.0,3
lomitapide,0.0,0.003,0.004,0.034,0.0,0.0,3
lonafarnib,0.002,0.252,0.001,0.001,0.0,0.005,2
lonidamine,0.306,0.576,0.818,0.762,0.097,0.045,2
loperamide,0.049,0.188,0.056,0.003,0.001,0.0,3
lopinavir,0.046,0.063,0.0,0.0,0.001,0.0,3
loratadine,0.006,0.001,0.002,0.0,0.0,0.0,3
lorazepam,0.0,0.0,0.282,0.0,0.001,0.461,3
lorcaserin,0.153,0.005,0.169,0.279,0.348,0.006,3
lorglumide,0.468,0.54,0.028,0.027,0.873,0.508,3
losmapimod,0.015,0.001,0.09,0.004,0.014,0.006,3
loxoprofen,0.852,0.09,0.674,0.055,0.029,0.598,2
lucitanib,0.877,0.878,0.028,0.0,0.002,0.0,3
luliconazole,0.576,0.068,0.432,0.0,0.013,0.001,3
lupanine,0.768,0.698,0.38,0.004,0.172,0.953,3
lurasidone,0.012,0.199,0.329,0.005,0.003,0.0,2
lx1031,0.0,0.273,0.013,0.0,0.019,0.014,3
ly215490,0.0,0.007,0.0,0.0,0.002,0.001,3
ly2228820,0.0,0.003,0.034,0.0,0.119,0.0,3
ly2334737,0.001,0.001,0.395,0.587,0.01,0.0,3
ly2784544,0.0,0.0,0.0,0.195,0.0,0.0,3
ly2811376,0.354,0.063,0.765,0.302,0.715,0.069,3
ly2874455,0.0,0.0,0.0,0.0,0.0,0.0,3
ly2886721,0.004,0.927,0.052,0.071,0.002,0.008,3
macitentan,0.005,0.039,0.051,0.005,0.007,0.006,2
malotilate,0.0,0.272,0.0,0.0,0.404,0.038,3
manumycin-a,0.868,0.129,0.331,0.357,0.043,0.0,3
maprotiline,0.009,0.1,0.003,0.0,0.051,0.0,3
maraviroc,0.0,0.01,0.746,0.006,0.009,0.207,3
maribavir,0.028,0.88,0.283,0.512,0.312,0.012,2
marimastat,0.257,0.087,0.005,0.043,0.007,0.0,3
masitinib,0.37,0.454,0.219,0.17,0.027,0.0,3
masoprocol,0.837,0.335,0.285,0.162,0.007,0.007,2
maxacalcitol,0.0,0.654,0.004,0.0,0.009,0.0,3
mazindol,0.656,0.068,0.381,0.256,0.412,0.006,3
mbx-2982,0.269,0.277,0.014,0.74,0.009,0.006,3
mcpp,0.071,0.801,0.013,0.184,0.414,0.027,2
mebendazole,0.009,0.003,0.001,0.0,0.0,0.0,3
mecamylamine,0.005,0.003,0.62,0.0,0.001,0.001,3
meclofenamic-acid,0.0,0.439,0.604,0.31,0.206,0.065,3
meclozine,0.595,0.119,0.178,0.118,0.026,0.006,3
medroxyprogesterone-acetate,0.0,0.0,0.0,0.0,0.0,0.0,3
medrysone,0.0,0.0,0.0,0.0,0.0,0.0,3
meglitinide,0.0,0.654,0.0,0.009,0.013,0.008,3
meisoindigo,0.0,0.0,0.001,0.0,0.0,0.0,3
mek162,0.0,0.0,0.0,0.0,0.0,0.0,3
melatonin,0.015,0.793,0.033,0.094,0.055,0.071,3
meloxicam,0.272,0.17,0.393,0.209,0.521,0.052,2
melperone,0.818,0.119,0.602,0.318,0.094,0.364,3
menadione,0.303,0.058,0.113,0.014,0.004,0.0,2
mepacrine,0.193,0.006,0.172,0.002,0.001,0.0,3
mepazine,0.04,0.079,0.136,0.043,0.042,0.0,3
mephentermine,0.066,0.06,0.059,0.0,0.049,0.49,3
mepivacaine,0.0,0.001,0.003,0.003,0.0,0.0,4
mepyramine,0.346,0.775,0.348,0.891,0.041,0.314,2
merbarone,0.054,0.001,0.035,0.322,0.007,0.0,3
mericitabine,0.872,0.163,0.061,0.268,0.007,0.0,3
merimepodib,0.235,0.159,0.13,0.0,0.0,0.0,3
mestranol,0.005,0.002,0.005,0.0,0.001,0.0,3
mesulergine,0.287,0.219,0.002,0.003,0.912,0.062,3
metamizole,0.003,0.028,0.017,0.226,0.421,0.015,2
metatinib,0.007,0.003,0.944,0.006,0.001,0.0,3
metenkephalin,0.498,0.076,0.107,0.807,0.001,0.011,3
metergoline,0.044,0.079,0.005,0.0,0.001,0.0,3
metformin,0.09,0.255,0.003,0.001,0.008,0.211,2
methazolamide,0.0,0.078,0.0,0.116,0.01,0.011,3
methimazole,0.012,0.011,0.009,0.017,0.009,0.036,3
methiopril,0.046,0.497,0.415,0.46,0.552,0.989,3
methocarbamol,0.419,0.481,0.028,0.015,0.001,0.096,3
methoxsalen,0.0,0.409,0.334,0.613,0.23,0.016,3
methyldopa,0.0,0.0,0.0,0.0,0.026,0.001,3
methylnaltrexone,0.027,0.011,0.003,0.009,0.001,0.0,3
methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,3
metixene,0.0,0.119,0.003,0.026,0.009,0.0,3
metoclopramide,0.395,0.216,0.953,0.408,0.078,0.541,2
metolazone,0.0,0.001,0.616,0.19,0.018,0.171,3
metoprolol,0.906,0.667,0.008,0.127,0.465,0.069,3
mf-101,0.722,0.098,0.071,0.154,0.041,0.009,3
mianserin,0.007,0.38,0.01,0.0,0.579,0.001,3
mibampator,0.232,0.289,0.984,0.014,0.04,0.01,2
mibefradil,0.509,0.736,0.072,0.661,0.101,0.0,3
miconazole,0.002,0.008,0.171,0.039,0.008,0.0,2
midodrine,0.098,0.058,0.056,0.099,0.203,0.015,3
midostaurin,0.006,0.006,0.0,0.0,0.0,0.0,3
mifobate,0.004,0.335,0.531,0.087,0.007,0.226,3
miglitol,0.092,0.273,0.001,0.363,0.001,0.077,3
milacemide,0.035,0.142,0.611,0.0,0.189,0.008,3
milnacipran,0.048,0.003,0.001,0.017,0.139,0.016,3
milrinone,0.235,0.02,0.001,0.935,0.013,0.042,3
minaprine,0.264,0.003,0.003,0.098,0.312,0.025,3
minoxidil,0.831,0.313,0.019,0.0,0.001,0.0,3
mirodenafil,0.818,0.0,0.223,0.0,0.013,0.006,3
mirtazapine,0.474,0.256,0.097,0.761,0.013,0.163,3
mitomycin-c,0.0,0.0,0.0,0.0,0.0,0.0,3
mk-0752,0.332,0.214,0.001,0.003,0.013,0.001,3
mk-0773,0.373,0.09,0.143,0.177,0.411,0.043,2
mk-0812,0.76,0.02,0.002,0.587,0.404,0.003,3
mk-0893,0.225,0.042,0.153,0.0,0.009,0.0,3
mk-2461,0.0,0.003,0.004,0.0,0.0,0.0,3
mk-3207,0.243,0.332,0.003,0.003,0.027,0.008,3
mk-8033,0.068,0.012,0.013,0.154,0.091,0.034,2
mk-8245,0.33,0.161,0.334,0.118,0.075,0.0,3
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,3
mln2480,0.798,0.932,0.589,0.163,0.375,0.153,2
mln9708,0.0,0.0,0.0,0.0,0.0,0.0,3
moclobemide,0.226,0.076,0.181,0.045,0.292,0.009,3
molindone,0.0,0.0,0.0,0.0,0.007,0.001,3
molsidomine,0.0,0.011,0.0,0.039,0.283,0.0,3
moxidectin,0.531,0.843,0.0,0.231,0.008,0.0,3
moxifloxacin,0.09,0.167,0.055,0.0,0.085,0.02,3
moxisylyte,0.0,0.0,0.0,0.0,0.01,0.08,3
mozavaptan,0.486,0.892,0.382,0.521,0.002,0.0,3
mycophenolate-mofetil,0.306,0.0,0.0,0.0,0.0,0.0,3
mycophenolic-acid,0.135,0.0,0.0,0.0,0.0,0.0,3
n6022,0.0,0.0,0.003,0.845,0.047,0.844,3
nafamostat,0.08,0.009,0.065,0.028,0.401,0.001,3
naftidrofuryl,0.005,0.094,0.935,0.242,0.008,0.006,3
naftopidil,0.363,0.0,0.003,0.003,0.002,0.001,4
nalbuphine,0.05,0.422,0.011,0.102,0.248,0.377,2
naphazoline,0.32,0.096,0.011,0.005,0.05,0.03,2
naproxen,0.003,0.004,0.35,0.005,0.43,0.024,2
naringenin,0.015,0.833,0.002,0.065,0.047,0.001,3
narlaprevir,0.003,0.059,0.006,0.005,0.061,0.054,2
nateglinide,0.028,0.008,0.499,0.135,0.007,0.762,2
navitoclax,0.0,0.0,0.0,0.0,0.0,0.0,3
nebivolol,0.121,0.193,0.149,0.158,0.781,0.0,3
nefiracetam,0.457,0.519,0.04,0.453,0.601,0.362,2
nefopam,0.027,0.668,0.146,0.003,0.054,0.394,3
nelarabine,0.148,0.003,0.008,0.0,0.001,0.0,3
nemonapride,0.452,0.0,0.14,0.05,0.019,0.098,3
nepafenac,0.0,0.166,0.081,0.073,0.001,0.172,3
neratinib,0.0,0.0,0.0,0.0,0.0,0.0,3
nesbuvir,0.1,0.94,0.0,0.0,0.6,0.037,3
netupitant,0.253,0.061,0.598,0.04,0.0,0.0,3
nevirapine,0.005,0.266,0.006,0.135,0.625,0.33,2
niacin,0.0,0.0,0.0,0.0,0.013,0.394,3
nicaraven,0.004,0.049,0.051,0.327,0.621,0.059,3
nicardipine,0.09,0.426,0.023,0.135,0.056,0.0,3
nicergoline,0.738,0.978,0.97,0.063,0.363,0.006,2
nicotinamide,0.218,0.91,0.546,0.02,0.095,0.297,3
nicotine,0.094,0.107,0.001,0.127,0.003,0.438,3
niguldipine,0.0,0.024,0.138,0.0,0.0,0.009,3
nikethamide,0.136,0.69,0.585,0.332,0.097,0.278,2
nilotinib,0.64,0.006,0.001,0.0,0.0,0.0,3
nimesulide,0.005,0.137,0.012,0.296,0.052,0.527,2
nimodipine,0.393,0.01,0.0,0.677,0.022,0.0,3
nintedanib,0.561,0.064,0.299,0.06,0.001,0.0,3
nisoxetine,0.07,0.105,0.469,0.159,0.407,0.546,2
nitrendipine,0.0,0.001,0.223,0.09,0.074,0.023,3
nizofenone,0.152,0.534,0.141,0.047,0.024,0.15,2
nms-1286937,0.0,0.0,0.0,0.0,0.0,0.0,3
norethindrone,0.0,0.015,0.0,0.003,0.01,0.0,3
norethisterone,0.002,0.011,0.085,0.038,0.021,0.381,2
norfloxacin,0.397,0.279,0.294,0.386,0.023,0.373,2
norgestrel,0.0,0.0,0.0,0.003,0.007,0.006,3
nortriptyline,0.264,0.094,0.401,0.006,0.0,0.0,3
noscapine,0.068,0.003,0.352,0.0,0.135,0.0,3
novobiocin,0.788,0.272,0.004,0.003,0.159,0.087,3
nsi-189,0.373,0.131,0.511,0.005,0.306,0.031,2
nutlin-3,0.46,0.312,0.0,0.073,0.0,0.0,3
nvp-dpp728,0.443,0.504,0.007,0.014,0.551,0.098,2
nxy-059,0.23,0.157,0.0,0.524,0.378,0.163,3
o6-benzylguanine,0.447,0.64,0.248,0.01,0.106,0.271,2
odanacatib,0.149,0.132,0.039,0.074,0.007,0.006,3
ofloxacin,0.131,0.134,0.008,0.0,0.097,0.006,3
oglemilast,0.234,0.003,0.03,0.81,0.0,0.0,3
olaparib,0.44,0.919,0.147,0.004,0.002,0.0,3
olmesartan,0.295,0.032,0.003,0.977,0.7,0.005,2
omecamtiv-mecarbil,0.0,0.003,0.001,0.919,0.002,0.065,3
omeprazole,0.314,0.222,0.667,0.132,0.013,0.693,2
ondansetron,0.145,0.014,0.1,0.262,0.475,0.593,2
oprozomib,0.0,0.0,0.0,0.0,0.0,0.0,3
orantinib,0.103,0.239,0.003,0.163,0.003,0.005,2
ore1001,0.001,0.006,0.004,0.004,0.021,0.486,3
org-9768,0.662,0.887,0.316,0.574,0.815,0.547,2
orlistat,0.056,0.203,0.006,0.004,0.003,0.0,2
orphenadrine,0.077,0.035,0.011,0.741,0.363,0.098,2
orteronel,0.029,0.1,0.013,0.159,0.481,0.071,3
oseltamivir-carboxylate,0.0,0.003,0.041,0.037,0.007,0.016,3
ostarine,0.0,0.0,0.001,0.004,0.001,0.006,3
otamixaban,0.252,0.039,0.085,0.23,0.726,0.139,3
otilonium,0.267,0.683,0.189,0.116,0.005,0.006,3
ots167,0.0,0.0,0.001,0.0,0.0,0.0,2
oxandrolone,0.026,0.0,0.0,0.013,0.001,0.006,3
oxaprozin,0.447,0.076,0.014,0.005,0.008,0.194,2
oxatomide,0.008,0.001,0.001,0.229,0.05,0.001,4
oxfendazole,0.044,0.599,0.0,0.0,0.013,0.0,3
oxiconazole,0.158,0.1,0.047,0.425,0.001,0.0,3
oxiperomide,0.005,0.141,0.028,0.631,0.475,0.013,2
oxybenzone,0.053,0.048,0.772,0.419,0.124,0.006,3
oxybuprocaine,0.0,0.0,0.125,0.144,0.286,0.001,3
oxybutynin,0.004,0.026,0.047,0.071,0.103,0.0,3
oxymetazoline,0.023,0.063,0.015,0.005,0.024,0.298,2
oxypurinol,0.043,0.003,0.0,0.294,0.376,0.294,3
ozagrel,0.612,0.026,0.015,0.18,0.013,0.332,2
pa-824,0.0,0.009,0.0,0.274,0.001,0.0,3
paclitaxel,0.0,0.0,0.0,0.0,0.0,0.0,3
palbociclib,0.0,0.0,0.0,0.0,0.0,0.0,3
palmitoylethanolamide,0.035,0.005,0.0,0.006,0.001,0.001,3
palomid-529,0.0,0.938,0.743,0.083,0.101,0.0,3
palonosetron,0.428,0.505,0.535,0.013,0.036,0.0,3
palovarotene,0.0,0.0,0.0,0.0,0.0,0.0,3
papaverine,0.006,0.195,0.104,0.005,0.002,0.006,2
paracetamol,0.615,0.43,0.991,0.998,0.853,0.618,2
paroxetine,0.648,0.556,0.651,0.312,0.508,0.009,2
