cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
fulvestrant,0.001,0.001,0.014,0.011,0.002,0.0,4
fusidic-acid,0.124,0.03,0.1,0.263,0.277,0.003,5
gabapentin,0.0,0.0,0.0,0.0,0.0,0.32,5
ganaxolone,0.001,0.055,0.002,0.193,0.036,0.003,5
gatifloxacin,0.108,0.03,0.011,0.168,0.13,0.013,5
gdc-0068,0.045,0.069,0.0,0.0,0.0,0.0,5
gdc-0152,0.0,0.0,0.0,0.0,0.0,0.0,5
gdc-0199,0.0,0.001,0.0,0.0,0.0,0.0,5
gdc-0834,0.011,0.061,0.5,0.0,0.0,0.0,5
gefitinib,0.007,0.008,0.0,0.0,0.0,0.0,5
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,5
gemfibrozil,0.0,0.0,0.0,0.0,0.007,0.003,5
gemifloxacin,0.882,0.803,0.743,0.709,0.659,0.207,2
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,5
gimeracil,0.0,0.013,0.0,0.001,0.015,0.095,5
ginkgolide-b,0.181,0.142,0.137,0.084,0.236,0.174,5
glasdegib,0.031,0.008,0.022,0.0,0.0,0.036,5
glimepiride,0.0,0.038,0.002,0.127,0.0,0.0,5
glipizide,0.0,0.0,0.009,0.006,0.0,0.002,5
gliquidone,0.0,0.008,0.003,0.051,0.005,0.001,5
glycitein,0.011,0.004,0.002,0.357,0.0,0.014,5
glycopyrrolate,0.0,0.0,0.0,0.0,0.0,0.003,5
golvatinib,0.201,0.012,0.168,0.078,0.0,0.0,5
goserelin-acetate,0.002,0.01,0.024,0.289,0.039,0.0,5
granisetron,0.001,0.222,0.007,0.199,0.164,0.0,5
grazoprevir,0.023,0.067,0.0,0.011,0.0,0.0,5
griseofulvin,0.0,0.027,0.029,0.0,0.0,0.0,5
gsk1292263,0.0,0.0,0.0,0.0,0.0,0.0,5
gsk256066,0.027,0.782,0.676,0.943,0.186,0.185,2
gsk2636771,0.001,0.006,0.002,0.0,0.0,0.0,5
guanabenz,0.0,0.027,0.003,0.0,0.0,0.002,5
guanadrel,0.0,0.001,0.0,0.0,0.0,0.0,5
guanethidine,0.472,0.169,0.031,0.027,0.301,0.018,5
gw842166,0.0,0.254,0.0,0.052,0.5,0.003,5
halcinonide,0.0,0.0,0.0,0.0,0.0,0.0,5
haloperidol,0.0,0.0,0.0,0.093,0.0,0.0,5
hc-030031,0.095,0.021,0.018,0.068,0.005,0.003,5
hesperidin,0.0,0.598,0.214,0.031,0.41,0.116,5
hexachlorophene,0.0,0.0,0.0,0.0,0.0,0.0,5
histamine,0.044,0.001,0.651,0.016,0.038,0.003,4
homochlorcyclizine,0.075,0.001,0.0,0.0,0.0,0.0,5
homoharringtonine,0.0,0.0,0.0,0.0,0.0,0.0,5
hydrocortisone,0.0,0.0,0.0,0.0,0.0,0.0,5
hydroxyurea,0.329,0.001,0.089,0.051,0.0,0.0,5
hymecromone,0.236,0.008,0.019,0.0,0.011,0.002,5
hypericin,0.0,0.057,0.051,0.011,0.0,0.0,5
ib-meca,0.197,0.531,0.002,0.044,0.0,0.036,5
ibrutinib,0.0,0.0,0.0,0.0,0.0,0.0,5
ibudilast,0.0,0.001,0.314,0.023,0.049,0.143,5
ibuprofen,0.001,0.001,0.0,0.013,0.119,0.1,5
ibutamoren,0.065,0.509,0.131,0.023,0.007,0.003,5
ici-162846,0.001,0.043,0.275,0.289,0.005,0.276,5
"ici-185,282",0.109,0.0,0.003,0.101,0.41,0.011,5
ici-192605,0.0,0.0,0.0,0.053,0.229,0.756,5
idalopirdine,0.002,0.003,0.236,0.0,0.0,0.002,5
idelalisib,0.017,0.0,0.001,0.0,0.0,0.0,5
idoxuridin,0.0,0.0,0.0,0.0,0.0,0.0,5
iguratimod,0.0,0.0,0.0,0.0,0.0,0.0,5
ilomastat,0.105,0.126,0.026,0.0,0.0,0.001,5
imexon,0.179,0.01,0.337,0.0,0.0,0.118,5
imiloxan,0.0,0.012,0.004,0.0,0.0,0.006,5
imipramine,0.218,0.587,0.215,0.816,0.389,0.235,2
imiquimod,0.0,0.021,0.007,0.01,0.346,0.14,5
indacaterol,0.159,0.067,0.002,0.024,0.0,0.0,5
indapamide,0.304,0.099,0.078,0.068,0.002,0.003,5
indibulin,0.0,0.0,0.0,0.0,0.0,0.0,5
indinavir,0.0,0.037,0.002,0.303,0.0,0.001,5
indiplon,0.028,0.161,0.415,0.732,0.005,0.0,5
indirubin,0.0,0.0,0.0,0.0,0.0,0.0,5
indobufen,0.027,0.0,0.004,0.0,0.0,0.003,5
indole,0.0,0.001,0.0,0.0,0.0,0.003,4
indoprofen,0.321,0.158,0.462,0.085,0.004,0.009,2
indoramin,0.0,0.003,0.031,0.038,0.0,0.0,5
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,5
inosine,0.0,0.002,0.031,0.072,0.005,0.193,5
iowh032,0.0,0.04,0.002,0.016,0.0,0.0,5
ipratropium,0.0,0.037,0.036,0.455,0.011,0.435,5
ipriflavone,0.007,0.036,0.005,0.0,0.0,0.0,5
irinotecan,0.0,0.0,0.0,0.0,0.0,0.0,5
isbufylline,0.0,0.0,0.769,0.074,0.228,0.144,5
isoconazole,0.001,0.508,0.243,0.023,0.0,0.0,5
isosorbide,0.039,0.204,0.003,0.007,0.039,0.003,5
isradipine,0.0,0.246,0.003,0.001,0.071,0.003,5
istaroxime,0.109,0.052,0.052,0.036,0.0,0.0,5
itopride,0.091,0.045,0.0,0.0,0.098,0.021,5
ivabradine,0.0,0.001,0.0,0.0,0.0,0.002,5
ivacaftor,0.0,0.0,0.0,0.0,0.0,0.0,5
ivermectin,0.0,0.0,0.0,0.0,0.0,0.0,5
ixabepilone,0.017,0.0,0.0,0.0,0.0,0.0,5
josamycin,0.026,0.008,0.0,0.012,0.0,0.0,5
kakonein,0.0,0.0,0.0,0.0,0.028,0.014,5
kbg,0.029,0.047,0.016,0.001,0.002,0.141,4
kd-023,0.0,0.0,0.0,0.0,0.0,0.0,5
kd025,0.028,0.281,0.159,0.0,0.0,0.0,5
ketoconazole,0.0,0.001,0.0,0.0,0.0,0.0,5
ketoprofen,0.008,0.732,0.357,0.028,0.043,0.035,5
ketorolac,0.402,0.891,0.022,0.023,0.013,0.008,2
ketotifen,0.001,0.008,0.235,0.0,0.18,0.044,5
kpt-330,0.0,0.0,0.0,0.0,0.0,0.0,5
kw-2449,0.0,0.0,0.0,0.0,0.0,0.0,5
kw-2478,0.831,0.034,0.003,0.0,0.002,0.011,2
kx2-391,0.0,0.0,0.0,0.0,0.0,0.0,5
l-citrulline,0.0,0.0,0.0,0.0,0.0,0.055,5
l-name,0.0,0.0,0.0,0.0,0.007,0.003,5
labetalol,0.005,0.025,0.042,0.386,0.034,0.042,5
lacitol,0.034,0.001,0.004,0.047,0.22,0.042,5
lacosamide,0.2,0.07,0.2,0.0,0.015,0.048,5
lamivudine,0.036,0.121,0.199,0.18,0.284,0.022,4
lamotrigine,0.075,0.287,0.008,0.023,0.007,0.042,5
lapatinib,0.028,0.0,0.0,0.0,0.0,0.0,5
latanoprost,0.189,0.009,0.001,0.0,0.0,0.001,5
lcl-161,0.0,0.0,0.0,0.0,0.0,0.0,5
ledipasvir,0.0,0.001,0.0,0.0,0.0,0.0,5
leflunomide,0.0,0.0,0.0,0.0,0.0,0.0,5
lenalidomide,0.017,0.0,0.003,0.0,0.0,0.0,5
lenvatinib,0.663,0.014,0.555,0.909,0.01,0.149,2
lerisetron,0.011,0.068,0.057,0.127,0.002,0.001,5
lestaurtinib,0.0,0.0,0.0,0.0,0.0,0.0,5
letermovir,0.26,0.057,0.02,0.001,0.0,0.0,5
levalbuterol,0.011,0.004,0.046,0.068,0.165,0.099,5
levamisole,0.001,0.0,0.0,0.223,0.0,0.13,5
levcromakalim,0.073,0.308,0.123,0.01,0.076,0.036,5
levobunolol,0.0,0.0,0.0,0.0,0.001,0.013,5
levocabastine,0.0,0.0,0.0,0.0,0.0,0.042,5
levocetirizine,0.002,0.064,0.002,0.0,0.028,0.0,5
levofloxacin,0.0,0.008,0.0,0.017,0.001,0.001,5
levomequitazine,0.0,0.0,0.0,0.0,0.0,0.0,5
levonorgestrel,0.0,0.0,0.0,0.0,0.0,0.0,5
levosimendan,0.002,0.129,0.646,0.312,0.092,0.021,4
levothyroxine,0.472,0.287,0.009,0.076,0.005,0.578,5
licochalcone-a,0.0,0.061,0.052,0.0,0.0,0.0,5
lidamidine,0.009,0.007,0.001,0.0,0.018,0.062,5
lidocaine,0.079,0.003,0.135,0.023,0.524,0.545,5
lidoflazine,0.0,0.001,0.0,0.0,0.0,0.0,5
linezolid,0.0,0.0,0.0,0.0,0.0,0.0,5
linifanib,0.011,0.166,0.062,0.0,0.0,0.0,5
linopirdine,0.013,0.008,0.014,0.176,0.007,0.0,5
linsitinib,0.0,0.0,0.0,0.0,0.0,0.0,5
liranaftate,0.0,0.0,0.0,0.0,0.0,0.0,5
lisofylline,0.016,0.108,0.195,0.101,0.313,0.322,5
lobenzarit,0.072,0.001,0.002,0.002,0.0,0.011,5
lodoxamide,0.016,0.356,0.049,0.19,0.06,0.064,5
lofexidine,0.469,0.16,0.737,0.11,0.036,0.023,4
lomeguatrib,0.026,0.274,0.538,0.005,0.002,0.001,5
lomerizine,0.009,0.027,0.031,0.176,0.0,0.0,5
lomitapide,0.0,0.0,0.003,0.0,0.0,0.0,5
lonidamine,0.227,0.031,0.027,0.153,0.018,0.014,5
loperamide,0.004,0.043,0.015,0.009,0.0,0.0,5
loratadine,0.0,0.048,0.002,0.0,0.0,0.0,5
lorazepam,0.0,0.0,0.001,0.001,0.0,0.003,5
lorcaserin,0.009,0.07,0.005,0.305,0.12,0.003,5
lorglumide,0.079,0.03,0.093,0.009,0.903,0.295,5
losmapimod,0.002,0.0,0.002,0.0,0.0,0.0,5
loxoprofen,0.838,0.08,0.654,0.046,0.029,0.569,2
lucitanib,0.174,0.01,0.0,0.0,0.0,0.0,5
luliconazole,0.201,0.005,0.693,0.0,0.0,0.0,5
lupanine,0.929,0.411,0.047,0.222,0.007,0.348,5
lx1031,0.0,0.0,0.002,0.0,0.0,0.014,5
ly2228820,0.0,0.0,0.0,0.0,0.0,0.0,5
ly2334737,0.0,0.0,0.003,0.011,0.002,0.0,5
ly2784544,0.0,0.0,0.0,0.0,0.0,0.0,5
ly2811376,0.134,0.417,0.746,0.074,0.147,0.073,5
ly2874455,0.0,0.0,0.0,0.0,0.0,0.0,5
ly2886721,0.0,0.008,0.031,0.0,0.0,0.003,5
manumycin-a,0.018,0.119,0.119,0.0,0.0,0.0,5
maprotiline,0.0,0.0,0.0,0.0,0.0,0.0,5
maraviroc,0.074,0.0,0.031,0.355,0.0,0.003,5
maribavir,0.0,0.976,0.176,0.058,0.0,0.0,5
marimastat,0.038,0.0,0.002,0.0,0.0,0.0,5
masitinib,0.107,0.216,0.003,0.05,0.0,0.0,5
masoprocol,0.811,0.028,0.02,0.023,0.0,0.0,5
maxacalcitol,0.0,0.0,0.002,0.0,0.0,0.003,5
mazindol,0.25,0.506,0.314,0.3,0.258,0.003,5
mbx-2982,0.458,0.055,0.003,0.019,0.0,0.0,5
mcpp,0.326,0.719,0.072,0.041,0.039,0.005,5
mebendazole,0.0,0.123,0.0,0.0,0.0,0.0,5
mecamylamine,0.074,0.0,0.003,0.01,0.0,0.001,5
meclozine,0.485,0.016,0.028,0.016,0.002,0.0,5
medrysone,0.0,0.0,0.0,0.0,0.0,0.0,5
meglitinide,0.0,0.0,0.0,0.0,0.011,0.035,5
meisoindigo,0.0,0.0,0.0,0.0,0.0,0.0,5
mek162,0.0,0.0,0.0,0.0,0.0,0.0,5
melatonin,0.028,0.224,0.075,0.325,0.039,0.097,5
meloxicam,0.079,0.095,0.014,0.0,0.005,0.184,5
melperone,0.213,0.158,0.116,0.16,0.012,0.019,5
menadione,0.0,0.0,0.0,0.0,0.0,0.0,5
mepacrine,0.085,0.008,0.002,0.0,0.0,0.0,5
mepazine,0.106,0.008,0.303,0.011,0.002,0.0,5
mephentermine,0.084,0.0,0.005,0.0,0.011,0.061,5
mepyramine,0.093,0.273,0.621,0.744,0.001,0.146,5
merbarone,0.0,0.008,0.0,0.023,0.0,0.0,5
mericitabine,0.36,0.092,0.028,0.12,0.0,0.0,5
merimepodib,0.0,0.126,0.015,0.0,0.0,0.0,5
mestranol,0.0,0.0,0.003,0.0,0.0,0.0,5
mesulergine,0.048,0.001,0.031,0.0,0.421,0.003,5
metamizole,0.028,0.576,0.826,0.006,0.018,0.002,5
metenkephalin,0.093,0.0,0.0,0.092,0.257,0.265,5
metergoline,0.0,0.0,0.0,0.0,0.0,0.0,5
methazolamide,0.0,0.0,0.0,0.0,0.0,0.018,5
methimazole,0.0,0.0,0.001,0.0,0.004,0.104,5
methiopril,0.065,0.705,0.157,0.733,0.588,0.315,5
methocarbamol,0.069,0.332,0.091,0.0,0.012,0.068,5
methoxsalen,0.001,0.057,0.235,0.023,0.054,0.003,5
methyldopa,0.0,0.0,0.0,0.0,0.0,0.001,5
methylnaltrexone,0.066,0.0,0.003,0.0,0.0,0.0,5
methylprednisolone,0.0,0.0,0.0,0.0,0.0,0.0,5
metixene,0.068,0.008,0.0,0.0,0.0,0.0,5
metoclopramide,0.011,0.004,0.352,0.022,0.711,0.02,5
metolazone,0.0,0.0,0.015,0.028,0.0,0.005,5
mf-101,0.036,0.012,0.014,0.176,0.005,0.003,5
mianserin,0.011,0.118,0.001,0.228,0.228,0.0,5
mibampator,0.196,0.28,0.985,0.022,0.039,0.011,2
mibefradil,0.305,0.237,0.003,0.139,0.005,0.0,5
miconazole,0.0,0.0,0.003,0.018,0.0,0.0,5
midodrine,0.002,0.259,0.1,0.074,0.119,0.013,5
midostaurin,0.0,0.0,0.0,0.0,0.0,0.0,5
mifobate,0.0,0.22,0.065,0.052,0.048,0.174,5
miglitol,0.016,0.012,0.044,0.06,0.018,0.052,5
milacemide,0.0,0.056,0.003,0.011,0.035,0.358,5
milnacipran,0.002,0.0,0.003,0.023,0.001,0.058,5
milrinone,0.0,0.001,0.0,0.0,0.0,0.03,5
minaprine,0.001,0.001,0.0,0.031,0.241,0.013,4
minoxidil,0.031,0.067,0.0,0.0,0.0,0.0,5
mirodenafil,0.008,0.0,0.0,0.0,0.0,0.0,5
mirtazapine,0.014,0.188,0.035,0.053,0.021,0.064,5
mitomycin-c,0.0,0.0,0.0,0.0,0.0,0.0,5
mk-0752,0.002,0.113,0.0,0.0,0.0,0.0,5
mk-0773,0.33,0.079,0.125,0.167,0.421,0.034,2
mk-0812,0.0,0.0,0.0,0.0,0.0,0.0,5
mk-0893,0.011,0.001,0.002,0.0,0.0,0.0,5
mk-2461,0.0,0.0,0.0,0.0,0.0,0.0,5
mk-3207,0.0,0.0,0.0,0.011,0.0,0.028,5
mk-8033,0.017,0.0,0.0,0.0,0.0,0.0,5
mk-8245,0.054,0.06,0.031,0.0,0.0,0.001,5
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,5
mln2480,0.8,0.905,0.582,0.152,0.377,0.125,2
mln9708,0.0,0.0,0.0,0.0,0.0,0.0,5
moclobemide,0.01,0.606,0.089,0.46,0.07,0.572,5
moxidectin,0.001,0.0,0.0,0.0,0.0,0.0,5
moxifloxacin,0.179,0.004,0.0,0.0,0.0,0.003,5
moxisylyte,0.0,0.0,0.0,0.0,0.0,0.048,5
mozavaptan,0.001,0.073,0.059,0.333,0.0,0.0,5
mycophenolic-acid,0.0,0.0,0.0,0.0,0.0,0.0,5
nafamostat,0.004,0.001,0.018,0.401,0.181,0.0,5
naftopidil,0.349,0.001,0.009,0.001,0.002,0.002,4
nalbuphine,0.309,0.097,0.0,0.001,0.033,0.044,5
naphazoline,0.001,0.0,0.024,0.009,0.011,0.003,5
naproxen,0.0,0.0,0.0,0.0,0.0,0.005,5
naringenin,0.002,0.275,0.0,0.006,0.005,0.0,5
narlaprevir,0.0,0.0,0.0,0.0,0.0,0.0,5
nebivolol,0.172,0.0,0.031,0.068,0.132,0.0,5
nefiracetam,0.09,0.461,0.0,0.008,0.049,0.174,5
nefopam,0.0,0.034,0.0,0.0,0.005,0.381,5
nelarabine,0.0,0.0,0.001,0.0,0.0,0.0,5
neratinib,0.0,0.0,0.0,0.0,0.0,0.0,5
netupitant,0.009,0.135,0.028,0.0,0.0,0.0,5
niacin,0.0,0.0,0.0,0.0,0.0,0.067,5
nicaraven,0.0,0.001,0.0,0.0,0.001,0.005,5
nicardipine,0.0,0.012,0.014,0.016,0.0,0.0,5
nicergoline,0.428,0.213,0.031,0.008,0.002,0.0,5
nicotinamide,0.079,0.303,0.217,0.051,0.185,0.146,5
nicotine,0.017,0.038,0.314,0.053,0.573,0.198,5
niguldipine,0.0,0.16,0.059,0.0,0.0,0.003,5
nikethamide,0.002,0.004,0.309,0.181,0.049,0.02,5
nilotinib,0.0,0.0,0.0,0.0,0.0,0.0,5
nimesulide,0.001,0.001,0.002,0.089,0.278,0.001,5
nimodipine,0.0,0.0,0.0,0.0,0.003,0.0,5
nintedanib,0.28,0.931,0.046,0.0,0.0,0.0,5
nisoxetine,0.0,0.001,0.119,0.011,0.028,0.213,5
nitrendipine,0.0,0.059,0.002,0.011,0.018,0.003,5
nizofenone,0.147,0.064,0.015,0.001,0.0,0.002,5
nms-1286937,0.0,0.0,0.0,0.0,0.0,0.0,5
norethindrone,0.0,0.0,0.0,0.0,0.0,0.0,5
norethisterone,0.0,0.0,0.0,0.0,0.0,0.0,5
norfloxacin,0.188,0.005,0.096,0.28,0.007,0.007,5
norgestrel,0.0,0.0,0.0,0.0,0.0,0.0,5
nortriptyline,0.103,0.097,0.107,0.0,0.0,0.0,5
noscapine,0.0,0.0,0.053,0.016,0.007,0.0,5
novobiocin,0.026,0.012,0.0,0.001,0.098,0.026,5
nsi-189,0.011,0.004,0.001,0.078,0.258,0.097,5
nvp-dpp728,0.0,0.043,0.0,0.0,0.052,0.005,5
nxy-059,0.014,0.055,0.0,0.199,0.004,0.084,5
o6-benzylguanine,0.399,0.083,0.021,0.01,0.012,0.1,5
odanacatib,0.0,0.008,0.0,0.018,0.0,0.0,5
ofloxacin,0.0,0.003,0.028,0.0,0.0,0.02,5
oglemilast,0.034,0.007,0.005,0.041,0.0,0.0,5
olaparib,0.364,0.717,0.077,0.001,0.0,0.0,4
olmesartan,0.461,0.095,0.0,0.001,0.0,0.0,5
omecamtiv-mecarbil,0.0,0.001,0.003,0.117,0.01,0.002,5
omeprazole,0.021,0.001,0.014,0.002,0.0,0.003,5
ondansetron,0.0,0.0,0.003,0.0,0.005,0.008,5
oprozomib,0.0,0.0,0.0,0.0,0.0,0.0,5
ore1001,0.0,0.0,0.0,0.0,0.007,0.153,5
org-9768,0.658,0.875,0.293,0.575,0.813,0.535,2
orlistat,0.012,0.04,0.0,0.0,0.0,0.0,5
orphenadrine,0.0,0.0,0.0,0.001,0.302,0.0,5
orteronel,0.001,0.043,0.006,0.075,0.467,0.036,4
oseltamivir-carboxylate,0.0,0.007,0.022,0.113,0.076,0.047,5
ostarine,0.0,0.0,0.0,0.0,0.0,0.001,5
otamixaban,0.424,0.007,0.009,0.071,0.007,0.02,5
otilonium,0.017,0.216,0.122,0.019,0.007,0.0,5
ots167,0.0,0.0,0.0,0.0,0.0,0.0,5
oxandrolone,0.0,0.0,0.0,0.0,0.0,0.0,5
oxaprozin,0.0,0.0,0.0,0.009,0.0,0.126,5
oxatomide,0.001,0.002,0.004,0.195,0.051,0.002,4
oxfendazole,0.0,0.011,0.0,0.0,0.0,0.0,5
oxiconazole,0.159,0.607,0.009,0.0,0.0,0.0,5
oxiperomide,0.0,0.0,0.0,0.005,0.005,0.0,5
oxybenzone,0.0,0.001,0.003,0.012,0.016,0.003,5
oxybuprocaine,0.0,0.0,0.015,0.038,0.012,0.0,5
oxybutynin,0.0,0.001,0.002,0.011,0.008,0.0,5
oxymetazoline,0.0,0.0,0.0,0.0,0.0,0.003,5
oxypurinol,0.001,0.0,0.0,0.074,0.011,0.156,5
ozagrel,0.0,0.036,0.002,0.0,0.0,0.018,5
pa-824,0.0,0.0,0.0,0.0,0.0,0.0,5
paclitaxel,0.0,0.0,0.0,0.0,0.0,0.0,5
palmitoylethanolamide,0.0,0.0,0.0,0.0,0.0,0.0,5
palomid-529,0.0,0.0,0.0,0.009,0.0,0.0,5
palonosetron,0.013,0.411,0.403,0.538,0.028,0.0,5
palovarotene,0.0,0.0,0.0,0.0,0.0,0.0,5
paracetamol,0.606,0.435,0.99,0.992,0.856,0.588,2
paroxetine,0.641,0.544,0.643,0.303,0.522,0.011,2
pasireotide,0.001,0.0,0.0,0.0,0.004,0.011,5
pazopanib,0.0,0.0,0.0,0.0,0.0,0.0,5
pazufloxacin,0.011,0.0,0.141,0.017,0.007,0.663,5
pd123319,0.0,0.007,0.087,0.261,0.051,0.052,5
pd153035,0.001,0.0,0.0,0.0,0.0,0.0,5
pelitinib,0.026,0.0,0.0,0.0,0.0,0.0,5
pemirolast,0.057,0.311,0.002,0.138,0.443,0.034,5
pentamidine,0.001,0.004,0.0,0.0,0.0,0.0,5
pentoxifylline,0.0,0.024,0.051,0.005,0.0,0.0,5
perhexiline,0.007,0.339,0.005,0.0,0.0,0.0,5
pf-02545920,0.122,0.0,0.002,0.0,0.0,0.0,5
pf-03758309,0.0,0.0,0.0,0.0,0.0,0.0,5
pf-03814735,0.0,0.0,0.0,0.0,0.0,0.0,5
pf-04136309,0.021,0.008,0.022,0.016,0.005,0.003,5
pf-04447943,0.0,0.0,0.0,0.0,0.0,0.202,5
pf-04620110,0.031,0.41,0.638,0.037,0.036,0.114,5
pf-04691502,0.0,0.0,0.0,0.0,0.0,0.0,5
ph-797804,0.0,0.0,0.004,0.0,0.0,0.0,5
pha-848125,0.0,0.0,0.0,0.0,0.0,0.0,5
phenazone,0.0,0.0,0.003,0.035,0.0,0.003,5
phensuximide,0.0,0.0,0.0,0.0,0.0,0.003,5
phentermine,0.399,0.179,0.536,0.067,0.001,0.053,5
phentolamine,0.0,0.001,0.022,0.023,0.0,0.0,5
phenylacetylglutamine,0.0,0.001,0.047,0.223,0.011,0.027,5
phenylbutazone,0.011,0.07,0.048,0.023,0.295,0.021,5
phenylbutyrate,0.0,0.03,0.009,0.016,0.023,0.153,5
phenylephrine,0.011,0.064,0.0,0.007,0.073,0.013,5
phenytoin,0.0,0.0,0.004,0.01,0.241,0.114,5
physostigmine,0.36,0.01,0.046,0.063,0.005,0.003,5
pibenzimol,0.002,0.0,0.003,0.0,0.0,0.0,5
piclamilast,0.0,0.001,0.001,0.016,0.11,0.003,5
picolinic-acid,0.025,0.004,0.023,0.014,0.655,0.13,4
piketoprofen,0.0,0.0,0.0,0.0,0.001,0.002,5
pilaralisib,0.0,0.051,0.002,0.0,0.0,0.0,5
pilocarpine,0.829,0.003,0.831,0.011,0.002,0.039,5
pimecrolimus,0.011,0.0,0.0,0.0,0.0,0.0,5
pimobendan,0.079,0.937,0.425,0.0,0.005,0.0,5
pimozide,0.0,0.001,0.002,0.001,0.0,0.0,4
pinaverium,0.017,0.014,0.004,0.098,0.0,0.0,5
pinitol,0.0,0.003,0.0,0.0,0.005,0.012,5
pioglitazone,0.044,0.004,0.0,0.0,0.0,0.0,5
piperidolate,0.004,0.004,0.0,0.031,0.384,0.003,5
pirenoxine,0.002,0.008,0.002,0.01,0.0,0.0,5
pirenzepine,0.0,0.001,0.301,0.027,0.018,0.153,5
pirfenidone,0.057,0.05,0.039,0.502,0.671,0.252,5
piribedil,0.0,0.0,0.0,0.0,0.0,0.001,5
piroxicam,0.0,0.0,0.0,0.0,0.007,0.007,5
pki-179,0.0,0.0,0.0,0.0,0.0,0.0,5
podophyllotoxin,0.0,0.0,0.0,0.0,0.0,0.0,5
pomalidomide,0.0,0.0,0.0,0.0,0.0,0.001,5
pramipexole,0.119,0.098,0.33,0.404,0.246,0.0,5
pranlukast,0.0,0.06,0.002,0.417,0.002,0.029,5
pravastatin,0.026,0.004,0.502,0.023,0.28,0.145,5
prazosin,0.0,0.0,0.026,0.012,0.117,0.003,5
prednisone,0.149,0.0,0.0,0.0,0.0,0.003,5
preladenant,0.199,0.0,0.003,0.282,0.003,0.007,5
primidone,0.002,0.001,0.0,0.0,0.0,0.114,5
probenecid,0.001,0.03,0.051,0.016,0.093,0.003,5
probucol,0.03,0.078,0.225,0.009,0.018,0.003,5
procainamide,0.017,0.186,0.019,0.0,0.026,0.351,5
prochlorperazine,0.002,0.174,0.286,0.057,0.0,0.0,5
progesterone,0.0,0.068,0.0,0.0,0.0,0.003,5
proglumide,0.022,0.027,0.0,0.006,0.077,0.263,5
proguanil,0.0,0.0,0.022,0.051,0.85,0.024,5
propafenone,0.0,0.0,0.015,0.0,0.001,0.0,5
propentofylline,0.095,0.0,0.061,0.038,0.03,0.003,5
propranolol,0.351,0.127,0.481,0.0,0.021,0.004,5
protirelin,0.002,0.0,0.002,0.005,0.0,0.008,5
protriptyline,0.923,0.514,0.191,0.581,0.646,0.011,2
prx-08066,0.0,0.001,0.0,0.0,0.0,0.0,5
pterostilbene,0.001,0.0,0.0,0.006,0.0,0.0,5
pyrazinamide,0.083,0.47,0.123,0.083,0.302,0.039,5
quetiapine,0.02,0.0,0.0,0.005,0.0,0.001,5
quiflapon,0.0,0.0,0.0,0.0,0.002,0.0,5
quinapril,0.004,0.012,0.0,0.0,0.005,0.013,5
quinidine,0.0,0.199,0.148,0.085,0.058,0.001,10
quizartinib,0.011,0.0,0.0,0.0,0.0,0.0,5
r-428,0.0,0.0,0.0,0.0,0.0,0.0,5
r547,0.0,0.0,0.0,0.0,0.0,0.0,5
rabeprazole,0.0,0.001,0.038,0.023,0.0,0.0,5
racecadotril,0.0,0.0,0.0,0.001,0.052,0.042,5
raclopride,0.001,0.0,0.002,0.0,0.036,0.154,5
radezolid,0.002,0.0,0.0,0.0,0.0,0.0,5
raf265,0.0,0.0,0.0,0.0,0.0,0.0,5
raloxifene,0.0,0.021,0.004,0.0,0.0,0.0,5
raltegravir,0.0,0.015,0.022,0.001,0.004,0.005,4
ramatroban,0.0,0.177,0.0,0.0,0.005,0.06,5
ramelteon,0.0,0.091,0.0,0.036,0.278,0.048,5
ramipril,0.0,0.017,0.028,0.016,0.012,0.198,5
ranitidine,0.141,0.486,0.358,0.016,0.505,0.173,5
ranolazine,0.002,0.004,0.119,0.0,0.366,0.062,5
rasagiline,0.007,0.004,0.001,0.0,0.011,0.201,5
reboxetine,0.109,0.61,0.507,0.674,0.662,0.195,2
refametinib,0.0,0.0,0.0,0.0,0.0,0.0,5
regadenoson,0.81,0.495,0.047,0.0,0.224,0.001,5
regorafenib,0.0,0.0,0.0,0.0,0.0,0.0,5
relcovaptan,0.009,0.186,0.051,0.002,0.002,0.003,5
repaglinide,0.085,0.021,0.003,0.148,0.0,0.0,5
reparixin,0.0,0.0,0.0,0.002,0.0,0.001,5
reserpine,0.202,0.0,0.163,0.001,0.0,0.0,5
resiquimod,0.014,0.206,0.011,0.002,0.004,0.023,5
resminostat,0.0,0.0,0.0,0.0,0.0,0.0,5
resveratrol,0.0,0.001,0.002,0.0,0.0,0.0,5
retapamulin,0.007,0.012,0.003,0.0,0.0,0.0,5
retigabine,0.301,0.077,0.404,0.006,0.198,0.036,5
rg-7388,0.0,0.0,0.0,0.0,0.0,0.0,5
rg2833,0.0,0.001,0.0,0.0,0.0,0.0,4
rg4733,0.0,0.0,0.0,0.0,0.0,0.0,5
ribavirin,0.002,0.007,0.048,0.02,0.005,0.0,5
rifabutin,0.49,0.026,0.002,0.0,0.0,0.001,5
rifaximin,0.0,0.0,0.002,0.001,0.007,0.002,5
rilmenidine,0.0,0.0,0.0,0.0,0.011,0.001,5
