cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,cpd_size
dipraglurant,0.384,0.023,0.048,0.316,0.019,0.081,2
dipyridamole,0.087,0.572,0.245,0.008,0.743,0.413,3
disopyramide,0.058,0.766,0.113,0.002,0.176,0.055,3
disulfiram,0.255,0.474,0.014,0.017,0.074,0.214,3
dmp-777,0.092,0.006,0.101,0.018,0.902,0.018,3
docetaxel,0.001,0.002,0.0,0.0,0.0,0.0,3
dofequidar,0.132,0.243,0.44,0.913,0.978,0.714,3
dolutegravir,0.15,0.739,0.103,0.183,0.011,0.034,2
donepezil,0.593,0.667,0.442,0.201,0.493,0.457,2
donitriptan,0.042,0.996,0.012,0.032,0.421,0.484,3
dopamine,0.223,0.127,0.098,0.02,0.831,0.115,3
doramapimod,0.551,0.356,0.197,0.012,0.131,0.01,2
dorzolamide,0.226,0.99,0.012,0.111,0.002,0.824,3
doxapram,0.069,0.325,0.16,0.012,0.405,0.045,3
doxazosin,0.143,0.023,0.996,0.995,0.111,0.117,2
doxepin,0.437,0.441,0.004,0.583,0.443,0.298,2
doxifluridine,0.308,0.279,0.888,0.048,0.327,0.071,2
doxofylline,0.012,0.017,0.338,0.458,0.002,0.246,3
doxorubicin,0.0,0.0,0.0,0.0,0.0,0.0,3
doxycycline-hyclate,0.608,0.32,0.869,0.413,0.303,0.027,2
dpcpx,0.637,0.594,0.762,0.212,0.296,0.161,3
dpi-201106,0.016,0.12,0.007,0.101,0.128,0.16,3
dronedarone,0.476,0.153,0.52,0.661,0.207,0.0,3
droperidol,0.177,0.702,0.4,0.347,0.253,0.418,3
drospirenone,0.159,0.369,0.49,0.394,0.271,0.487,3
du-728,0.752,0.392,0.127,0.018,0.018,0.215,3
duloxetine,0.106,0.069,0.032,0.002,0.061,0.127,3
dutasteride,0.012,0.037,0.069,0.026,0.115,0.097,3
e-2012,0.893,0.277,0.042,0.902,0.188,0.022,3
ebselen,0.048,0.163,0.488,0.469,0.005,0.56,3
econazole,0.034,0.686,0.066,0.932,0.013,0.002,3
edoxaban,0.069,0.08,0.057,0.692,0.363,0.103,3
edoxudine,0.756,0.148,0.449,0.898,0.657,0.0,3
efaproxiral,0.355,0.833,0.2,0.029,0.176,0.082,3
efavirenz,0.033,0.373,0.367,0.377,0.096,0.023,3
eflornithine,0.568,0.253,0.365,0.244,0.438,0.3,3
elesclomol,0.046,0.067,0.139,0.596,0.01,0.002,3
ellagic-acid,0.255,0.182,0.161,0.029,0.098,0.75,3
emd-1214063,0.393,0.104,0.307,0.191,0.002,0.005,3
emd-53998,0.033,0.025,0.108,0.383,0.129,0.743,3
emedastine,0.617,0.547,0.471,0.07,0.814,0.185,2
emtricitabine,0.272,0.037,0.361,0.059,0.278,0.926,3
enalapril,0.219,0.091,0.131,0.033,0.939,0.084,3
enoxacin,0.121,0.814,0.704,0.505,0.187,0.231,2
entecavir,0.395,0.31,0.269,0.016,0.675,0.082,2
entinostat,0.205,0.042,0.0,0.0,0.0,0.0,3
enzalutamide,0.115,0.357,0.217,0.237,0.341,0.209,3
enzastaurin,0.053,0.74,0.0,0.0,0.001,0.002,2
eperezolid,0.012,0.09,0.019,0.12,0.296,0.351,3
epinastine,0.278,0.233,0.297,0.213,0.295,0.034,3
epinephrine,0.648,0.557,0.237,0.243,0.891,0.685,3
epirizole,0.303,0.885,0.886,0.665,0.149,0.292,3
epirubicin,0.034,0.0,0.0,0.0,0.0,0.0,3
epitiostanol,0.001,0.002,0.006,0.001,0.011,0.012,4
epothilone-b,0.0,0.0,0.0,0.0,0.0,0.0,3
equol,0.243,0.208,0.105,0.334,0.999,0.029,3
ercalcitriol,0.918,0.198,0.89,0.584,0.03,0.123,3
erlotinib,0.151,0.125,0.007,0.076,0.0,0.0,3
erteberel,0.43,0.99,0.403,0.162,0.886,0.0,3
erythromycin,0.201,0.105,0.361,0.096,0.048,0.441,6
escitalopram,0.092,0.011,0.078,0.001,0.002,0.109,3
esmolol,0.11,0.196,0.004,0.126,0.378,0.036,3
estramustine,0.003,0.014,0.006,0.411,0.301,0.04,3
estramustine-phosphate,0.027,0.24,0.361,0.22,0.227,0.78,4
estriol,0.05,0.254,0.102,0.334,0.561,0.214,3
estrone,0.72,0.372,0.205,0.936,0.155,0.143,3
etacrynic-acid,0.042,0.137,0.502,0.885,0.195,0.249,3
etanidazole,0.489,0.366,0.156,0.223,0.348,0.601,2
etazolate,0.161,0.326,0.632,0.613,0.81,0.033,3
ethinyl-estradiol,0.46,0.474,0.128,0.625,0.291,0.238,3
ethylenediaminetetraacetic-acid,0.048,0.594,0.261,0.783,0.004,0.042,3
etizolam,0.191,0.02,0.52,0.672,0.065,0.031,3
etodolac,0.906,0.961,0.987,0.613,0.436,0.06,3
etofylline-clofibrate,0.35,0.639,0.418,0.359,0.344,0.353,3
etomidate,0.147,0.38,0.926,0.078,0.754,0.3,3
etomoxir,0.22,0.275,0.227,0.353,0.721,0.006,3
etoposide,0.076,0.457,0.078,0.02,0.0,0.0,3
etoricoxib,0.391,0.894,0.487,0.625,0.996,0.016,3
etravirine,0.448,0.203,0.077,0.069,0.055,0.201,3
eugenol,0.028,0.867,0.066,0.799,0.154,0.094,3
everolimus,0.0,0.0,0.0,0.0,0.0,0.001,2
evp-6124,0.205,0.06,0.366,0.083,0.296,0.016,3
exalamide,0.65,0.45,0.598,0.124,0.009,0.029,3
exemestane,0.009,0.039,0.084,0.082,0.346,0.486,2
exherin,0.116,0.137,0.343,0.517,0.248,0.515,2
fadrozole,0.273,0.475,0.52,0.404,0.172,0.708,3
famciclovir,0.058,0.109,0.408,0.359,0.163,0.475,3
famotidine,0.182,0.643,0.269,0.28,0.19,0.083,3
faropenem,0.042,0.333,0.989,0.851,0.054,0.271,3
fasudil,0.882,0.225,0.2,0.016,0.225,0.58,2
favipiravir,0.34,0.067,0.991,0.305,0.188,0.08,3
fdcyd,0.0,0.0,0.0,0.0,0.0,0.0,3
febuxostat,0.204,0.147,0.463,0.128,0.242,0.385,2
felbinac,0.022,0.024,0.017,0.037,0.014,0.017,3
felodipine,0.028,0.036,0.287,0.098,0.903,0.579,3
fenobam,0.187,0.402,0.219,0.403,0.262,0.562,2
fenoterol,0.099,0.264,0.504,0.539,0.431,0.243,3
fenticonazole,0.085,0.754,0.33,0.854,0.576,0.125,3
fexofenadine,0.058,0.034,0.067,0.004,0.038,0.018,3
fiacitabine,0.641,0.441,0.346,0.572,0.656,0.389,3
fidarestat,0.2,0.471,0.076,0.445,0.893,0.389,3
fidaxomicin,0.449,0.449,0.319,0.579,0.395,0.062,2
filgotinib,0.063,0.384,0.756,0.048,0.787,0.002,3
finasteride,0.039,0.599,0.642,0.159,0.167,0.067,3
fipronil,0.108,0.324,0.687,0.795,0.187,0.365,2
firategrast,0.524,0.286,0.338,0.262,0.218,0.006,3
flavoxate,0.321,0.55,0.233,0.065,0.047,0.61,2
flecainide,0.155,0.789,0.107,0.024,0.046,0.022,3
floxuridine,0.0,0.0,0.0,0.0,0.0,0.0,3
fluconazole,0.692,0.475,0.33,0.024,0.051,0.117,3
fludarabine-phosphate,0.077,0.145,0.867,0.937,0.974,0.998,3
fludroxycortide,0.0,0.003,0.0,0.0,0.0,0.0,3
flumatinib,0.735,0.033,0.399,0.613,0.009,0.0,3
flumazenil,0.665,0.238,0.08,0.495,0.315,0.036,3
fluocinonide,0.0,0.0,0.0,0.0,0.0,0.0,3
fluorometholone,0.011,0.0,0.0,0.0,0.001,0.001,2
fluorouracil,0.089,0.005,0.296,0.191,0.024,0.0,3
fluoxetine,0.855,0.454,0.226,0.715,0.284,0.017,3
fluphenazine,0.998,0.316,0.527,0.001,0.008,0.0,3
fluspirilene,0.058,0.212,0.883,0.778,0.131,0.068,2
flutamide,0.107,0.281,0.231,0.116,0.121,0.027,2
fluticasone,0.0,0.0,0.0,0.0,0.0,0.0,3
flutrimazole,0.5,0.182,0.361,0.24,0.348,0.464,3
fluvoxamine,0.136,0.146,0.009,0.004,0.002,0.006,3
folic-acid,0.171,0.102,0.836,0.903,0.376,0.101,3
fomepizole,0.028,0.265,0.698,0.142,0.04,0.158,3
fomocaine,0.569,0.163,0.46,0.036,0.865,0.022,3
foretinib,0.006,0.072,0.015,0.0,0.0,0.0,4
formestane,0.034,0.007,0.018,0.001,0.002,0.006,3
formoterol,0.747,0.591,0.019,0.446,0.051,0.027,2
forskolin,0.112,0.001,0.026,0.011,0.013,0.018,3
fosfomycin,0.666,0.622,0.95,0.3,0.453,0.184,2
fostamatinib,0.055,0.596,0.331,0.101,0.021,0.0,3
fpl-62064,0.448,0.68,0.207,0.04,0.56,0.56,3
ftorafur,0.014,0.024,0.711,0.232,0.11,0.018,3
fulvestrant,0.053,0.148,0.467,0.229,0.658,0.079,4
fusidic-acid,0.504,0.377,0.443,0.127,0.41,0.553,3
gabapentin,0.361,0.942,0.443,0.126,0.167,0.436,3
galeterone,0.019,0.182,0.038,0.056,0.002,0.006,3
ganaxolone,0.012,0.266,0.098,0.024,0.945,0.448,3
gatifloxacin,0.063,0.123,0.455,0.846,0.068,0.199,3
gdc-0068,0.078,0.004,0.396,0.014,0.005,0.005,2
gdc-0152,0.003,0.003,0.028,0.001,0.001,0.0,3
gdc-0199,0.32,0.203,0.157,0.065,0.286,0.0,3
gdc-0834,0.568,0.571,0.006,0.044,0.118,0.017,3
gefitinib,0.586,0.114,0.209,0.289,0.037,0.006,3
gemcitabine,0.0,0.0,0.0,0.0,0.0,0.0,3
gemfibrozil,0.623,0.43,0.312,0.334,0.483,0.014,3
gemifloxacin,0.402,0.754,0.222,0.152,0.129,0.243,3
genz-644282,0.0,0.0,0.0,0.0,0.0,0.0,3
gestrinone,0.028,0.058,0.004,0.358,0.155,0.029,3
gimeracil,0.216,0.317,0.627,0.603,0.291,0.56,3
ginkgolide-b,0.232,0.591,0.498,0.072,0.055,0.245,3
glasdegib,0.08,0.137,0.346,0.124,0.766,0.217,3
gliclazide,0.003,0.014,0.018,0.0,0.172,0.002,3
glimepiride,0.144,0.213,0.144,0.022,0.09,0.3,3
glipizide,0.042,0.137,0.263,0.014,0.555,0.184,3
gliquidone,0.769,0.085,0.327,0.065,0.122,0.051,3
glycitein,0.223,0.76,0.09,0.646,0.118,0.031,3
glycopyrrolate,0.226,0.194,0.02,0.001,0.266,0.0,3
golvatinib,0.853,0.406,0.376,0.799,0.144,0.0,3
goserelin-acetate,0.338,0.972,0.678,0.452,0.243,0.255,3
granisetron,0.116,0.187,0.275,0.016,0.102,0.261,2
grazoprevir,0.641,0.722,0.552,0.126,0.015,0.005,3
griseofulvin,0.005,0.047,0.63,0.228,0.315,0.006,3
gsk1292263,0.503,0.381,0.463,0.297,0.348,0.241,2
gsk2110183,0.677,0.572,0.06,0.012,0.001,0.0,3
gsk256066,0.038,0.243,0.332,0.02,0.274,0.923,3
gsk2636771,0.535,0.554,0.17,0.059,0.138,0.228,2
guanabenz,0.123,0.286,0.748,0.046,0.514,0.012,3
guanadrel,0.161,0.54,0.019,0.898,0.25,0.059,3
guanethidine,0.395,0.322,0.226,0.269,0.484,0.713,2
gw842166,0.274,0.154,0.001,0.977,0.487,0.0,3
halcinonide,0.0,0.0,0.0,0.0,0.0,0.0,3
haloperidol,0.322,0.101,0.171,0.121,0.261,0.083,3
hc-030031,0.122,0.43,0.907,0.289,0.754,0.283,3
hesperidin,0.189,0.194,0.511,0.493,0.519,0.118,3
hexachlorophene,0.123,0.364,0.169,0.0,0.0,0.0,3
histamine,0.271,0.326,0.886,0.479,0.65,0.574,4
homochlorcyclizine,0.012,0.06,0.099,0.043,0.008,0.294,3
homoharringtonine,0.0,0.0,0.0,0.0,0.0,0.0,2
honokiol,0.172,0.026,0.383,0.921,0.517,0.322,3
hydrocortisone,0.031,0.0,0.0,0.005,0.014,0.007,2
hydroxyurea,0.488,0.289,0.709,0.063,0.6,0.322,3
hymecromone,0.671,0.563,0.343,0.32,0.262,0.227,2
hypericin,0.025,0.059,0.086,0.084,0.883,0.221,3
i-bet-762,0.027,0.01,0.001,0.005,0.0,0.0,2
ib-meca,0.694,0.903,0.264,0.24,0.124,0.343,3
ibrutinib,0.668,0.036,0.09,0.0,0.047,0.002,3
ibudilast,0.956,0.378,0.153,0.194,0.379,0.684,3
ibuprofen,0.033,0.014,0.264,0.289,0.021,0.005,3
ibutamoren,0.83,0.407,0.084,0.018,0.19,0.143,3
ici-162846,0.448,0.007,0.088,0.0,0.846,0.634,3
"ici-185,282",0.629,0.334,0.127,0.823,0.01,0.018,3
ici-192605,0.393,0.941,0.231,0.578,0.073,0.196,3
idalopirdine,0.488,0.029,0.52,0.415,0.483,0.036,3
idelalisib,0.468,0.58,0.231,0.637,0.394,0.344,3
idoxuridin,0.178,0.184,0.018,0.012,0.002,0.002,3
ifosfamide,0.012,0.28,0.007,0.001,0.011,0.089,3
iguratimod,0.106,0.779,0.167,0.047,0.466,0.059,2
ilomastat,0.776,0.802,0.889,0.898,0.995,0.259,3
imatinib,0.007,0.278,0.309,0.018,0.002,0.0,3
imexon,0.746,0.874,0.729,0.084,0.002,0.301,3
imiloxan,0.968,0.02,0.066,0.013,0.008,0.074,3
imipramine,0.504,0.484,0.797,0.293,0.136,0.941,3
imiquimod,0.944,0.784,0.681,0.528,0.169,0.256,2
indacaterol,0.201,0.182,0.11,0.012,0.266,0.011,3
indapamide,0.576,0.785,0.256,0.134,0.176,0.153,3
indibulin,0.131,0.158,0.015,0.0,0.0,0.0,3
indinavir,0.244,0.462,0.2,0.018,0.161,0.077,3
indiplon,0.274,0.398,0.118,0.029,0.795,0.084,3
indirubin,0.016,0.018,0.004,0.012,0.022,0.013,2
indobufen,0.555,0.75,0.915,0.507,0.032,0.024,3
indole,0.114,0.022,0.024,0.016,0.01,0.066,4
indoprofen,0.01,0.011,0.235,0.001,0.058,0.002,3
indoramin,0.33,0.352,0.074,0.883,0.446,0.197,2
ingenol-mebutate,0.0,0.0,0.0,0.0,0.0,0.0,3
iniparib,0.034,0.003,0.004,0.0,0.007,0.004,3
inosine,0.651,0.523,0.177,0.043,0.118,0.025,3
inositol,0.195,0.125,0.828,0.016,0.579,0.0,3
iowh032,0.957,0.002,0.007,0.704,0.986,0.935,3
ipratropium,0.563,0.427,0.649,0.291,0.495,0.242,2
ipriflavone,0.776,0.37,0.363,0.18,0.207,0.146,3
irinotecan,0.195,0.06,0.195,0.013,0.0,0.0,3
isbufylline,0.677,0.183,0.137,0.937,0.18,0.448,3
isoconazole,0.391,0.477,0.368,0.464,0.208,0.256,3
isofloxythepin,0.198,0.098,0.02,0.022,0.055,0.005,3
isosorbide,0.012,0.014,0.479,0.17,0.245,0.666,3
isradipine,0.426,0.112,0.411,0.025,0.36,0.178,2
istaroxime,0.041,0.007,0.103,0.016,0.0,0.0,2
itopride,0.513,0.814,0.169,0.428,0.405,0.587,3
ivabradine,0.039,0.487,0.082,0.819,0.007,0.27,3
ivacaftor,0.022,0.854,0.377,0.55,0.384,0.08,3
ivermectin,0.873,0.971,0.73,0.927,0.209,0.029,3
ixabepilone,0.34,0.001,0.0,0.0,0.0,0.0,3
josamycin,0.605,0.884,0.233,0.142,0.484,0.408,3
kakonein,0.922,0.478,0.812,0.231,0.648,0.233,3
kbg,0.002,0.889,0.284,0.241,0.18,0.993,4
kd-023,0.067,0.231,0.21,0.018,0.092,0.805,3
kd025,0.913,0.02,0.264,0.126,0.005,0.0,3
ketoconazole,0.44,0.384,0.233,0.174,0.105,0.001,3
ketoprofen,0.112,0.682,0.042,0.07,0.009,0.036,3
ketorolac,0.041,0.045,0.091,0.776,0.015,0.002,3
ketotifen,0.657,0.325,0.859,0.532,0.002,0.513,3
kpt-330,0.048,0.002,0.0,0.0,0.0,0.0,3
kw-2449,0.026,0.594,0.806,0.001,0.0,0.0,3
kw-2478,0.112,0.445,0.064,0.0,0.0,0.0,3
kx2-391,0.173,0.0,0.0,0.0,0.0,0.0,3
l-citrulline,0.0,0.066,0.007,0.586,0.935,0.036,3
l-ergothioneine,0.008,0.0,0.0,0.0,0.001,0.153,2
l-name,0.042,0.028,0.047,0.563,0.059,0.468,3
labetalol,0.245,0.127,0.62,0.04,0.155,0.136,3
lacitol,0.122,0.037,0.12,0.547,0.286,0.129,3
lacosamide,0.16,0.699,0.995,0.875,0.929,0.059,3
lafutidine,0.214,0.29,0.03,0.086,0.26,0.052,3
lamivudine,0.083,0.268,0.12,0.054,0.182,0.006,4
lamotrigine,0.375,0.537,0.411,0.388,0.505,0.317,2
lapatinib,0.476,0.058,0.024,0.01,0.073,0.004,3
lasalocid,0.0,0.0,0.004,0.0,0.0,0.0,3
latanoprost,0.028,0.023,0.053,0.001,0.009,0.155,3
lcl-161,0.028,0.034,0.004,0.083,0.118,0.002,3
ledipasvir,0.745,0.016,0.299,0.011,0.261,0.0,3
leflunomide,0.569,0.482,0.414,0.794,0.116,0.037,2
lenalidomide,0.135,0.084,0.043,0.6,0.348,0.662,2
lenvatinib,0.059,0.392,0.49,0.12,0.185,0.055,3
lerisetron,0.418,0.983,0.66,0.389,0.342,0.525,3
lersivirine,0.23,0.135,0.085,0.147,0.973,0.055,4
lestaurtinib,0.117,0.001,0.0,0.0,0.001,0.0,2
letermovir,0.078,0.911,0.454,0.39,0.059,0.032,2
levalbuterol,0.375,0.661,0.844,0.232,0.206,0.52,3
levamisole,0.039,0.609,0.756,0.244,0.718,0.996,3
levcromakalim,0.45,0.482,0.202,0.23,0.624,0.265,2
levetiracetam,0.64,0.137,0.261,0.142,0.009,0.214,3
levobunolol,0.642,0.752,0.33,0.497,0.175,0.161,3
levocabastine,0.012,0.081,0.518,0.093,0.657,0.194,3
levocetirizine,0.0,0.971,0.173,0.932,0.92,0.074,3
levofloxacin,0.076,0.069,0.266,0.024,0.886,0.005,3
levomequitazine,0.141,0.782,0.767,0.148,0.326,0.006,3
levonorgestrel,0.039,0.199,0.06,0.002,0.027,0.002,3
levosimendan,0.107,0.547,0.161,0.29,0.853,0.032,4
levothyroxine,0.504,0.047,0.992,0.035,0.009,0.031,3
lgx818,0.187,0.37,0.17,0.138,0.054,0.003,2
licochalcone-a,0.29,0.072,0.661,0.035,0.255,0.009,2
lidamidine,0.122,0.077,0.007,0.52,0.088,0.057,3
lidocaine,0.01,0.007,0.257,0.388,0.232,0.19,3
lidoflazine,0.699,0.753,0.213,0.148,0.904,0.002,3
linezolid,0.362,0.535,0.822,0.479,0.215,0.007,2
linifanib,0.53,0.479,0.286,0.22,0.008,0.023,3
linopirdine,0.105,0.105,0.075,0.185,0.008,0.156,3
linsidomine,0.011,0.024,0.018,0.142,0.003,0.005,3
linsitinib,0.343,0.037,0.004,0.004,0.001,0.002,3
liranaftate,0.302,0.098,0.189,0.273,0.508,0.002,3
lisinopril,0.209,0.024,0.346,0.635,0.434,0.294,3
lisofylline,0.027,0.185,0.058,0.01,0.003,0.015,3
lobenzarit,0.912,0.178,0.577,0.239,0.118,0.766,3
lodoxamide,0.673,0.033,0.072,0.225,0.171,0.529,3
lofexidine,0.343,0.602,0.299,0.136,0.128,0.318,3
lomeguatrib,0.152,0.073,0.513,0.121,0.228,0.158,3
lomerizine,0.889,0.889,0.081,0.547,0.21,0.213,3
lomitapide,0.215,0.313,0.564,0.062,0.475,0.029,3
lonafarnib,0.267,0.225,0.245,0.297,0.375,0.022,2
lonidamine,0.308,0.116,0.696,0.45,0.328,0.574,2
loperamide,0.091,0.466,0.528,0.785,0.821,0.002,3
lopinavir,0.069,0.14,0.046,0.463,0.002,0.001,3
loratadine,0.035,0.071,0.006,0.004,0.161,0.006,3
lorazepam,0.034,0.656,0.026,0.45,0.25,0.101,3
lorcaserin,0.421,0.019,0.008,0.516,0.066,0.085,3
lorglumide,0.697,0.182,0.129,0.635,0.043,0.926,3
losmapimod,0.218,0.319,0.801,0.048,0.221,0.022,3
loxoprofen,0.336,0.494,0.18,0.596,0.764,0.641,3
lucitanib,0.873,0.511,0.395,0.885,0.222,0.008,3
luliconazole,0.659,0.094,0.24,0.17,0.567,0.137,3
lupanine,0.189,0.055,0.643,0.065,0.213,0.136,3
lurasidone,0.956,0.272,0.319,0.324,0.221,0.261,2
lx1031,0.017,0.137,0.324,0.959,0.797,0.967,3
ly215490,0.063,0.365,0.066,0.01,0.074,0.351,3
ly2228820,0.246,0.371,0.547,0.42,0.222,0.018,3
ly2334737,0.476,0.392,0.267,0.048,0.223,0.08,3
ly2784544,0.0,0.292,0.749,0.837,0.001,0.0,3
ly2811376,0.222,0.695,0.1,0.029,0.009,0.056,3
ly2874455,0.003,0.0,0.0,0.0,0.0,0.0,3
ly2886721,0.324,0.063,0.053,0.708,0.102,0.14,3
macitentan,0.872,0.213,0.047,0.001,0.004,0.008,2
malotilate,0.028,0.27,0.102,0.362,0.394,0.011,3
manumycin-a,0.063,0.863,0.248,0.324,0.213,0.002,3
maprotiline,0.454,0.408,0.816,0.029,0.95,0.029,3
maraviroc,0.657,0.3,0.135,0.513,0.171,0.002,3
maribavir,0.373,0.094,0.189,0.057,0.503,0.433,2
marimastat,0.02,0.05,0.038,0.142,0.102,0.027,3
masitinib,0.005,0.257,0.019,0.012,0.082,0.0,3
masoprocol,0.866,0.776,0.383,0.38,0.304,0.04,2
maxacalcitol,0.826,0.564,0.728,0.12,0.181,0.001,3
mazindol,0.3,0.316,0.171,0.986,0.929,0.199,3
mbx-2982,0.816,0.779,0.156,0.026,0.008,0.0,3
mcpp,0.082,0.065,0.12,0.055,0.974,0.696,2
mebendazole,0.558,0.007,0.006,0.123,0.002,0.0,3
mecamylamine,0.918,0.043,0.518,0.004,0.281,0.036,3
meclofenamic-acid,0.706,0.194,0.869,0.002,0.011,0.005,3
meclozine,0.214,0.213,0.156,0.029,0.002,0.201,3
medroxyprogesterone-acetate,0.0,0.003,0.0,0.0,0.002,0.0,3
medrysone,0.003,0.001,0.0,0.0,0.0,0.0,3
meglitinide,0.906,0.972,0.185,0.266,0.379,0.933,3
meisoindigo,0.001,0.001,0.0,0.002,0.002,0.002,3
mek162,0.002,0.0,0.0,0.0,0.0,0.0,3
melatonin,0.361,0.347,0.042,0.475,0.704,0.513,3
meloxicam,0.832,0.673,0.299,0.026,0.067,0.052,2
melperone,0.46,0.48,0.267,0.522,0.737,0.776,3
menadione,0.531,0.354,0.072,0.035,0.27,0.0,2
mepacrine,0.308,0.332,0.264,0.272,0.415,0.0,3
mepazine,0.132,0.01,0.042,0.038,0.28,0.022,3
mephentermine,0.69,0.36,0.696,0.493,0.657,0.265,3
mepivacaine,0.449,0.163,0.01,0.0,0.001,0.004,4
mepyramine,0.144,0.001,0.032,0.107,0.019,0.351,2
merbarone,0.048,0.152,0.046,0.265,0.278,0.155,3
mericitabine,0.03,0.551,0.019,0.0,0.073,0.0,3
merimepodib,0.063,0.067,0.37,0.231,0.055,0.0,3
mestranol,0.092,0.996,0.067,0.358,0.054,0.302,3
mesulergine,0.691,0.182,0.332,0.225,0.089,0.375,3
metamizole,0.542,0.798,0.979,0.519,0.378,0.279,2
metatinib,0.0,0.072,0.047,0.02,0.02,0.0,3
metenkephalin,0.131,0.221,0.846,0.251,0.325,0.284,3
metergoline,0.005,0.847,0.138,0.427,0.089,0.0,3
metformin,0.415,0.206,0.12,0.342,0.346,0.556,2
methazolamide,0.158,0.365,0.038,0.948,0.066,0.065,3
methimazole,0.042,0.664,0.451,0.028,0.043,0.191,3
methiopril,0.039,0.7,0.0,0.01,0.347,0.004,3
methocarbamol,0.092,0.145,0.222,0.237,0.763,0.027,3
methoxsalen,0.232,0.989,0.858,0.301,0.718,0.084,3
methyldopa,0.279,0.328,0.652,0.514,0.958,0.968,3
methylnaltrexone,0.558,0.209,0.271,0.023,0.355,0.084,3
methylprednisolone,0.0,0.002,0.0,0.0,0.0,0.0,3
metixene,0.085,0.043,0.063,0.012,0.015,0.006,3
metoclopramide,0.628,0.318,0.184,0.171,0.31,0.322,2
metolazone,0.692,0.289,0.226,0.043,0.364,0.158,3
metoprolol,0.12,0.631,0.165,0.899,0.19,0.546,3
mf-101,0.285,0.767,0.879,0.083,0.292,0.721,3
mianserin,0.015,0.546,0.017,0.018,0.648,0.08,3
mibampator,0.204,0.285,0.374,0.378,0.566,0.022,3
mibefradil,0.044,0.004,0.015,0.2,0.002,0.0,3
miconazole,0.503,0.488,0.442,0.942,0.437,0.059,2
midodrine,0.107,0.024,0.018,0.043,0.163,0.115,3
midostaurin,0.012,0.008,0.001,0.187,0.0,0.0,3
mifobate,0.963,0.372,0.529,0.362,0.32,0.133,3
miglitol,0.037,0.093,0.618,0.564,0.232,0.155,3
milacemide,0.197,0.367,0.189,0.023,0.477,0.768,3
milnacipran,0.042,0.189,0.108,0.957,0.073,0.018,3
milrinone,0.003,0.015,0.234,0.244,0.082,0.557,3
minaprine,0.009,0.148,0.245,0.422,0.037,0.249,3
minoxidil,0.019,0.082,0.046,0.565,0.024,0.0,3
mirodenafil,0.935,0.609,0.154,0.986,0.005,0.053,3
mirtazapine,0.033,0.165,0.157,0.059,0.134,0.191,3
mitomycin-c,0.028,0.004,0.0,0.0,0.0,0.0,3
mk-0752,0.085,0.397,0.231,0.142,0.912,0.002,3
mk-0773,0.31,0.119,0.024,0.029,0.177,0.022,3
mk-0812,0.059,0.957,0.891,0.637,0.401,0.08,3
mk-0893,0.33,0.761,0.623,0.134,0.206,0.079,3
mk-2461,0.034,0.06,0.962,0.329,0.085,0.036,3
mk-3207,0.433,0.804,0.731,0.024,0.129,0.739,3
mk-8033,0.189,0.284,0.222,0.231,0.557,0.235,2
mk-8245,0.037,0.184,0.828,0.083,0.484,0.012,3
mln0128,0.0,0.0,0.0,0.0,0.0,0.0,3
mln2480,0.467,0.137,0.039,0.065,0.313,0.006,3
mln9708,0.211,0.085,0.0,0.0,0.0,0.0,3
moclobemide,0.325,0.042,0.12,0.02,0.228,0.36,3
molindone,0.131,0.628,0.903,0.905,0.168,0.904,3
molsidomine,0.802,0.953,0.959,0.0,0.03,0.012,3
moxidectin,0.173,0.86,0.037,0.236,0.303,0.088,3
moxifloxacin,0.726,0.376,0.49,0.376,0.383,0.233,3
moxisylyte,0.01,0.105,0.16,0.076,0.06,0.002,3
mozavaptan,0.011,0.354,0.11,0.068,0.835,0.0,3
mycophenolate-mofetil,0.034,0.049,0.004,0.012,0.002,0.017,3
mycophenolic-acid,0.033,0.306,0.12,0.018,0.002,0.004,3
n6022,0.194,0.936,0.249,0.05,0.015,0.03,3
nafamostat,0.035,0.009,0.119,0.232,0.364,0.005,3
naftidrofuryl,0.01,0.976,0.999,0.324,0.111,0.04,3
naftopidil,0.053,0.086,0.315,0.252,0.036,0.145,4
nalbuphine,0.915,0.731,0.402,0.125,0.657,0.742,2
naphazoline,0.279,0.539,0.427,0.53,0.28,0.139,2
naproxen,0.269,0.378,0.243,0.644,0.267,0.574,2
naringenin,0.311,0.719,0.018,0.191,0.058,0.101,3
narlaprevir,0.342,0.557,0.138,0.174,0.238,0.076,2
nateglinide,0.005,0.265,0.108,0.012,0.009,0.199,3
navitoclax,0.009,0.292,0.233,0.068,0.008,0.0,3
nebivolol,0.586,0.045,0.016,0.072,0.043,0.015,3
nefiracetam,0.24,0.26,0.807,0.688,0.466,0.586,2
nefopam,0.355,0.892,0.603,0.44,0.144,0.458,3
nelarabine,0.931,0.551,0.552,0.231,0.427,0.053,3
nemonapride,0.044,0.067,0.249,0.016,0.001,0.002,3
nepafenac,0.012,0.014,0.421,0.085,0.133,0.437,3
neratinib,0.053,0.067,0.027,0.018,0.003,0.0,3
nesbuvir,0.058,0.059,0.06,0.059,0.002,0.02,3
netupitant,0.408,0.172,0.035,0.609,0.105,0.102,3
nevirapine,0.395,0.347,0.245,0.576,0.52,0.747,2
niacin,0.11,0.456,0.026,0.901,0.073,0.937,3
