compound	no_of_compounds	well	dose_recode	median_score	p_value
caffeine	4	L11	2	0.0285393736164662	0.086
calcitriol	3	I17	2	0.0925971083656236	0.079
camicinal	3	M11	2	0.0326654139850026	0.177
camptothecin	3	D11	2	0.521226499813117	0.0
canagliflozin	3	M11	2	0.0447786143260691	0.11
candesartan	3	I23	2	-0.0116390836118202	0.61
canertinib	3	B11	2	-0.0140260061436338	0.616
canrenoic-acid	3	L17	2	-0.0197164689241937	0.649
capecitabine	3	K17	2	0.118330654772177	0.032
capsaicin	3	P17	2	0.0297478986390806	0.207
carbachol	2	E17	2	-0.0085947230439412	0.534
carbamazepine	3	N05	2	0.0400889002993477	0.146
carbenoxolone	3	F05	2	-0.0695187337980486	0.972
carbimazole	3	E05	2	0.0279973808239945	0.212
carglumic-acid	3	N23	2	0.0364435911862098	0.201
cariprazine	2	J23	2	-0.0075095343486174	0.582
carisoprodol	3	N23	2	-0.027594480470211	0.758
carprofen	3	I17	2	-0.0018573647413406	0.536
carvedilol	2	N11	2	0.0486923328344541	0.16
cb-10-277-(free-acid)	3	N11	2	0.0157299110001622	0.245
cc-401	3	D23	2	0.1467064455195683	0.009
cc-930	3	J05	2	0.0101516922374385	0.342
cediranib	3	F23	2	0.0361483421263649	0.186
cefdinir	3	B17	2	-0.0120582864338241	0.604
cefepime	3	A17	2	0.0232578273393147	0.288
cefoperazone	4	I23	2	0.0136143903706424	0.331
cefotetan	2	N23	2	-0.0118572778647247	0.612
cefozopran	3	L23	2	-0.08419236469978	0.995
celecoxib	4	L17	2	0.0276517509874554	0.138
cep-37440	3	O11	2	0.0688248542224988	0.067
cepharanthine	3	D23	2	-0.0071518694417116	0.507
cgp12177	3	H05	2	0.0516222357550973	0.066
chlorambucil	3	D23	2	0.2582697405203008	0.0
chlormezanone	3	O23	2	0.0177562582786695	0.292
chloroxine	3	I11	2	-0.0338792825880661	0.778
chlorphenamine	3	D05	2	0.0121042592600526	0.341
chlorpromazine	3	G11	2	-0.0299988736902171	0.715
chlorpropamide	3	A17	2	0.0309041849025671	0.24
chlortalidone	3	O11	2	0.178479750067154	0.0
cholic-acid	3	M17	2	-0.0148588236682601	0.576
choline-alfoscerate	3	J23	2	0.0164977844352766	0.36
cianidanol	3	J11	2	0.0509230968372052	0.109
ciclesonide	3	M05	2	0.1447670607823354	0.0
ciglitazone	3	D17	2	0.0012286919045505	0.335
cilengitide	3	C17	2	-0.0628834838900981	0.957
cilomilast	3	F05	2	-0.025043855693336	0.795
cilostazol	3	L17	2	-0.0088304805659429	0.554
cimetidine	3	O17	2	0.1120078045120599	0.018
cinaciguat	3	P23	2	-0.001920505815463	0.519
cinepazide	3	L17	2	0.0824045993282883	0.031
cinnarizine	3	N05	2	0.0011937065262522	0.472
cinoxacin	3	K17	2	0.2025063618756045	0.003
ciprofloxacin	3	C17	2	0.0095232030639613	0.391
cisapride	3	F05	2	0.1005770136413841	0.033
citalopram	3	C17	2	-0.0335887130275976	0.823
cladribine	3	K05	2	-0.0025476091848172	0.422
clarithromycin	3	H11	2	0.099735676430377	0.02
clenbuterol	2	H05	2	-0.0392718306082131	0.757
climbazole	3	A11	2	0.0648602885901705	0.084
clinafloxacin	3	G11	2	-0.0105014981301066	0.508
clindamycin	3	F05	2	0.0571928596377523	0.122
clinofibrate	3	G23	2	0.1164852086882891	0.023
clioquinol	3	H05	2	-0.0432653668526776	0.856
clobetasol	3	D17	2	0.2512416115428911	0.0
clofarabine	3	I23	2	-0.0597396955323543	0.956
clofazimine	3	D05	2	0.0054930814329012	0.41
clofibric-acid	3	A23	2	-0.00563780348158	0.533
clofoctol	4	L23	2	-0.0056319472206225	0.589
clomethiazole	3	O11	2	-0.005754252794276	0.553
clomifene	3	E23	2	0.129771815438199	0.005
clonazepam	3	D23	2	0.0641512759005042	0.077
clonidine	3	B23	2	0.0477312110759682	0.143
clotrimazole	3	B23	2	0.0164215148428844	0.335
clozapine	3	A11	2	-0.0251912455136073	0.687
co-102862	3	H17	2	0.0203864753338713	0.234
cobimetinib	4	O23	2	0.0313207204025851	0.138
colchicine	3	A23	2	0.0499239877838837	0.169
colforsin-daproate	3	D05	2	0.0480568672939553	0.162
combretastatin-a-4	3	O11	2	0.0776208331965756	0.046
conivaptan	3	A17	2	0.0341037208406379	0.217
cordycepin	3	L11	2	0.0200739506814653	0.211
cp-945,598	3	F23	2	0.0009643402950757	0.441
cpi-1189	3	N17	2	0.1097005103672393	0.007
cpi-613	3	K17	2	0.0604500124904716	0.157
cromoglicic-acid	3	L17	2	0.1288574128883401	0.006
ct-7758	3	P11	2	-0.0635747992555412	0.97
cts-1027	3	P23	2	-0.0311444973589976	0.793
curcumin	3	N17	2	0.044434477480337	0.086
cx-4945	3	C11	2	0.0614267055240281	0.11
cx-5461	3	D17	2	0.0566505166037226	0.067
cx516	3	B11	2	0.0140352772869866	0.351
cyanocobalamin	3	P23	2	0.0350724722501863	0.206
cyclizine	2	P11	2	0.0555877644558194	0.214
cyclobenzaprine	3	L11	2	-0.0159160342006678	0.585
cyclosporin-a	3	N05	2	0.0206935384434542	0.273
cyproheptadine	3	H17	2	0.003083556894506	0.387
cyproterone-acetate	3	H11	2	-0.0476963263232874	0.909
cytarabine	3	M11	2	0.1034998576479747	0.02
cytisine	3	A11	2	-0.0034668181216352	0.469
d-serine	3	M11	2	0.0391241344572035	0.138
dabigatran-etexilate	3	F17	2	-0.0423160429865384	0.808
dabrafenib	3	I23	2	0.0396547783550443	0.172
dacarbazine	3	N05	2	0.0177398070984283	0.307
dacinostat	3	E17	2	0.5440924813103728	0.0
dacomitinib	3	F23	2	0.0194064769338614	0.288
danazol	3	A23	2	-0.0487132135895718	0.887
danegaptide	3	N11	2	-0.0261540647344083	0.659
dantrolene	3	C05	2	-0.0106306311406326	0.534
danusertib	3	A11	2	0.0730390307907268	0.064
dapagliflozin	3	F17	2	0.0235293280426888	0.275
dapivirine	3	E05	2	0.0986788583609868	0.022
dapsone	3	F05	2	-0.0097868280149648	0.652
darifenacin	3	F23	2	0.0368500785175898	0.181
darunavir	3	D17	2	-0.0129552634882921	0.508
dasabuvir	3	M05	2	-0.0323217871766157	0.827
dasatinib	3	L17	2	0.0907316619188663	0.023
dazoxiben	3	G05	2	-0.0061797560829476	0.486
decitabine	3	B23	2	0.1019211097222842	0.038
defactinib	3	N23	2	0.0048088911561417	0.442
deferasirox	3	M23	2	-0.0129165718331143	0.544
deferiprone	3	K05	2	-0.0274572295131269	0.69
deforolimus	3	E23	2	0.2356589678147024	0.0
dehydroepiandrosterone	3	E11	2	-0.0343414689453413	0.786
delanzomib	3	L05	2	0.3878516747814906	0.0
delivert	3	D17	2	0.0530222441959778	0.071
deoxycholic-acid	3	P05	2	-0.0424854791713181	0.878
dequalinium	3	M05	2	-0.0487355932586545	0.938
desmopressin-acetate	3	L23	2	-0.0130222991357264	0.623
dexamethasone	3	N05	2	0.1363657745844306	0.002
dexamethasone	3	F05	2	0.1363657745844306	0.011
dexfenfluramine	3	I11	2	-0.0567092787186721	0.94
dexloxiglumide	3	P05	2	-0.0071823271831104	0.617
dexniguldipine	3	O23	2	0.0261454459800903	0.237
dextromethorphan	3	G11	2	-0.0111795748714607	0.519
diacerein	3	F23	2	0.0866505122334308	0.046
diazepam	3	E17	2	0.046209081538847	0.109
diazoxide	3	P23	2	0.03553523743752	0.205
diclofenac	3	C11	2	0.0344168652713066	0.233
diclofensine	3	M17	2	0.0343754997493088	0.178
dicloxacillin	3	H05	2	-0.0353322050975146	0.794
dicoumarol	3	G23	2	0.0717518957087963	0.072
dideoxyadenosine	3	K17	2	0.0434629705824671	0.219
dienogest	3	J05	2	0.0698683001802338	0.054
diethylcarbamazine	3	C11	2	-0.0030796816278854	0.491
diethylstilbestrol	3	C17	2	-0.0129532278247551	0.635
diflunisal	3	G11	2	0.0189426717289813	0.261
dihydroergocristine	3	O17	2	0.0803260209999856	0.046
dihydroergotamine	3	N23	2	0.039563980011861	0.184
dilazep	3	N23	2	-0.0054380402170812	0.553
diltiazem	3	F17	2	0.0391374951465083	0.178
dimesna	3	O11	2	0.0745021181056068	0.051
dimethyl-fumarate	3	A11	2	0.1721104460474062	0.002
diminazene-aceturate	3	C11	2	0.0208869590118509	0.298
dinaciclib	3	J05	2	0.4674125416286616	0.0
dinoprost	3	A11	2	-0.0044745905924293	0.476
diosmin	3	E17	2	0.0256754034787732	0.199
diphenidol	3	H11	2	0.041436139724274	0.13
dipraglurant	2	I17	2	0.0577997214420816	0.262
dipyridamole	3	P17	2	0.0280772064766946	0.217
disopyramide	3	M23	2	0.1825837849821154	0.001
disulfiram	3	E23	2	-0.0239026121614593	0.749
dmp-777	3	L11	2	0.0962591513943098	0.014
docetaxel	3	H17	2	0.2258646341727009	0.0
dofequidar	3	N05	2	0.0319646488553633	0.184
dolutegravir	3	P11	2	0.0059384418227732	0.447
donepezil	3	L11	2	0.0232022729427094	0.193
donitriptan	3	I17	2	-0.0069844230263946	0.604
dopamine	3	O11	2	-0.0296678291326981	0.798
doramapimod	2	C05	2	0.072538633097681	0.162
dorzolamide	3	K17	2	-0.0414160864640976	0.889
doxapram	3	F05	2	0.0269728461385179	0.291
doxazosin	3	H11	2	0.0746564463409257	0.056
doxepin	3	N05	2	-0.018527229081532	0.726
doxifluridine	3	H23	2	0.0392327040732506	0.16
doxofylline	3	J11	2	0.0531453759525607	0.101
doxorubicin	3	L23	2	0.5529510931323428	0.0
doxycycline-hyclate	2	D11	2	0.1114441976077529	0.165
dpcpx	3	I05	2	-0.0302731698262858	0.738
dpi-201106	3	H23	2	0.0080540234906488	0.389
dronedarone	3	G05	2	0.0156914500952238	0.289
droperidol	3	J05	2	-0.0343044651100788	0.792
drospirenone	4	E11	2	0.0141774684172057	0.281
du-728	3	E11	2	-0.0327357069527194	0.769
duloxetine	3	L17	2	0.0098269033304682	0.374
dutasteride	3	L05	2	0.0307088602931898	0.186
e-2012	3	O17	2	0.071696898617935	0.063
ebselen	3	L23	2	-0.0227496749432408	0.722
econazole	3	D17	2	0.0863355875200728	0.022
edoxaban	3	K23	2	0.0519481779039728	0.1
edoxudine	3	E23	2	-0.0119645846596404	0.627
efaproxiral	3	B11	2	-0.0083163157726976	0.546
efavirenz	3	G23	2	0.0080800693052816	0.419
eflornithine	3	L23	2	-0.0108543162602233	0.597
elesclomol	3	O17	2	0.0908762745145698	0.03
ellagic-acid	3	P17	2	0.1028792931957494	0.03
emd-1214063	3	P11	2	0.0697538811975744	0.058
emd-53998	3	L05	2	0.0469647603774635	0.119
emedastine	3	M17	2	0.0251743769074533	0.238
emtricitabine	3	O23	2	0.0236288895959141	0.245
enalapril	3	H05	2	0.0273242765686424	0.159
enoxacin	2	L23	2	-0.0793061886298457	0.954
entecavir	3	C05	2	0.0671235917249858	0.065
entinostat	3	A23	2	0.1183815774517325	0.022
enzalutamide	3	I23	2	0.0209542492580851	0.312
enzastaurin	2	P05	2	-0.0474466113578635	0.836
eperezolid	3	H11	2	0.0574061759606525	0.084
epinastine	3	M11	2	0.0083877342904876	0.338
epinephrine	3	E05	2	0.0002836425017868	0.424
epirizole	3	E23	2	-0.0184325994096181	0.7
epirubicin	3	E11	2	0.1985281093849491	0.001
epitiostanol	4	J23	2	0.0819994919241958	0.016
epothilone-b	3	C11	2	0.2012548074099874	0.001
equol	3	L05	2	0.1573437929981215	0.002
ercalcitriol	3	J23	2	0.0093904251122244	0.413
erlotinib	3	G05	2	0.0204359088267731	0.254
erteberel	3	B23	2	-0.0402462208339908	0.816
erythromycin	3	C11	2	0.0496505863572183	0.161
erythromycin	3	G11	2	0.0496505863572183	0.098
escitalopram	3	H23	2	0.0761123744882321	0.064
esmolol	3	M17	2	-0.0282480373601387	0.728
estramustine	3	H11	2	0.0635461209053772	0.075
estramustine-phosphate	4	A11	2	-0.0094923794716098	0.601
estriol	3	P17	2	-0.0630654495870081	0.947
estrone	3	C17	2	-0.0125561664588593	0.632
etacrynic-acid	3	H11	2	-0.0407778165269199	0.87
etanidazole	3	K17	2	0.0026231055883063	0.541
etazolate	3	J05	2	0.0334619973432528	0.178
ethinyl-estradiol	3	K05	2	0.0620736958757575	0.058
ethylenediaminetetraacetic-acid	3	B11	2	-0.0563360551550763	0.93
etizolam	3	D11	2	0.066552020995316	0.163
etodolac	3	J05	2	-0.0298738955574123	0.746
etofylline-clofibrate	3	N17	2	-0.0334705763426145	0.766
etomidate	3	O17	2	0.0251816886991084	0.281
etomoxir	3	E17	2	-0.0134710249068882	0.58
etoposide	3	P23	2	-0.0372461628508801	0.83
etoricoxib	3	K05	2	0.0244808496180904	0.203
etravirine	3	I11	2	-0.0437825735757496	0.846
eugenol	3	M05	2	0.0573780668211675	0.065
everolimus	3	H05	2	0.3352019350968844	0.0
evp-6124	3	M05	2	0.0728022519515726	0.032
exalamide	3	C11	2	0.0055085253521326	0.403
exemestane	2	A23	2	0.0820545927685148	0.146
exherin	3	H17	2	-0.0152492759723068	0.582
fadrozole	3	N17	2	0.0049881907532486	0.322
famciclovir	3	B23	2	-0.0261183834246276	0.707
famotidine	4	D23	2	-0.0099643879453041	0.614
faropenem	3	M05	2	0.0064128698604828	0.397
fasudil	3	L05	2	0.0184627413539576	0.287
favipiravir	3	B23	2	0.0525857021646107	0.123
fdcyd	3	P05	2	0.3246714437300544	0.003
febuxostat	2	I17	2	0.0313186807634515	0.38
felbinac	3	P17	2	0.1403624431484521	0.009
felodipine	3	G11	2	0.0768921777593068	0.047
fenobam	3	O17	2	0.000126860339103	0.462
fenoterol	3	I05	2	-0.0091933695896969	0.522
fenticonazole	3	N23	2	0.027514969258699	0.24
fexofenadine	3	L11	2	0.0369537906808085	0.117
fiacitabine	3	L23	2	0.0131539623763173	0.359
fidarestat	3	G11	2	0.0070003810224748	0.347
fidaxomicin	3	D17	2	-0.0296985565888568	0.719
filgotinib	3	H17	2	0.0071143384020422	0.344
finasteride	3	A17	2	0.0001532938260924	0.444
fipronil	3	O23	2	-0.0233099500115742	0.687
firategrast	3	L05	2	-0.0099680076407058	0.584
flavoxate	2	H17	2	-0.0292555526531201	0.684
flecainide	3	I05	2	-0.0105371008959514	0.542
floxuridine	3	P17	2	0.4472800142460175	0.0
fluconazole	3	G23	2	0.0595500451261883	0.099
fludarabine-phosphate	3	K23	2	0.1069241268391461	0.015
fludroxycortide	3	N11	2	0.1292225748176364	0.005
flumatinib	3	F05	2	0.0247401968703859	0.302
flumazenil	3	M05	2	-0.0001396609580427	0.487
fluocinonide	3	P11	2	0.5416671007300484	0.0
fluorometholone	3	G05	2	0.4929988099784068	0.0
fluorouracil	3	J23	2	0.0357202639189656	0.218
fluoxetine	3	A17	2	-0.0091569245191329	0.54
fluphenazine	3	K23	2	0.0401662688867378	0.15
fluspirilene	2	L11	2	0.0172439399845439	0.324
flutamide	3	A23	2	0.1447104696731882	0.01
fluticasone	3	B23	2	0.3570616176250982	0.0
flutrimazole	3	B17	2	0.0734381625047337	0.069
fluvoxamine	3	H17	2	0.0329594825029771	0.161
folic-acid	3	O23	2	-0.0242710566536368	0.694
fomepizole	3	F05	2	0.0240705259885019	0.303
fomocaine	3	B17	2	0.1171869214660428	0.012
foretinib	4	P23	2	0.0079018339157444	0.422
formestane	3	O17	2	0.0917687862546811	0.029
formoterol	3	I17	2	0.0513468687598438	0.198
forskolin	3	J11	2	0.0963465466165468	0.031
fosfomycin	3	I23	2	-0.0101377261635526	0.59
fostamatinib	3	D23	2	-0.0181005060393948	0.645
fpl-62064	3	M11	2	-0.0302272729533361	0.726
ftorafur	3	O11	2	0.0979599292732134	0.026
fulvestrant	4	O11	2	0.0358366737269702	0.151
fusidic-acid	3	L17	2	-0.0078805487960348	0.546
gabapentin	3	M23	2	0.0345467477624685	0.178
galeterone	3	A17	2	0.005697775652525	0.396
ganaxolone	3	H23	2	0.042751852211496	0.152
gatifloxacin	3	B11	2	0.039009890813054	0.183
gdc-0068	2	I11	2	0.0326683394162329	0.293
gdc-0152	3	M05	2	0.0301612647620115	0.182
gdc-0199	3	G05	2	0.0031233503324448	0.386
gdc-0834	3	H11	2	0.0318384882645717	0.173
gefitinib	3	H17	2	-0.0162758160161423	0.588
gemcitabine	3	N17	2	0.610820722878373	0.0
gemfibrozil	3	M23	2	0.0083396893926533	0.339
gemifloxacin	3	H23	2	0.0318629144234249	0.202
genz-644282	3	E05	2	0.5138370151057088	0.0
gestrinone	3	P17	2	0.092025201405138	0.043
gimeracil	3	N17	2	0.0410422315107006	0.101
ginkgolide-b	3	F17	2	0.0497306288347889	0.135
glasdegib	3	L05	2	0.0246750670415249	0.235
gliclazide	3	P05	2	0.0572051189738724	0.203
glimepiride	3	K23	2	0.0189729264656843	0.266
glipizide	3	B17	2	0.0516251051399165	0.128
gliquidone	3	B17	2	0.1152469873344662	0.012
glycitein	3	M17	2	-0.0467613098893951	0.886
glycopyrrolate	3	N23	2	-0.0220194786721467	0.718
golvatinib	3	F17	2	0.0408467701100164	0.167
goserelin-acetate	3	L23	2	-0.0760079009899579	0.984
granisetron	2	M11	2	-0.0246355825111864	0.615
grazoprevir	3	N11	2	0.0150974293109558	0.249
griseofulvin	3	C05	2	0.1143018606923809	0.017
gsk1292263	3	G23	2	0.0424205773152622	0.17
gsk2110183	3	A11	2	0.0561500688501293	0.109
gsk256066	3	B23	2	0.0463305373172698	0.145
gsk2636771	3	K17	2	0.0221871109432864	0.386
guanabenz	3	E05	2	-0.0302691822684633	0.764
guanadrel	3	J23	2	0.0890651094634478	0.03
guanethidine	2	D11	2	0.3953217629944056	0.001
gw842166	3	B11	2	0.0580880688243287	0.1
halcinonide	3	C05	2	0.3639809559670288	0.0
haloperidol	3	N11	2	0.0542924533650921	0.063
hc-030031	3	G11	2	-0.0246865856293663	0.658
hesperidin	3	F17	2	0.0041404554146258	0.432
hexachlorophene	3	M23	2	0.080955488800814	0.052
histamine	4	H17	2	-0.0358597498509517	0.887
homochlorcyclizine	3	J05	2	0.0268255960612318	0.221
homoharringtonine	3	L11	2	0.5993135571125294	0.0
honokiol	3	A23	2	0.1408948744316303	0.011
hydrocortisone	2	E23	2	0.1150091648300257	0.069
hydroxyurea	3	C17	2	0.1407112559671772	0.006
hymecromone	3	E17	2	-0.0170734830928525	0.619
hypericin	3	M17	2	-0.0201565486196673	0.638
i-bet-762	3	A23	2	0.0678270725395919	0.102
ib-meca	3	B11	2	-0.0687518479287064	0.967
ibrutinib	3	G23	2	0.1318138204980303	0.013
ibudilast	3	E11	2	-0.041298033988719	0.857
ibuprofen	3	L17	2	-0.0144607724762505	0.603
ibutamoren	3	C05	2	0.0202197686988789	0.258
ici-162846	3	M17	2	0.0159833446391338	0.298
ici-185,282	3	J05	2	0.0544968142699681	0.094
ici-192605	3	K23	2	0.0157748481803837	0.303
idalopirdine	3	N23	2	0.07605436254729	0.069
idelalisib	3	I05	2	0.0057469300833686	0.357
idoxuridin	3	M17	2	0.1152918692996463	0.011
ifosfamide	3	P05	2	-0.0125039962988908	0.652
iguratimod	3	O23	2	0.0647957891083306	0.064
ilomastat	3	D05	2	0.1185949136713948	0.014
imatinib	3	A23	2	0.070937323976641	0.097
imexon	3	N11	2	-0.0392482969363743	0.809
imiloxan	3	M05	2	0.0014118654562443	0.467
imipramine	3	E05	2	-0.0361119095275392	0.822
imiquimod	3	E11	2	-0.0156806955784888	0.611
indacaterol	3	E17	2	0.0881586659142464	0.026
indapamide	3	G05	2	0.0471934971010922	0.126
indibulin	3	G23	2	0.1184467861845418	0.023
indinavir	3	H11	2	0.0131670138262246	0.324
indiplon	3	I05	2	0.0078628795677873	0.339
indirubin	3	M11	2	0.0799380543418081	0.032
indobufen	3	E05	2	-0.0561430331499863	0.94
indole	4	H23	2	0.0423519603121582	0.105
indoprofen	3	O17	2	-0.0133154837529758	0.593
indoramin	2	I23	2	-0.0446060815036704	0.824
ingenol-mebutate	3	D23	2	0.4641974680042951	0.0
iniparib	3	P05	2	0.082194548360147	0.114
inosine	3	J23	2	-0.0234532028139289	0.738
inositol	3	P05	2	0.0554165293385945	0.208
iowh032	3	L23	2	0.1403140569090336	0.006
ipratropium	3	L17	2	-0.0553273111495779	0.919
ipriflavone	3	E17	2	-0.0358119854931306	0.812
irinotecan	3	C17	2	0.0023830230205116	0.477
isbufylline	3	I23	2	0.0228597867804207	0.291
isoconazole	3	E05	2	-0.0653701180301812	0.962
isofloxythepin	3	P11	2	0.0333460840918282	0.248
isosorbide	3	F05	2	-0.0004674033470602	0.544
isradipine	2	D05	2	0.0322245618226485	0.286
istaroxime	3	K17	2	0.0236229200111556	0.377
itopride	3	M11	2	-0.0570383489426444	0.944
ivabradine	3	B23	2	-0.0493840906455278	0.884
ivacaftor	3	F23	2	0.0681406713514974	0.068
ivermectin	3	J23	2	-0.0023139074096523	0.528
ixabepilone	3	B11	2	0.2262434433969115	0.0
josamycin	3	D05	2	-0.0291233882703882	0.724
kakonein	3	O23	2	0.0134913000930164	0.322
kbg	4	B23	2	-0.0102451167369314	0.601
kd-023	3	L23	2	0.0959081954941087	0.029
kd025	3	C17	2	0.1651638168252266	0.003
ketoconazole	3	L23	2	0.0391522371174821	0.163
ketoprofen	3	O17	2	0.0393087489078314	0.183
ketorolac	3	H11	2	-0.0078904341095859	0.523
ketotifen	3	C17	2	0.0513207946706688	0.121
kpt-330	3	E17	2	0.0961409803047514	0.021
kw-2449	3	K23	2	0.0094312353026165	0.356
kw-2478	3	J05	2	0.0098035601981374	0.342
kx2-391	3	F23	2	0.2975486671954469	0.0
l-citrulline	3	B23	2	0.152310330175518	0.008
l-ergothioneine	3	P05	2	0.3693727125720811	0.001
l-name	3	G05	2	-0.0332914923872941	0.747
labetalol	3	N17	2	0.0077436441754217	0.3
lacitol	3	K17	2	0.029201217184673	0.334
lacosamide	3	C05	2	0.064035220198923	0.073
lafutidine	3	P23	2	-0.0025345993289573	0.519
lamivudine	4	N11	2	-0.0048812532975877	0.453
lamotrigine	3	E11	2	-0.0238577086180515	0.693
lapatinib	3	D11	2	0.0686802862165777	0.157
lasalocid	3	P05	2	0.2280111603549817	0.008
latanoprost	3	N05	2	0.0412788286771794	0.143
lcl-161	3	D05	2	0.0829983686842407	0.053
ledipasvir	3	E23	2	0.0520241786568221	0.111
leflunomide	2	M23	2	0.0904128498662598	0.135
lenalidomide	3	N05	2	0.0220759587752042	0.255
lenvatinib	3	G05	2	0.0336926225836426	0.183
lerisetron	3	E17	2	-0.0066853871123151	0.501
lersivirine	4	P11	2	0.0565713620247032	0.053
lestaurtinib	3	G05	2	0.060831832776947	0.073
letermovir	3	L11	2	0.0191893716285792	0.222
levalbuterol	3	L11	2	-0.0060260231323956	0.477
levamisole	3	O23	2	0.0784701363103257	0.041
levcromakalim	3	G05	2	0.0105786076468037	0.322
levetiracetam	3	P11	2	-0.065391126597526	0.975
levobunolol	3	C17	2	-0.0521449952689407	0.924
levocabastine	3	H23	2	-0.0011885720405834	0.458
levocetirizine	3	O23	2	0.0074922045907904	0.371
levofloxacin	3	H23	2	-0.0186076020626423	0.615
levomequitazine	3	N05	2	0.0168360439802395	0.314
levonorgestrel	3	G05	2	0.0752408216782438	0.045
levosimendan	4	N17	2	-0.0196663883682242	0.674
levothyroxine	3	H05	2	0.1240657050526971	0.006
lgx818	3	A23	2	-0.0368466161594967	0.819
licochalcone-a	2	D11	2	0.1150903192009223	0.157
lidamidine	3	D23	2	0.067481212648453	0.069
lidocaine	3	F17	2	0.2489906520875731	0.001
lidoflazine	3	H05	2	-0.0183590209397293	0.61
linezolid	3	M23	2	-0.0071578455143537	0.48
linifanib	3	N17	2	0.0180798469080971	0.225
linopirdine	3	K17	2	0.0027411446273753	0.538
linsidomine	3	P11	2	0.095188180037549	0.024
linsitinib	3	F17	2	0.0110719403525343	0.346
liranaftate	3	N23	2	0.1371119521281282	0.011
lisinopril	3	A17	2	0.1014841401531288	0.024
lisofylline	3	E17	2	-0.0064538860802458	0.5
lobenzarit	3	B17	2	0.0918591508295873	0.037
lodoxamide	3	K17	2	0.0363137446930863	0.269
lofexidine	4	M11	2	-0.0130637506630279	0.597
lomeguatrib	3	H11	2	0.0539243344516376	0.091
lomerizine	3	F17	2	-0.0641723035010734	0.938
lomitapide	3	C17	2	0.0168121443699472	0.325
lonafarnib	2	P17	2	0.0798444015932764	0.158
lonidamine	2	N11	2	0.0817904456960948	0.096
loperamide	3	O17	2	0.1047554504502901	0.022
lopinavir	3	P11	2	0.0525431270591969	0.118
loratadine	3	G11	2	0.0282795430344116	0.193
lorazepam	3	B11	2	0.0771632971061612	0.057
lorcaserin	3	K17	2	0.1655036867129445	0.01
lorglumide	3	F17	2	0.0583290344667689	0.11
losmapimod	3	D05	2	-0.0005692579560996	0.457
loxoprofen	3	N11	2	-0.0581312018718485	0.947
lucitanib	3	B17	2	-0.0366256122314553	0.827
luliconazole	3	L11	2	0.030988978914487	0.15
lupanine	3	D05	2	0.0125388724306143	0.341
lurasidone	3	A17	2	0.0729826087761682	0.069
lx1031	3	D23	2	0.0109721222306899	0.343
ly215490	3	P11	2	0.0167537293641466	0.352
ly2228820	3	G05	2	-0.0552510077289776	0.916
ly2334737	3	D23	2	-0.0111237605726976	0.557
ly2784544	3	M23	2	0.0900074459480715	0.037
ly2811376	3	F17	2	0.0382364640979434	0.181
ly2874455	3	J11	2	0.039355626746278	0.162
ly2886721	3	N17	2	0.0339891527605218	0.139
macitentan	3	P05	2	0.0495135795163976	0.232
malotilate	3	P17	2	-0.0012167712504382	0.512
manumycin-a	3	M11	2	0.0169711374637519	0.272
maprotiline	3	N23	2	0.1844250277794043	0.002
maraviroc	3	C05	2	0.0239964495749782	0.229
maribavir	3	G11	2	0.0789582938787367	0.042
marimastat	3	F17	2	0.0039017630012557	0.436
masitinib	3	N11	2	-0.0507402698701002	0.918
masoprocol	2	G05	2	0.1138264285657486	0.081
maxacalcitol	3	D05	2	0.0863812627516933	0.042
mazindol	3	D17	2	0.0468837460103272	0.088
mbx-2982	3	L11	2	0.0557585484577422	0.064
mcpp	2	G11	2	0.164084502090781	0.033
mebendazole	3	I05	2	0.0615463240282106	0.073
mecamylamine	3	E05	2	0.0845885063162134	0.032
meclofenamic-acid	3	P05	2	0.0620102374626607	0.183
meclozine	3	E05	2	0.011097927259374	0.328
medroxyprogesterone-acetate	3	P11	2	0.1164848021912738	0.014
medrysone	3	F05	2	0.0733535330020269	0.069
meglitinide	3	B23	2	0.0034255565770434	0.444
meisoindigo	3	K05	2	0.3627839738066091	0.0
mek162	3	E17	2	0.1072309255383192	0.012
melatonin	3	J11	2	-0.0062812027184075	0.481
meloxicam	3	C05	2	-0.0034229091624818	0.447
melperone	3	C17	2	-0.0050526408618707	0.557
menadione	3	M11	2	0.0051317512951078	0.366
mepacrine	3	L05	2	-0.0316366561477436	0.794
mepazine	3	H05	2	0.083120086662721	0.023
mephentermine	3	O11	2	-0.0158867071964415	0.66
mepivacaine	4	P05	2	0.0104210690169875	0.507
mepyramine	3	I17	2	0.1176138359827639	0.044
merbarone	3	I23	2	-0.0271302883321874	0.764
mericitabine	3	G11	2	0.0826715937528274	0.033
merimepodib	3	H11	2	0.0076217213825573	0.377
mestranol	3	K23	2	0.0596189599463387	0.073
mesulergine	3	C11	2	0.0127458381298826	0.352
metamizole	2	J11	2	-0.0197024441606045	0.614
metatinib	3	P17	2	0.0971928681329074	0.033
metenkephalin	3	N11	2	0.0452773348813962	0.09
metergoline	3	I23	2	0.0419363338759877	0.166
metformin	2	P17	2	-0.0519740001036769	0.844
methazolamide	3	G23	2	0.1260862205477279	0.019
methimazole	3	J23	2	0.0554143861336868	0.102
methiopril	3	K17	2	0.0524250362116453	0.174
methocarbamol	3	C05	2	0.0711331467749367	0.057
methoxsalen	3	E23	2	-0.0482813859593119	0.911
