compound	no_of_compounds	well	dose_recode	median_score	p_value
methyldopa	3	M23	2	0.0803629307000627	0.084
methylnaltrexone	3	J05	2	-0.0120418739192092	0.856
methylprednisolone	3	H05	2	0.4048916935892389	0.0
metixene	3	I05	2	0.1345579559290308	0.023
metoclopramide	2	I23	2	0.129265781970806	0.067
metolazone	3	M17	2	0.0367522542183335	0.367
metoprolol	3	A17	2	0.0613558531643	0.192
mf-101	3	H05	2	0.0440002730156523	0.201
mianserin	3	C11	2	0.0207855876367391	0.515
mibampator	3	N05	2	0.0031771868190785	0.678
mibefradil	3	I11	2	0.0958327512044009	0.105
miconazole	3	E23	2	0.0198173437993946	0.491
midodrine	3	O11	2	0.1069886921945454	0.057
midostaurin	3	I05	2	0.0809558540087872	0.102
mifobate	3	N17	2	-0.0150012204506434	0.882
miglitol	3	E17	2	0.1883725441371548	0.0
milacemide	3	G23	2	0.0037310848087759	0.774
milnacipran	3	O11	2	0.0235748678083408	0.485
milrinone	3	O17	2	0.0884172652108668	0.076
minaprine	4	K23	2	0.061971975427688	0.123
minoxidil	3	L11	2	0.0180802222815839	0.572
mirodenafil	3	G23	2	0.0057496208883999	0.76
mirtazapine	3	I17	2	0.0368892389861383	0.521
mitomycin-c	3	I11	2	0.1737163672916118	0.009
mk-0752	3	B17	2	-0.0206564481024943	0.943
mk-0773	3	E17	2	0.0241397073299728	0.392
mk-0812	3	I23	2	-0.0634972792879647	0.99
mk-0893	3	G05	2	0.0859571016684651	0.092
mk-2461	3	D23	2	0.0332764705726039	0.291
mk-3207	3	N23	2	0.047091598685415	0.199
mk-8033	3	J11	2	0.0386457363837376	0.39
mk-8245	3	N11	2	0.0298049054118183	0.328
mln0128	3	L05	2	0.4592844795951679	0.0
mln2480	3	N17	2	-0.0116048984035135	0.866
mln9708	3	N11	2	0.0499241544196152	0.183
moclobemide	3	M11	2	0.0242100102969585	0.497
molindone	3	P11	2	0.0128189431994553	0.578
molsidomine	3	P05	2	0.0283890886990703	0.6
moxidectin	3	N17	2	-0.0127387102700087	0.871
moxifloxacin	3	N17	2	0.0587611703579106	0.133
moxisylyte	3	M23	2	0.0190320065366218	0.444
mozavaptan	3	I23	2	0.0242647790186635	0.439
mycophenolate-mofetil	3	A11	2	0.0092384641282994	0.619
mycophenolic-acid	3	L11	2	0.0491563916635114	0.242
n6022	3	A11	2	0.0605963848699402	0.187
nafamostat	3	I17	2	0.1495544135553019	0.054
naftidrofuryl	3	A11	2	-0.0759810410298676	0.995
naftopidil	4	G23	2	0.0669608887682086	0.154
nalbuphine	3	N05	2	0.0484189080691764	0.195
naphazoline	3	L23	2	0.1316078193569704	0.015
naproxen	3	F23	2	0.0370864988537788	0.358
naringenin	3	F05	2	-0.0110581417398987	0.899
narlaprevir	3	K23	2	0.0904768682071771	0.078
nateglinide	3	P23	2	0.0066502225347344	0.71
navitoclax	3	P23	2	0.133158141709761	0.028
nebivolol	3	D17	2	0.0172516906539815	0.498
nefiracetam	3	K17	2	-0.0075199049219646	0.896
nefopam	3	N17	2	0.0555485396474784	0.146
nelarabine	3	D05	2	-0.0169832890933374	0.862
nemonapride	3	A11	2	0.1479022393425043	0.017
nepafenac	3	A23	2	0.0604177614753729	0.233
neratinib	3	M23	2	0.0436347373090906	0.24
nesbuvir	3	P11	2	0.0443347952404276	0.255
netupitant	3	O11	2	0.0918238485143127	0.097
nevirapine	2	A11	2	0.15911215428921	0.066
niacin	3	M23	2	0.0253383688703062	0.395
nicaraven	3	O23	2	0.0180067804422698	0.457
nicardipine	3	E23	2	0.0791631983078803	0.086
nicergoline	2	I11	2	0.0216158803762081	0.556
nicotinamide	3	D11	2	0.0330327243083023	0.54
nicotine	3	F17	2	0.073225127756848	0.125
niguldipine	3	N11	2	0.0154000390478835	0.52
nikethamide	3	M17	2	0.1261535660810906	0.034
nilotinib	3	C17	2	0.0867291132922981	0.098
nimesulide	2	J05	2	0.0043001724291918	0.634
nimodipine	3	G23	2	0.0209019718267733	0.582
nintedanib	3	L05	2	0.1216028592270891	0.024
nisoxetine	3	I23	2	0.07494776793123	0.104
nitrendipine	3	G23	2	-0.0057821011010464	0.843
nizofenone	3	I05	2	0.0540172835861276	0.216
nms-1286937	3	I05	2	0.0959541829062339	0.073
norethindrone	3	G11	2	0.0174710445887386	0.635
norethisterone	3	N17	2	0.0832812343141673	0.067
norfloxacin	2	O11	2	-0.0139871613013197	0.804
norgestrel	3	M05	2	0.0972660754511631	0.037
nortriptyline	3	J11	2	0.1524134597311079	0.013
noscapine	3	F23	2	0.0572971322513077	0.216
novobiocin	3	N05	2	0.0355916207295845	0.299
nsi-189	2	D23	2	0.0101812691288093	0.539
nutlin-3	3	A23	2	0.0737267760692602	0.168
nvp-dpp728	2	J23	2	0.0593989450650209	0.24
nxy-059	3	E05	2	0.0266437412327616	0.469
o6-benzylguanine	3	L17	2	0.1031786961025102	0.069
odanacatib	3	H23	2	0.0592991993694449	0.195
ofloxacin	3	N05	2	0.0343891231250971	0.312
oglemilast	3	B11	2	0.0297090336232908	0.373
olaparib	3	I11	2	0.0086484289241061	0.729
olmesartan	2	M11	2	0.1431624977928534	0.077
omecamtiv-mecarbil	3	O23	2	0.0997817852782634	0.056
omeprazole	3	B11	2	0.1353823660533969	0.02
ondansetron	3	C17	2	0.0135081277862552	0.601
oprozomib	3	O11	2	0.3624205051237301	0.0
orantinib	3	A17	2	0.1304007562719607	0.026
ore1001	3	L23	2	0.0185556998783924	0.479
org-9768	3	I17	2	0.0486887205954466	0.438
orlistat	3	F17	2	-0.0030559049958479	0.776
orphenadrine	3	H23	2	-0.1659313527358366	1.0
orteronel	4	E05	2	0.0370159129588761	0.334
oseltamivir-carboxylate	3	E05	2	0.1229052858897078	0.023
ostarine	3	N23	2	0.0231943534637108	0.396
otamixaban	3	G11	2	0.1354336872647393	0.03
otilonium	3	M11	2	0.184755745767258	0.008
ots167	3	O11	2	0.7337346248470554	0.0
oxandrolone	3	B17	2	0.0410423901111663	0.31
oxaprozin	3	B23	2	0.0475894646528591	0.248
oxatomide	4	J05	2	0.0467270827651774	0.149
oxfendazole	3	G23	2	0.0608353284040232	0.225
oxiconazole	3	C05	2	0.0157356179322671	0.54
oxiperomide	2	K23	2	0.0454135692015384	0.356
oxybenzone	3	J23	2	-0.0064263432353848	0.757
oxybuprocaine	3	N23	2	0.0403577568784885	0.233
oxybutynin	3	I23	2	0.0312831832824111	0.364
oxymetazoline	3	D17	2	0.0129246133162877	0.541
oxypurinol	3	D17	2	0.0703017598846427	0.138
ozagrel	3	G05	2	-0.0122107123886283	0.897
pa-824	3	M05	2	0.0827542832176995	0.07
paclitaxel	3	H23	2	0.2524322401993836	0.0
palbociclib	3	A23	2	0.2696953059025977	0.0
palmitoylethanolamide	3	B23	2	-0.0188427635298995	0.838
palomid-529	3	B23	2	0.04712953184004	0.251
palonosetron	3	E17	2	0.0512837707614232	0.166
palovarotene	3	I11	2	0.109323008124412	0.061
papaverine	3	A17	2	0.0286532748577169	0.434
paracetamol	3	J23	2	0.104131992666139	0.031
paroxetine	3	D17	2	-0.0025981633812081	0.757
pasireotide	3	N05	2	0.0023581013169332	0.688
pazopanib	3	I05	2	0.1053798652000516	0.058
pazufloxacin	3	M11	2	0.0205933213233733	0.54
pd123319	3	L17	2	0.1997508115502738	0.0
pd153035	3	E05	2	0.0733140263759872	0.115
pelitinib	3	E05	2	0.0263792082288531	0.475
pemirolast	3	C11	2	0.2742777993153047	0.0
penfluridol	3	P17	2	0.0424877402787499	0.27
penicillin-v-potassium	3	P11	2	0.0160162157554908	0.535
pentamidine	3	G11	2	0.027031446425245	0.504
pentoxifylline	3	G11	2	-0.0171391768301862	0.95
perhexiline	3	D17	2	0.045342191940568	0.249
pf-02545920	3	K23	2	0.0381530325887361	0.338
pf-03084014	3	P23	2	0.0433024411293498	0.314
pf-03758309	2	K17	2	0.1879367721749659	0.064
pf-03814735	3	E05	2	0.0754217241753912	0.111
pf-04136309	3	H23	2	0.0409001506432355	0.294
pf-04447943	3	N23	2	0.0703250989658576	0.102
pf-04457845	3	P17	2	0.1664774079110123	0.007
pf-04620110	3	J11	2	0.0686782051094457	0.169
pf-04691502	3	N11	2	0.1126802380874997	0.036
ph-797804	3	H05	2	0.0838811686980778	0.055
pha-848125	3	J05	2	0.1340042413570463	0.018
phenazone	3	K23	2	0.0839831188963231	0.088
phenformin	3	P17	2	0.0732667074754497	0.119
phensuximide	3	M23	2	-0.0003699701179596	0.7
phentermine	3	G11	2	0.1070327880582156	0.064
phentolamine	3	E23	2	0.1309313241683648	0.015
phenylacetylglutamine	3	I23	2	-0.0218375271445228	0.905
phenylbutazone	3	K17	2	0.0993120460673636	0.158
phenylbutyrate	3	B17	2	-0.0049987109177596	0.818
phenylephrine	3	O23	2	0.0864300546082702	0.078
phenytoin	3	B23	2	-0.0007462829333184	0.703
physostigmine	3	C05	2	0.1037850382003913	0.044
pibenzimol	3	I05	2	0.2389098413531147	0.001
piclamilast	3	G23	2	0.011163029014321	0.7
picolinic-acid	4	E17	2	0.1401880037744402	0.004
picotamide	3	P17	2	0.0457115921912357	0.247
piketoprofen	3	N17	2	0.0699122379654008	0.097
pilaralisib	3	O17	2	0.0104144116791087	0.573
pilocarpine	3	E05	2	0.1056522200565881	0.043
pimavanserin	3	A23	2	0.0425301562993348	0.358
pimecrolimus	3	B11	2	0.0828817540549379	0.086
pimobendan	3	D11	2	0.1666281725757811	0.054
pimozide	4	F23	2	0.046859273775472	0.246
pinacidil	3	P05	2	0.0702250459547229	0.294
pinaverium	3	L05	2	-0.0017426930077831	0.768
pinitol	3	E17	2	0.0684814030130595	0.105
pioglitazone	3	D17	2	0.0282737285600002	0.387
piperidolate	3	O23	2	0.0748469256131586	0.111
pirenoxine	3	L05	2	0.0586129851126516	0.144
pirenzepine	3	F23	2	0.1188921373717177	0.041
pirfenidone	3	M17	2	0.0185692553937159	0.574
piribedil	3	N11	2	0.2141307046779346	0.001
piroxicam	2	D23	2	-0.0123584676636288	0.748
pitavastatin	3	A17	2	0.0080599114545808	0.666
pki-179	3	I05	2	0.1912670599294272	0.006
podophyllotoxin	3	N05	2	0.2885826049528022	0.0
pomalidomide	3	E17	2	0.027972636988185	0.341
pramipexole	3	I11	2	0.0545471429512293	0.277
pranlukast	3	N23	2	0.0909203236017209	0.051
pravastatin	3	J23	2	0.113072305473461	0.023
prazosin	3	D23	2	0.0146676681962424	0.475
prednisone	3	C05	2	0.1258559014549277	0.027
preladenant	3	E11	2	0.0677500101813081	0.112
primaquine	3	A23	2	0.0237808550658612	0.556
primidone	3	E05	2	0.0286559435485662	0.452
pritelivir	3	A17	2	0.0188879183677652	0.56
probenecid	3	J11	2	0.0135979545853782	0.706
probucol	3	M17	2	0.0259057277666455	0.479
procainamide	2	F17	2	0.1707395796848441	0.066
prochlorperazine	3	C05	2	0.024074127222214	0.447
progesterone	3	O23	2	0.0188303914457758	0.449
proglumide	3	B11	2	0.0927366636677863	0.067
proguanil	3	G23	2	0.0481855053429109	0.323
propafenone	3	D23	2	0.0286914281456999	0.333
propentofylline	3	K05	2	0.0015684170147481	0.745
propranolol	3	L05	2	0.0446185195694571	0.239
protirelin	3	H23	2	0.0672800899858092	0.154
protriptyline	3	L05	2	0.0113805399487344	0.607
prx-08066	3	H05	2	-0.0223776086115516	0.922
psi-6130	3	P17	2	0.0192786517864054	0.531
pterostilbene	3	B11	2	0.0628878928991852	0.15
pyrazinamide	3	J11	2	0.0346084332764271	0.426
pyrazinoylguanidine	3	P17	2	0.0354933747809685	0.334
quercetin	3	P05	2	0.078785091262789	0.253
quetiapine	3	E05	2	0.0101963796682752	0.661
quiflapon	3	M23	2	0.0145012616115063	0.493
quinapril	3	I17	2	0.0625475402036263	0.351
quinidine	3	M05	2	0.0079062328129401	0.655
quinidine	3	P05	2	0.0079062328129401	0.758
quizartinib	3	G05	2	0.0775830222714276	0.111
r-428	3	L23	2	-0.0035694386998909	0.765
r547	3	E05	2	0.0617961511497133	0.164
rabeprazole	3	M17	2	0.0833288456255507	0.102
racecadotril	3	B23	2	0.0185067489370323	0.493
raclopride	3	B17	2	-0.0216121790644159	0.945
radezolid	3	K05	2	0.048088364405303	0.216
raf265	3	C05	2	0.0761808375951374	0.1
raloxifene	3	H11	2	0.0278636517003058	0.479
raltegravir	4	N23	2	0.0422702013782536	0.199
ramatroban	3	D17	2	0.0103869587378682	0.575
ramelteon	3	I23	2	0.0261856577616876	0.418
ramipril	3	E23	2	0.0597544382071975	0.159
ranitidine	3	I11	2	0.1269268686978608	0.03
ranolazine	3	J23	2	0.058984011415315	0.152
rasagiline	3	H23	2	0.0189868466274139	0.513
rebamipide	3	A23	2	-0.0024668256870665	0.82
reboxetine	3	F23	2	0.0026858507480949	0.705
refametinib	3	F05	2	0.1585532894259939	0.012
regadenoson	2	M05	2	0.1320226677382778	0.071
regorafenib	3	F23	2	0.0071098366076661	0.663
relcovaptan	3	N05	2	0.1521726959507081	0.007
repaglinide	3	H11	2	0.0578565641556461	0.219
reparixin	3	E11	2	0.0239513403720069	0.414
resatorvid	3	P23	2	-0.0146263392138132	0.882
reserpine	3	L05	2	0.0934216408276533	0.052
resiquimod	3	K05	2	0.1760233431794602	0.003
resminostat	3	C11	2	0.0101935714900466	0.634
resveratrol	3	N23	2	0.1150811310625	0.029
retapamulin	3	N11	2	-0.0209490519921616	0.932
retigabine	3	H05	2	0.0488543876954776	0.152
rg-7388	2	C11	2	-0.0266393716543128	0.877
rg2833	3	L05	2	0.0531518105147499	0.183
rg4733	3	H05	2	0.0589488122686009	0.112
ribavirin	3	G23	2	0.0852072538394621	0.112
rifabutin	3	G05	2	-0.0422110858757861	0.987
rifaximin	3	E23	2	0.0410724213538303	0.286
rilmenidine	3	N23	2	-0.046481799717977	0.981
rilpivirine	3	H23	2	0.0230428507093484	0.473
rimantadine	3	I17	2	0.167675379321981	0.033
rimcazole	3	J05	2	-0.0198418426745265	0.914
rimexolone	3	D05	2	0.2116434533998534	0.001
rimonabant	3	H17	2	0.0656121576793779	0.135
riociguat	3	L11	2	0.0669096972753871	0.174
ripasudil	3	I05	2	0.0155763968094143	0.561
risperidone	3	J05	2	-0.0062782513605934	0.796
ritodrine	3	E23	2	0.0196263595322881	0.496
rivaroxaban	3	P23	2	-0.0017063633826011	0.783
rizatriptan	2	G05	2	0.1781269346376666	0.046
ro-4987655	3	I11	2	0.2407137857309155	0.001
rociletinib	3	N17	2	0.103593959791959	0.043
rocuronium	3	I17	2	-0.009840191331843	0.893
roflumilast	4	M23	2	0.0390083520840297	0.241
rolipram	3	O11	2	-0.0091094554935946	0.837
romidepsin	3	P17	2	0.659664099498004	0.0
ropinirole	3	C05	2	0.0342008502328053	0.332
roquinimex	4	P17	2	0.0032667672562907	0.846
roscovitine	3	O11	2	0.0527337875930572	0.257
rosiglitazone	3	P11	2	0.0928513288185231	0.036
rosuvastatin	3	H17	2	0.0234610737119406	0.438
rotigotine	3	J05	2	0.1680032071213693	0.008
rottlerin	4	O17	2	0.0411025120559961	0.228
rotundine	3	M23	2	0.1439179234215243	0.018
roxithromycin	3	E05	2	0.0173943085599915	0.583
rs-127445	3	N05	2	0.0479867105835332	0.199
ru-58841	3	D23	2	0.0082798618837908	0.556
rucinol	3	L17	2	0.0569750468534983	0.222
rupatadine	3	P05	2	0.2890011986928578	0.007
rutin	2	I05	2	0.07212088862032	0.205
s18986	4	K17	2	0.0398646841822138	0.553
safinamide	3	B23	2	0.0380705865012038	0.312
salvinorin-a	3	B23	2	0.0084708159217536	0.598
saquinavir	3	E17	2	-0.007811568930943	0.839
saracatinib	3	L11	2	0.0504618061303382	0.235
sarcosine	3	B17	2	0.0396667370802094	0.316
sasapyrine	3	O11	2	0.0372518605495609	0.371
saxagliptin	3	P17	2	0.0149961829620901	0.59
sb-683698	3	M17	2	0.0224722694657385	0.531
sb-705498	3	K05	2	0.0714381411455719	0.111
sb-743921	3	C17	2	0.2264316536096096	0.001
sb-756050	3	D05	2	0.0960077752399447	0.069
sb-939	3	O17	2	0.1443741989876942	0.013
sc-12267	3	O11	2	0.044874741323598	0.304
scopolamine	3	A11	2	-0.0174185302018621	0.878
sdz-nkt-343	3	K23	2	-0.0258710533273453	0.917
secnidazole	3	H17	2	0.0521448694440856	0.207
selamectin	3	J05	2	0.0126260978363215	0.543
selegiline	3	I11	2	0.0182547669005703	0.612
selumetinib	3	E23	2	0.2259385199062473	0.0
semagacestat	3	O11	2	0.1716283007329728	0.008
semaxanib	3	F23	2	0.1342254832184074	0.03
senicapoc	3	F23	2	0.0129464323151034	0.592
seocalcitol	3	D05	2	0.0718406842981313	0.152
sep-227900	3	P17	2	0.0791045558246616	0.103
sertaconazole	3	L17	2	0.091252946141446	0.089
sertindole	3	E23	2	0.030819843528115	0.368
sertraline	3	I05	2	0.0254110280062015	0.437
setiptiline	3	P23	2	0.0755411325160323	0.121
sgi-1776	3	N17	2	0.0084422314746706	0.592
siguazodan	3	B11	2	0.0066409910543397	0.649
sildenafil	2	O23	2	0.1817984882764892	0.038
simeprevir	3	D23	2	0.0891266951070973	0.044
simvastatin	3	L23	2	-0.0029212510518912	0.754
sirolimus	2	P23	2	0.3093175941076265	0.005
sk&f-10047-(+)	3	H05	2	0.0290820776589423	0.331
snx-2112	3	I05	2	0.0682069476571779	0.149
sobetirome	3	N11	2	0.1449598569086017	0.01
sodium-gualenate	3	P17	2	0.1280681475951091	0.03
sodium-tanshinone-ii-a-sulfonate	3	L17	2	0.1172311343358366	0.04
sofalcone	3	F17	2	0.0123850401575216	0.634
sofosbuvir	3	G11	2	-0.020205274024817	0.96
solifenacin-succinate	3	L05	2	-0.0047164426424888	0.794
sorbinil	3	E11	2	0.0251545133861455	0.4
sorbitol	3	L11	2	0.0251777046196414	0.501
sotalol	3	H05	2	0.0240262393471974	0.396
sotrastaurin	3	G11	2	0.0690660435031952	0.169
sparfloxacin	3	P11	2	0.0767107763816126	0.076
spironolactone	3	O11	2	0.0544800730143168	0.245
sr-2640	3	D05	2	0.1111589730870299	0.039
sr-33805	3	M11	2	0.0078609458217649	0.737
sta-5326	3	K05	2	0.1124674275698835	0.04
stavudine	3	D17	2	0.126076554521003	0.026
su014813	2	H11	2	0.0359932165914309	0.449
sulbactam	3	N23	2	0.1659987162307929	0.006
sulbutiamine	3	D05	2	-0.0054303357420335	0.755
sulfafurazole	3	B17	2	0.0049639142336912	0.699
sulfasalazine	2	L11	2	0.1482431567800211	0.07
sulforaphane	3	K05	2	0.0463744133480728	0.223
sumatriptan	3	A23	2	0.0210701720980301	0.58
sunitinib	3	I17	2	0.004457415153893	0.798
suprofen	3	I17	2	0.1007965715627319	0.184
suvorexant	3	H17	2	0.0550077067770227	0.192
swainsonine	3	M23	2	-0.0455964656166783	0.984
t-5224	3	C17	2	0.0168205576504242	0.557
tacalcitol	3	L05	2	0.0655853189778989	0.12
tacedinaline	3	E11	2	0.0050398848750602	0.671
tacrine	3	D11	2	0.0205710088349272	0.687
tacrolimus	3	N11	2	0.0372706397332677	0.274
tadalafil	3	E23	2	0.0861060823079092	0.062
tafamidis-meglumine	3	I17	2	0.0618594100818818	0.357
tagatose	2	A17	2	0.0529108722403035	0.296
tak-285	3	A17	2	0.0497151524949086	0.251
tak-733	3	G23	2	0.4984681899533065	0.0
tak-875	3	E17	2	0.0390854785254119	0.238
taladegib	3	P11	2	0.0455459697574035	0.242
talazoparib	3	I11	2	0.0307643434652187	0.497
talinolol	3	H11	2	0.0549632927718748	0.235
talmapimod	3	L11	2	0.0803899116057657	0.119
talnetant	3	G05	2	0.0830021219605623	0.099
taltirelin	3	C17	2	0.1938567614536307	0.003
tamibarotene	3	P17	2	0.0961758584159603	0.066
tamoxifen	2	F23	2	0.0707899122486146	0.263
tamsulosin	2	D17	2	0.0186338653726528	0.498
tanaproget	3	N23	2	0.054843295536487	0.161
taranabant	3	P23	2	0.1076461108235736	0.058
targinine	3	H05	2	0.039087124384999	0.239
tas-103	3	G23	2	0.3946798743554287	0.0
taselisib	3	A11	2	0.1215246154827622	0.037
tasisulam	3	K23	2	-0.0136364400003851	0.839
tasquinimod	3	L11	2	-0.0072788495018026	0.872
tazobactam	3	A11	2	0.1307862349558617	0.03
tebipenem	3	L05	2	0.0165353330932099	0.53
tecastemizole	3	I05	2	0.0173748855654763	0.536
tedizolid	3	L23	2	0.0172970700464132	0.501
tegobuvir	3	F17	2	0.0182798308659199	0.54
telatinib	3	C11	2	0.0177323177022184	0.55
telbivudine	3	D05	2	-0.0113605912704261	0.826
telcagepant	3	I11	2	0.0693191675506686	0.195
telmesteine	3	F23	2	0.1054469481512357	0.059
telmisartan	3	H17	2	0.1102756482590341	0.038
telotristat	3	E11	2	0.0393480581055356	0.256
temazepam	3	D23	2	-0.0081550329404806	0.772
temozolomide	3	K05	2	-0.012602377439337	0.894
temsirolimus	3	E05	2	0.1776560329386299	0.006
teneligliptin	3	N17	2	0.0444641750805588	0.205
tenidap	3	A17	2	0.0825706766641937	0.11
terbinafine	3	D05	2	0.0629646421425611	0.181
teroxirone	3	N23	2	0.049306449674568	0.19
tesaglitazar	3	B11	2	0.023083585115527	0.439
testosterone	3	I11	2	0.1048054888697437	0.073
tetrabenazine	3	J23	2	0.0222843353808818	0.41
tetracaine	3	J11	2	0.126222461893676	0.034
tetrahydrouridine	3	P05	2	-0.0059861661761018	0.845
tetrindole	3	E17	2	0.0144435151891384	0.518
tg-100801	3	D11	2	0.002518836773913	0.873
thalidomide	2	C11	2	0.0490945185801969	0.328
theobromine	3	P17	2	0.0214400578872291	0.503
theophylline	3	B17	2	0.0516066224770349	0.259
thiocolchicoside	3	F05	2	0.0035147641385312	0.788
thioctic-acid	3	F05	2	0.0540043716412344	0.295
thioguanine	3	K23	2	0.0329317323641197	0.381
thiomersal	3	B23	2	0.1436982412204941	0.013
thioridazine	3	H05	2	0.0348725273642577	0.282
thiothixene	3	K23	2	0.1061948777456608	0.048
tiagabine	3	N17	2	0.0254353837322451	0.364
tiapride	3	G05	2	0.018569035507787	0.528
tic10	3	K17	2	0.0548544807829102	0.416
ticagrelor	2	A23	2	0.0676498062389969	0.266
ticlopidine	4	D11	2	0.0884316587026355	0.214
tiludronate	3	L17	2	0.0820001606599146	0.113
timolol	3	O17	2	0.0406812615785221	0.283
timonacic	3	O23	2	0.0386258871206382	0.258
tioconazole	3	N05	2	0.0361166348841839	0.294
tioguanine	3	J23	2	0.0615283649306291	0.14
tipiracil	3	A11	2	0.0247719773059696	0.439
tirasemtiv	3	B11	2	0.0394757505567884	0.298
tirofiban	3	C11	2	-0.0371323615056143	0.983
tivantinib	3	H17	2	0.0740879930440459	0.106
tivozanib	3	H11	2	0.012435115811513	0.67
tizanidine	3	J05	2	0.0513641627040712	0.173
tobramycin	3	H11	2	0.2259891302085765	0.0
tofacitinib	3	P05	2	0.0262652618805133	0.62
tolazamide	3	L05	2	-0.0009220181242658	0.764
tolbutamide	3	M05	2	0.0444305499276966	0.254
tolcapone	3	K23	2	0.0805409231697648	0.099
tolfenamic-acid	3	M11	2	0.1094624372315837	0.053
tolnaftate	3	P17	2	0.0218818151222982	0.499
tolperisone	2	H05	2	0.1480254461780542	0.071
tolvaptan	3	P11	2	0.0143571801673839	0.553
topiramate	3	M11	2	0.0260671789626652	0.471
torasemide	3	O23	2	0.0749623668160364	0.11
torcetrapib	3	I05	2	0.0254373464051644	0.437
torcitabine	3	G05	2	0.0737175727122535	0.119
tosedostat	3	D17	2	0.1185538053848167	0.035
tozasertib	3	L17	2	0.0698680167951288	0.159
tracazolate	3	J23	2	0.0429663445978683	0.236
tramiprosate	3	E11	2	0.077363284675273	0.085
tranilast	3	M05	2	-0.0205479202215306	0.938
trapidil	3	E23	2	0.0804131099351836	0.078
travoprost	3	M05	2	0.0573485429216108	0.156
trazodone	3	G11	2	0.1371619049617849	0.026
trehalose	3	P11	2	0.0234520793412439	0.448
triamcinolone	3	C05	2	-0.0479238640133307	0.991
triamcinolone-acetonide	3	O23	2	0.2368618739470318	0.0
triamterene	3	K23	2	0.1305250193003637	0.017
triclabendazole	3	D23	2	-0.0039449016819949	0.722
triclosan	3	P23	2	0.0807565758840592	0.105
triflupromazine	3	G23	2	0.0500654922918804	0.308
trifluridine	3	I05	2	0.0097987375532434	0.637
trilostane	3	J23	2	-0.028772815210352	0.906
trimebutine	3	A17	2	0.0904044768895281	0.09
trimetazidine	3	C11	2	0.120425453763008	0.045
trimethoprim	3	M05	2	0.0057131564074381	0.696
trimipramine	3	A23	2	0.0690554571721798	0.186
triptorelin	3	C17	2	0.0333628712665796	0.39
troglitazone	3	F23	2	-0.0358650901884722	0.955
trovafloxacin	3	C05	2	0.0560882800803877	0.171
tyrphostin-1	3	N17	2	0.0574655688057799	0.137
uk-383367	3	I05	2	0.0187780306708174	0.518
ulipristal	2	G23	2	0.0018089862308954	0.722
umeclidinium	3	F23	2	0.0509723413920567	0.253
urapidil	3	K05	2	0.0297221212380317	0.388
ursodeoxycholyltaurine	3	C11	2	0.0813334289763301	0.136
ursodiol	3	A11	2	0.063323362127804	0.176
ursolic-acid	3	O23	2	0.0914453996410354	0.066
valdecoxib	3	F17	2	0.0072355246331215	0.691
valproic-acid	3	I11	2	0.0829750183635062	0.136
valrubicin	3	O17	2	0.0063221586641853	0.628
valsartan	3	C05	2	0.0262777738566826	0.415
vandetanib	3	K23	2	0.162035623368286	0.003
vanoxerine	3	F17	2	0.0992884655838882	0.073
vardenafil	3	I17	2	0.0303415341335952	0.583
varenicline	3	I11	2	0.0506728160983051	0.304
varespladib	3	I17	2	0.0312336449389807	0.58
veliparib	3	C17	2	-0.0041734663676286	0.799
vemurafenib	3	D17	2	0.0266560416598526	0.4
venlafaxine	3	D11	2	-0.0010482241402206	0.907
verapamil	3	J05	2	0.0093823884765837	0.59
vgx-1027	3	F05	2	0.0547940563002761	0.291
vicriviroc	3	J05	2	0.0129715847599562	0.536
vidarabine	3	M23	2	0.000473049772999	0.686
vilazodone	3	H17	2	-0.022808531503191	0.949
vinpocetine	3	G11	2	0.0571502021761546	0.254
vismodegib	3	D05	2	0.0150793741389728	0.55
voglibose	3	L11	2	0.0207680751462354	0.539
volasertib	3	H11	2	0.2905824968200947	0.0
voreloxin	3	J11	2	0.0415175779041551	0.362
voriconazole	3	J11	2	0.1040928948784411	0.063
vortioxetine	3	I11	2	0.0390252330143357	0.42
voxtalisib	3	C11	2	-0.0374884935747862	0.983
vt-464	3	N11	2	-0.0107941499494574	0.879
vtp-27999	3	D17	2	0.073748707494715	0.117
vx-222	3	J23	2	-0.0629484662859549	0.99
vx-661	3	H23	2	0.0830246196730154	0.103
vx-765	3	F23	2	0.0909622466925489	0.085
vx-809	3	F05	2	0.1665442234550866	0.01
xaliproden	2	D05	2	0.0731506565048147	0.201
xbd173	3	K05	2	0.0091940548886678	0.649
xl888	3	A11	2	0.4301067110620352	0.0
yohimbine	3	M11	2	0.0352978504021223	0.36
z160	3	C11	2	0.0023309762348423	0.74
zafirlukast	3	J05	2	0.0664112987188046	0.11
zalcitabine	3	E17	2	0.0420893954810782	0.217
zaldaride	3	C17	2	-0.0018922185009011	0.772
zaleplon	3	B17	2	0.0827554963730115	0.098
zaprinast	3	F17	2	0.0512484193917448	0.248
zardaverine	3	A23	2	0.0567693305706589	0.254
zd-7114	3	K05	2	0.0210910797785057	0.478
zidovudine	3	M23	2	0.0149918610826745	0.489
ziprasidone	3	M05	2	0.0089892846804119	0.644
zk-200775	3	M05	2	0.055947262848778	0.168
zk811752	3	L11	2	0.035212055823997	0.377
zofenopril-calcium	3	E23	2	0.0395877439325469	0.3
zolpidem	3	A17	2	0.1060963113189004	0.056
zonisamide	3	J11	2	0.1521769167743354	0.013
zosuquidar	3	M11	2	0.0650136073694145	0.161
